zone,pop_2000,pop_2001,pop_2002,pop_2003,pop_2004,pop_2005,pop_2006,pop_2007,pop_2008,pop_2009,pop_2010,pop_2011,pop_2012,pop_2013,pop_2014,pop_2015,pop_2016,pop_2017,pop_2018,pop_2019,pop_2020
13,223761.93534909666,223564.14753253773,223366.36063166024,223168.57238944797,222970.78529482562,222772.99761572987,220878.39634636557,218983.79487447935,217089.1942302763,215194.5931077953,213299.99174280936,215630.98903646896,217961.98713503388,220292.98431819765,222623.98250098393,224954.97982155503,227191.3854335072,229427.7916310128,231664.19727120802,233900.6035774325,236137.00901271647
14,21703003.75631048,21857080.922511876,22011158.10231694,22165235.263738833,22319312.43845347,22473389.607102595,22573628.586975012,22673867.57076908,22774106.569538094,22874345.543434672,22974584.52992509,23012309.580637917,23050034.601866066,23087759.64862433,23125484.667795144,23163209.719986994,23169356.7167516,23175503.68999631,23181650.650891405,23187797.625008557,23193944.622354485
15,72343321.01593539,73835001.54277454,75326682.01267785,76818362.52480239,78310043.03770678,79801723.53297411,81043732.91670194,82285742.32568423,83527751.66893697,84769761.0592879,86011770.44881307,87388363.86949775,88764957.25597724,90141550.68378802,91518144.07053149,92894737.48569697,94278239.3656218,95661741.20539798,97045243.10552488,98428744.93744437,99812246.82560834
16,16406384.255365908,16606841.628122684,16807299.019254204,17007756.390102856,17208213.78173388,17408671.15448762,17733045.52945208,18057419.905821066,18381794.27818606,18706168.65302837,19030543.027031403,19340759.486809716,19650975.94647647,19961192.40295376,20271408.86217692,20581625.320552442,20861361.59346106,21141097.86068921,21420834.134681266,21700570.405342005,21980306.6749305
17,2546809.4332731613,2596445.309429503,2646081.1864117086,2695717.0643042736,2745352.941431781,2794988.8174933814,2842965.816960322,2890942.8173860614,2938919.819061531,2986896.819705679,3034873.819193457,3077055.8084588083,3119237.7974211485,3161419.784196781,3203601.777454546,3245783.7639150163,3282384.1369627863,3318984.511146716,3355584.880795953,3392185.2550341357,3428785.627980532
18,811090.857583033,813209.813431255,815328.7705844279,817447.7247745395,819566.6817858438,821685.6377637526,829310.7505102961,836935.8634612455,844560.9820411832,852186.0954440943,859811.2080861444,866248.7330175559,872686.2565596692,879123.780499677,885561.3043916435,891998.8291443083,896661.0993263363,901323.3689122996,905985.6370461968,910647.9073871385,915310.1772185251
19,9418.99994158675,9473.999895536574,9528.999892465072,9583.99983157916,9638.999775161501,9693.9997595991,9720.599067471514,9747.198309033993,9773.797490991652,9800.396779276722,9826.996078990749,9844.796285385964,9862.596435801242,9880.3962148407,9898.196385223564,9915.996554693702,9952.998054198746,9989.999441240536,10027.000982629019,10064.002371550218,10101.003872021975
20,41715762.30208041,41990754.761548735,42265747.23361327,42540739.65699566,42815732.14526297,43090724.600638956,43384778.27324393,43678831.98154134,43972885.613876306,44266939.32202211,44560992.99474597,44809399.33226297,45057805.69047697,45306212.083810724,45554618.440044805,45803024.78359905,46013676.831094444,46224328.81026222,46434980.80616264,46645632.82639219,46856284.8503643
21,18109987.98783328,18251453.619836017,18392919.26955359,18534384.88954498,18675850.537833106,18817316.170186777,18912783.206620272,19008250.250649028,19103717.272047054,19199184.318701006,19294651.353783295,19384358.94893289,19474066.515295256,19563774.109918293,19653481.6761913,19743189.27178431,19824835.395960573,19906481.525535524,19988127.609379962,20069773.739969127,20151419.863585155
24,1043643.1046196483,1059753.8744885752,1075864.6442528535,1091975.4148718123,1108086.1845718503,1124196.9545566603,1135837.817777963,1147478.6815691583,1159119.54313526,1170760.4067909436,1182401.2702492306,1191288.2525173465,1200175.2334761533,1209062.2156187533,1217949.1964827091,1226836.1784650853,1226356.4790983752,1225876.778456021,1225397.0795899092,1224917.3794989823,1224437.6800154431
25,20216313.837388385,20736794.769086424,21257275.685633726,21777756.619365327,22298237.53591014,22818718.470651116,23215501.931443375,23612285.39513085,24009068.858132027,24405852.31831162,24802635.772366524,25259557.11792428,25716478.455350876,26173399.816900585,26630321.147087708,27087242.49624369,27515463.139341608,27943683.80907715,28371904.464032043,28800125.127710354,29228345.778931513
26,368044.5556287011,370598.5243842699,373152.49225338496,375706.4607748402,378260.4289196624,380814.3974691648,382745.4582942722,384676.51981708,386607.5797120852,388538.6412083965,390469.7020486437,391697.1556596955,392924.6103207905,394152.0632217942,395379.51794601243,396606.9715262038,397457.0705916374,398307.1687864632,399157.26784945,400007.3661440513,400857.46516810585
28,547695.9561270941,561883.1641941164,576070.3724779766,590257.5809884388,604444.7893758621,618631.9974595886,634644.5897502843,650657.1819920968,666669.774065733,682682.3668538351,698694.9579828959,716650.7537550051,734606.5496411491,752562.3478566315,770518.1435105838,788473.9392688815,807411.5623709168,826349.1841291673,845286.7999321632,864224.4214193709,883162.0445468314
29,150328.96726959944,155883.77086475492,161438.5739967227,166993.3767876327,172548.18023601174,178102.98371818662,184226.9866772741,190350.98814478517,196474.99010162055,202598.9941290319,208722.9944680184,214981.38821591437,221239.78195264935,227498.17501294613,233756.56927613914,240014.96276713908,246646.37270009518,253277.78172802925,259909.19115391374,266540.601221472,273172.01023460925
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,81154.00061884284,82672.59985812561,84191.19938839256,85709.79798009252,87228.39757864404,88746.99669211259,89613.79736359633,90480.59793596406,91347.39843016752,92214.19922698988,93080.99976555671,93759.00056427473,94437.000770327,95115.0018674279,95793.00202529447,96471.00285110559,96945.3946339669,97419.78612288745,97894.17729425256,98368.5688360685,98842.96060120489
32,736710.9662500024,747689.1674727872,758667.3628786877,769645.5537793562,780623.749080129,791601.950266771,799384.7499058023,807167.5477095768,814950.3492781222,822733.1478343457,830515.9469040334,836643.5567180067,842771.1658718139,848898.7736115456,855026.3827965856,861153.9926537126,867295.7903099135,873437.5888692066,879579.3808866739,885721.1794635952,891862.9771543816
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,1185143.0002149409,1192515.6534350645,1199888.3103215564,1207260.9657408057,1214633.6229586957,1222006.275881977,1227195.2947385202,1232384.3074811988,1237573.3272546767,1242762.3392808777,1247951.3585439394,1253003.4294735957,1258055.496847358,1263107.5660544692,1268159.6343705214,1273211.704925801,1276841.6261481114,1280471.5489017854,1284101.4669087646,1287731.389712268,1291361.3109037033
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,280384.01609060843,285300.8114733072,290217.6048551691,295134.3970902674,300051.19309711177,304967.9858306879,310489.38079605065,316010.7768476824,321532.1731947595,327053.5696823923,332574.96468968946,338791.3661645055,345007.76423182816,351224.16573977494,357440.56599115906,363656.96812795644,369541.5783731739,375426.18674411863,381310.7987174349,387195.4085396941,393080.01884348935
40,13251010.52865927,13348737.399361355,13446464.250395134,13544191.10130333,13641917.953375213,13739644.824532973,13831328.359542085,13923011.905912368,14014695.43849514,14106378.985584479,14198062.52006566,14269666.565839889,14341270.610255118,14412874.651390588,14484478.693693446,14556082.741305722,14619602.609291844,14683122.490494953,14746642.338138832,14810162.220893942,14873682.087899879
41,7812091.477853547,7983231.898217008,8154372.305216916,8325512.7105471045,8496653.115288306,8667793.534828097,8844369.410926161,9020945.27025041,9197521.138707247,9374096.999474488,9550672.873914083,9738626.224298257,9926579.573480492,10114532.910761908,10302486.254610533,10490439.608997826,10677268.502210775,10864097.386325631,11050926.276363468,11237755.167942945,11424584.055374004
42,5492228.320274438,5706271.2615489885,5920314.2035548575,6134357.144065029,6348400.085420238,6562443.026904645,6801703.794883784,7040964.561164191,7280225.331093896,7519486.09521753,7758746.862849467,8031653.76035849,8304560.663603464,8577467.559091944,8850374.464398514,9123281.361420043,9432040.35657455,9740799.359140167,10049558.355094537,10358317.358675927,10667076.352757432
43,2283555.183839281,2345985.4584578336,2408415.733890873,2470846.000753055,2533276.277210451,2595706.551232012,2665059.4304790944,2734412.3143595364,2803765.195104819,2873118.080088606,2942470.9583522617,3017359.159089306,3092247.366836734,3167135.568026666,3242023.7730048792,3316911.9756724536,3389844.6727508684,3462777.3693526126,3535710.065874369,3608642.7648890675,3681575.461456082
44,2679856.559169546,2758373.402805507,2836890.251123679,2915407.086802004,2993923.935292653,3072440.7788526444,3153382.6449147183,3234324.5176237626,3315266.3861649376,3396208.255585312,3477150.1236730777,3564684.862479598,3652219.602100514,3739754.3461346244,3827289.085884536,3914823.824008856,4033573.477921113,4152323.14679173,4271072.800228374,4389822.47227637,4508572.124886911
45,946872.0422361321,985086.5587833404,1023301.0768612018,1061515.5953832716,1099730.1129313256,1137944.6298572256,1168085.4566047026,1198226.2863030727,1228367.1131054675,1258507.9420887346,1288648.7691479914,1321186.4715694885,1353724.1735854843,1386261.8757037262,1418799.5779809293,1451337.28033406,1490998.8186527449,1530660.3548139483,1570321.8997625685,1609983.4362393524,1649644.9744977634
46,632341.3203166138,641366.7697325218,650392.2124503487,659417.6286825839,668443.0715320038,677468.5207195297,685704.2452327245,693939.9609143704,702175.6955843406,710411.4114120015,718647.1358723675,727483.1404600765,736319.135780934,745155.1379229289,753991.1329307351,762827.1376396634,771736.7899767291,780646.4338040389,789556.0879217458,798465.7318068419,807375.384189364
47,4151031.438043571,4280065.799326175,4409100.1559425965,4538134.516799982,4667168.865797209,4796203.232139799,4943553.653347228,5090904.077530159,5238254.50046356,5385604.9264447475,5532955.347479293,5688340.639396138,5843725.931929809,5999111.215775434,6154496.509285049,6309881.798673017,6463857.769660397,6617833.7467795275,6771809.710241662,6925785.684507432,7079761.655065286
48,1681668.6565364394,1722307.3317961204,1762946.0096007613,1803584.6883732914,1844223.366569549,1884862.0415042033,1951319.1075442117,2017776.169433684,2084233.2377971073,2150690.3015432195,2217147.36649577,2446662.648650826,2676177.9360858155,2905693.2199836657,3135208.5059478097,3364723.790897932,3408221.8989464515,3451720.0045814333,3495218.110502523,3538716.218639654,3582214.3265774315
49,510578.85123965715,538467.5486810169,566356.2448686005,594244.9383504547,622133.6350892064,650022.332519606,683341.124584546,716659.923357085,749978.7162684081,783297.5171626109,816616.3094936522,855036.47393167275,893456.6367190764,931876.8019532645,970296.9659234874,1008717.1293881596,1057940.8427738226,1107164.5554977506,1156388.273410511,1205611.9800326414,1254835.6987561279
50,7542381.904664905,7772763.72849163,8003145.556748444,8233527.376397519,8463909.200584557,8694291.02648517,8926526.08080115,9158761.130577536,9390996.187110797,9623231.233120972,9855466.287230533,10085151.153195076,10314836.018345993,10544520.892886514,10774205.757725587,11003890.624416903,11187010.612386867,11370130.596867848,11553250.544162167,11736370.530309865,11919490.51747895
51,1819842.4071085725,1884385.6752405418,1948928.9313562475,2013472.1966446936,2078015.4495789343,2142558.71951963,2295136.9168878454,2447715.117590219,2600293.307446166,2752871.5082151587,2905449.7055232925,3065878.2911650827,3226306.8822701387,3386735.4625493456,3547164.03785446,3707592.625351528,3790837.001962878,3874081.378082441,3957325.802982164,4040570.131563924,4123814.548512821
52,665673.7223602487,705654.7678782649,745635.8109580079,785616.851875575,825597.8973409354,865578.9423263837,944341.6513906624,1023104.3579896461,1101867.0706078978,1180629.782460671,1259392.4914102391,1282572.3417976839,1305752.1906560133,1328932.0343307885,1352111.8850946338,1375291.7349927505,1397066.0320817367,1418840.3329400548,1440614.6326033957,1462388.931761672,1484163.2284840376
53,10809489.388237718,11028773.946291214,11248058.498512138,11467343.056179589,11686627.60971863,11905912.16714679,12145837.303124605,12385762.406749431,12625687.472699532,12865612.570068624,13105537.709083915,13374823.414568845,13644109.16635579,13913394.871215371,14182680.628314443,14451966.329488162,14726007.15392391,15000048.006765239,15274088.828078274,15548129.675729068,15822170.50167628
54,1948615.004302783,2142050.363611788,2335485.7205068506,2528921.0771433967,2722356.437161321,2915791.794559309,3435391.977184948,3954992.157575436,4474592.340011575,4994192.523118049,5513792.69752517,5643927.662621154,5774062.617118682,5904197.55403231,6034332.5087861745,6164467.47366931,6275197.992006676,6385928.514464021,6496659.023142008,6607389.545717744,6718120.063980808
55,238512.52861796695,239606.07889068153,240699.63041546763,241793.18018986614,242886.73158801548,243980.28191998848,244616.41387039694,245252.5448510366,245888.6761691494,246524.80723890883,247160.93904371455,246194.6896620556,245228.4411722742,244262.19280340886,243295.94420531997,242329.69482335355,241557.73688016523,240785.7789196458,240013.8206445436,239241.8629159927,238469.904778051
56,438736.97324751155,445834.37571459403,452931.7787139389,460029.1791618549,467126.5824035597,474223.98466285993,477454.9882036054,480685.99145907466,483916.99303232343,487147.9963567555,490378.9997962697,496403.59044810734,502428.1813797965,508452.7735505882,514477.364325352,520501.9552748217,526971.5697806668,533441.1833695057,539910.7973908153,546380.4109062594,552850.0256592794
57,263732.21157826897,264469.8860412611,265207.56113699405,265945.23660492117,266682.9116734818,267420.5861596154,267665.58102147334,267910.57510535076,268155.56902307796,268400.56330797495,268645.55821511365,267173.3994043156,265701.2410897659,264229.08227630804,262756.92422313214,261284.7652929796,260054.5563227496,258824.34840507252,257594.13928685716,256363.9315592958,255133.72250951646
58,1677836.8052769662,1716661.3764966659,1755485.9515460655,1794310.5237853834,1833135.0989645908,1871959.6704353825,1909405.5296887876,1946851.385140718,1984297.2464444586,2021743.1027731788,2059188.9618891096,2068667.6293487386,2078146.298561441,2087624.973348024,2097103.6427358375,2106582.3100788873,2120798.3974562455,2135014.4826916056,2149230.574661563,2163446.6587377037,2177662.7459210204
59,3619440.0304430574,3636844.254490979,3654248.4786158875,3671652.7085913643,3689056.9328783974,3706461.156747028,3728800.942275785,3751140.7183281183,3773480.507981032,3795820.2844949514,3818160.069729969,3840169.5813149437,3862179.0746291876,3884188.5729991123,3906198.065836981,3928207.5776618198,3947470.4617928416,3966733.346180439,3985996.231732212,4005259.116095014,4024522.000357643
60,28499.096836566925,28859.29519891739,29219.493773460388,29579.69162464142,29939.890443325043,30300.088683605194,30642.141783714294,30984.194945335388,31326.248398303986,31668.30155992508,32010.35466003418,32300.81332874298,32591.27212715149,32881.7312707901,33172.19006919861,33462.64873790741,33537.418674468994,33612.18810749054,33686.95832538605,33761.72775840759,33836.49769496918
61,6872862.734452146,6949649.100423481,7026435.4655823205,7103221.832418695,7180008.200253516,7256794.564724514,7355086.278065821,7453377.992686179,7551669.704980026,7649961.417319212,7748253.132871106,7860689.9984462075,7973126.866406212,8085563.727644097,8198000.593107448,8310437.460602628,8420984.197739009,8531530.947583579,8642077.689601546,8752624.438189749,8863171.17664452
62,14646873.983163405,14823465.165517228,15000056.377938453,15176647.543504559,15353238.75499042,15529829.935466358,15742027.823779054,15954225.707204456,16166423.587922687,16378621.470610986,16590819.359351555,16867361.77529551,17143904.23184237,17420446.64129226,17696989.10162665,17973531.519880515,18238065.100159798,18502598.688824944,18767132.271999616,19031665.856502973,19296199.441319954
63,251532.5717176385,273590.13309160224,295647.69554156327,317705.25577202,339762.81741169316,361820.3787525246,378321.7737413976,394823.1695118391,411324.5646473855,427825.95947397937,444327.35429595626,457115.77025882533,469904.1881818275,482692.6030042032,495481.0197404905,508269.43588932976,520904.2752788516,533539.1173715387,546173.9578537493,558808.8004089226,571443.6398713305
64,757279.4519812375,791543.6623121484,825807.866909724,860072.0713306221,894336.2814845984,928600.4892279527,966543.7268301586,1004486.9616789271,1042430.1882412896,1080373.429767462,1118316.6642911418,1162826.2577628081,1207335.8462422264,1251845.4409145506,1296355.0278483233,1340864.6227506406,1391053.3033974196,1441241.9850654395,1491430.667454475,1541619.349770121,1591808.0276635704
65,724763.2386003528,754119.0378676881,783474.8340564994,812830.6253838707,842186.421113132,871542.2206309838,908411.2488116212,945280.278022144,982149.3079671497,1019018.3380259369,1055887.3656791728,1101737.3448498575,1147587.322497068,1193437.3030777387,1239287.282846271,1285137.2614425905,1339730.5052751414,1394323.750276694,1448916.993540166,1503510.2423882466,1558103.4820885565
66,4789805.305781748,4926566.046318978,5063326.800401338,5200087.540740595,5336848.29423357,5473609.035283109,5637493.507526137,5801377.983298495,5965262.451682596,6129146.9353871215,6293031.405586554,6503982.292244412,6714933.1701487955,6925884.058491589,7136834.942608175,7347785.82255657,7576765.837165393,7805745.89399818,8034725.933525704,8263706.003451999,8492686.014940407
67,2696715.2511017937,2743635.1290358813,2790555.0292432345,2837474.9334371053,2884394.833543038,2931314.711614828,2978227.7272812785,3025140.737664873,3072053.7331604995,3118966.7424478857,3165879.7587503,3167218.6742738523,3168557.58419508,3169896.503822918,3171235.4137548897,3172574.329277668,3215201.345706434,3257828.372088857,3300455.3890805542,3343082.4125358807,3385709.429509166
68,387179.9529335797,389162.76234574616,391145.572419852,393128.3801674843,395111.19051624835,397093.99980157614,400087.9987220764,403081.9987229407,406075.9962170422,409069.99568378925,412063.9950392246,413385.1872512698,414706.3805885911,416027.5758779347,417348.7695700228,418669.96161684394,419527.9684794545,420385.9749895632,421243.982052058,422101.9887266755,422959.99535921216
69,1524706.7659757836,1505194.0771384803,1485681.388606594,1466168.6888297687,1446656.0008634485,1427143.3115368765,1408627.9094643123,1390112.5105946949,1371597.1042724713,1353081.7054317882,1334566.3033894994,1318336.3611096665,1302106.4182405607,1285876.4686569574,1269646.5253808827,1253416.5833833222,1245976.5768823782,1238536.5693433275,1231096.5624138294,1223656.5548014503,1216216.5484756543
70,993880.4505182073,986252.516670478,978624.585524318,970996.6527056319,963368.7214938742,955740.787906705,954107.7083963634,952474.6289934678,950841.5475651178,949208.4676867592,947575.3880093126,948386.7112465269,949198.0342506241,950009.3563470577,950820.6791747716,951632.0026165575,954635.7814936236,957639.5588375751,960643.3374365075,963647.1145229435,966650.8917133511
71,1001510.5812647389,999553.5178653095,997596.455811833,995639.3924556917,993682.3305260141,991725.2671253926,990234.9020207764,988744.5357703045,987254.1698402874,985763.8035552374,984273.4384636225,982646.7856023565,981020.1336053093,979393.4814067893,977766.829493427,976140.1765295218,973593.6914769257,971047.2096713667,968500.7292765344,965954.2473216061,963407.7622879643
72,785493.0695768675,780895.8339454189,776298.5990197465,771701.3633020006,767104.1284730511,762506.8927165307,753960.0613188677,745413.2239813665,736866.3907243069,728319.5564764469,719772.7227826181,704509.4878179831,689246.2506675462,673983.0149890742,658719.7778641506,643456.5429872418,589653.114134595,535849.6851297717,482046.25616630353,428242.8278463948,374439.3994270989
73,14335412.568397926,14298433.942997644,14261455.312225282,14224476.652556859,14187498.024629714,14150519.398431882,14157900.594448783,14165281.755267022,14172662.9503489,14180044.113447625,14187425.308340138,14208900.939604228,14230376.562519116,14251852.197128093,14273327.816281356,14294803.449218135,14298029.69384135,14301255.94389669,14304482.18378354,14307708.435428478,14310934.678529717
74,1156866.5085038263,1142425.2295687376,1127983.9492795207,1113542.6722852718,1099101.392398267,1084660.113383785,1073901.1345246295,1063142.1567867706,1052383.180443719,1041624.2024248727,1030865.223123501,1020366.2083011456,1009867.1962766284,999368.183507924,988869.1706896666,978370.1559374733,980464.1674750317,982558.1770662703,984652.1835158514,986746.1928246012,988840.2037905809
75,6745019.542739671,6703811.348287887,6662603.12977604,6621394.918152277,6580186.698673734,6538978.504443286,6519417.364960002,6499856.217465896,6480295.076549903,6460733.929788952,6441172.789957092,6430382.703088809,6419592.615577585,6408802.515418951,6398012.428479483,6387222.34121797,6367052.799529455,6346883.270897694,6326713.741083382,6306544.212979924,6286374.671295989
76,31444447.45421506,32004215.469465893,32563983.54436813,33123751.586288176,33683519.64681806,34243287.67781166,34785012.91598885,35326738.1478127,35868463.39415835,36410188.61868257,36951913.856763735,37685794.70817741,38419675.55045276,39153556.45405629,39887437.314252034,40621318.158085324,41062789.53452847,41504260.92781712,41945732.31040756,42387203.70898078,42828675.07955324
77,2353668.9572818875,2393438.2308743075,2433207.5035085045,2472976.777318787,2512746.049682632,2552515.323615037,2612080.1852952912,2671645.0492365845,2731209.909721978,2790774.77430873,2850339.634951744,2779174.0447345376,2708008.455516029,2636842.884015687,2565677.295059789,2494511.7042200714,2548288.003093589,2602064.3028086424,2655840.59523895,2709616.895310916,2763393.193800818
78,3095358.8078857465,3240378.0648683985,3385397.3225741396,3530416.5905355653,3675435.844997765,3820455.1059830287,3889565.4681118717,3958675.8451643954,4027786.199202414,4096896.5783348987,4166006.944833116,4458786.737413004,4751566.525040807,5044346.315185521,5337126.111969391,5629905.899763302,5641118.535926985,5652331.156019293,5663543.7782951,5674756.4039559895,5685969.0392939225
79,6375919.520426825,6508761.870073214,6641604.219878152,6774446.571833827,6907288.918729126,7040131.269301981,7223443.994211577,7406756.704919077,7590069.430381343,7773382.138117518,7956694.862771843,8120035.225232728,8283375.592322007,8446715.9638366,8610056.32448366,8773396.690064102,8945611.611717906,9117826.515706055,9290041.436991982,9462256.340817325,9634471.263299242
80,10078097.844474176,10099601.184213761,10121104.534213481,10142607.894043047,10164111.242667241,10185614.583051195,10205711.83610283,10225809.096716445,10245906.330939598,10266003.593400344,10286100.845420882,10245386.869052932,10204672.89246003,10163958.92735205,10123244.952847583,10082530.975200238,10059019.021470666,10035507.058993293,10011995.083782414,9988483.121130988,9964971.166536389
81,943286.9515568751,961146.790028304,979006.6291680654,996866.4685465915,1014726.307275648,1032586.145871248,1046805.9638053973,1061025.780137184,1075245.5986315988,1089465.4154485073,1103685.2331783574,1116008.2272575996,1128331.2216109564,1140654.217795515,1152977.21043206,1165300.2054593116,1175886.914009081,1186473.6197679476,1197060.3275686668,1207647.0346837242,1218233.7426891832
82,2229718.004722559,2235010.5338043086,2240303.0526937963,2245595.5791559643,2250888.0980592584,2256180.6278042253,2241554.9224253655,2226929.2135111094,2212303.5082427515,2197677.799409832,2183052.094291562,2195210.9063526606,2207369.7229301548,2219528.5285267727,2231687.3469241597,2243846.1582688205,2264067.6588130263,2284289.1587412916,2304510.6567481607,2324732.161252768,2344953.6580955083
84,15678279.722037395,15850541.426778255,16022803.136625357,16195064.880900556,16367326.584252074,16539588.295192221,16779659.878762618,17019731.448430717,17259803.018592924,17499874.58914502,17739946.168910973,18065090.482859068,18390234.795648538,18715379.14319986,19040523.4402245,19365667.758334503,19662165.956901975,19958664.135640517,20255162.348389674,20551660.535151165,20848158.731937137
85,633.8624512795359,623.1007163822651,612.3389849122614,601.577251303941,590.8155196551234,580.0537849664688,587.8296273257583,595.6054713251069,603.3813104880974,611.1571549642831,618.932997085154,623.3168518133461,627.7007073163986,632.0845604129136,636.468415915966,640.8522706441581,655.4250380638987,669.997799789533,684.5705726183951,699.1433346420527,713.7161018829793
86,4235.579220395535,4083.169389281422,3930.759589407593,3778.349823895842,3625.9400071650743,3473.5301916860044,3443.1198969334364,3412.709632206708,3382.2992928456515,3351.889024304226,3321.4787314590067,3273.580404913053,3225.6820424497128,3177.7836550008506,3129.8852906003594,3081.9869663640857,3080.7854085285217,3079.58383022435,3078.382320092991,3077.1807417888194,3075.9791839532554
88,243.55776196662555,238.92946342734103,234.30116696257573,229.67286666902874,225.04457020053815,220.41627171899563,222.85063378558698,225.28499506812295,227.7193564008321,230.15371763307667,232.58807969221743,233.702611910232,234.81714416689647,235.93167805512167,237.04621031178613,238.1607425298007,242.98954603623497,247.8183515208002,252.64715526798318,257.47596085685655,262.30476431113857
89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
