rgn_id,product,tonnes,year
156,ornamentals,0,2024
157,ornamentals,0,2024
158,ornamentals,0,2024
159,ornamentals,0,2024
161,ornamentals,0,2024
162,ornamentals,0,2024
163,ornamentals,0,2024
164,ornamentals,0,2024
166,ornamentals,0,2024
167,ornamentals,4.05,2024
168,ornamentals,0,2024
169,ornamentals,0,2024
171,ornamentals,1.8,2024
172,ornamentals,0,2024
173,ornamentals,0,2024
174,ornamentals,0,2024
175,ornamentals,3.75,2024
176,ornamentals,1.1,2024
177,ornamentals,0,2024
178,ornamentals,0,2024
179,ornamentals,28.2,2024
180,ornamentals,5.6,2024
181,ornamentals,1.2,2024
182,ornamentals,0,2024
183,ornamentals,18.9,2024
184,ornamentals,21.3,2024
185,ornamentals,0,2024
186,ornamentals,0,2024
187,ornamentals,0,2024
188,ornamentals,0,2024
189,ornamentals,0,2024
190,ornamentals,0,2024
191,ornamentals,8.3,2024
192,ornamentals,0,2024
193,ornamentals,0,2024
194,ornamentals,0,2024
195,ornamentals,0,2024
196,ornamentals,0,2024
197,ornamentals,0,2024
198,ornamentals,0,2024
199,ornamentals,0,2024
200,ornamentals,0,2024
202,ornamentals,9.086901564891923,2024
203,ornamentals,22,2024
204,ornamentals,0,2024
205,ornamentals,0,2024
206,ornamentals,0,2024
207,ornamentals,0,2024
208,ornamentals,0,2024
209,ornamentals,0,2024
210,ornamentals,1.8,2024
212,ornamentals,0,2024
214,ornamentals,13.1,2024
215,ornamentals,0,2024
216,ornamentals,0,2024
218,ornamentals,0.15,2024
219,ornamentals,0,2024
220,ornamentals,0,2024
221,ornamentals,0,2024
222,ornamentals,1.9,2024
223,ornamentals,0,2024
224,ornamentals,0,2024
227,ornamentals,0,2024
228,ornamentals,0,2024
231,ornamentals,0,2024
232,ornamentals,0,2024
237,ornamentals,0,2024
244,ornamentals,0,2024
245,ornamentals,0,2024
247,ornamentals,0,2024
248,ornamentals,0,2024
249,ornamentals,0,2024
250,ornamentals,2.8,2024
