iso3c,production,reported_by_fao,year,nutrient,nearest,country_application,method,gapfilled
NZL,13942387.220853884,Yes,2017,P2O5,NZL,31920,none,0
KGZ,13692151.529250788,Yes,2017,P2O5,KGZ,418.75,none,0
CMR,13637400.23891997,Yes,2017,P2O5,CMR,9930.39,none,0
KHM,13595715.82186319,Yes,2017,P2O5,KHM,41369.95,none,0
CIV,12955457.408819854,Yes,2017,P2O5,CIV,43841.24,none,0
HND,12780212.949240863,Yes,2017,P2O5,HND,34591.71,none,0
SAU,12683449.049103377,Yes,2017,P2O5,SAU,93000,none,0
MLI,12463161.338653237,Yes,2017,P2O5,MLI,35062.47,none,0
LTU,12354101.599334715,Yes,2017,P2O5,LTU,48332.038,none,0
TUN,12035264.377723213,Yes,2017,P2O5,TUN,45600,none,0
MDG,11867310.836907458,Yes,2017,P2O5,MDG,3936.95,none,0
LAO,11740312.049463883,No,2017,P2O5,3936.95,3936.95,nearest use,1
AGO,11316164.06115643,Yes,2017,P2O5,AGO,11948.84,none,0
SVK,11271125.355770351,Yes,2017,P2O5,SVK,20863.65038,none,0
LKA,11254375.594190333,Yes,2017,P2O5,LKA,19459.77,none,0
AFG,11103174.046912694,Yes,2017,P2O5,AFG,16656.69,none,0
KEN,10772148.531103551,Yes,2017,P2O5,KEN,160346.31,none,0
NOR,10740117.096851815,Yes,2017,P2O5,NOR,19976,none,0
TKM,10726360.416745638,No,2017,P2O5,19976,19976,nearest use,1
SYR,10559246.660225878,Yes,2017,P2O5,SYR,3409.99,none,0
ISR,10317064.779519146,Yes,2017,P2O5,ISR,5843.99,none,0
DOM,10152260.896133812,Yes,2017,P2O5,DOM,20171.37,none,0
TJK,9741323.549771942,Yes,2017,P2O5,TJK,5948.88,none,0
YEM,9554599.044593014,Yes,2017,P2O5,YEM,930.77,none,0
SWZ,9477485.681020593,No,2017,P2O5,930.77,930.77,nearest use,1
IRL,9129797.634830145,Yes,2017,P2O5,IRL,106251.87504,none,0
MWI,8903642.548293917,Yes,2017,P2O5,MWI,24073.31,none,0
SLV,8782144.894177927,Yes,2017,P2O5,SLV,14882.69,none,0
BOL,8670978.747869343,Yes,2017,P2O5,BOL,15723.74,none,0
MDA,8538527.205399537,Yes,2017,P2O5,MDA,28587.06,none,0
BGR,7926581.878972925,Yes,2017,P2O5,BGR,60910.081849999995,none,0
URY,7816526.595472928,Yes,2017,P2O5,URY,142423.64,none,0
EST,7745325.367166781,Yes,2017,P2O5,EST,8365.195,none,0
IRQ,7661246.997111124,Yes,2017,P2O5,IRQ,65444.34,none,0
HRV,7451541.9081978705,Yes,2017,P2O5,HRV,30659.496,none,0
ZMB,7340673.0285031125,Yes,2017,P2O5,ZMB,37342.68,none,0
ZWE,7083056.152574739,Yes,2017,P2O5,ZWE,41400,none,0
CRI,6996794.074496098,Yes,2017,P2O5,CRI,20459.34,none,0
COD,6643288.819602948,Yes,2017,P2O5,COD,1534.29,none,0
BEN,6277503.905782782,Yes,2017,P2O5,BEN,0,none,0
UGA,6191792.702472046,Yes,2017,P2O5,UGA,3962.26,none,0
ALB,6057152.999387405,Yes,2017,P2O5,ALB,21263.69,none,0
MOZ,5544543.034773104,Yes,2017,P2O5,MOZ,4187.74,none,0
NER,5324185.605239309,Yes,2017,P2O5,NER,155.08,none,0
PNG,5249871.930766702,Yes,2017,P2O5,PNG,2159.17,none,0
ARM,5225264.465244473,Yes,2017,P2O5,ARM,23,none,0
GUY,4954922.981898397,Yes,2017,P2O5,GUY,3492.47,none,0
SEN,4899747.942125075,Yes,2017,P2O5,SEN,38612.41,none,0
HTI,4721179.39972458,No,2017,P2O5,38612.41,38612.41,nearest use,1
BIH,4210665.446934637,Yes,2017,P2O5,BIH,10948.31,none,0
BFA,3923855.232149631,Yes,2017,P2O5,BFA,25222.34,none,0
JOR,3895682.771797947,Yes,2017,P2O5,JOR,717,none,0
LBN,3502117.49785091,Yes,2017,P2O5,LBN,7900,none,0
MUS,3487113.817627549,Yes,2017,P2O5,MUS,4448,none,0
ARE,3460651.270073656,Yes,2017,P2O5,ARE,4150.96,none,0
LBY,3425715.4297097246,Yes,2017,P2O5,LBY,18777.05,none,0
PAN,3267217.61708053,Yes,2017,P2O5,PAN,11875.23,none,0
BDI,2748742.92866233,Yes,2017,P2O5,BDI,6541.2,none,0
SVN,2525702.7958724904,Yes,2017,P2O5,SVN,8210.315279999999,none,0
RWA,2396067.7596552595,Yes,2017,P2O5,RWA,12481.43,none,0
OMN,2233642.493901007,Yes,2017,P2O5,OMN,3447,none,0
GIN,2037378.3660401627,Yes,2017,P2O5,GIN,6974.04,none,0
JAM,1927771.3420681953,Yes,2017,P2O5,JAM,1634.26,none,0
GEO,1714112.967168633,Yes,2017,P2O5,GEO,4375.8,none,0
MKD,1678187.252377656,Yes,2017,P2O5,MKD,4337.49,none,0
TCD,1631199.0443771405,No,2017,P2O5,4337.49,4337.49,nearest use,1
XKO,1505488.8990551075,Yes,2017,P2O5,XKO,2220.22663437987,none,0
LUX,1461422.4844591722,Yes,2017,P2O5,LUX,1049.41169,none,0
MNE,1338660.950568848,Yes,2017,P2O5,MNE,548.99,none,0
TGO,1158866.0873362347,Yes,2017,P2O5,TGO,381.32,none,0
SOM,1038368.1028475016,No,2017,P2O5,4977.01,4977.01,nearest use,1
CYP,1030471.4808870537,Yes,2017,P2O5,CYP,4474.331990000001,none,0
SLE,1028081.6690776274,No,2017,P2O5,4977.01,4977.01,nearest use,1
FJI,1011223.8870821148,Yes,2017,P2O5,FJI,2874.56,none,0
SUR,878341.9295825958,Yes,2017,P2O5,SUR,1398.07,none,0
COG,817013.5914447829,Yes,2017,P2O5,COG,385.84,none,0
MNG,708403.239158292,Yes,2017,P2O5,MNG,633.75,none,0
GNB,582822.1520262472,No,2017,P2O5,5708.08,5708.08,nearest use,1
GAB,472134.8084433824,Yes,2017,P2O5,GAB,5708.08,none,0
MRT,465262.4154650011,No,2017,P2O5,5708.08,5708.08,nearest use,1
LBR,403184.49088207074,No,2017,P2O5,600,600,nearest use,1
QAT,368794.1200319603,Yes,2017,P2O5,QAT,600,none,0
TLS,345131.65923787653,No,2017,P2O5,2195.63,2195.63,nearest use,1
KWT,329516.8733068891,Yes,2017,P2O5,KWT,2195.63,none,0
CAF,311807.46240679733,Yes,2017,P2O5,CAF,67.7,none,0
BTN,211961.66956338336,Yes,2017,P2O5,BTN,248.32,none,0
GMB,164120.41320878267,Yes,2017,P2O5,GMB,39.55,none,0
ERI,157223.43264709655,Yes,2017,P2O5,ERI,0,none,0
XMI,147685.73278356518,Yes,2017,P2O5,XMI,0,none,0
SSD,121669.49473145345,No,2017,P2O5,0,0,nearest use,1
CXR,112599.20039215684,No,2017,P2O5,10189.08,10189.08,nearest use,1
ALA,90919.16266685673,No,2017,P2O5,10189.08,9159.98292,nearest use,1
LSO,88594.53884182841,No,2017,P2O5,10189.08,10189.08,nearest use,1
BLZ,83628.44249719381,Yes,2017,P2O5,BLZ,10189.08,none,0
BHR,81095.11913231015,Yes,2017,P2O5,BHR,70.34,none,0
MLT,69660.46047009453,Yes,2017,P2O5,MLT,112.95036,none,0
"NAM",66674.56633578241,Yes,2017,P2O5,"NAM",722.05,none,0
BRN,38542.701472287066,Yes,2017,P2O5,BRN,232,none,0
TTO,36921.29870283604,Yes,2017,P2O5,TTO,400,none,0
GNQ,35972.30806827545,No,2017,P2O5,400,400,nearest use,1
PRI,28662.257500866424,No,2017,P2O5,1655.9,1655.9,nearest use,1
GUF,26967.58330526948,No,2017,P2O5,1655.9,1655.9,nearest use,1
BWA,24817.926067456105,Yes,2017,P2O5,BWA,1655.9,none,0
GLP,23751.10955373943,No,2017,P2O5,1655.9,1655.9,nearest use,1
DJI,22681.95148062706,No,2017,P2O5,1655.9,1655.9,nearest use,1
GRD,21957.41449737549,No,2017,P2O5,1655.9,1655.9,nearest use,1
SGP,20506.614683747295,No,2017,P2O5,455.86,455.86,nearest use,1
SLB,17624.222730457783,No,2017,P2O5,455.86,455.86,nearest use,1
MTQ,17572.376029849052,No,2017,P2O5,455.86,455.86,nearest use,1
VUT,16904.80774780363,No,2017,P2O5,455.86,455.86,nearest use,1
BHS,16526.3634185791,Yes,2017,P2O5,BHS,455.86,none,0
ISL,8912.380160093307,Yes,2017,P2O5,ISL,2046,none,0
NCL,7881.618533998728,Yes,2017,P2O5,NCL,396,none,0
JEY,6522.582320484483,No,2017,P2O5,164.81,164.81,nearest use,1
BRB,5771.393712043762,Yes,2017,P2O5,BRB,164.81,none,0
GGY,5565.868829096662,Yes,2017,P2O5,GGY,0,none,0
DMA,5268.732059001923,Yes,2017,P2O5,DMA,104.84,none,0
LCA,3284.654992580414,Yes,2017,P2O5,LCA,135.8,none,0
STP,2771.982379555702,No,2017,P2O5,45.66,45.66,nearest use,1
TON,2357.369364261627,Yes,2017,P2O5,TON,45.66,none,0
GUM,2163.8583984375,No,2017,P2O5,45.66,45.66,nearest use,1
BMU,1939.9529418945312,Yes,2017,P2O5,BMU,15.15,none,0
PYF,1880.0881591588259,Yes,2017,P2O5,PYF,186.65,none,0
VCT,1753.1834526062012,No,2017,P2O5,186.65,186.65,nearest use,1
ATG,1300.8822555541992,Yes,2017,P2O5,ATG,6.51,none,0
MSR,597.2594909667969,No,2017,P2O5,9.63,9.63,nearest use,1
FSM,377.7010202407837,No,2017,P2O5,9.63,9.63,nearest use,1
NIU,365.32257080078125,No,2017,P2O5,9.63,9.63,nearest use,1
KIR,362.8517019748688,No,2017,P2O5,9.63,9.63,nearest use,1
PSE,259.6483723522413,No,2017,P2O5,9.63,9.63,nearest use,1
KNA,254.51612854003903,Yes,2017,P2O5,KNA,9.63,none,0
VGB,169.47203826904297,No,2017,P2O5,9.63,9.63,nearest use,1
AND,124.50000250339507,No,2017,P2O5,22.03,22.03,nearest use,1
ESH,124.03519773483276,No,2017,P2O5,22.03,22.03,nearest use,1
WLF,74.63145104050636,No,2017,P2O5,22.03,22.03,nearest use,1
SYC,51.590001583099365,Yes,2017,P2O5,SYC,22.03,none,0
CYM,18.799999237060547,No,2017,P2O5,4.34,4.34,nearest use,1
HKG,7.1721498655297875,No,2017,P2O5,4.34,4.166399999999999,nearest use,1
ABW,0,No,2017,P2O5,4.34,4.34,nearest use,1
AIA,0,No,2017,P2O5,4.34,4.34,nearest use,1
ASM,0,No,2017,P2O5,4.34,4.34,nearest use,1
BES,0,No,2017,P2O5,4.34,4.34,nearest use,1
BLM,0,No,2017,P2O5,4.34,4.34,nearest use,1
CCK,0,No,2017,P2O5,4.34,4.34,nearest use,1
COK,0,Yes,2017,P2O5,COK,4.34,none,0
COM,0,No,2017,P2O5,4.34,4.34,nearest use,1
CPV,0,No,2017,P2O5,4.34,4.34,nearest use,1
CUW,0,No,2017,P2O5,4.34,4.34,nearest use,1
FLK,0,No,2017,P2O5,4.34,4.34,nearest use,1
FRO,0,No,2017,P2O5,4.34,3.9016599999999997,nearest use,1
GIB,0,No,2017,P2O5,4.34,3.9016599999999997,nearest use,1
GRL,0,No,2017,P2O5,4.34,4.34,nearest use,1
IMN,0,No,2017,P2O5,4.34,4.34,nearest use,1
IOT,0,No,2017,P2O5,4.34,4.34,nearest use,1
LIE,0,No,2017,P2O5,4.34,4.34,nearest use,1
MAC,0,No,2017,P2O5,4.34,4.166399999999999,nearest use,1
MAF,0,No,2017,P2O5,4.34,4.34,nearest use,1
MCO,0,No,2017,P2O5,4.34,4.34,nearest use,1
MDV,0,Yes,2017,P2O5,MDV,58.95,none,0
MHL,0,No,2017,P2O5,4.34,4.34,nearest use,1
MNP,0,No,2017,P2O5,4.34,4.34,nearest use,1
MYT,0,No,2017,P2O5,4.34,4.34,nearest use,1
NFK,0,No,2017,P2O5,4.34,4.34,nearest use,1
NRU,0,Yes,2017,P2O5,NRU,0,none,0
PCN,0,No,2017,P2O5,4.34,4.34,nearest use,1
PLW,0,No,2017,P2O5,4.34,4.34,nearest use,1
REU,0,No,2017,P2O5,4.34,4.34,nearest use,1
SHN,0,No,2017,P2O5,4.34,4.34,nearest use,1
SJM,0,No,2017,P2O5,4.34,3.9016599999999997,nearest use,1
SMR,0,No,2017,P2O5,4.34,4.34,nearest use,1
SPM,0,No,2017,P2O5,4.34,4.34,nearest use,1
SXM,0,No,2017,P2O5,4.34,4.34,nearest use,1
TCA,0,No,2017,P2O5,4.34,4.34,nearest use,1
TKL,0,No,2017,P2O5,4.34,4.34,nearest use,1
TUV,0,No,2017,P2O5,4.34,4.34,nearest use,1
VIR,0,No,2017,P2O5,4.34,4.34,nearest use,1
WSM,0,Yes,2017,P2O5,WSM,8.47,none,0
CHN,2267414909.013471,Yes,2018,P2O5,CHN,10492694.4,none,0
USA,1685696968.1634908,Yes,2018,P2O5,USA,3823278.5952000003,none,0
IND,1298334009.3600392,Yes,2018,P2O5,IND,6967900,none,0
RUS,393538249.3994526,Yes,2018,P2O5,RUS,589647.792,none,0
DEU,370973013.91670436,Yes,2018,P2O5,DEU,180841.941,none,0
IDN,342701278.9558128,Yes,2018,P2O5,IDN,816679.34,none,0
FRA,331406239.8252842,Yes,2018,P2O5,FRA,386950.277,none,0
PAK,305394562.04671705,Yes,2018,P2O5,PAK,1257773,none,0
AUS,294279917.9619316,Yes,2018,P2O5,AUS,621594.81825,none,0
EGY,276096501.37281895,Yes,2018,P2O5,EGY,222800,none,0
BRA,265053819.25387812,Yes,2018,P2O5,BRA,5060976.0733199995,none,0
THA,250650979.07415372,Yes,2018,P2O5,THA,367750.11,none,0
MEX,244714768.83693212,Yes,2018,P2O5,MEX,826309,none,0
CAN,213816256.9340958,Yes,2018,P2O5,CAN,1130000,none,0
ARG,200824807.52287441,Yes,2018,P2O5,ARG,665634.63582,none,0
VNM,175531253.24923196,Yes,2018,P2O5,VNM,750301.85,none,0
UKR,169486497.68667194,Yes,2018,P2O5,UKR,402140.06,none,0
IRN,129910329.12320079,Yes,2018,P2O5,IRN,93949.5858,none,0
ITA,127819881.1273082,Yes,2018,P2O5,ITA,147243.614,none,0
ESP,124586547.10772365,Yes,2018,P2O5,ESP,382938.04,none,0
PHL,122448932.7718554,Yes,2018,P2O5,PHL,132990,none,0
BGD,117668736.34127656,Yes,2018,P2O5,BGD,710240,none,0
MYS,113914676.43505079,Yes,2018,P2O5,MYS,172947.51,none,0
GBR,109019734.02652495,Yes,2018,P2O5,GBR,169012,none,0
POL,107416258.81941463,Yes,2018,P2O5,POL,308806.5,none,0
JPN,100319549.95629139,Yes,2018,P2O5,JPN,322547.4,none,0
COL,79846359.37517765,Yes,2018,P2O5,COL,222604.43,none,0
TUR,76049183.09535167,Yes,2018,P2O5,TUR,521058,none,0
NLD,70788056.33485001,Yes,2018,P2O5,NLD,11600.696,none,0
ROU,67355533.9592786,Yes,2018,P2O5,ROU,169381.489,none,0
UZB,66272017.93972518,Yes,2018,P2O5,UZB,221309.48,none,0
GTM,56733102.49160689,Yes,2018,P2O5,GTM,52789.55,none,0
ZAF,56112834.05497494,Yes,2018,P2O5,ZAF,231725.9,none,0
PER,51883022.74158923,Yes,2018,P2O5,PER,74965.26,none,0
MMR,47367605.74191096,Yes,2018,P2O5,MMR,147409,none,0
BLR,47182114.28745654,Yes,2018,P2O5,BLR,104003.214,none,0
DNK,44849307.75908263,Yes,2018,P2O5,DNK,30533.33933,none,0
MAR,44230673.90954738,Yes,2018,P2O5,MAR,132100,none,0
PRY,40807672.72664807,Yes,2018,P2O5,PRY,221548,none,0
BEL,37881620.430979386,Yes,2018,P2O5,BEL,17411.832,none,0
SWE,37143224.497521594,Yes,2018,P2O5,SWE,29416.179,none,0
ECU,36358870.95008872,Yes,2018,P2O5,ECU,56130.21,none,0
CHL,35358705.215926774,Yes,2018,P2O5,CHL,100675.30772,none,0
HUN,33193416.77833699,Yes,2018,P2O5,HUN,105321.446,none,0
KOR,33154489.12534804,Yes,2018,P2O5,KOR,143624.45,none,0
DZA,32143603.141003493,Yes,2018,P2O5,DZA,58800,none,0
GRC,31918293.246788524,Yes,2018,P2O5,GRC,53335.97988,none,0
KAZ,29929723.955679696,Yes,2018,P2O5,KAZ,38293.63,none,0
CZE,29788124.38627481,Yes,2018,P2O5,CZE,46242.762,none,0
PRT,28506095.278970405,Yes,2018,P2O5,PRT,33598.57872,none,0
NPL,26876323.37709631,Yes,2018,P2O5,NPL,48584.74,none,0
CUB,26294904.08919849,Yes,2018,P2O5,CUB,7684.21,none,0
GHA,24756986.966226343,Yes,2018,P2O5,GHA,30700,none,0
SRB,22487966.389169283,Yes,2018,P2O5,SRB,20870.1135567892,none,0
NGA,22359247.217234705,Yes,2018,P2O5,NGA,136100,none,0
ETH,22181941.102866244,Yes,2018,P2O5,ETH,164365.2,none,0
LVA,20371689.546484135,Yes,2018,P2O5,LVA,23638.306,none,0
SDN,19222229.623063345,Yes,2018,P2O5,SDN,4708.93,none,0
TZA,19013640.007680494,Yes,2018,P2O5,TZA,57285.12,none,0
AUT,18718651.40663913,Yes,2018,P2O5,AUT,25589.18994,none,0
NIC,17610256.38688291,Yes,2018,P2O5,NIC,13782.69,none,0
PRK,17014139.914172295,No,2018,P2O5,13782.69,13782.69,nearest use,1
VEN,15907817.17073627,Yes,2018,P2O5,VEN,95700,none,0
TWN,15451483.585332446,Yes,2018,P2O5,TWN,116944.33,none,0
AZE,14907447.192262892,Yes,2018,P2O5,AZE,3.25,none,0
CHE,14525092.945975028,Yes,2018,P2O5,CHE,14197.14,none,0
FIN,14055662.784255108,Yes,2018,P2O5,FIN,22763.578999999998,none,0
NZL,13942387.220853884,Yes,2018,P2O5,NZL,32550,none,0
KGZ,13692151.529250788,Yes,2018,P2O5,KGZ,2195,none,0
CMR,13637400.23891997,Yes,2018,P2O5,CMR,9407.94,none,0
KHM,13595715.82186319,Yes,2018,P2O5,KHM,38064.91,none,0
CIV,12955457.408819854,Yes,2018,P2O5,CIV,26689.41,none,0
HND,12780212.949240863,Yes,2018,P2O5,HND,39277.66,none,0
SAU,12683449.049103377,Yes,2018,P2O5,SAU,93000,none,0
MLI,12463161.338653237,Yes,2018,P2O5,MLI,35062.47,none,0
LTU,12354101.599334715,Yes,2018,P2O5,LTU,46173.539,none,0
TUN,12035264.377723213,Yes,2018,P2O5,TUN,55100,none,0
MDG,11867310.836907458,Yes,2018,P2O5,MDG,4642.05,none,0
LAO,11740312.049463883,No,2018,P2O5,4642.05,4642.05,nearest use,1
AGO,11316164.06115643,Yes,2018,P2O5,AGO,6390.65,none,0
SVK,11271125.355770351,Yes,2018,P2O5,SVK,23078.912239999998,none,0
LKA,11254375.594190333,Yes,2018,P2O5,LKA,40972.94,none,0
AFG,11103174.046912694,Yes,2018,P2O5,AFG,12319.04,none,0
KEN,10772148.531103551,Yes,2018,P2O5,KEN,131271.93,none,0
NOR,10740117.096851815,Yes,2018,P2O5,NOR,20380,none,0
TKM,10726360.416745638,No,2018,P2O5,20380,20380,nearest use,1
SYR,10559246.660225878,Yes,2018,P2O5,SYR,3227.8,none,0
ISR,10317064.779519146,Yes,2018,P2O5,ISR,6100,none,0
DOM,10152260.896133812,Yes,2018,P2O5,DOM,29903.87,none,0
TJK,9741323.549771942,Yes,2018,P2O5,TJK,3307.42,none,0
YEM,9554599.044593014,Yes,2018,P2O5,YEM,400.34,none,0
SWZ,9477485.681020593,No,2018,P2O5,400.34,400.34,nearest use,1
IRL,9129797.634830145,Yes,2018,P2O5,IRL,116274.52937,none,0
MWI,8903642.548293917,Yes,2018,P2O5,MWI,23660.46,none,0
SLV,8782144.894177927,Yes,2018,P2O5,SLV,14597.95,none,0
BOL,8670978.747869343,Yes,2018,P2O5,BOL,12847.96,none,0
MDA,8538527.205399537,Yes,2018,P2O5,MDA,23898.71,none,0
BGR,7926581.878972925,Yes,2018,P2O5,BGR,68570.71256999999,none,0
URY,7816526.595472928,Yes,2018,P2O5,URY,152901.18,none,0
EST,7745325.367166781,Yes,2018,P2O5,EST,8363.397,none,0
IRQ,7661246.997111124,Yes,2018,P2O5,IRQ,95928.4,none,0
HRV,7451541.9081978705,Yes,2018,P2O5,HRV,32046.653,none,0
ZMB,7340673.0285031125,Yes,2018,P2O5,ZMB,36831.26,none,0
ZWE,7083056.152574739,Yes,2018,P2O5,ZWE,45800,none,0
CRI,6996794.074496098,Yes,2018,P2O5,CRI,16687.41,none,0
COD,6643288.819602948,Yes,2018,P2O5,COD,972.63,none,0
BEN,6277503.905782782,Yes,2018,P2O5,BEN,27580.29,none,0
UGA,6191792.702472046,Yes,2018,P2O5,UGA,6141.73,none,0
ALB,6057152.999387405,Yes,2018,P2O5,ALB,13358.07,none,0
MOZ,5544543.034773104,Yes,2018,P2O5,MOZ,4165.27,none,0
NER,5324185.605239309,Yes,2018,P2O5,NER,155.08,none,0
PNG,5249871.930766702,Yes,2018,P2O5,PNG,2860.65,none,0
ARM,5225264.465244473,Yes,2018,P2O5,ARM,23,none,0
GUY,4954922.981898397,Yes,2018,P2O5,GUY,4576.03,none,0
SEN,4899747.942125075,Yes,2018,P2O5,SEN,11957.87,none,0
HTI,4721179.39972458,No,2018,P2O5,11957.87,11957.87,nearest use,1
BIH,4210665.446934637,Yes,2018,P2O5,BIH,7925.8,none,0
BFA,3923855.232149631,Yes,2018,P2O5,BFA,22853.6,none,0
JOR,3895682.771797947,Yes,2018,P2O5,JOR,1617,none,0
LBN,3502117.49785091,Yes,2018,P2O5,LBN,12100,none,0
MUS,3487113.817627549,Yes,2018,P2O5,MUS,2435.28,none,0
ARE,3460651.270073656,Yes,2018,P2O5,ARE,4150.96,none,0
LBY,3425715.4297097246,Yes,2018,P2O5,LBY,12610.28,none,0
PAN,3267217.61708053,Yes,2018,P2O5,PAN,7394.61,none,0
BDI,2748742.92866233,Yes,2018,P2O5,BDI,9689.37,none,0
SVN,2525702.7958724904,Yes,2018,P2O5,SVN,8209.668,none,0
RWA,2396067.7596552595,Yes,2018,P2O5,RWA,7867.02,none,0
OMN,2233642.493901007,Yes,2018,P2O5,OMN,3081.12,none,0
GIN,2037378.3660401627,Yes,2018,P2O5,GIN,7958.25,none,0
JAM,1927771.3420681953,Yes,2018,P2O5,JAM,1634.17,none,0
GEO,1714112.967168633,Yes,2018,P2O5,GEO,3643.33,none,0
MKD,1678187.252377656,Yes,2018,P2O5,MKD,4127.2,none,0
TCD,1631199.0443771405,No,2018,P2O5,4127.2,4127.2,nearest use,1
XKO,1505488.8990551075,Yes,2018,P2O5,XKO,1065.11644321084,none,0
LUX,1461422.4844591722,Yes,2018,P2O5,LUX,816.292,none,0
MNE,1338660.950568848,Yes,2018,P2O5,MNE,501.5,none,0
TGO,1158866.0873362347,Yes,2018,P2O5,TGO,10254.66,none,0
SOM,1038368.1028475016,No,2018,P2O5,5192.36,5192.36,nearest use,1
CYP,1030471.4808870537,Yes,2018,P2O5,CYP,4667.93164,none,0
SLE,1028081.6690776274,No,2018,P2O5,5192.36,5192.36,nearest use,1
FJI,1011223.8870821148,Yes,2018,P2O5,FJI,1584.49,none,0
SUR,878341.9295825958,Yes,2018,P2O5,SUR,608.83,none,0
COG,817013.5914447829,Yes,2018,P2O5,COG,413.44,none,0
MNG,708403.239158292,Yes,2018,P2O5,MNG,850.11,none,0
GNB,582822.1520262472,No,2018,P2O5,3683.06,3683.06,nearest use,1
GAB,472134.8084433824,Yes,2018,P2O5,GAB,3683.06,none,0
MRT,465262.4154650011,No,2018,P2O5,3683.06,3683.06,nearest use,1
LBR,403184.49088207074,No,2018,P2O5,800,800,nearest use,1
QAT,368794.1200319603,Yes,2018,P2O5,QAT,800,none,0
TLS,345131.65923787653,No,2018,P2O5,2237.74,2237.74,nearest use,1
KWT,329516.8733068891,Yes,2018,P2O5,KWT,2237.74,none,0
CAF,311807.46240679733,Yes,2018,P2O5,CAF,67.7,none,0
BTN,211961.66956338336,Yes,2018,P2O5,BTN,281.25,none,0
GMB,164120.41320878267,Yes,2018,P2O5,GMB,701.72,none,0
ERI,157223.43264709655,Yes,2018,P2O5,ERI,40.48,none,0
XMI,147685.73278356518,Yes,2018,P2O5,XMI,0,none,0
SSD,121669.49473145345,No,2018,P2O5,0,0,nearest use,1
CXR,112599.20039215684,No,2018,P2O5,6764.25,6764.25,nearest use,1
ALA,90919.16266685673,No,2018,P2O5,6764.25,6081.06075,nearest use,1
LSO,88594.53884182841,No,2018,P2O5,6764.25,6764.25,nearest use,1
BLZ,83628.44249719381,Yes,2018,P2O5,BLZ,6764.25,none,0
BHR,81095.11913231015,Yes,2018,P2O5,BHR,70.34,none,0
MLT,69660.46047009453,Yes,2018,P2O5,MLT,82.58214,none,0
"NAM",66674.56633578241,Yes,2018,P2O5,"NAM",985.37,none,0
BRN,38542.701472287066,Yes,2018,P2O5,BRN,232,none,0
TTO,36921.29870283604,Yes,2018,P2O5,TTO,500,none,0
GNQ,35972.30806827545,No,2018,P2O5,500,500,nearest use,1
PRI,28662.257500866424,No,2018,P2O5,1415.32,1415.32,nearest use,1
GUF,26967.58330526948,No,2018,P2O5,1415.32,1415.32,nearest use,1
BWA,24817.926067456105,Yes,2018,P2O5,BWA,1415.32,none,0
GLP,23751.10955373943,No,2018,P2O5,1415.32,1415.32,nearest use,1
DJI,22681.95148062706,No,2018,P2O5,1415.32,1415.32,nearest use,1
GRD,21957.41449737549,No,2018,P2O5,1415.32,1415.32,nearest use,1
SGP,20506.614683747295,No,2018,P2O5,353.44,353.44,nearest use,1
SLB,17624.222730457783,No,2018,P2O5,353.44,353.44,nearest use,1
MTQ,17572.376029849052,No,2018,P2O5,353.44,353.44,nearest use,1
VUT,16904.80774780363,No,2018,P2O5,353.44,353.44,nearest use,1
BHS,16526.3634185791,Yes,2018,P2O5,BHS,353.44,none,0
ISL,8912.380160093307,Yes,2018,P2O5,ISL,2045,none,0
NCL,7881.618533998728,Yes,2018,P2O5,NCL,396,none,0
JEY,6522.582320484483,No,2018,P2O5,166.89,166.89,nearest use,1
BRB,5771.393712043762,Yes,2018,P2O5,BRB,166.89,none,0
GGY,5565.868829096662,Yes,2018,P2O5,GGY,0,none,0
DMA,5268.732059001923,Yes,2018,P2O5,DMA,40.52,none,0
LCA,3284.654992580414,Yes,2018,P2O5,LCA,135.8,none,0
STP,2771.982379555702,No,2018,P2O5,49.67,49.67,nearest use,1
TON,2357.369364261627,Yes,2018,P2O5,TON,49.67,none,0
GUM,2163.8583984375,No,2018,P2O5,49.67,49.67,nearest use,1
BMU,1939.9529418945312,Yes,2018,P2O5,BMU,16,none,0
PYF,1880.0881591588259,Yes,2018,P2O5,PYF,216.2,none,0
VCT,1753.1834526062012,No,2018,P2O5,216.2,216.2,nearest use,1
ATG,1300.8822555541992,Yes,2018,P2O5,ATG,2.47,none,0
MSR,597.2594909667969,No,2018,P2O5,9.62,9.62,nearest use,1
FSM,377.7010202407837,No,2018,P2O5,9.62,9.62,nearest use,1
NIU,365.32257080078125,No,2018,P2O5,9.62,9.62,nearest use,1
KIR,362.8517019748688,No,2018,P2O5,9.62,9.62,nearest use,1
PSE,259.6483723522413,No,2018,P2O5,9.62,9.62,nearest use,1
KNA,254.51612854003903,Yes,2018,P2O5,KNA,9.62,none,0
VGB,169.47203826904297,No,2018,P2O5,9.62,9.62,nearest use,1
AND,124.50000250339507,No,2018,P2O5,11.72,11.72,nearest use,1
ESH,124.03519773483276,No,2018,P2O5,11.72,11.72,nearest use,1
WLF,74.63145104050636,No,2018,P2O5,11.72,11.72,nearest use,1
SYC,51.590001583099365,Yes,2018,P2O5,SYC,11.72,none,0
CYM,18.799999237060547,No,2018,P2O5,6.42,6.42,nearest use,1
HKG,7.1721498655297875,No,2018,P2O5,6.42,6.1632,nearest use,1
ABW,0,No,2018,P2O5,6.42,6.42,nearest use,1
AIA,0,No,2018,P2O5,6.42,6.42,nearest use,1
ASM,0,No,2018,P2O5,6.42,6.42,nearest use,1
