iucn_sid,iucn_rgn,years,cat_ts,scores,pop_trend_desc,calc_trend
133360,global,"2008, 2014","VU, VU","0.4, 0.4",unknown,0
133365,global,"2008, 2014","LC, LC","0, 0",decreasing,0
133376,global,"2008, 2014","VU, VU","0.4, 0.4",unknown,0
133378,global,"2008, 2014","LC, LC","0, 0",unknown,0
133380,global,"2008, 2014","LC, LC","0, 0",unknown,0
133382,global,"2008, 2014","LC, LC","0, 0",unknown,0
133383,global,"2008, 2014","VU, VU","0.4, 0.4",decreasing,0
133386,global,"2008, 2014","NT, NT","0.2, 0.2",unknown,0
133387,global,"2008, 2014","VU, VU","0.4, 0.4",decreasing,0
133388,global,"2008, 2014","LC, LC","0, 0",unknown,0
133390,global,"2008, 2014","LC, LC","0, 0",unknown,0
133398,global,"2008, 2014","LC, LC","0, 0",unknown,0
133403,global,"2008, 2014","VU, VU","0.4, 0.4",unknown,0
133406,global,"2008, 2014","LC, LC","0, 0",unknown,0
133407,global,"2008, 2014","NT, NT","0.2, 0.2",unknown,0
133410,global,"2008, 2014","LC, LC","0, 0",unknown,0
133414,global,"2008, 2014","LC, LC","0, 0",decreasing,0
133415,global,"2008, 2014","VU, VU","0.4, 0.4",decreasing,0
133418,global,"2008, 2014","LC, LC","0, 0",unknown,0
133419,global,"2008, 2014","LC, LC","0, 0",unknown,0
133420,global,"2008, 2014","LC, LC","0, 0",decreasing,0
133423,global,"2008, 2014","LC, LC","0, 0",unknown,0
133426,global,"2008, 2014","LC, LC","0, 0",decreasing,0
133428,global,"2008, 2014","LC, LC","0, 0",unknown,0
133438,global,"2008, 2014","NT, NT","0.2, 0.2",decreasing,0
133440,global,"2008, 2014","LC, LC","0, 0",decreasing,0
133448,global,"2008, 2014","NT, NT","0.2, 0.2",unknown,0
133451,global,"2008, 2014","LC, LC","0, 0",decreasing,0
133452,global,"2008, 2014","LC, LC","0, 0",decreasing,0
133453,global,"2008, 2014","VU, VU","0.4, 0.4",unknown,0
133456,global,"2008, 2014","VU, VU","0.4, 0.4",unknown,0
133458,global,"2008, 2014","NT, NT","0.2, 0.2",unknown,0
133459,global,"2008, 2014","NT, NT","0.2, 0.2",unknown,0
133463,global,"2008, 2014","VU, VU","0.4, 0.4",decreasing,0
133468,global,"2008, 2014","LC, LC","0, 0",decreasing,0
133470,global,"2008, 2014","NT, NT","0.2, 0.2",unknown,0
133473,global,"2008, 2014","LC, LC","0, 0",unknown,0
133474,global,"2008, 2014","LC, LC","0, 0",unknown,0
133478,global,"2008, 2014","NT, NT","0.2, 0.2",unknown,0
133482,global,"2008, 2014","NT, NT","0.2, 0.2",unknown,0
133485,global,"2008, 2014","LC, LC","0, 0",decreasing,0
133486,global,"2008, 2014","VU, VU","0.4, 0.4",unknown,0
133491,global,"2008, 2014","LC, LC","0, 0",decreasing,0
133492,global,"2008, 2014","LC, LC","0, 0",unknown,0
133493,global,"2008, 2014","NT, NT","0.2, 0.2",decreasing,0
133495,global,"2008, 2014","LC, LC","0, 0",unknown,0
133496,global,"2008, 2014","NT, NT","0.2, 0.2",unknown,0
133502,global,"2008, 2014","LC, LC","0, 0",unknown,0
133503,global,"2008, 2014","NT, NT","0.2, 0.2",unknown,0
133511,global,"2008, 2017","LC, LC","0, 0",increasing,0
133516,global,"2008, 2014","LC, LC","0, 0",decreasing,0
133523,global,"2008, 2014","VU, VU","0.4, 0.4",unknown,0
133525,global,"2008, 2014","LC, LC","0, 0",decreasing,0
133526,global,"2008, 2014","VU, VU","0.4, 0.4",unknown,0
133531,global,"2008, 2014","VU, VU","0.4, 0.4",decreasing,0
133532,global,"2008, 2014","VU, VU","0.4, 0.4",decreasing,0
133538,global,"2008, 2014","LC, LC","0, 0",unknown,0
133539,global,"2008, 2014","VU, VU","0.4, 0.4",unknown,0
133545,global,"2008, 2014","NT, NT","0.2, 0.2",unknown,0
133548,global,"2008, 2014","LC, LC","0, 0",unknown,0
133551,global,"2008, 2014","LC, LC","0, 0",unknown,0
133553,global,"2008, 2014","LC, LC","0, 0",stable,0
133557,global,"2008, 2014","VU, VU","0.4, 0.4",unknown,0
133558,global,"2008, 2014","VU, VU","0.4, 0.4",unknown,0
133559,global,"2008, 2014","LC, LC","0, 0",unknown,0
133560,global,"2008, 2014","NT, NT","0.2, 0.2",decreasing,0
133566,global,"2008, 2014","LC, LC","0, 0",unknown,0
133567,global,"2008, 2014","NT, NT","0.2, 0.2",unknown,0
133569,global,"2008, 2014","LC, LC","0, 0",decreasing,0
133570,global,"2008, 2014","LC, LC","0, 0",unknown,0
133576,global,"2008, 2014","LC, LC","0, 0",decreasing,0
133581,global,"2008, 2014","VU, VU","0.4, 0.4",unknown,0
133582,global,"2008, 2014","LC, LC","0, 0",unknown,0
133587,global,"2008, 2014","LC, LC","0, 0",unknown,0
133588,global,"2008, 2014","VU, VU","0.4, 0.4",stable,0
133593,global,"2008, 2014","NT, NT","0.2, 0.2",decreasing,0
133601,global,"2008, 2014","NT, NT","0.2, 0.2",decreasing,0
133607,global,"2008, 2014","NT, NT","0.2, 0.2",unknown,0
133613,global,"2008, 2014","LC, LC","0, 0",unknown,0
133616,global,"2008, 2014","NT, NT","0.2, 0.2",decreasing,0
133628,global,"2008, 2014","VU, VU","0.4, 0.4",decreasing,0
133633,global,"2008, 2014","VU, VU","0.4, 0.4",unknown,0
133634,global,"2008, 2014","LC, LC","0, 0",decreasing,0
133635,global,"2008, 2014","NT, NT","0.2, 0.2",decreasing,0
133636,global,"2008, 2014","LC, LC","0, 0",unknown,0
133638,global,"2008, 2014","NT, NT","0.2, 0.2",decreasing,0
133640,global,"2008, 2014","LC, LC","0, 0",unknown,0
133641,global,"2008, 2014","LC, LC","0, 0",unknown,0
133644,global,"2008, 2014","NT, NT","0.2, 0.2",decreasing,0
133646,global,"2008, 2014","LC, LC","0, 0",decreasing,0
133648,global,"2008, 2014","LC, LC","0, 0",decreasing,0
133649,global,"2008, 2014","LC, LC","0, 0",decreasing,0
133652,global,"2008, 2014","LC, LC","0, 0",decreasing,0
133660,global,"2008, 2014","VU, VU","0.4, 0.4",decreasing,0
133662,global,"2008, 2014","NT, NT","0.2, 0.2",unknown,0
133666,global,"2008, 2014","NT, NT","0.2, 0.2",decreasing,0
133673,global,"2008, 2014","LC, LC","0, 0",unknown,0
133676,global,"2008, 2014","NT, NT","0.2, 0.2",unknown,0
133685,global,"2008, 2014","NT, NT","0.2, 0.2",unknown,0
133697,global,"2008, 2014","VU, VU","0.4, 0.4",unknown,0
133700,global,"2008, 2014","LC, LC","0, 0",decreasing,0
133702,global,"2008, 2014","LC, LC","0, 0",unknown,0
133704,global,"2008, 2013, 2018","CR, CR, CR","0.8, 0.8, 0.8",unknown,-0
133706,global,"2008, 2018","CR, CR","0.8, 0.8",unknown,0
133710,global,"2008, 2017","CR, CR","0.8, 0.8",decreasing,0
133712,global,"2008, 2012","VU, VU","0.4, 0.4",increasing,0
133714,global,"2008, 2012","EN, EN","0.6, 0.6",unknown,0
135301,global,"2008, 2011","LC, LC","0, 0",stable,0
135303,global,"2008, 2011","LC, LC","0, 0",increasing,0
135309,global,"2008, 2011","CR, CR","0.8, 0.8",decreasing,0
135310,global,"2008, 2011","LC, LC","0, 0",stable,0
135311,global,"2008, 2011","LC, LC","0, 0",increasing,0
135312,global,"2008, 2011","LC, LC","0, 0",stable,0
135315,global,"2008, 2011","CR, EN","0.8, 0.6",decreasing,-0.06667
135317,global,"2008, 2011","NT, NT","0.2, 0.2",increasing,0
135319,global,"2008, 2011","LC, LC","0, 0",increasing,0
135320,global,"2008, 2011","LC, LC","0, 0",increasing,0
135321,global,"2008, 2011","EN, EN","0.6, 0.6",decreasing,0
135322,global,"2008, 2011","VU, VU","0.4, 0.4",decreasing,0
135325,global,"2008, 2011","LC, LC","0, 0",stable,0
135328,global,"2008, 2011","EN, EN","0.6, 0.6",decreasing,0
135329,global,"2008, 2011","LC, LC","0, 0",increasing,0
135330,global,"2008, 2011","CR, CR","0.8, 0.8",decreasing,0
135332,global,"2008, 2011","LC, LC","0, 0",increasing,0
135333,global,"2008, 2011","LC, LC","0, 0",stable,0
135334,global,"2008, 2011","LC, LC","0, 0",increasing,0
135336,global,"2008, 2011","EN, EN","0.6, 0.6",decreasing,0
135337,global,"2008, 2011","LC, LC","0, 0",stable,0
135338,global,"2008, 2011","EN, LC","0.6, 0",decreasing,-0.2
135340,global,"2008, 2011","LC, LC","0, 0",stable,0
135343,global,"2008, 2011","LC, LC","0, 0",stable,0
135347,global,"2008, 2011","LC, LC","0, 0",increasing,0
135348,global,"2008, 2011","LC, LC","0, 0",stable,0
135351,global,"2008, 2011","EN, EN","0.6, 0.6",decreasing,0
135352,global,"2008, 2011","EN, VU","0.6, 0.4",decreasing,-0.06667
135354,global,"2008, 2011","EN, LC","0.6, 0",decreasing,-0.2
135361,global,"2008, 2011","LC, LC","0, 0",increasing,0
135363,global,"2008, 2011","NT, NT","0.2, 0.2",increasing,0
135365,global,"2008, 2011","LC, LC","0, 0",stable,0
135369,global,"2008, 2011","LC, LC","0, 0",increasing,0
135370,global,"2008, 2011","LC, LC","0, 0",stable,0
135371,global,"2008, 2011","LC, LC","0, 0",increasing,0
135373,global,"2008, 2011","CR, CR","0.8, 0.8",decreasing,0
135374,global,"2008, 2011","LC, LC","0, 0",increasing,0
135376,global,"2008, 2011","LC, LC","0, 0",stable,0
135380,global,"2008, 2011","LC, LC","0, 0",increasing,0
135381,global,"2008, 2011","EN, EN","0.6, 0.6",decreasing,0
135525,global,"2008, 2010","LC, LC","0, 0",unknown,0
135567,global,"2008, 2012, 2017, 2019","LC, LC, LC, LC","0, 0, 0, 0",stable,-0
135567,western_africa,"2008, 2012, 2017, 2019","LC, LC, LC, LC","0, 0, 0, 0",unknown,-0
135579,global,"2008, 2018","LC, LC","0, 0",unknown,0
135579,mediterranean,"2011, 2018","LC, LC","0, 0",stable,0
135681,global,"2008, 2018","LC, LC","0, 0",unknown,0
135690,global,"2008, 2014","LC, LC","0, 0",increasing,0
135707,global,"2008, 2020","LC, LC","0, 0",unknown,0
135717,global,"2008, 2010","LC, LC","0, 0",decreasing,0
135719,global,"2008, 2013","LC, LC","0, 0",unknown,0
136315,global,"2008, 2017","NT, VU","0.2, 0.4",decreasing,0.02222
153534,global,"2010, 2016","LC, LC","0, 0",decreasing,0
154615,global,"2010, 2021","LC, LC","0, 0",unknown,0
154631,global,"2010, 2021","LC, LC","0, 0",unknown,0
154644,global,"2010, 2014","LC, LC","0, 0",unknown,0
154662,global,"2010, 2020","LC, LC","0, 0",unknown,0
154669,global,"2010, 2015","LC, LC","0, 0",unknown,0
154676,global,"2010, 2012","LC, LC","0, 0",stable,0
154677,global,"2010, 2012","LC, LC","0, 0",stable,0
154687,global,"2010, 2020","LC, LC","0, 0",unknown,0
154706,global,"2010, 2012","LC, LC","0, 0",unknown,0
154712,global,"2010, 2011","LC, LC","0, 0",stable,0
154717,global,"2010, 2015","LC, EN","0, 0.6",unknown,0.12
154731,global,"2010, 2013","LC, LC","0, 0",stable,0
154743,global,"2010, 2020","LC, LC","0, 0",unknown,0
154755,global,"2010, 2020","NT, LC","0.2, 0",decreasing,-0.02
154759,global,"2010, 2017","LC, LC","0, 0",unknown,0
154765,global,"2010, 2021","LC, LC","0, 0",unknown,0
154767,global,"2010, 2019","LC, LC","0, 0",unknown,0
154771,global,"2010, 2020","LC, LC","0, 0",unknown,0
154774,global,"2010, 2020","LC, LC","0, 0",unknown,0
154780,global,"2010, 2012","LC, LC","0, 0",unknown,0
154792,global,"2010, 2018","LC, LC","0, 0",unknown,0
154793,global,"2010, 2020","LC, LC","0, 0",unknown,0
154814,global,"2010, 2020","LC, LC","0, 0",unknown,0
154822,global,"2010, 2020","LC, LC","0, 0",unknown,0
154825,global,"2010, 2011","LC, LC","0, 0",unknown,0
154828,global,"2010, 2020","LC, LC","0, 0",unknown,0
154833,global,"2010, 2020","LC, LC","0, 0",stable,0
154845,global,"2010, 2021","LC, LC","0, 0",stable,0
154853,global,"2010, 2017","LC, LC","0, 0",decreasing,0
154855,global,"2010, 2012, 2017","LC, LC, LC","0, 0, 0",unknown,-0
154863,global,"2010, 2012","LC, LC","0, 0",unknown,0
154875,global,"2010, 2021","LC, VU","0, 0.4",decreasing,0.03636
154880,global,"2010, 2014","LC, LC","0, 0",unknown,0
154924,global,"2010, 2017","LC, LC","0, 0",unknown,0
154938,global,"2010, 2016","LC, LC","0, 0",unknown,0
154946,global,"2010, 2011","LC, LC","0, 0",unknown,0
154960,global,"2010, 2012","LC, LC","0, 0",unknown,0
154968,global,"2010, 2020","LC, LC","0, 0",unknown,0
154971,global,"2010, 2012","LC, LC","0, 0",stable,0
154975,global,"2010, 2020","LC, LC","0, 0",unknown,0
154976,global,"2010, 2012","LC, LC","0, 0",stable,0
154977,global,"2010, 2021","LC, LC","0, 0",stable,0
154989,global,"2010, 2020","LC, LC","0, 0",unknown,0
155018,global,"2010, 2015","NT, VU","0.2, 0.4",decreasing,0.04
155020,global,"2010, 2020","LC, LC","0, 0",unknown,0
155021,global,"2010, 2015","LC, VU","0, 0.4",unknown,0.08
155040,global,"2010, 2021","LC, LC","0, 0",unknown,0
155051,global,"2010, 2019","LC, LC","0, 0",unknown,0
155073,global,"2010, 2017","LC, LC","0, 0",unknown,0
155080,global,"2010, 2019","LC, LC","0, 0",unknown,0
155096,global,"2010, 2011","LC, LC","0, 0",stable,0
155116,global,"2010, 2017","LC, LC","0, 0",unknown,0
155120,global,"2010, 2012","LC, LC","0, 0",decreasing,0
155130,global,"2010, 2019","LC, LC","0, 0",decreasing,0
155165,global,"2010, 2016","LC, LC","0, 0",decreasing,0
155180,global,"2010, 2014","LC, LC","0, 0",unknown,0
155181,global,"2010, 2017","LC, LC","0, 0",unknown,0
155183,global,"2010, 2021","LC, LC","0, 0",stable,0
155192,global,"2010, 2020","LC, LC","0, 0",unknown,0
155201,global,"2010, 2012, 2022","LC, LC, LC","0, 0, 0",stable,0
155207,global,"2010, 2019","LC, LC","0, 0",unknown,0
155212,global,"2010, 2016","LC, LC","0, 0",decreasing,0
155214,global,"2010, 2014","LC, LC","0, 0",stable,0
155225,global,"2010, 2020","LC, LC","0, 0",unknown,0
155226,global,"2010, 2014","LC, LC","0, 0",unknown,0
155235,global,"2010, 2015","LC, LC","0, 0",unknown,0
155240,global,"2010, 2020","LC, LC","0, 0",unknown,0
155253,global,"2010, 2020","LC, LC","0, 0",unknown,0
155259,global,"2010, 2019","LC, LC","0, 0",unknown,0
155261,global,"2010, 2021","LC, LC","0, 0",decreasing,0
155273,global,"2010, 2012","LC, LC","0, 0",unknown,0
155276,global,"2010, 2011, 2022","LC, LC, LC","0, 0, 0",stable,0
155282,global,"2010, 2014","LC, LC","0, 0",stable,0
155285,global,"2012, 2017","VU, LC","0.4, 0",unknown,-0.08
155290,global,"2010, 2012","LC, LC","0, 0",unknown,0
155292,global,"2010, 2012","LC, LC","0, 0",unknown,0
155294,global,"2010, 2020","LC, LC","0, 0",unknown,0
155311,global,"2010, 2020","LC, LC","0, 0",unknown,0
158617,global,"2009, 2019","NT, NT","0.2, 0.2",decreasing,0
161317,global,"2009, 2020","LC, LC","0, 0",stable,0
161320,global,"2009, 2021","VU, CR","0.4, 0.8",decreasing,0.03333
161325,global,"2009, 2021","VU, EN","0.4, 0.6",decreasing,0.01667
161329,global,"2009, 2021","NT, NT","0.2, 0.2",decreasing,0
161334,global,"2009, 2015","LC, LC","0, 0",unknown,0
161336,global,"2009, 2020","LC, LC","0, 0",stable,0
161337,global,"2009, 2015","LC, LC","0, 0",unknown,0
161339,global,"2015, 2016","EN, EN","0.6, 0.6",decreasing,0
161342,global,"2009, 2015","LC, LC","0, 0",unknown,0
161345,global,"2009, 2020","LC, LC","0, 0",increasing,0
161346,global,"2009, 2015","LC, LC","0, 0",unknown,0
161350,global,"2009, 2015","LC, LC","0, 0",unknown,0
161358,global,"2009, 2020","LC, LC","0, 0",stable,0
161360,global,"2009, 2019","NT, EN","0.2, 0.6",decreasing,0.04
161364,global,"2009, 2020","LC, LC","0, 0",stable,0
161366,global,"2009, 2020","NT, NT","0.2, 0.2",decreasing,0
161370,global,"2009, 2015","NT, LC","0.2, 0",stable,-0.03333
161371,global,"2009, 2020","LC, LC","0, 0",stable,0
161372,global,"2009, 2020","LC, LC","0, 0",stable,0
161373,global,"2009, 2016, 2020","NT, NT, EN","0.2, 0.2, 0.6",decreasing,0.03226
161375,global,"2009, 2015","LC, LC","0, 0",stable,0
161376,global,"2009, 2021","NT, NT","0.2, 0.2",decreasing,0
161377,global,"2009, 2020","LC, LC","0, 0",stable,0
161378,global,"2009, 2021","NT, EN","0.2, 0.6",decreasing,0.03333
161381,global,"2009, 2015","LC, LC","0, 0",unknown,0
161388,global,"2009, 2021","LC, VU","0, 0.4",decreasing,0.03333
161391,global,"2009, 2020","NT, LC","0.2, 0",stable,-0.01818
161394,global,"2009, 2020","VU, VU","0.4, 0.4",decreasing,0
161395,global,"2009, 2021","LC, EN","0, 0.6",decreasing,0.05
161398,global,"2009, 2021","LC, LC","0, 0",stable,0
161402,global,"2009, 2016","LC, LC","0, 0",increasing,0
161404,global,"2009, 2019","VU, VU","0.4, 0.4",decreasing,0
161408,global,"2017, 2019","VU, CR","0.4, 0.8",decreasing,0.2
161409,global,"2009, 2021","VU, CR","0.4, 0.8",decreasing,0.03333
161410,global,"2009, 2020","NT, VU","0.2, 0.4",decreasing,0.01818
161418,global,"2009, 2020","NT, LC","0.2, 0",increasing,-0.01818
161419,global,"2009, 2020","LC, LC","0, 0",increasing,0
161423,global,"2009, 2020","NT, LC","0.2, 0",stable,-0.01818
161426,global,"2009, 2017","NT, NT","0.2, 0.2",decreasing,0
161428,global,"2009, 2019","CR, LC","0.8, 0",unknown,-0.08
161430,global,"2009, 2015","LC, LC","0, 0",stable,0
161431,global,"2009, 2016","NT, VU","0.2, 0.4",decreasing,0.02857
161441,global,"2009, 2020","LC, LC","0, 0",stable,0
161443,global,"2009, 2020","LC, LC","0, 0",stable,0
161444,global,"2009, 2020","LC, LC","0, 0",stable,0
161449,global,"2009, 2020","LC, LC","0, 0",stable,0
161452,global,"2009, 2016","LC, LC","0, 0",unknown,0
161454,global,"2009, 2020, 2021","LC, LC, LC","0, 0, 0",stable,-0
161456,global,"2009, 2020","EN, EN","0.6, 0.6",decreasing,0
161461,global,"2009, 2015","NT, VU","0.2, 0.4",decreasing,0.03333
161462,global,"2009, 2020","LC, LC","0, 0",stable,0
161463,global,"2009, 2021","NT, CR","0.2, 0.8",decreasing,0.05
161464,global,"2009, 2015","VU, EN","0.4, 0.6",decreasing,0.03333
161465,global,"2009, 2021","EN, EN","0.6, 0.6",decreasing,0
161468,global,"2009, 2019","LC, LC","0, 0",decreasing,0
161469,global,"2011, 2018","LC, LC","0, 0",unknown,0
161471,global,"2009, 2015","LC, LC","0, 0",unknown,0
161477,global,"2009, 2020","EN, VU","0.6, 0.4",increasing,-0.01818
161479,global,"2009, 2020","LC, LC","0, 0",stable,0
161481,global,"2020, 2021","LC, LC","0, 0",stable,0
161484,global,"2009, 2021","NT, VU","0.2, 0.4",decreasing,0.01667
161486,global,"2009, 2015","LC, LC","0, 0",unknown,0
161489,global,"2009, 2015","LC, LC","0, 0",unknown,0
161491,global,"2009, 2020","LC, LC","0, 0",increasing,0
161492,global,"2009, 2020","LC, VU","0, 0.4",decreasing,0.03636
161495,global,"2009, 2016, 2021","EN, EN, VU","0.6, 0.6, 0.4",decreasing,-0.0156
161496,global,"2009, 2021","VU, VU","0.4, 0.4",decreasing,0
161501,global,"2009, 2021","LC, LC","0, 0",stable,0
161505,global,"2009, 2012, 2015, 2016","LC, LC, LC, LC","0, 0, 0, 0",unknown,-0
161506,global,"2009, 2021","NT, VU","0.2, 0.4",decreasing,0.01667
161507,global,"2009, 2021","LC, EN","0, 0.6",decreasing,0.05
161512,global,"2009, 2020","LC, LC","0, 0",stable,0
161517,global,"2009, 2018","LC, LC","0, 0",unknown,0
161521,global,"2009, 2020","LC, LC","0, 0",stable,0
161524,global,"2009, 2021","LC, NT","0, 0.2",stable,0.01667
161525,global,"2009, 2020","VU, EN","0.4, 0.6",decreasing,0.01818
161526,global,"2009, 2016, 2021","NT, VU, VU","0.2, 0.4, 0.4",decreasing,0.01743
161529,global,"2009, 2020","NT, LC","0.2, 0",stable,-0.01818
161534,global,"2009, 2020","LC, LC","0, 0",stable,0
161535,global,"2009, 2016","NT, NT","0.2, 0.2",unknown,0
161539,global,"2009, 2016","LC, LC","0, 0",unknown,0
161540,global,"2009, 2016, 2020","VU, VU, EN","0.4, 0.4, 0.6",decreasing,0.01613
161541,global,"2009, 2020","VU, CR","0.4, 0.8",decreasing,0.03636
161542,global,"2009, 2020","VU, VU","0.4, 0.4",decreasing,0
161544,global,"2009, 2020","LC, LC","0, 0",stable,0
161546,global,"2009, 2016, 2020","VU, VU, EN","0.4, 0.4, 0.6",decreasing,0.01613
161547,global,"2009, 2016, 2020","VU, VU, EN","0.4, 0.4, 0.6",decreasing,0.01613
161551,global,"2009, 2020","LC, NT","0, 0.2",decreasing,0.01818
161553,global,"2009, 2015","LC, LC","0, 0",unknown,0
161557,global,"2009, 2020","NT, EN","0.2, 0.6",decreasing,0.03636
161558,global,"2009, 2021","VU, CR","0.4, 0.8",decreasing,0.03333
161566,global,"2009, 2016, 2020","VU, VU, EN","0.4, 0.4, 0.6",decreasing,0.01613
161568,global,"2020, 2021","VU, VU","0.4, 0.4",decreasing,0
161574,global,"2009, 2020","LC, LC","0, 0",increasing,0
161575,global,"2009, 2020","LC, NT","0, 0.2",decreasing,0.01818
161595,global,"2009, 2020","LC, LC","0, 0",stable,0
161596,global,"2009, 2015","LC, LC","0, 0",unknown,0
161597,global,"2009, 2019","VU, EN","0.4, 0.6",decreasing,0.02
161598,global,"2009, 2016, 2021","VU, VU, NT","0.4, 0.4, 0.2",decreasing,-0.0156
161600,global,"2009, 2015","LC, LC","0, 0",stable,0
161612,global,"2009, 2020","LC, NT","0, 0.2",decreasing,0.01818
161615,global,"2009, 2016","LC, VU","0, 0.4",decreasing,0.05714
161618,global,"2009, 2016, 2020","NT, NT, VU","0.2, 0.2, 0.4",decreasing,0.01613
161621,global,"2009, 2012, 2020","VU, VU, EN","0.4, 0.4, 0.6",decreasing,0.01959
161623,global,"2009, 2020","LC, LC","0, 0",stable,0
161624,global,"2009, 2020","VU, VU","0.4, 0.4",decreasing,0
161626,global,"2009, 2015","LC, LC","0, 0",unknown,0
161628,global,"2009, 2015","LC, LC","0, 0",increasing,0
161629,global,"2009, 2016","LC, LC","0, 0",unknown,0
161631,global,"2009, 2020","EN, EN","0.6, 0.6",decreasing,0
161635,global,"2009, 2020","NT, VU","0.2, 0.4",decreasing,0.01818
161637,global,"2009, 2021","VU, NT","0.4, 0.2",decreasing,-0.01667
161640,global,"2009, 2016","LC, LC","0, 0",unknown,0
161643,global,"2009, 2020","LC, NT","0, 0.2",decreasing,0.01818
161644,global,"2009, 2020","LC, NT","0, 0.2",decreasing,0.01818
161648,global,"2009, 2016","LC, LC","0, 0",unknown,0
161650,global,"2009, 2019","LC, LC","0, 0",stable,0
161652,global,"2009, 2020","EN, EN","0.6, 0.6",decreasing,0
161655,global,"2009, 2015","LC, LC","0, 0",unknown,0
161658,global,"2009, 2020","LC, LC","0, 0",increasing,0
161659,global,"2009, 2020","NT, VU","0.2, 0.4",decreasing,0.01818
161661,global,"2009, 2015","LC, LC","0, 0",stable,0
161667,global,"2009, 2019","CR, VU","0.8, 0.4",decreasing,-0.04
161669,global,"2009, 2020","VU, EN","0.4, 0.6",decreasing,0.01818
161673,global,"2009, 2015","NT, LC","0.2, 0",unknown,-0.03333
161674,global,"2009, 2015","LC, LC","0, 0",unknown,0
161675,global,"2009, 2020","EN, EN","0.6, 0.6",decreasing,0
161683,global,"2009, 2015","LC, LC","0, 0",unknown,0
161695,global,"2009, 2021","VU, VU","0.4, 0.4",decreasing,0
161696,global,"2009, 2019","VU, VU","0.4, 0.4",decreasing,0
161700,global,"2009, 2015","LC, LC","0, 0",unknown,0
161701,global,"2009, 2020","LC, NT","0, 0.2",decreasing,0.01818
161702,global,"2009, 2020","LC, LC","0, 0",stable,0
161705,global,"2009, 2015","LC, LC","0, 0",stable,0
161709,global,"2009, 2015","NT, LC","0.2, 0",stable,-0.03333
161714,global,"2009, 2021","LC, LC","0, 0",stable,0
161722,global,"2009, 2020","LC, LC","0, 0",stable,0
161729,global,"2009, 2015","NT, NT","0.2, 0.2",decreasing,0
161731,global,"2009, 2019","LC, LC","0, 0",unknown,0
161736,global,"2009, 2021","VU, LC","0.4, 0",unknown,-0.03333
161742,global,"2009, 2020","LC, LC","0, 0",stable,0
161743,global,"2009, 2016, 2020","NT, NT, VU","0.2, 0.2, 0.4",decreasing,0.01613
161744,global,"2009, 2016","LC, VU","0, 0.4",decreasing,0.05714
161745,global,"2009, 2021","VU, VU","0.4, 0.4",decreasing,0
161746,global,"2009, 2020","VU, NT","0.4, 0.2",decreasing,-0.01818
163228,global,"2014, 2020","LC, LC","0, 0",unknown,0
165769,global,"2010, 2020","LC, LC","0, 0",unknown,0
165778,global,"2010, 2020","LC, LC","0, 0",unknown,0
165780,global,"2010, 2020","LC, LC","0, 0",unknown,0
165788,global,"2010, 2020","LC, LC","0, 0",unknown,0
165803,global,"2010, 2020","LC, LC","0, 0",unknown,0
165866,global,"2010, 2020","LC, LC","0, 0",stable,0
166077,global,"2010, 2012, 2017, 2019","LC, LC, LC, LC","0, 0, 0, 0",unknown,0
166138,global,"2012, 2019","LC, LC","0, 0",stable,0
166184,global,"2014, 2020","EN, EN","0.6, 0.6",decreasing,0
166189,global,"2012, 2014, 2019","LC, LC, LC","0, 0, 0",unknown,-0
166263,global,"2010, 2012","LC, LC","0, 0",unknown,0
166410,global,"2010, 2019","LC, LC","0, 0",stable,0
166433,global,"2010, 2020","LC, LC","0, 0",stable,0
166533,global,"2012, 2016, 2019","LC, LC, LC","0, 0, 0",unknown,-0
166575,global,"2012, 2017","LC, LC","0, 0",unknown,0
166774,global,"2010, 2012","LC, LC","0, 0",unknown,0
166892,global,"2011, 2017","LC, LC","0, 0",unknown,0
166894,global,"2010, 2014, 2019","LC, NT, NT","0, 0.2, 0.2",unknown,0.02131
166897,global,"2012, 2017","LC, LC","0, 0",unknown,0
166951,global,"2012, 2022","LC, LC","0, 0",stable,0
166985,global,"2015, 2019","LC, LC","0, 0",unknown,0
166990,global,"2012, 2021","LC, LC","0, 0",unknown,0
166992,global,"2012, 2019","LC, LC","0, 0",unknown,0
167944,global,"2010, 2020","LC, LC","0, 0",unknown,0
167946,global,"2010, 2018, 2020","LC, LC, LC","0, 0, 0",unknown,-0
167997,global,"2010, 2020","LC, LC","0, 0",unknown,0
168000,global,"2010, 2017","LC, LC","0, 0",decreasing,0
169353,global,"2009, 2020","LC, LC","0, 0",unknown,0
169358,global,"2009, 2012, 2016, 2017","LC, LC, LC, LC","0, 0, 0, 0",unknown,-0
169359,global,"2009, 2021","LC, LC","0, 0",stable,0
169361,global,"2009, 2017","LC, LC","0, 0",unknown,0
169365,global,"2009, 2019","LC, LC","0, 0",stable,0
169374,global,"2015, 2019","EN, EN","0.6, 0.6",unknown,0
169376,global,"2009, 2010","LC, NT","0, 0.2",unknown,0.2
169388,global,"2009, 2019","LC, LC","0, 0",unknown,0
169551,global,"2009, 2019","LC, LC","0, 0",stable,0
169554,global,"2009, 2021","LC, LC","0, 0",unknown,0
169587,global,"2009, 2017","LC, LC","0, 0",unknown,0
169599,global,"2009, 2014","LC, LC","0, 0",stable,0
169632,global,"2009, 2017","LC, LC","0, 0",stable,0
169646,global,"2009, 2022","LC, LC","0, 0",stable,0
