"zone","row","species_id_no","pop_trend","gapfill","trend_score"
13,"72","173376","unknown","family",-0.0250466670840979
14,"11","169015","stable","none",0
14,"22","173327","decreasing","none",-0.0767000019550323
14,"23","173328","stable","none",0
14,"26","173331","decreasing","none",-0.0767000019550323
14,"27","173332","stable","none",0
14,"43","173348","increasing","none",0.0844999998807907
14,"47","173352","stable","none",0
14,"53","173358","stable","none",0
14,"59","173363","stable","none",0
14,"60","173364","stable","none",0
14,"72","173376","unknown","family",-0.0250466670840979
15,"11","169015","stable","none",0
15,"22","173327","decreasing","none",-0.0767000019550323
15,"23","173328","stable","none",0
15,"26","173331","decreasing","none",-0.0767000019550323
15,"27","173332","stable","none",0
15,"37","173342","decreasing","none",-0.0767000019550323
15,"38","173343","stable","none",0
15,"43","173348","increasing","none",0.0844999998807907
15,"47","173352","stable","none",0
15,"53","173358","stable","none",0
15,"59","173363","stable","none",0
15,"60","173364","stable","none",0
15,"71","173375","unknown","family",-0.00626363651826978
15,"72","173376","unknown","family",-0.0250466670840979
16,"11","169015","stable","none",0
16,"14","173321","stable","none",0
16,"18","173323","stable","none",0
16,"22","173327","decreasing","none",-0.0767000019550323
16,"23","173328","stable","none",0
16,"25","173330","unknown","family",-0.0250466670840979
16,"26","173331","decreasing","none",-0.0767000019550323
16,"27","173332","stable","none",0
16,"28","173333","decreasing","none",-0.0767000019550323
16,"31","173336","stable","none",0
16,"35","173340","unknown","family",-0.00626363651826978
16,"38","173343","stable","none",0
16,"44","173349","decreasing","none",-0.0767000019550323
16,"45","173350","stable","none",0
16,"46","173351","stable","none",0
16,"47","173352","stable","none",0
16,"48","173353","unknown","global",-0.0264126975089312
16,"49","173354","stable","none",0
16,"50","173355","decreasing","none",-0.0767000019550323
16,"51","173356","stable","none",0
16,"53","173358","stable","none",0
16,"54","173359","unknown","global",-0.0264126975089312
16,"55","173360","stable","none",0
16,"59","173363","stable","none",0
16,"60","173364","stable","none",0
16,"61","173365","unknown","family",-0.0250466670840979
16,"64","173368","stable","none",0
16,"65","173369","stable","none",0
16,"67","173371","stable","none",0
16,"71","173375","unknown","family",-0.00626363651826978
16,"72","173376","unknown","family",-0.0250466670840979
16,"73","173377","stable","none",0
16,"75","173379","unknown","family",-0.0328714288771152
16,"76","173380","stable","none",0
16,"79","173383","unknown","family",-0.00626363651826978
16,"80","173384","stable","none",0
17,"11","169015","stable","none",0
17,"22","173327","decreasing","none",-0.0767000019550323
17,"23","173328","stable","none",0
17,"25","173330","unknown","family",-0.0250466670840979
17,"26","173331","decreasing","none",-0.0767000019550323
17,"27","173332","stable","none",0
17,"38","173343","stable","none",0
17,"47","173352","stable","none",0
17,"53","173358","stable","none",0
17,"59","173363","stable","none",0
17,"60","173364","stable","none",0
17,"61","173365","unknown","family",-0.0250466670840979
17,"64","173368","stable","none",0
17,"71","173375","unknown","family",-0.00626363651826978
17,"72","173376","unknown","family",-0.0250466670840979
17,"80","173384","stable","none",0
18,"11","169015","stable","none",0
18,"22","173327","decreasing","none",-0.0767000019550323
18,"23","173328","stable","none",0
18,"27","173332","stable","none",0
18,"47","173352","stable","none",0
18,"64","173368","stable","none",0
20,"22","173327","decreasing","none",-0.0767000019550323
20,"3","153538","decreasing","none",-0.0767000019550323
20,"30","173335","decreasing","none",-0.0767000019550323
20,"34","173339","decreasing","none",-0.0767000019550323
20,"36","173341","decreasing","none",-0.0767000019550323
20,"39","173344","decreasing","none",-0.0767000019550323
20,"40","173345","decreasing","none",-0.0767000019550323
20,"43","173348","increasing","none",0.0844999998807907
20,"47","173352","stable","none",0
20,"52","173357","decreasing","none",-0.0767000019550323
20,"77","173381","decreasing","none",-0.0767000019550323
21,"3","153538","decreasing","none",-0.0767000019550323
21,"30","173335","decreasing","none",-0.0767000019550323
21,"34","173339","decreasing","none",-0.0767000019550323
21,"36","173341","decreasing","none",-0.0767000019550323
21,"39","173344","decreasing","none",-0.0767000019550323
21,"43","173348","increasing","none",0.0844999998807907
21,"52","173357","decreasing","none",-0.0767000019550323
24,"11","169015","stable","none",0
24,"22","173327","decreasing","none",-0.0767000019550323
24,"23","173328","stable","none",0
24,"26","173331","decreasing","none",-0.0767000019550323
24,"37","173342","decreasing","none",-0.0767000019550323
24,"47","173352","stable","none",0
24,"53","173358","stable","none",0
24,"59","173363","stable","none",0
24,"60","173364","stable","none",0
24,"72","173376","unknown","family",-0.0250466670840979
25,"11","169015","stable","none",0
25,"22","173327","decreasing","none",-0.0767000019550323
25,"23","173328","stable","none",0
25,"26","173331","decreasing","none",-0.0767000019550323
25,"27","173332","stable","none",0
25,"37","173342","decreasing","none",-0.0767000019550323
25,"47","173352","stable","none",0
25,"53","173358","stable","none",0
25,"59","173363","stable","none",0
25,"60","173364","stable","none",0
25,"72","173376","unknown","family",-0.0250466670840979
26,"11","169015","stable","none",0
26,"22","173327","decreasing","none",-0.0767000019550323
26,"23","173328","stable","none",0
26,"26","173331","decreasing","none",-0.0767000019550323
26,"27","173332","stable","none",0
26,"53","173358","stable","none",0
26,"59","173363","stable","none",0
26,"60","173364","stable","none",0
26,"64","173368","stable","none",0
28,"11","169015","stable","none",0
28,"23","173328","stable","none",0
28,"27","173332","stable","none",0
28,"53","173358","stable","none",0
28,"59","173363","stable","none",0
28,"60","173364","stable","none",0
28,"68","173372","increasing","none",0.0844999998807907
28,"71","173375","unknown","family",-0.00626363651826978
29,"11","169015","stable","none",0
29,"23","173328","stable","none",0
29,"27","173332","stable","none",0
29,"53","173358","stable","none",0
29,"59","173363","stable","none",0
29,"60","173364","stable","none",0
29,"68","173372","increasing","none",0.0844999998807907
29,"71","173375","unknown","family",-0.00626363651826978
30,"11","169015","stable","none",0
30,"12","173319","stable","none",0
30,"23","173328","stable","none",0
30,"27","173332","stable","none",0
30,"53","173358","stable","none",0
30,"59","173363","stable","none",0
30,"60","173364","stable","none",0
30,"68","173372","increasing","none",0.0844999998807907
30,"71","173375","unknown","family",-0.00626363651826978
31,"11","169015","stable","none",0
31,"12","173319","stable","none",0
31,"23","173328","stable","none",0
31,"26","173331","decreasing","none",-0.0767000019550323
31,"27","173332","stable","none",0
31,"53","173358","stable","none",0
31,"59","173363","stable","none",0
31,"60","173364","stable","none",0
31,"71","173375","unknown","family",-0.00626363651826978
32,"11","169015","stable","none",0
32,"23","173328","stable","none",0
32,"27","173332","stable","none",0
32,"53","173358","stable","none",0
32,"59","173363","stable","none",0
32,"68","173372","increasing","none",0.0844999998807907
32,"71","173375","unknown","family",-0.00626363651826978
33,"11","169015","stable","none",0
33,"12","173319","stable","none",0
33,"23","173328","stable","none",0
33,"27","173332","stable","none",0
33,"53","173358","stable","none",0
33,"59","173363","stable","none",0
33,"60","173364","stable","none",0
33,"68","173372","increasing","none",0.0844999998807907
33,"71","173375","unknown","family",-0.00626363651826978
34,"27","173332","stable","none",0
34,"60","173364","stable","none",0
34,"68","173372","increasing","none",0.0844999998807907
34,"71","173375","unknown","family",-0.00626363651826978
35,"27","173332","stable","none",0
35,"60","173364","stable","none",0
35,"68","173372","increasing","none",0.0844999998807907
35,"71","173375","unknown","family",-0.00626363651826978
36,"11","169015","stable","none",0
36,"23","173328","stable","none",0
36,"27","173332","stable","none",0
36,"71","173375","unknown","family",-0.00626363651826978
37,"11","169015","stable","none",0
37,"23","173328","stable","none",0
37,"27","173332","stable","none",0
37,"53","173358","stable","none",0
37,"59","173363","stable","none",0
37,"68","173372","increasing","none",0.0844999998807907
37,"71","173375","unknown","family",-0.00626363651826978
38,"27","173332","stable","none",0
38,"47","173352","stable","none",0
38,"71","173375","unknown","family",-0.00626363651826978
39,"27","173332","stable","none",0
39,"59","173363","stable","none",0
39,"60","173364","stable","none",0
39,"71","173375","unknown","family",-0.00626363651826978
40,"11","169015","stable","none",0
40,"12","173319","stable","none",0
40,"22","173327","decreasing","none",-0.0767000019550323
40,"23","173328","stable","none",0
40,"26","173331","decreasing","none",-0.0767000019550323
40,"27","173332","stable","none",0
40,"37","173342","decreasing","none",-0.0767000019550323
40,"47","173352","stable","none",0
40,"53","173358","stable","none",0
40,"59","173363","stable","none",0
40,"60","173364","stable","none",0
40,"64","173368","stable","none",0
40,"68","173372","increasing","none",0.0844999998807907
40,"71","173375","unknown","family",-0.00626363651826978
41,"11","169015","stable","none",0
41,"12","173319","stable","none",0
41,"23","173328","stable","none",0
41,"26","173331","decreasing","none",-0.0767000019550323
41,"27","173332","stable","none",0
41,"53","173358","stable","none",0
41,"59","173363","stable","none",0
41,"60","173364","stable","none",0
41,"66","173370","decreasing","none",-0.0767000019550323
41,"68","173372","increasing","none",0.0844999998807907
41,"71","173375","unknown","family",-0.00626363651826978
41,"72","173376","unknown","family",-0.0250466670840979
42,"11","169015","stable","none",0
42,"12","173319","stable","none",0
42,"23","173328","stable","none",0
42,"24","173329","unknown","family",-0.00626363651826978
42,"27","173332","stable","none",0
42,"47","173352","stable","none",0
42,"53","173358","stable","none",0
42,"59","173363","stable","none",0
42,"60","173364","stable","none",0
42,"66","173370","decreasing","none",-0.0767000019550323
42,"68","173372","increasing","none",0.0844999998807907
42,"71","173375","unknown","family",-0.00626363651826978
43,"11","169015","stable","none",0
43,"12","173319","stable","none",0
43,"23","173328","stable","none",0
43,"26","173331","decreasing","none",-0.0767000019550323
43,"27","173332","stable","none",0
43,"47","173352","stable","none",0
43,"53","173358","stable","none",0
43,"59","173363","stable","none",0
43,"60","173364","stable","none",0
43,"66","173370","decreasing","none",-0.0767000019550323
43,"68","173372","increasing","none",0.0844999998807907
43,"71","173375","unknown","family",-0.00626363651826978
43,"72","173376","unknown","family",-0.0250466670840979
44,"11","169015","stable","none",0
44,"12","173319","stable","none",0
44,"23","173328","stable","none",0
44,"26","173331","decreasing","none",-0.0767000019550323
44,"27","173332","stable","none",0
44,"53","173358","stable","none",0
44,"59","173363","stable","none",0
44,"60","173364","stable","none",0
44,"68","173372","increasing","none",0.0844999998807907
44,"71","173375","unknown","family",-0.00626363651826978
44,"72","173376","unknown","family",-0.0250466670840979
45,"10","164508","stable","none",0
45,"11","169015","stable","none",0
45,"12","173319","stable","none",0
45,"23","173328","stable","none",0
45,"26","173331","decreasing","none",-0.0767000019550323
45,"27","173332","stable","none",0
45,"53","173358","stable","none",0
45,"59","173363","stable","none",0
45,"60","173364","stable","none",0
45,"7","164508","stable","none",0
45,"71","173375","unknown","family",-0.00626363651826978
45,"8","164508","decreasing","none",-0.0767000019550323
45,"9","164508","decreasing","none",-0.0767000019550323
46,"10","164508","stable","none",0
46,"11","169015","stable","none",0
46,"12","173319","stable","none",0
46,"23","173328","stable","none",0
46,"26","173331","decreasing","none",-0.0767000019550323
46,"27","173332","stable","none",0
46,"53","173358","stable","none",0
46,"59","173363","stable","none",0
46,"60","173364","stable","none",0
46,"7","164508","stable","none",0
46,"71","173375","unknown","family",-0.00626363651826978
46,"8","164508","decreasing","none",-0.0767000019550323
46,"9","164508","decreasing","none",-0.0767000019550323
47,"11","169015","stable","none",0
47,"12","173319","stable","none",0
47,"23","173328","stable","none",0
47,"26","173331","decreasing","none",-0.0767000019550323
47,"27","173332","stable","none",0
47,"47","173352","stable","none",0
47,"53","173358","stable","none",0
47,"59","173363","stable","none",0
47,"60","173364","stable","none",0
47,"71","173375","unknown","family",-0.00626363651826978
48,"11","169015","stable","none",0
48,"12","173319","stable","none",0
48,"23","173328","stable","none",0
48,"27","173332","stable","none",0
48,"60","173364","stable","none",0
48,"68","173372","increasing","none",0.0844999998807907
48,"71","173375","unknown","family",-0.00626363651826978
49,"10","164508","stable","none",0
49,"11","169015","stable","none",0
49,"12","173319","stable","none",0
49,"23","173328","stable","none",0
49,"26","173331","decreasing","none",-0.0767000019550323
49,"27","173332","stable","none",0
49,"53","173358","stable","none",0
49,"59","173363","stable","none",0
49,"60","173364","stable","none",0
49,"7","164508","stable","none",0
49,"71","173375","unknown","family",-0.00626363651826978
49,"8","164508","decreasing","none",-0.0767000019550323
49,"9","164508","decreasing","none",-0.0767000019550323
50,"11","169015","stable","none",0
50,"12","173319","stable","none",0
50,"23","173328","stable","none",0
50,"26","173331","decreasing","none",-0.0767000019550323
50,"27","173332","stable","none",0
50,"47","173352","stable","none",0
50,"53","173358","stable","none",0
50,"59","173363","stable","none",0
50,"60","173364","stable","none",0
50,"64","173368","stable","none",0
50,"71","173375","unknown","family",-0.00626363651826978
51,"11","169015","stable","none",0
51,"12","173319","stable","none",0
51,"23","173328","stable","none",0
52,"11","169015","stable","none",0
52,"12","173319","stable","none",0
52,"23","173328","stable","none",0
53,"23","173328","stable","none",0
53,"71","173375","unknown","family",-0.00626363651826978
54,"11","169015","stable","none",0
54,"12","173319","stable","none",0
54,"23","173328","stable","none",0
54,"27","173332","stable","none",0
54,"71","173375","unknown","family",-0.00626363651826978
56,"2","153535","stable","none",0
56,"56","173361","decreasing","none",-0.0767000019550323
56,"57","173361","decreasing","none",-0.0767000019550323
57,"2","153535","stable","none",0
57,"56","173361","decreasing","none",-0.0767000019550323
57,"57","173361","decreasing","none",-0.0767000019550323
58,"2","153535","stable","none",0
58,"56","173361","decreasing","none",-0.0767000019550323
58,"57","173361","decreasing","none",-0.0767000019550323
59,"3","153538","decreasing","none",-0.0767000019550323
59,"56","173361","decreasing","none",-0.0767000019550323
59,"57","173361","decreasing","none",-0.0767000019550323
60,"2","153535","stable","none",0
60,"3","153538","decreasing","none",-0.0767000019550323
60,"56","173361","decreasing","none",-0.0767000019550323
60,"57","173361","decreasing","none",-0.0767000019550323
61,"1","153534","decreasing","none",-0.0767000019550323
61,"10","164508","stable","none",0
61,"2","153535","stable","none",0
61,"3","153538","decreasing","none",-0.0767000019550323
61,"4","164280","stable","none",0
61,"5","164280","unknown","family",-0.0139454547315836
61,"56","173361","decreasing","none",-0.0767000019550323
61,"57","173361","decreasing","none",-0.0767000019550323
61,"6","164280","stable","none",0
61,"7","164508","stable","none",0
61,"8","164508","decreasing","none",-0.0767000019550323
61,"9","164508","decreasing","none",-0.0767000019550323
62,"1","153534","decreasing","none",-0.0767000019550323
62,"10","164508","stable","none",0
62,"2","153535","stable","none",0
62,"3","153538","decreasing","none",-0.0767000019550323
62,"4","164280","stable","none",0
62,"5","164280","unknown","family",-0.0139454547315836
62,"56","173361","decreasing","none",-0.0767000019550323
62,"57","173361","decreasing","none",-0.0767000019550323
62,"6","164280","stable","none",0
62,"7","164508","stable","none",0
62,"8","164508","decreasing","none",-0.0767000019550323
62,"9","164508","decreasing","none",-0.0767000019550323
63,"2","153535","stable","none",0
63,"56","173361","decreasing","none",-0.0767000019550323
63,"57","173361","decreasing","none",-0.0767000019550323
63,"68","173372","increasing","none",0.0844999998807907
64,"2","153535","stable","none",0
64,"56","173361","decreasing","none",-0.0767000019550323
64,"57","173361","decreasing","none",-0.0767000019550323
64,"68","173372","increasing","none",0.0844999998807907
65,"2","153535","stable","none",0
65,"68","173372","increasing","none",0.0844999998807907
66,"2","153535","stable","none",0
66,"68","173372","increasing","none",0.0844999998807907
67,"1","153534","decreasing","none",-0.0767000019550323
67,"12","173319","stable","none",0
67,"2","153535","stable","none",0
67,"3","153538","decreasing","none",-0.0767000019550323
67,"4","164280","stable","none",0
67,"5","164280","unknown","family",-0.0139454547315836
67,"56","173361","decreasing","none",-0.0767000019550323
67,"57","173361","decreasing","none",-0.0767000019550323
67,"6","164280","stable","none",0
68,"1","153534","decreasing","none",-0.0767000019550323
68,"12","173319","stable","none",0
68,"2","153535","stable","none",0
68,"3","153538","decreasing","none",-0.0767000019550323
68,"56","173361","decreasing","none",-0.0767000019550323
68,"57","173361","decreasing","none",-0.0767000019550323
69,"3","153538","decreasing","none",-0.0767000019550323
70,"3","153538","decreasing","none",-0.0767000019550323
71,"3","153538","decreasing","none",-0.0767000019550323
71,"56","173361","decreasing","none",-0.0767000019550323
71,"57","173361","decreasing","none",-0.0767000019550323
72,"3","153538","decreasing","none",-0.0767000019550323
72,"56","173361","decreasing","none",-0.0767000019550323
72,"57","173361","decreasing","none",-0.0767000019550323
73,"3","153538","decreasing","none",-0.0767000019550323
73,"34","173339","decreasing","none",-0.0767000019550323
73,"39","173344","decreasing","none",-0.0767000019550323
73,"43","173348","increasing","none",0.0844999998807907
73,"52","173357","decreasing","none",-0.0767000019550323
73,"56","173361","decreasing","none",-0.0767000019550323
73,"57","173361","decreasing","none",-0.0767000019550323
74,"56","173361","decreasing","none",-0.0767000019550323
74,"57","173361","decreasing","none",-0.0767000019550323
75,"3","153538","decreasing","none",-0.0767000019550323
75,"56","173361","decreasing","none",-0.0767000019550323
75,"57","173361","decreasing","none",-0.0767000019550323
76,"1","153534","decreasing","none",-0.0767000019550323
76,"12","173319","stable","none",0
76,"2","153535","stable","none",0
76,"3","153538","decreasing","none",-0.0767000019550323
76,"56","173361","decreasing","none",-0.0767000019550323
76,"57","173361","decreasing","none",-0.0767000019550323
77,"12","173319","stable","none",0
77,"2","153535","stable","none",0
77,"56","173361","decreasing","none",-0.0767000019550323
77,"57","173361","decreasing","none",-0.0767000019550323
78,"12","173319","stable","none",0
78,"2","153535","stable","none",0
78,"56","173361","decreasing","none",-0.0767000019550323
78,"57","173361","decreasing","none",-0.0767000019550323
79,"11","169015","stable","none",0
79,"12","173319","stable","none",0
79,"2","153535","stable","none",0
79,"23","173328","stable","none",0
79,"26","173331","decreasing","none",-0.0767000019550323
79,"27","173332","stable","none",0
79,"47","173352","stable","none",0
79,"53","173358","stable","none",0
79,"59","173363","stable","none",0
79,"60","173364","stable","none",0
79,"64","173368","stable","none",0
79,"71","173375","unknown","family",-0.00626363651826978
80,"1","153534","decreasing","none",-0.0767000019550323
80,"12","173319","stable","none",0
80,"2","153535","stable","none",0
80,"3","153538","decreasing","none",-0.0767000019550323
81,"1","153534","decreasing","none",-0.0767000019550323
81,"12","173319","stable","none",0
81,"2","153535","stable","none",0
81,"56","173361","decreasing","none",-0.0767000019550323
81,"57","173361","decreasing","none",-0.0767000019550323
82,"1","153534","decreasing","none",-0.0767000019550323
82,"12","173319","stable","none",0
82,"2","153535","stable","none",0
82,"3","153538","decreasing","none",-0.0767000019550323
84,"1","153534","decreasing","none",-0.0767000019550323
84,"10","164508","stable","none",0
84,"2","153535","stable","none",0
84,"3","153538","decreasing","none",-0.0767000019550323
84,"4","164280","stable","none",0
84,"5","164280","unknown","family",-0.0139454547315836
84,"56","173361","decreasing","none",-0.0767000019550323
84,"57","173361","decreasing","none",-0.0767000019550323
84,"6","164280","stable","none",0
84,"7","164508","stable","none",0
84,"8","164508","decreasing","none",-0.0767000019550323
84,"9","164508","decreasing","none",-0.0767000019550323
95,"58","173362","unknown","family",-0.0139454547315836
96,"68","173372","increasing","none",0.0844999998807907
97,"68","173372","increasing","none",0.0844999998807907
98,"68","173372","increasing","none",0.0844999998807907
99,"68","173372","increasing","none",0.0844999998807907
100,"68","173372","increasing","none",0.0844999998807907
101,"10","164508","stable","none",0
101,"4","164280","stable","none",0
101,"5","164280","unknown","family",-0.0139454547315836
101,"6","164280","stable","none",0
101,"7","164508","stable","none",0
101,"8","164508","decreasing","none",-0.0767000019550323
101,"9","164508","decreasing","none",-0.0767000019550323
102,"10","164508","stable","none",0
102,"11","169015","stable","none",0
102,"23","173328","stable","none",0
102,"4","164280","stable","none",0
102,"5","164280","unknown","family",-0.0139454547315836
102,"53","173358","stable","none",0
102,"59","173363","stable","none",0
102,"6","164280","stable","none",0
102,"60","173364","stable","none",0
102,"66","173370","decreasing","none",-0.0767000019550323
102,"68","173372","increasing","none",0.0844999998807907
102,"7","164508","stable","none",0
102,"71","173375","unknown","family",-0.00626363651826978
102,"8","164508","decreasing","none",-0.0767000019550323
102,"9","164508","decreasing","none",-0.0767000019550323
103,"68","173372","increasing","none",0.0844999998807907
104,"68","173372","increasing","none",0.0844999998807907
106,"68","173372","increasing","none",0.0844999998807907
108,"41","173346","stable","none",0
108,"47","173352","stable","none",0
108,"68","173372","increasing","none",0.0844999998807907
108,"70","173374","decreasing","none",-0.0767000019550323
108,"74","173378","stable","none",0
110,"19","173324","increasing","none",0.0844999998807907
110,"32","173337","decreasing","none",-0.0767000019550323
110,"41","173346","stable","none",0
110,"47","173352","stable","none",0
110,"68","173372","increasing","none",0.0844999998807907
110,"74","173378","stable","none",0
111,"41","173346","stable","none",0
111,"47","173352","stable","none",0
111,"68","173372","increasing","none",0.0844999998807907
111,"74","173378","stable","none",0
112,"32","173337","decreasing","none",-0.0767000019550323
112,"41","173346","stable","none",0
112,"47","173352","stable","none",0
112,"68","173372","increasing","none",0.0844999998807907
112,"74","173378","stable","none",0
112,"78","173382","decreasing","none",-0.0767000019550323
113,"41","173346","stable","none",0
113,"47","173352","stable","none",0
113,"68","173372","increasing","none",0.0844999998807907
113,"74","173378","stable","none",0
113,"78","173382","decreasing","none",-0.0767000019550323
114,"41","173346","stable","none",0
114,"47","173352","stable","none",0
114,"68","173372","increasing","none",0.0844999998807907
114,"74","173378","stable","none",0
114,"78","173382","decreasing","none",-0.0767000019550323
115,"32","173337","decreasing","none",-0.0767000019550323
115,"41","173346","stable","none",0
115,"47","173352","stable","none",0
115,"68","173372","increasing","none",0.0844999998807907
115,"74","173378","stable","none",0
116,"32","173337","decreasing","none",-0.0767000019550323
116,"41","173346","stable","none",0
116,"47","173352","stable","none",0
116,"68","173372","increasing","none",0.0844999998807907
116,"74","173378","stable","none",0
116,"78","173382","decreasing","none",-0.0767000019550323
117,"41","173346","stable","none",0
117,"47","173352","stable","none",0
117,"68","173372","increasing","none",0.0844999998807907
117,"74","173378","stable","none",0
117,"78","173382","decreasing","none",-0.0767000019550323
118,"41","173346","stable","none",0
118,"47","173352","stable","none",0
118,"68","173372","increasing","none",0.0844999998807907
118,"74","173378","stable","none",0
119,"41","173346","stable","none",0
119,"47","173352","stable","none",0
119,"68","173372","increasing","none",0.0844999998807907
119,"74","173378","stable","none",0
120,"12","173319","stable","none",0
120,"41","173346","stable","none",0
120,"47","173352","stable","none",0
120,"68","173372","increasing","none",0.0844999998807907
120,"74","173378","stable","none",0
121,"12","173319","stable","none",0
121,"41","173346","stable","none",0
121,"47","173352","stable","none",0
121,"68","173372","increasing","none",0.0844999998807907
121,"74","173378","stable","none",0
122,"12","173319","stable","none",0
122,"24","173329","unknown","family",-0.00626363651826978
122,"41","173346","stable","none",0
122,"47","173352","stable","none",0
122,"68","173372","increasing","none",0.0844999998807907
122,"74","173378","stable","none",0
123,"12","173319","stable","none",0
123,"41","173346","stable","none",0
123,"47","173352","stable","none",0
123,"68","173372","increasing","none",0.0844999998807907
123,"74","173378","stable","none",0
124,"12","173319","stable","none",0
124,"24","173329","unknown","family",-0.00626363651826978
124,"41","173346","stable","none",0
124,"47","173352","stable","none",0
124,"68","173372","increasing","none",0.0844999998807907
124,"74","173378","stable","none",0
125,"12","173319","stable","none",0
125,"32","173337","decreasing","none",-0.0767000019550323
125,"41","173346","stable","none",0
125,"47","173352","stable","none",0
125,"68","173372","increasing","none",0.0844999998807907
125,"74","173378","stable","none",0
125,"78","173382","decreasing","none",-0.0767000019550323
126,"32","173337","decreasing","none",-0.0767000019550323
126,"41","173346","stable","none",0
126,"47","173352","stable","none",0
126,"68","173372","increasing","none",0.0844999998807907
126,"74","173378","stable","none",0
126,"78","173382","decreasing","none",-0.0767000019550323
127,"12","173319","stable","none",0
127,"24","173329","unknown","family",-0.00626363651826978
127,"41","173346","stable","none",0
127,"47","173352","stable","none",0
127,"68","173372","increasing","none",0.0844999998807907
127,"74","173378","stable","none",0
129,"29","173334","unknown","family",-0.00626363651826978
129,"41","173346","stable","none",0
129,"47","173352","stable","none",0
129,"68","173372","increasing","none",0.0844999998807907
129,"74","173378","stable","none",0
130,"41","173346","stable","none",0
130,"47","173352","stable","none",0
130,"68","173372","increasing","none",0.0844999998807907
130,"74","173378","stable","none",0
131,"41","173346","stable","none",0
131,"47","173352","stable","none",0
131,"68","173372","increasing","none",0.0844999998807907
131,"74","173378","stable","none",0
132,"41","173346","stable","none",0
132,"47","173352","stable","none",0
132,"68","173372","increasing","none",0.0844999998807907
132,"74","173378","stable","none",0
132,"78","173382","decreasing","none",-0.0767000019550323
133,"41","173346","stable","none",0
133,"47","173352","stable","none",0
133,"68","173372","increasing","none",0.0844999998807907
133,"74","173378","stable","none",0
133,"78","173382","decreasing","none",-0.0767000019550323
134,"68","173372","increasing","none",0.0844999998807907
135,"13","173320","stable","none",0
135,"24","173329","unknown","family",-0.00626363651826978
135,"3","153538","decreasing","none",-0.0767000019550323
135,"32","173337","decreasing","none",-0.0767000019550323
135,"41","173346","stable","none",0
135,"47","173352","stable","none",0
135,"63","173367","stable","none",0
135,"68","173372","increasing","none",0.0844999998807907
135,"74","173378","stable","none",0
136,"41","173346","stable","none",0
136,"47","173352","stable","none",0
136,"68","173372","increasing","none",0.0844999998807907
136,"74","173378","stable","none",0
136,"78","173382","decreasing","none",-0.0767000019550323
138,"58","173362","unknown","family",-0.0139454547315836
139,"32","173337","decreasing","none",-0.0767000019550323
139,"41","173346","stable","none",0
139,"47","173352","stable","none",0
139,"68","173372","increasing","none",0.0844999998807907
139,"74","173378","stable","none",0
139,"78","173382","decreasing","none",-0.0767000019550323
140,"12","173319","stable","none",0
140,"41","173346","stable","none",0
140,"47","173352","stable","none",0
140,"68","173372","increasing","none",0.0844999998807907
140,"74","173378","stable","none",0
141,"3","153538","decreasing","none",-0.0767000019550323
143,"3","153538","decreasing","none",-0.0767000019550323
145,"3","153538","decreasing","none",-0.0767000019550323
147,"47","173352","stable","none",0
151,"11","169015","stable","none",0
