"rgn_name","rgn_id","commodity","product","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"South Korea",20,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,0,0,0,0
"Spain",182,"Coral and the like","corals",NA,NA,NA,NA,NA,1099,584,1324,1824,1152,1299,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spain",182,"Z_TOTAL","corals",NA,NA,NA,NA,NA,1099,584,1324,1824,1152,1299,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sri Lanka",40,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,309,323,419,511,540,743,1087,1225,1336,0,1041,613,1257,948,1247,1155,1312,1809,72,56,127,25,57,140,94,252,91
"Sri Lanka",40,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,309,323,419,511,540,743,1087,1225,1336,0,1041,613,1257,948,1247,1155,1312,1809,72,56,127,25,57,140,94,252,91
"Sudan",49,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,70,45,70,235,366,376,332,281,271,257,255,27,344,173,145,194,0,123,74,0,0,0
"Sudan",49,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,70,45,70,235,366,376,332,281,271,257,255,27,344,173,145,194,0,123,74,0,0,0
"Syria",77,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,0,57,76,88,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0
"Syria",77,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,0,57,76,88,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0
"Taiwan",14,"Coral and the like","corals",82985,80000,117620,104741,66106,37044,48115,29014,9869,10720,42243,93969,5236,5800,0,0,0,0,691,793,1539,638,1324,1560,1113,627,817,1017,824,807,620,818,990,551,305,721,808,900,973,1667,3352,2769
"Taiwan",14,"Z_TOTAL","corals",82985,80000,117620,104741,66106,37044,48115,29014,9869,10720,42243,93969,5236,5800,0,0,0,0,691,793,1539,638,1324,1560,1113,627,817,1017,824,807,620,818,990,551,305,721,808,900,973,1667,3352,2769
"Thailand",25,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,2,2,0,0,0,0,0,0,21,113,104,2,1,36,3,3,83,58,9,24,24
"Thailand",25,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,2,2,0,0,0,0,0,0,21,113,104,2,1,36,3,3,83,58,9,24,24
"Tonga",155,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,51,0,0,0,0,0,350,115,112,56,58,147,85,0,22,5
"Tonga",155,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,51,0,0,0,0,0,350,115,112,56,58,147,85,0,22,5
"Tunisia",61,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,530,254,404,1253,1166,1624,1733,937,1295,981,809,791,965,1015,821,1293,1908,2447,3045,6157,11088,11596,4219,9932,12345,8559,4874
"Tunisia",61,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,530,254,404,1253,1166,1624,1733,937,1295,981,809,791,965,1015,821,1293,1908,2447,3045,6157,11088,11596,4219,9932,12345,8559,4874
"Turkey",76,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3462,3010,4473,4315,4588,4975,3671,2326,2275,2044,1315,1179,1574,1795,1751,2199,1044,2409,4062,3523,3991,4468,4113,6938,5715,3507,3354,3354
"Turkey",76,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3462,3010,4473,4315,4588,4975,3671,2326,2275,2044,1315,1179,1574,1795,1751,2199,1044,2409,4062,3523,3991,4468,4113,6938,5715,3507,3354,3354
"United States",163,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56198,62598,34832,31579,34433,47084,38555,15308,7176,7519,10925,11087,6731,9549,7859,11818,9390,10625,10020,9216,13025,15262,8983,2641,3199,2794,3013,3086
"United States",163,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56198,62598,34832,31579,34433,47084,38555,15308,7176,7519,10925,11087,6731,9549,7859,11818,9390,10625,10020,9216,13025,15262,8983,2641,3199,2794,3013,3086
"Vanuatu",6,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,54,0,99,57,219,41,15,0,0,0,0,0,0,28,0,16,88,89,89
"Vanuatu",6,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,54,0,99,57,219,41,15,0,0,0,0,0,0,28,0,16,88,89,89
"Venezuela",139,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,48,0,0,0,230,14,33,32,0,0,0,0,0,0,0,0,0,0,37,52,81,260,377
"Venezuela",139,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,48,0,0,0,230,14,33,32,0,0,0,0,0,0,0,0,0,0,37,52,81,260,377
"Vietnam",207,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,789,997,1193,5764,1735,2109,4360,6083,5879,4547,5185,6556,6214,6134,5804,3180,4706,6014,4978,7561
"Vietnam",207,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,789,997,1193,5764,1735,2109,4360,6083,5879,4547,5185,6556,6214,6134,5804,3180,4706,6014,4978,7561
