country,year,value,unit,sector,data_source
Argentina,2008,283700,USD (1),mar,FAO aquaculture value
Argentina,2009,200550,USD (1),mar,FAO aquaculture value
Argentina,2010,812640,USD (1),mar,FAO aquaculture value
Argentina,2011,1319663,USD (1),mar,FAO aquaculture value
Argentina,2012,337233,USD (1),mar,FAO aquaculture value
Argentina,2013,106105,USD (1),mar,FAO aquaculture value
Argentina,2014,41980.00000000001,USD (1),mar,FAO aquaculture value
Argentina,2015,303579,USD (1),mar,FAO aquaculture value
Argentina,2016,185593,USD (1),mar,FAO aquaculture value
Argentina,2017,53760,USD (1),mar,FAO aquaculture value
Argentina,2018,23991,USD (1),mar,FAO aquaculture value
Argentina,2019,102756,USD (1),mar,FAO aquaculture value
Argentina,2020,18004,USD (1),mar,FAO aquaculture value
Argentina,2021,140459,USD (1),mar,FAO aquaculture value
Australia,1984,19022380,USD (1),mar,FAO aquaculture value
Australia,1985,17911699,USD (1),mar,FAO aquaculture value
Australia,1986,24776571,USD (1),mar,FAO aquaculture value
Australia,1987,27389876,USD (1),mar,FAO aquaculture value
Australia,1988,47904767,USD (1),mar,FAO aquaculture value
Australia,1989,63307514,USD (1),mar,FAO aquaculture value
Australia,1990,63732717,USD (1),mar,FAO aquaculture value
Australia,1991,68037332,USD (1),mar,FAO aquaculture value
Australia,1992,79303919,USD (1),mar,FAO aquaculture value
Australia,1993,91284476.00000001,USD (1),mar,FAO aquaculture value
Australia,1994,107404653,USD (1),mar,FAO aquaculture value
Australia,1995,130470024,USD (1),mar,FAO aquaculture value
Australia,1996,158598881,USD (1),mar,FAO aquaculture value
Australia,1997,139287625,USD (1),mar,FAO aquaculture value
Australia,1998,110436656,USD (1),mar,FAO aquaculture value
Australia,1999,180378507,USD (1),mar,FAO aquaculture value
Australia,2000,241012937,USD (1),mar,FAO aquaculture value
Australia,2001,243995952.00000003,USD (1),mar,FAO aquaculture value
Australia,2002,250828608,USD (1),mar,FAO aquaculture value
Australia,2003,274670277,USD (1),mar,FAO aquaculture value
Australia,2004,368222814,USD (1),mar,FAO aquaculture value
Australia,2005,341504121,USD (1),mar,FAO aquaculture value
Australia,2006,426400144,USD (1),mar,FAO aquaculture value
Australia,2007,540355370,USD (1),mar,FAO aquaculture value
Australia,2008,589096150,USD (1),mar,FAO aquaculture value
Australia,2009,609600388,USD (1),mar,FAO aquaculture value
Australia,2010,709268485.9999999,USD (1),mar,FAO aquaculture value
Australia,2011,836585336,USD (1),mar,FAO aquaculture value
Australia,2012,954750819,USD (1),mar,FAO aquaculture value
Australia,2013,925050413,USD (1),mar,FAO aquaculture value
Australia,2014,706877854,USD (1),mar,FAO aquaculture value
Australia,2015,661002158,USD (1),mar,FAO aquaculture value
Australia,2016,746297867,USD (1),mar,FAO aquaculture value
Australia,2017,813100367,USD (1),mar,FAO aquaculture value
Australia,2018,919715098,USD (1),mar,FAO aquaculture value
Australia,2019,872646651,USD (1),mar,FAO aquaculture value
Australia,2020,960441556.0000001,USD (1),mar,FAO aquaculture value
Australia,2021,1254054029,USD (1),mar,FAO aquaculture value
Austria,1984,0,USD (1),mar,FAO aquaculture value
Austria,1985,0,USD (1),mar,FAO aquaculture value
Austria,1986,0,USD (1),mar,FAO aquaculture value
Austria,1987,0,USD (1),mar,FAO aquaculture value
Austria,1988,0,USD (1),mar,FAO aquaculture value
Austria,1989,0,USD (1),mar,FAO aquaculture value
Austria,1990,0,USD (1),mar,FAO aquaculture value
Austria,1991,0,USD (1),mar,FAO aquaculture value
Austria,1992,0,USD (1),mar,FAO aquaculture value
Austria,1993,0,USD (1),mar,FAO aquaculture value
Austria,1994,0,USD (1),mar,FAO aquaculture value
Austria,1995,0,USD (1),mar,FAO aquaculture value
Austria,1996,0,USD (1),mar,FAO aquaculture value
Austria,1997,0,USD (1),mar,FAO aquaculture value
Austria,1998,0,USD (1),mar,FAO aquaculture value
Austria,1999,0,USD (1),mar,FAO aquaculture value
Austria,2000,0,USD (1),mar,FAO aquaculture value
Austria,2001,0,USD (1),mar,FAO aquaculture value
Austria,2002,0,USD (1),mar,FAO aquaculture value
Austria,2003,0,USD (1),mar,FAO aquaculture value
Austria,2004,0,USD (1),mar,FAO aquaculture value
Austria,2005,0,USD (1),mar,FAO aquaculture value
Austria,2006,0,USD (1),mar,FAO aquaculture value
Austria,2007,0,USD (1),mar,FAO aquaculture value
Austria,2008,0,USD (1),mar,FAO aquaculture value
Austria,2009,0,USD (1),mar,FAO aquaculture value
Austria,2010,0,USD (1),mar,FAO aquaculture value
Austria,2011,0,USD (1),mar,FAO aquaculture value
Austria,2012,0,USD (1),mar,FAO aquaculture value
Austria,2013,0,USD (1),mar,FAO aquaculture value
Austria,2014,0,USD (1),mar,FAO aquaculture value
Austria,2015,0,USD (1),mar,FAO aquaculture value
Austria,2016,0,USD (1),mar,FAO aquaculture value
Austria,2017,9489,USD (1),mar,FAO aquaculture value
Austria,2018,33067,USD (1),mar,FAO aquaculture value
Austria,2019,156726,USD (1),mar,FAO aquaculture value
Austria,2020,479722,USD (1),mar,FAO aquaculture value
Austria,2021,1487769,USD (1),mar,FAO aquaculture value
Bahamas,1984,70000,USD (1),mar,FAO aquaculture value
Bahamas,1985,48000,USD (1),mar,FAO aquaculture value
Bahamas,1986,72000,USD (1),mar,FAO aquaculture value
Bahamas,1987,120000,USD (1),mar,FAO aquaculture value
Bahamas,1988,120000,USD (1),mar,FAO aquaculture value
Bahamas,1989,89400,USD (1),mar,FAO aquaculture value
Bahamas,1990,36100,USD (1),mar,FAO aquaculture value
Bahamas,1991,13200,USD (1),mar,FAO aquaculture value
Bahamas,1992,25200,USD (1),mar,FAO aquaculture value
Bahamas,1993,24200,USD (1),mar,FAO aquaculture value
Bahamas,1994,12200,USD (1),mar,FAO aquaculture value
Bahamas,1995,60200,USD (1),mar,FAO aquaculture value
Bahamas,1996,15200,USD (1),mar,FAO aquaculture value
Bahamas,1997,15000,USD (1),mar,FAO aquaculture value
Bahamas,1998,15000,USD (1),mar,FAO aquaculture value
Bahamas,1999,15000,USD (1),mar,FAO aquaculture value
Bahamas,2000,28000,USD (1),mar,FAO aquaculture value
Bahamas,2001,182000,USD (1),mar,FAO aquaculture value
Bahamas,2002,250000,USD (1),mar,FAO aquaculture value
Bahamas,2003,500000,USD (1),mar,FAO aquaculture value
Bahamas,2004,215340,USD (1),mar,FAO aquaculture value
Bahamas,2005,586360,USD (1),mar,FAO aquaculture value
Bahamas,2006,288180,USD (1),mar,FAO aquaculture value
Bahamas,2007,240000,USD (1),mar,FAO aquaculture value
Bahamas,2008,400000,USD (1),mar,FAO aquaculture value
Bahamas,2009,337400,USD (1),mar,FAO aquaculture value
Bahamas,2010,0,USD (1),mar,FAO aquaculture value
Bahamas,2011,0,USD (1),mar,FAO aquaculture value
Bahamas,2012,0,USD (1),mar,FAO aquaculture value
Bahamas,2013,0,USD (1),mar,FAO aquaculture value
Bahamas,2014,193244,USD (1),mar,FAO aquaculture value
Bahamas,2015,192781,USD (1),mar,FAO aquaculture value
Bahamas,2016,184000,USD (1),mar,FAO aquaculture value
Bahamas,2017,115000,USD (1),mar,FAO aquaculture value
Bahamas,2018,158278,USD (1),mar,FAO aquaculture value
Bahamas,2019,115000,USD (1),mar,FAO aquaculture value
Bahamas,2020,115000,USD (1),mar,FAO aquaculture value
Bahamas,2021,0,USD (1),mar,FAO aquaculture value
Bahrain,1984,0,USD (1),mar,FAO aquaculture value
Bahrain,1985,0,USD (1),mar,FAO aquaculture value
Bahrain,1986,0,USD (1),mar,FAO aquaculture value
Bahrain,1987,0,USD (1),mar,FAO aquaculture value
Bahrain,1988,0,USD (1),mar,FAO aquaculture value
Bahrain,1989,0,USD (1),mar,FAO aquaculture value
Bahrain,1990,0,USD (1),mar,FAO aquaculture value
Bahrain,1991,0,USD (1),mar,FAO aquaculture value
Bahrain,1992,0,USD (1),mar,FAO aquaculture value
Bahrain,1993,0,USD (1),mar,FAO aquaculture value
Bahrain,1994,0,USD (1),mar,FAO aquaculture value
Bahrain,1995,18000,USD (1),mar,FAO aquaculture value
Bahrain,1996,13500,USD (1),mar,FAO aquaculture value
Bahrain,1997,100,USD (1),mar,FAO aquaculture value
Bahrain,1998,4500,USD (1),mar,FAO aquaculture value
Bahrain,1999,13500,USD (1),mar,FAO aquaculture value
Bahrain,2000,55200,USD (1),mar,FAO aquaculture value
Bahrain,2001,100,USD (1),mar,FAO aquaculture value
Bahrain,2002,7800,USD (1),mar,FAO aquaculture value
Bahrain,2003,11000,USD (1),mar,FAO aquaculture value
Bahrain,2004,21400,USD (1),mar,FAO aquaculture value
Bahrain,2005,8400,USD (1),mar,FAO aquaculture value
Bahrain,2006,5620,USD (1),mar,FAO aquaculture value
Bahrain,2007,4600,USD (1),mar,FAO aquaculture value
Bahrain,2008,13300,USD (1),mar,FAO aquaculture value
Bahrain,2009,15300,USD (1),mar,FAO aquaculture value
Bahrain,2010,35078,USD (1),mar,FAO aquaculture value
Bahrain,2011,39272,USD (1),mar,FAO aquaculture value
Bahrain,2012,22963,USD (1),mar,FAO aquaculture value
Bahrain,2013,0,USD (1),mar,FAO aquaculture value
Bahrain,2014,63404.99999999999,USD (1),mar,FAO aquaculture value
Bahrain,2015,63829,USD (1),mar,FAO aquaculture value
Bahrain,2016,152898.00000000003,USD (1),mar,FAO aquaculture value
Bahrain,2017,58510.00000000001,USD (1),mar,FAO aquaculture value
Bahrain,2018,58510.00000000001,USD (1),mar,FAO aquaculture value
Bahrain,2019,58510.00000000001,USD (1),mar,FAO aquaculture value
Bahrain,2020,58510.00000000001,USD (1),mar,FAO aquaculture value
Bahrain,2021,58510.00000000001,USD (1),mar,FAO aquaculture value
Bangladesh,1984,38996685.00000001,USD (1),mar,FAO aquaculture value
Bangladesh,1985,47324899.99999999,USD (1),mar,FAO aquaculture value
Bangladesh,1986,58448610,USD (1),mar,FAO aquaculture value
Bangladesh,1987,60151200,USD (1),mar,FAO aquaculture value
Bangladesh,1988,65944640,USD (1),mar,FAO aquaculture value
Bangladesh,1989,78361986,USD (1),mar,FAO aquaculture value
Bangladesh,1990,118321160,USD (1),mar,FAO aquaculture value
Bangladesh,1991,120537450.00000001,USD (1),mar,FAO aquaculture value
Bangladesh,1992,138840000,USD (1),mar,FAO aquaculture value
Bangladesh,1993,178787500,USD (1),mar,FAO aquaculture value
Bangladesh,1994,189418100,USD (1),mar,FAO aquaculture value
Bangladesh,1995,204784375,USD (1),mar,FAO aquaculture value
Bangladesh,1996,274000320,USD (1),mar,FAO aquaculture value
Bangladesh,1997,315712168,USD (1),mar,FAO aquaculture value
Bangladesh,1998,336653436,USD (1),mar,FAO aquaculture value
Bangladesh,1999,243183531,USD (1),mar,FAO aquaculture value
Bangladesh,2000,239217980,USD (1),mar,FAO aquaculture value
Bangladesh,2001,217146365.99999997,USD (1),mar,FAO aquaculture value
Bangladesh,2002,229443865.99999997,USD (1),mar,FAO aquaculture value
Bangladesh,2003,235427924,USD (1),mar,FAO aquaculture value
Bangladesh,2004,244789020,USD (1),mar,FAO aquaculture value
Bangladesh,2005,240466366,USD (1),mar,FAO aquaculture value
Bangladesh,2006,283932260,USD (1),mar,FAO aquaculture value
Bangladesh,2007,301555700,USD (1),mar,FAO aquaculture value
Bangladesh,2008,332192217,USD (1),mar,FAO aquaculture value
Bangladesh,2009,542166943,USD (1),mar,FAO aquaculture value
Bangladesh,2010,479829286.99999994,USD (1),mar,FAO aquaculture value
Bangladesh,2011,574852063,USD (1),mar,FAO aquaculture value
Bangladesh,2012,696534794.9999999,USD (1),mar,FAO aquaculture value
Bangladesh,2013,823925027,USD (1),mar,FAO aquaculture value
Bangladesh,2014,982307147,USD (1),mar,FAO aquaculture value
Bangladesh,2015,988595977,USD (1),mar,FAO aquaculture value
Bangladesh,2016,1060918814,USD (1),mar,FAO aquaculture value
Bangladesh,2017,1080025549,USD (1),mar,FAO aquaculture value
Bangladesh,2018,1008818674,USD (1),mar,FAO aquaculture value
Bangladesh,2019,1019556949,USD (1),mar,FAO aquaculture value
Bangladesh,2020,1055640093.0000001,USD (1),mar,FAO aquaculture value
Bangladesh,2021,1106359153,USD (1),mar,FAO aquaculture value
Belize,1984,100,USD (1),mar,FAO aquaculture value
Belize,1985,100,USD (1),mar,FAO aquaculture value
Belize,1986,230000,USD (1),mar,FAO aquaculture value
Belize,1987,0,USD (1),mar,FAO aquaculture value
Belize,1988,0,USD (1),mar,FAO aquaculture value
Belize,1989,5962000,USD (1),mar,FAO aquaculture value
Belize,1990,1089000,USD (1),mar,FAO aquaculture value
Belize,1991,1727000,USD (1),mar,FAO aquaculture value
Belize,1992,3000000,USD (1),mar,FAO aquaculture value
Belize,1993,5700000,USD (1),mar,FAO aquaculture value
Belize,1994,5871200,USD (1),mar,FAO aquaculture value
Belize,1995,7488000,USD (1),mar,FAO aquaculture value
Belize,1996,5736000,USD (1),mar,FAO aquaculture value
Belize,1997,8858000,USD (1),mar,FAO aquaculture value
Belize,1998,9852000,USD (1),mar,FAO aquaculture value
Belize,1999,15182400,USD (1),mar,FAO aquaculture value
Belize,2000,17424000,USD (1),mar,FAO aquaculture value
Belize,2001,33539199.999999996,USD (1),mar,FAO aquaculture value
Belize,2002,30800000,USD (1),mar,FAO aquaculture value
Belize,2003,64312800,USD (1),mar,FAO aquaculture value
Belize,2004,49680000,USD (1),mar,FAO aquaculture value
Belize,2005,47938500,USD (1),mar,FAO aquaculture value
Belize,2006,32557500,USD (1),mar,FAO aquaculture value
Belize,2007,12924000,USD (1),mar,FAO aquaculture value
Belize,2008,12559500,USD (1),mar,FAO aquaculture value
Belize,2009,18631500,USD (1),mar,FAO aquaculture value
Belize,2010,23841200,USD (1),mar,FAO aquaculture value
Belize,2011,17664500,USD (1),mar,FAO aquaculture value
Belize,2012,20352700,USD (1),mar,FAO aquaculture value
Belize,2013,24800000,USD (1),mar,FAO aquaculture value
Belize,2014,28658640.000000004,USD (1),mar,FAO aquaculture value
Belize,2015,16606000,USD (1),mar,FAO aquaculture value
Belize,2016,4366000,USD (1),mar,FAO aquaculture value
Belize,2017,2006000,USD (1),mar,FAO aquaculture value
Belize,2018,2008000,USD (1),mar,FAO aquaculture value
Belize,2019,2010000,USD (1),mar,FAO aquaculture value
Belize,2020,2010000,USD (1),mar,FAO aquaculture value
Belize,2021,2130000,USD (1),mar,FAO aquaculture value
Benin,1984,12398,USD (1),mar,FAO aquaculture value
Benin,1985,7409,USD (1),mar,FAO aquaculture value
Benin,1986,14320,USD (1),mar,FAO aquaculture value
Benin,1987,18737,USD (1),mar,FAO aquaculture value
Benin,1988,234540,USD (1),mar,FAO aquaculture value
Benin,1989,0,USD (1),mar,FAO aquaculture value
Benin,1990,0,USD (1),mar,FAO aquaculture value
Benin,1991,0,USD (1),mar,FAO aquaculture value
Benin,1992,0,USD (1),mar,FAO aquaculture value
Benin,1993,0,USD (1),mar,FAO aquaculture value
Benin,1994,0,USD (1),mar,FAO aquaculture value
Benin,1995,0,USD (1),mar,FAO aquaculture value
Benin,1996,0,USD (1),mar,FAO aquaculture value
Benin,1997,0,USD (1),mar,FAO aquaculture value
Benin,1998,0,USD (1),mar,FAO aquaculture value
Benin,1999,0,USD (1),mar,FAO aquaculture value
Benin,2000,0,USD (1),mar,FAO aquaculture value
Benin,2001,0,USD (1),mar,FAO aquaculture value
Benin,2002,0,USD (1),mar,FAO aquaculture value
Benin,2003,0,USD (1),mar,FAO aquaculture value
Benin,2004,0,USD (1),mar,FAO aquaculture value
Benin,2005,228000,USD (1),mar,FAO aquaculture value
Benin,2006,229200,USD (1),mar,FAO aquaculture value
Benin,2007,325965,USD (1),mar,FAO aquaculture value
Benin,2008,350003,USD (1),mar,FAO aquaculture value
Benin,2009,330720,USD (1),mar,FAO aquaculture value
Benin,2010,315283,USD (1),mar,FAO aquaculture value
Benin,2011,331035,USD (1),mar,FAO aquaculture value
Benin,2012,376060,USD (1),mar,FAO aquaculture value
Benin,2013,388743,USD (1),mar,FAO aquaculture value
Benin,2014,388855,USD (1),mar,FAO aquaculture value
Benin,2015,304459,USD (1),mar,FAO aquaculture value
Benin,2016,303743,USD (1),mar,FAO aquaculture value
Benin,2017,309994,USD (1),mar,FAO aquaculture value
Benin,2018,405080,USD (1),mar,FAO aquaculture value
Benin,2019,255994,USD (1),mar,FAO aquaculture value
Benin,2020,339547,USD (1),mar,FAO aquaculture value
Benin,2021,351600,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,1984,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,1985,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,1986,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,1987,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,1988,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,1989,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,1990,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,1991,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,1992,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,1993,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,1994,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,1995,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,1996,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,1997,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,1998,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,1999,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,2000,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,2001,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,2002,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,2003,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,2004,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,2005,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,2006,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,2007,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,2008,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,2009,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,2010,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,2011,3850,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,2012,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,2013,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,2014,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,2015,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,2016,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,2017,0,USD (1),mar,FAO aquaculture value
Bonaire/S.Eustatius/Saba,2018,0,USD (1),mar,FAO aquaculture value
