"TaxonKey","TaxonName","CommonName","stock"
600477,"Channichthys rhinoceratus","Unicorn icefish","Channichthys rhinoceratus Unicorn icefish"
600478,"Chaenodraco wilsoni","Spiny icefish","Chaenodraco wilsoni Spiny icefish"
600480,"Zoarces americanus","Ocean pout","Zoarces americanus Ocean pout"
600481,"Trisopterus minutus","Poor cod","Trisopterus minutus Poor cod"
600482,"Genypterus blacodes","Pink cusk-eel","Genypterus blacodes Pink cusk-eel"
600483,"Genypterus chilensis","Red cusk-eel","Genypterus chilensis Red cusk-eel"
600485,"Genypterus capensis","Kingklip","Genypterus capensis Kingklip"
600486,"Brotula barbata","Bearded brotula","Brotula barbata Bearded brotula"
600489,"Thyrsites atun","Snoek","Thyrsites atun Snoek"
600490,"Thyrsitops lepidopoides","White snake mackerel","Thyrsitops lepidopoides White snake mackerel"
600491,"Pampus argenteus","Silver pomfret","Pampus argenteus Silver pomfret"
600493,"Peprilus simillimus","Pacific pompano","Peprilus simillimus Pacific pompano"
600502,"Sebastes entomelas","Widow rockfish","Sebastes entomelas Widow rockfish"
600503,"Sebastes flavidus","Yellowtail rockfish","Sebastes flavidus Yellowtail rockfish"
600504,"Sebastes alutus","Pacific ocean perch","Sebastes alutus Pacific ocean perch"
600507,"Chelidonichthys kumu","Bluefin gurnard","Chelidonichthys kumu Bluefin gurnard"
600508,"Pterygotrigla polyommata","Latchet","Pterygotrigla polyommata Latchet"
600509,"Ophiodon elongatus","Lingcod","Ophiodon elongatus Lingcod"
600512,"Anoplopoma fimbria","Sablefish","Anoplopoma fimbria Sablefish"
600514,"Hippoglossus stenolepis","Pacific halibut","Hippoglossus stenolepis Pacific halibut"
600516,"Reinhardtius hippoglossoides","Greenland halibut","Reinhardtius hippoglossoides Greenland halibut"
600517,"Atheresthes stomias","Arrowtooth flounder","Atheresthes stomias Arrowtooth flounder"
600518,"Atheresthes evermanni","Kamchatka flounder","Atheresthes evermanni Kamchatka flounder"
600519,"Hippoglossoides elassodon","Flathead sole","Hippoglossoides elassodon Flathead sole"
600520,"Limanda aspera","Yellowfin sole","Limanda aspera Yellowfin sole"
600521,"Limanda ferruginea","Yellowtail flounder","Limanda ferruginea Yellowtail flounder"
600524,"Pseudopleuronectes americanus","Winter flounder","Pseudopleuronectes americanus Winter flounder"
600525,"Solea solea","Common sole","Solea solea Common sole"
600526,"Dicologlossa cuneata","Wedge sole","Dicologlossa cuneata Wedge sole"
600527,"Austroglossus microlepis","West coast sole","Austroglossus microlepis West coast sole"
600528,"Austroglossus pectoralis","Mud sole","Austroglossus pectoralis Mud sole"
600529,"Scophthalmus rhombus","Brill","Scophthalmus rhombus Brill"
600532,"Lophius americanus","American angler","Lophius americanus American angler"
600545,"Anchoa mitchilli","Bay anchovy","Anchoa mitchilli Bay anchovy"
600547,"Cetengraulis edentulus","Atlantic anchoveta","Cetengraulis edentulus Atlantic anchoveta"
600548,"Cetengraulis mysticetus","Pacific anchoveta","Cetengraulis mysticetus Pacific anchoveta"
600572,"Labrus bergylta","Ballan wrasse","Labrus bergylta Ballan wrasse"
600636,"Heptranchias perlo","Sharpnose sevengill shark","Heptranchias perlo Sharpnose sevengill shark"
600637,"Hexanchus griseus","Bluntnose sixgill shark","Hexanchus griseus Bluntnose sixgill shark"
600641,"Echinorhinus brucus","Bramble shark","Echinorhinus brucus Bramble shark"
600645,"Lepidopus caudatus","Silver scabbardfish","Lepidopus caudatus Silver scabbardfish"
600646,"Aphanopus carbo","Black scabbardfish","Aphanopus carbo Black scabbardfish"
600648,"Centrophorus granulosus","Gulper shark","Centrophorus granulosus Gulper shark"
600650,"Centrophorus lusitanicus","Lowfin gulper shark","Centrophorus lusitanicus Lowfin gulper shark"
600653,"Centrophorus squamosus","Leafscale gulper shark","Centrophorus squamosus Leafscale gulper shark"
600656,"Centroscyllium fabricii","Black dogfish","Centroscyllium fabricii Black dogfish"
600662,"Centroscymnus coelolepis","Portuguese dogfish","Centroscymnus coelolepis Portuguese dogfish"
600669,"Dalatias licha","Kitefin shark","Dalatias licha Kitefin shark"
600670,"Deania calcea","Birdbeak dogfish","Deania calcea Birdbeak dogfish"
600679,"Etmopterus granulosus","Southern lanternshark","Etmopterus granulosus Southern lanternshark"
600692,"Lichia amia","Leerfish","Lichia amia Leerfish"
600700,"Scymnodon ringens","Knifetooth dogfish","Scymnodon ringens Knifetooth dogfish"
600704,"Somniosus rostratus","Little sleeper shark","Somniosus rostratus Little sleeper shark"
600716,"Lophius piscatorius","Angler","Lophius piscatorius Angler"
600718,"Oxynotus centrina","Angular roughshark","Oxynotus centrina Angular roughshark"
600719,"Oxynotus paradoxus","Sailfin roughshark","Oxynotus paradoxus Sailfin roughshark"
600727,"Squatina argentina","Argentine angelshark","Squatina argentina Argentine angelshark"
600736,"Squatina squatina","Angelshark","Squatina squatina Angelshark"
600747,"Carcharias taurus","Sand tiger shark","Carcharias taurus Sand tiger shark"
600751,"Carcharodon carcharias","Great white shark","Carcharodon carcharias Great white shark"
600752,"Isurus oxyrinchus","Shortfin mako","Isurus oxyrinchus Shortfin mako"
600753,"Isurus paucus","Longfin mako","Isurus paucus Longfin mako"
600790,"Mullus barbatus barbatus","Red mullet","Mullus barbatus barbatus Red mullet"
600807,"Galeus melastomus","Blackmouth catshark","Galeus melastomus Blackmouth catshark"
600850,"Oblada melanura","Saddled seabream","Oblada melanura Saddled seabream"
600854,"Scyliorhinus stellaris","Nursehound","Scyliorhinus stellaris Nursehound"
600864,"Carcharhinus brachyurus","Copper shark","Carcharhinus brachyurus Copper shark"
600868,"Carcharhinus falciformis","Silky shark","Carcharhinus falciformis Silky shark"
600874,"Carcharhinus limbatus","Blacktip shark","Carcharhinus limbatus Blacktip shark"
600875,"Carcharhinus longimanus","Oceanic whitetip shark","Carcharhinus longimanus Oceanic whitetip shark"
600878,"Carcharhinus obscurus","Dusky shark","Carcharhinus obscurus Dusky shark"
600880,"Carcharhinus plumbeus","Sandbar shark","Carcharhinus plumbeus Sandbar shark"
600884,"Carcharhinus sorrah","Spottail shark","Carcharhinus sorrah Spottail shark"
600886,"Galeocerdo cuvier","Tiger shark","Galeocerdo cuvier Tiger shark"
600889,"Pagellus acarne","Axillary seabream","Pagellus acarne Axillary seabream"
600890,"Pagellus bogaraveo","Blackspot seabream","Pagellus bogaraveo Blackspot seabream"
600893,"Pagellus erythrinus","Common pandora","Pagellus erythrinus Common pandora"
600898,"Prionace glauca","Blue shark","Prionace glauca Blue shark"
600912,"Sphyrna lewini","Scalloped hammerhead","Sphyrna lewini Scalloped hammerhead"
600917,"Sphyrna zygaena","Smooth hammerhead","Sphyrna zygaena Smooth hammerhead"
600950,"Platycephalus indicus","Bartail flathead","Platycephalus indicus Bartail flathead"
600972,"Ablennes hians","Flat needlefish","Ablennes hians Flat needlefish"
601002,"Pseudocaranx dentex","White trevally","Pseudocaranx dentex White trevally"
601005,"Seriola dumerili","Greater amberjack","Seriola dumerili Greater amberjack"
601023,"Trisopterus esmarkii","Norway pout","Trisopterus esmarkii Norway pout"
601042,"Lepidocybium flavobrunneum","Escolar","Lepidocybium flavobrunneum Escolar"
601043,"Sardinella aurita","Round sardinella","Sardinella aurita Round sardinella"
601044,"Ruvettus pretiosus","Oilfish","Ruvettus pretiosus Oilfish"
601047,"Sardinella maderensis","Madeiran sardinella","Sardinella maderensis Madeiran sardinella"
601055,"Saurida undosquamis","Brushtooth lizardfish","Saurida undosquamis Brushtooth lizardfish"
601072,"Lampris guttatus","Opah","Lampris guttatus Opah"
601078,"Lophius gastrophysus","Blackfin goosefish","Lophius gastrophysus Blackfin goosefish"
601079,"Megalops atlanticus","Tarpon","Megalops atlanticus Tarpon"
601084,"Scomberesox saurus saurus","Atlantic saury","Scomberesox saurus saurus Atlantic saury"
601164,"Sparus aurata","Gilthead seabream","Sparus aurata Gilthead seabream"
601181,"Sphoeroides maculatus","Northern puffer","Sphoeroides maculatus Northern puffer"
601191,"Sciaenops ocellatus","Red drum","Sciaenops ocellatus Red drum"
601198,"Stromateus fiatola","Blue butterfish","Stromateus fiatola Blue butterfish"
601211,"Mycteroperca interstitialis","Yellowmouth grouper","Mycteroperca interstitialis Yellowmouth grouper"
601212,"Mycteroperca microlepis","Gag","Mycteroperca microlepis Gag"
601213,"Mycteroperca phenax","Scamp","Mycteroperca phenax Scamp"
601216,"Mycteroperca venenosa","Yellowfin grouper","Mycteroperca venenosa Yellowfin grouper"
601221,"Calamus bajonado","Jolthead porgy","Calamus bajonado Jolthead porgy"
601235,"Sphyraena barracuda","Great barracuda","Sphyraena barracuda Great barracuda"
601265,"Naso unicornis","Bluespine unicornfish","Naso unicornis Bluespine unicornfish"
601278,"Trachurus mediterraneus","Mediterranean horse mackerel","Trachurus mediterraneus Mediterranean horse mackerel"
601279,"Trachurus picturatus","Blue jack mackerel","Trachurus picturatus Blue jack mackerel"
601288,"Trichiurus lepturus","Largehead hairtail","Trichiurus lepturus Largehead hairtail"
601306,"Umbrina cirrosa","Shi drum","Umbrina cirrosa Shi drum"
601319,"Beryx decadactylus","Alfonsino","Beryx decadactylus Alfonsino"
601320,"Beryx splendens","Splendid alfonsino","Beryx splendens Splendid alfonsino"
601321,"Bothus pantherinus","Leopard flounder","Bothus pantherinus Leopard flounder"
601334,"Osmerus eperlanus","European smelt","Osmerus eperlanus European smelt"
601336,"Pegusa lascaris","Sand sole","Pegusa lascaris Sand sole"
601338,"Paralichthys dentatus","Summer flounder","Paralichthys dentatus Summer flounder"
601340,"Phycis blennoides","Greater forkbeard","Phycis blennoides Greater forkbeard"
601342,"Pleuronectes platessa","European plaice","Pleuronectes platessa European plaice"
601343,"Pollachius virens","Saithe","Pollachius virens Saithe"
601350,"Sardina pilchardus","European pilchard","Sardina pilchardus European pilchard"
601351,"Paralichthys olivaceus","Bastard halibut","Paralichthys olivaceus Bastard halibut"
601352,"Sebastes viviparus","Norway redfish","Sebastes viviparus Norway redfish"
601353,"Serranus cabrilla","Comber","Serranus cabrilla Comber"
601356,"Spondyliosoma cantharus","Black seabream","Spondyliosoma cantharus Black seabream"
601357,"Sprattus sprattus","European sprat","Sprattus sprattus European sprat"
601363,"Trachinus draco","Greater weever","Trachinus draco Greater weever"
601365,"Trachurus trachurus","Atlantic horse mackerel","Trachurus trachurus Atlantic horse mackerel"
601366,"Chelidonichthys lucerna","Tub gurnard","Chelidonichthys lucerna Tub gurnard"
601367,"Trisopterus luscus","Pouting","Trisopterus luscus Pouting"
601370,"Zeus faber","John dory","Zeus faber John dory"
601371,"Hippoglossus hippoglossus","Atlantic halibut","Hippoglossus hippoglossus Atlantic halibut"
601381,"Melanogrammus aeglefinus","Haddock","Melanogrammus aeglefinus Haddock"
601382,"Microstomus kitt","Lemon sole","Microstomus kitt Lemon sole"
601383,"Molva dypterygia","Blue ling","Molva dypterygia Blue ling"
601391,"Etelis oculatus","Queen snapper","Etelis oculatus Queen snapper"
601403,"Lutjanus analis","Mutton snapper","Lutjanus analis Mutton snapper"
601407,"Lutjanus argentimaculatus","Mangrove red snapper","Lutjanus argentimaculatus Mangrove red snapper"
601408,"Lutjanus argentiventris","Yellow snapper","Lutjanus argentiventris Yellow snapper"
601417,"Lutjanus bohar","Two-spot red snapper","Lutjanus bohar Two-spot red snapper"
601423,"Lutjanus campechanus","Northern red snapper","Lutjanus campechanus Northern red snapper"
601452,"Chirocentrus nudus","Whitefin wolf-herring","Chirocentrus nudus Whitefin wolf-herring"
601453,"Dussumieria acuta","Rainbow sardine","Dussumieria acuta Rainbow sardine"
601454,"Dussumieria elopsoides","Slender rainbow sardine","Dussumieria elopsoides Slender rainbow sardine"
601466,"Sprattus fuegensis","Falkland sprat","Sprattus fuegensis Falkland sprat"
601484,"Opisthonema libertate","Pacific thread herring","Opisthonema libertate Pacific thread herring"
601486,"Opisthonema oglinum","Atlantic thread herring","Opisthonema oglinum Atlantic thread herring"
601494,"Herklotsichthys quadrimaculatus","Bluestripe herring","Herklotsichthys quadrimaculatus Bluestripe herring"
601505,"Sardinella brasiliensis","Brazilian sardinella","Sardinella brasiliensis Brazilian sardinella"
601508,"Sardinella gibbosa","Goldstripe sardinella","Sardinella gibbosa Goldstripe sardinella"
601510,"Sardinella lemuru","Bali sardinella","Sardinella lemuru Bali sardinella"
601511,"Sardinella longiceps","Indian oil sardine","Sardinella longiceps Indian oil sardine"
601519,"Sardinella zunasi","Japanese sardinella","Sardinella zunasi Japanese sardinella"
601520,"Clupea pallasii pallasii","Pacific herring","Clupea pallasii pallasii Pacific herring"
601574,"Alosa aestivalis","Blueback shad","Alosa aestivalis Blueback shad"
601582,"Alosa mediocris","Hickory shad","Alosa mediocris Hickory shad"
601583,"Alosa pseudoharengus","Alewife","Alosa pseudoharengus Alewife"
601584,"Alosa sapidissima","American shad","Alosa sapidissima American shad"
601587,"Brevoortia aurea","Brazilian menhaden","Brevoortia aurea Brazilian menhaden"
601589,"Brevoortia patronus","Gulf menhaden","Brevoortia patronus Gulf menhaden"
601590,"Brevoortia pectinata","Argentine menhaden","Brevoortia pectinata Argentine menhaden"
601592,"Brevoortia tyrannus","Atlantic menhaden","Brevoortia tyrannus Atlantic menhaden"
601593,"Ethmidium maculatum","Pacific menhaden","Ethmidium maculatum Pacific menhaden"
601594,"Ethmalosa fimbriata","Bonga shad","Ethmalosa fimbriata Bonga shad"
601596,"Tenualosa ilisha","Hilsa shad","Tenualosa ilisha Hilsa shad"
601600,"Tenualosa toli","Toli shad","Tenualosa toli Toli shad"
601604,"Dorosoma cepedianum","American gizzard shad","Dorosoma cepedianum American gizzard shad"
601608,"Clupanodon thrissa","Chinese gizzard shad","Clupanodon thrissa Chinese gizzard shad"
601619,"Anodontostoma chacunda","Chacunda gizzard shad","Anodontostoma chacunda Chacunda gizzard shad"
601625,"Ilisha africana","West African ilisha","Ilisha africana West African ilisha"
601627,"Ilisha elongata","Elongate ilisha","Ilisha elongata Elongate ilisha"
601641,"Pellona ditchela","Indian pellona","Pellona ditchela Indian pellona"
601663,"Engraulis japonicus","Japanese anchovy","Engraulis japonicus Japanese anchovy"
601664,"Engraulis mordax","Californian anchovy","Engraulis mordax Californian anchovy"
601692,"Anthias anthias","Swallowtail seaperch","Anthias anthias Swallowtail seaperch"
601706,"Chromis chromis","Damselfish","Chromis chromis Damselfish"
601707,"Sciaena umbra","Brown meagre","Sciaena umbra Brown meagre"
601729,"Muraena helena","Mediterranean moray","Muraena helena Mediterranean moray"
601732,"Mola mola","Ocean sunfish","Mola mola Ocean sunfish"
601734,"Mora moro","Common mora","Mora moro Common mora"
601736,"Liza saliens","Leaping mullet","Liza saliens Leaping mullet"
601747,"Phycis phycis","Forkbeard","Phycis phycis Forkbeard"
601749,"Diplodus puntazzo","Sharpsnout seabream","Diplodus puntazzo Sharpsnout seabream"
601752,"Diplodus annularis","Annular seabream","Diplodus annularis Annular seabream"
601753,"Diplodus sargus sargus","White seabream","Diplodus sargus sargus White seabream"
601758,"Scorpaena porcus","Black scorpionfish","Scorpaena porcus Black scorpionfish"
601766,"Spicara smaris","Picarel","Spicara smaris Picarel"
601825,"Macruronus novaezelandiae","Blue grenadier","Macruronus novaezelandiae Blue grenadier"
601827,"Merluccius angustimanus","Panama hake","Merluccius angustimanus Panama hake"
601828,"Merluccius capensis","Shallow-water Cape hake","Merluccius capensis Shallow-water Cape hake"
601843,"Lethrinus mahsena","Sky emperor","Lethrinus mahsena Sky emperor"
601844,"Lethrinus borbonicus","Snubnose emperor","Lethrinus borbonicus Snubnose emperor"
601845,"Lethrinus microdon","Smalltooth emperor","Lethrinus microdon Smalltooth emperor"
601846,"Lethrinus nebulosus","Spangled emperor","Lethrinus nebulosus Spangled emperor"
601851,"Lethrinus harak","Thumbprint emperor","Lethrinus harak Thumbprint emperor"
601852,"Lethrinus xanthochilus","Yellowlip emperor","Lethrinus xanthochilus Yellowlip emperor"
601863,"Lethrinus lentjan","Pink ear emperor","Lethrinus lentjan Pink ear emperor"
601867,"Lethrinus atlanticus","Atlantic emperor","Lethrinus atlanticus Atlantic emperor"
601874,"Enchelyopus cimbrius","Fourbeard rockling","Enchelyopus cimbrius Fourbeard rockling"
601879,"Microgadus proximus","Pacific tomcod","Microgadus proximus Pacific tomcod"
601889,"Alepes djedaba","Shrimp scad","Alepes djedaba Shrimp scad"
601893,"Atule mate","Yellowtail scad","Atule mate Yellowtail scad"
601895,"Caranx ignobilis","Giant trevally","Caranx ignobilis Giant trevally"
601899,"Caranx rhonchus","False scad","Caranx rhonchus False scad"
601906,"Caranx melampygus","Bluefin trevally","Caranx melampygus Bluefin trevally"
601917,"Caranx sexfasciatus","Bigeye trevally","Caranx sexfasciatus Bigeye trevally"
601923,"Carangoides bajad","Orangespotted trevally","Carangoides bajad Orangespotted trevally"
601926,"Carangoides fulvoguttatus","Yellowspotted trevally","Carangoides fulvoguttatus Yellowspotted trevally"
601933,"Caranx crysos","Blue runner","Caranx crysos Blue runner"
601937,"Chloroscombrus orqueta","Pacific bumper","Chloroscombrus orqueta Pacific bumper"
