country,year,value,unit,sector,data_source,Country,rgn_id,rgn_name
Algeria,1987,631440,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,1988,509849.99999999994,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,1989,330850,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,1990,400960,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,1991,393320,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,1992,99240.00000000001,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,1993,323320,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,1994,394600,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,1995,376599.99999999994,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,1996,329800,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,1997,329800,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,1998,313100,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,1999,271300,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2000,388300,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2001,530000,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2002,543600,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2003,170200,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2004,137000,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2005,131000,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2006,181200,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2007,247000,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2008,2013920,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2009,2235370,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2010,1688560,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2011,1858379.9999999998,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2012,3017160,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2013,1639790,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2014,9299090,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2015,3494700,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2016,2905560,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2017,16088260,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2018,12581260,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2019,15905120,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2020,28468360,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2021,18599830,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Algeria,2022,19783440,USD (1),mar,FAO aquaculture value,Algeria,84,Algeria
Antigua and Barbuda,1984,0,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,1985,0,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,1986,0,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,1987,0,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,1988,0,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,1989,0,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,1990,0,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,1991,0,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,1992,0,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,1993,0,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,1994,18500,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,1995,18500,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,1996,18500,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,1997,18500,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,1998,18500,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,1999,18520,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2000,18520,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2001,18520,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2002,18520,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2003,18520,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2004,18520,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2005,18520,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2006,18520,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2007,18520,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2008,29630,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2009,29630,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2010,29630,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2011,29630,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2012,29630,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2013,29630,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2014,29630,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2015,37040,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2016,37040,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2017,37040,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2018,48150,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2019,48150,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2020,48150,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2021,48150,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Antigua and Barbuda,2022,48150,USD (1),mar,FAO aquaculture value,Antigua & Barbuda,120,Antigua and Barbuda
Argentina,1984,0,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,1985,10000,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,1986,10000,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,1987,1650,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,1988,1800,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,1989,100,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,1990,100,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,1991,100,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,1992,100,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,1993,100,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,1994,0,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,1995,0,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,1996,0,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,1997,0,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,1998,0,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,1999,14000,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2000,75000,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2001,75000,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2002,114000,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2003,74900,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2004,132120,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2005,309000,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2006,248400,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2007,270100,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2008,283700,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2009,200550,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2010,812640,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2011,1319669.9999999998,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2012,337240,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2013,106100,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2014,41980.00000000001,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2015,303590,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2016,185590,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2017,53769.99999999999,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2018,24000,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2019,102760,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2020,18009.999999999996,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2021,140460,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Argentina,2022,51450,USD (1),mar,FAO aquaculture value,Argentina,172,Argentina
Australia,1984,19022380,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,1985,17911710,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,1986,24776560,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,1987,27389870,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,1988,47904770.00000001,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,1989,63307530.00000001,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,1990,63732700,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,1991,68037320,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,1992,79303910,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,1993,91284480.00000001,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,1994,107404650.00000001,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,1995,130470030,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,1996,158598880,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,1997,139287620,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,1998,110436680,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,1999,180378510,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2000,241012919.99999997,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2001,243995940,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2002,250828620,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2003,274670280,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2004,368222830,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2005,341504140,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2006,426400140,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2007,540355390,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2008,589096160,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2009,609600390,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2010,709268500,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2011,836585350,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2012,954750850.0000001,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2013,925050410,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2014,706877850,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2015,661002160,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2016,746297870,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2017,813100370,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2018,919715090,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2019,872646630,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2020,960441540,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2021,1266304920,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Australia,2022,1121227520,USD (1),mar,FAO aquaculture value,Australia,16,Australia
Bahamas,1984,70000,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,1985,48000,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,1986,72000,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,1987,120000,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,1988,120000,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,1989,89400,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,1990,36100,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,1991,13200,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,1992,25200,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,1993,24200,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,1994,12200,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,1995,60200,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,1996,15200,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,1997,15000,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,1998,15000,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,1999,15000,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2000,28000,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2001,182000,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2002,250000,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2003,500000,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2004,215340,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2005,586360,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2006,288180,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2007,240000,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2008,400000,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2009,337400,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2010,0,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2011,0,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2012,0,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2013,0,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2014,193240,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2015,192780,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2016,184000,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2017,115000,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2018,158280,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2019,115000,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2020,115000,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2021,0,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahamas,2022,0,USD (1),mar,FAO aquaculture value,Bahamas,110,Bahamas
Bahrain,1984,0,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,1985,0,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,1986,0,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,1987,0,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,1988,0,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,1989,0,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,1990,0,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,1991,0,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,1992,0,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,1993,0,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,1994,0,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,1995,18000,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,1996,13500,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,1997,100,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,1998,4500,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,1999,13500,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2000,55200,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2001,100,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2002,7800,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2003,11000,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2004,21400,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2005,8400,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2006,5620,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2007,4600,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2008,13300,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2009,15300,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2010,35080,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2011,39269.99999999999,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2012,22960,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2013,0,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2014,63400,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2015,63830,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2016,152890,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2017,170209.99999999997,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2018,170209.99999999997,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2019,170209.99999999997,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2020,170209.99999999997,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2021,170209.99999999997,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bahrain,2022,170209.99999999997,USD (1),mar,FAO aquaculture value,Bahrain,52,Bahrain
Bangladesh,1984,38996690,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,1985,47324899.99999999,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,1986,58448610,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,1987,60151200,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,1988,65944640,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,1989,78361989.99999999,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,1990,118321160,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,1991,120537450.00000001,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,1992,138840000,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,1993,178787500,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,1994,189418100,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,1995,204784380,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,1996,274000320,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,1997,315712170,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,1998,336653440,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,1999,243183530,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,2000,239217980,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,2001,217146370,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,2002,229443870,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,2003,235427920,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,2004,244789020,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,2005,240466370,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,2006,283932260,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,2007,301555700,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,2008,332192220.00000006,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,2009,542166940.0000001,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,2010,479829290,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,2011,574852059.9999999,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,2012,696534800,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,2013,823925030,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,2014,982307150,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,2015,988595970,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,2016,1060918810,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,2017,1080025560,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,2018,1008818679.9999999,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,2019,1019556950,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,2020,1055640100.0000001,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
Bangladesh,2021,1106359150,USD (1),mar,FAO aquaculture value,Bangladesh,204,Bangladesh
