iucn_sid,pop_trend,iucn_version
15270,NA,2020-3
15271,NA,2020-3
15273,NA,2020-3
15274,NA,2020-3
15275,NA,2020-3
15276,NA,2020-3
15278,NA,2020-3
15279,NA,2020-3
15280,NA,2020-3
15281,NA,2020-3
15283,NA,2020-3
15284,NA,2020-3
15285,NA,2020-3
15286,NA,2020-3
15287,NA,2020-3
15288,NA,2020-3
15289,NA,2020-3
15290,NA,2020-3
15291,NA,2020-3
15292,NA,2020-3
15293,NA,2020-3
15295,NA,2020-3
15296,NA,2020-3
15297,NA,2020-3
15298,NA,2020-3
15419,decreasing,2020-3
15421,unknown,2020-3
15873,unknown,2020-3
15939,NA,2020-3
16011,NA,2020-3
16012,unknown,2020-3
16083,NA,2020-3
16084,NA,2020-3
16185,NA,2020-3
16238,decreasing,2020-3
16474,unknown,2020-3
16475,decreasing,2020-3
16476,unknown,2020-3
16477,decreasing,2020-3
16478,decreasing,2020-3
16503,unknown,2020-3
16564,unknown,2020-3
16781,stable,2020-3
16869,unknown,2020-3
16870,unknown,2020-3
17013,unknown,2020-3
17014,unknown,2020-3
17020,unknown,2020-3
17021,unknown,2020-3
17022,increasing,2020-3
17023,unknown,2020-3
17026,decreasing,2020-3
17027,unknown,2020-3
17028,decreasing,2020-3
17029,unknown,2020-3
17030,decreasing,2020-3
17031,decreasing,2020-3
17032,unknown,2020-3
17096,decreasing,2020-3
17177,decreasing,2020-3
17245,unknown,2020-3
17595,NA,2020-3
17604,NA,2020-3
17710,NA,2020-3
17974,NA,2020-3
17977,unknown,2020-3
17978,decreasing,2020-3
18145,unknown,2020-3
18175,decreasing,2020-3
18374,unknown,2020-3
18376,unknown,2020-3
18383,decreasing,2020-3
18428,unknown,2020-3
18510,NA,2020-3
18546,unknown,2020-3
18596,unknown,2020-3
18878,stable,2020-3
19037,NA,2020-3
19038,NA,2020-3
19301,NA,2020-3
19302,NA,2020-3
19387,unknown,2020-3
19388,stable,2020-3
19488,decreasing,2020-3
19735,unknown,2020-3
19798,unknown,2020-3
19855,NA,2020-3
19875,NA,2020-3
19896,unknown,2020-3
19897,unknown,2020-3
19898,unknown,2020-3
19899,unknown,2020-3
19938,NA,2020-3
19939,NA,2020-3
19950,decreasing,2020-3
20047,decreasing,2020-3
20084,NA,2020-3
20085,NA,2020-3
20268,NA,2020-3
20314,decreasing,2020-3
20315,decreasing,2020-3
20316,unknown,2020-3
20317,unknown,2020-3
20318,unknown,2020-3
20425,decreasing,2020-3
20724,unknown,2020-3
20729,unknown,2020-3
20730,unknown,2020-3
20731,unknown,2020-3
20732,unknown,2020-3
20733,unknown,2020-3
20738,unknown,2020-3
20795,unknown,2020-3
20855,unknown,2020-3
20861,unknown,2020-3
21257,unknown,2020-3
21308,NA,2020-3
21309,decreasing,2020-3
21326,NA,2020-3
21341,decreasing,2020-3
21342,unknown,2020-3
21343,decreasing,2020-3
21500,unknown,2020-3
21560,NA,2020-3
21561,NA,2020-3
21628,unknown,2020-3
21681,NA,2020-3
21682,NA,2020-3
21689,unknown,2020-3
21856,decreasing,2020-3
21857,decreasing,2020-3
21858,decreasing,2020-3
21859,decreasing,2020-3
21860,decreasing,2020-3
21994,unknown,2020-3
22003,decreasing,2020-3
22103,decreasing,2020-3
22104,unknown,2020-3
22105,decreasing,2020-3
22106,stable,2020-3
22135,NA,2020-3
22136,NA,2020-3
22137,NA,2020-3
22138,NA,2020-3
22139,NA,2020-3
22140,NA,2020-3
22141,NA,2020-3
22563,unknown,2020-3
22594,NA,2020-3
22823,unknown,2020-3
23045,NA,2020-3
23090,NA,2020-3
23148,decreasing,2020-3
23149,NA,2020-3
23211,unknown,2020-3
23259,stable,2020-3
29609,NA,2020-3
31382,decreasing,2020-3
33705,decreasing,2020-3
34364,decreasing,2020-3
39302,NA,2020-3
39303,decreasing,2020-3
39304,NA,2020-3
39324,decreasing,2020-3
39327,stable,2020-3
39328,decreasing,2020-3
39329,decreasing,2020-3
39331,decreasing,2020-3
39332,decreasing,2020-3
39333,unknown,2020-3
39334,stable,2020-3
39335,decreasing,2020-3
39336,unknown,2020-3
39337,increasing,2020-3
39338,unknown,2020-3
39339,decreasing,2020-3
39341,decreasing,2020-3
39342,stable,2020-3
39345,decreasing,2020-3
39346,decreasing,2020-3
39347,stable,2020-3
39348,increasing,2020-3
39349,decreasing,2020-3
39350,unknown,2020-3
39351,increasing,2020-3
39352,decreasing,2020-3
39353,unknown,2020-3
39354,stable,2020-3
39355,stable,2020-3
39356,stable,2020-3
39357,unknown,2020-3
39358,decreasing,2020-3
39359,unknown,2020-3
39360,decreasing,2020-3
39361,decreasing,2020-3
39362,stable,2020-3
39363,unknown,2020-3
39365,decreasing,2020-3
39366,unknown,2020-3
39367,unknown,2020-3
39368,decreasing,2020-3
39369,unknown,2020-3
39370,decreasing,2020-3
39371,decreasing,2020-3
39372,unknown,2020-3
39373,unknown,2020-3
39374,decreasing,2020-3
39375,decreasing,2020-3
39378,decreasing,2020-3
39379,decreasing,2020-3
39380,unknown,2020-3
39381,decreasing,2020-3
39382,unknown,2020-3
39383,unknown,2020-3
39384,decreasing,2020-3
39385,decreasing,2020-3
39386,decreasing,2020-3
39387,decreasing,2020-3
39388,decreasing,2020-3
39389,decreasing,2020-3
39390,decreasing,2020-3
39393,decreasing,2020-3
39394,decreasing,2020-3
39396,unknown,2020-3
39397,decreasing,2020-3
39399,decreasing,2020-3
39400,decreasing,2020-3
39412,unknown,2020-3
39413,decreasing,2020-3
39415,decreasing,2020-3
39416,unknown,2020-3
39427,decreasing,2020-3
39465,decreasing,2020-3
39541,unknown,2020-3
39543,unknown,2020-3
39544,unknown,2020-3
39771,increasing,2020-3
39773,stable,2020-3
39774,decreasing,2020-3
40635,unknown,2020-3
40710,unknown,2020-3
40711,stable,2020-3
40715,unknown,2020-3
40773,unknown,2020-3
40784,NA,2020-3
40797,unknown,2020-3
40802,decreasing,2020-3
41005,decreasing,2020-3
41006,unknown,2020-3
41007,decreasing,2020-3
41008,decreasing,2020-3
41009,unknown,2020-3
41010,decreasing,2020-3
41030,decreasing,2020-3
41064,decreasing,2020-3
41664,increasing,2020-3
41665,stable,2020-3
41666,increasing,2020-3
41667,NA,2020-3
41668,decreasing,2020-3
41670,unknown,2020-3
41671,increasing,2020-3
41672,unknown,2020-3
41673,increasing,2020-3
41677,unknown,2020-3
41711,unknown,2020-3
41712,decreasing,2020-3
41713,increasing,2020-3
41714,unknown,2020-3
41715,unknown,2020-3
41716,unknown,2020-3
41718,unknown,2020-3
41719,unknown,2020-3
41720,stable,2020-3
41721,unknown,2020-3
41722,unknown,2020-3
41723,unknown,2020-3
41724,unknown,2020-3
41725,unknown,2020-3
41726,unknown,2020-3
41727,unknown,2020-3
41728,unknown,2020-3
41729,unknown,2020-3
41730,unknown,2020-3
41731,unknown,2020-3
41732,unknown,2020-3
41733,stable,2020-3
41735,unknown,2020-3
41736,unknown,2020-3
41737,unknown,2020-3
41738,unknown,2020-3
41739,stable,2020-3
41740,decreasing,2020-3
41741,decreasing,2020-3
41742,decreasing,2020-3
41743,stable,2020-3
41745,decreasing,2020-3
41746,unknown,2020-3
41747,decreasing,2020-3
41749,unknown,2020-3
41752,stable,2020-3
41753,stable,2020-3
41754,decreasing,2020-3
41755,unknown,2020-3
41759,decreasing,2020-3
41760,unknown,2020-3
41761,decreasing,2020-3
41762,decreasing,2020-3
41791,decreasing,2020-3
41792,decreasing,2020-3
41793,stable,2020-3
41794,unknown,2020-3
41795,stable,2020-3
41796,stable,2020-3
41797,decreasing,2020-3
41798,decreasing,2020-3
41799,stable,2020-3
41800,stable,2020-3
41801,decreasing,2020-3
41802,unknown,2020-3
41804,unknown,2020-3
41805,unknown,2020-3
41806,unknown,2020-3
41807,unknown,2020-3
41808,unknown,2020-3
41809,unknown,2020-3
41810,decreasing,2020-3
41811,unknown,2020-3
41812,unknown,2020-3
41813,unknown,2020-3
41814,unknown,2020-3
41816,decreasing,2020-3
41818,stable,2020-3
41819,unknown,2020-3
41820,unknown,2020-3
41821,unknown,2020-3
41822,unknown,2020-3
41823,decreasing,2020-3
41824,unknown,2020-3
41825,decreasing,2020-3
41826,stable,2020-3
41827,stable,2020-3
41828,unknown,2020-3
41829,unknown,2020-3
41830,unknown,2020-3
41831,unknown,2020-3
41832,decreasing,2020-3
41835,decreasing,2020-3
41836,decreasing,2020-3
41837,unknown,2020-3
41838,unknown,2020-3
41839,unknown,2020-3
41840,unknown,2020-3
41841,unknown,2020-3
41842,unknown,2020-3
41843,unknown,2020-3
41844,unknown,2020-3
41845,unknown,2020-3
41846,stable,2020-3
41848,decreasing,2020-3
41850,decreasing,2020-3
41851,unknown,2020-3
41852,unknown,2020-3
41853,decreasing,2020-3
41854,decreasing,2020-3
41855,unknown,2020-3
41856,unknown,2020-3
41857,unknown,2020-3
41858,unknown,2020-3
41860,unknown,2020-3
41861,unknown,2020-3
41862,stable,2020-3
41863,stable,2020-3
41864,unknown,2020-3
41866,unknown,2020-3
41870,unknown,2020-3
41871,decreasing,2020-3
41872,decreasing,2020-3
41873,unknown,2020-3
41874,decreasing,2020-3
41875,unknown,2020-3
41876,decreasing,2020-3
41878,decreasing,2020-3
41880,decreasing,2020-3
42700,unknown,2020-3
42701,unknown,2020-3
42703,unknown,2020-3
42704,unknown,2020-3
42706,decreasing,2020-3
42707,decreasing,2020-3
42709,unknown,2020-3
42710,unknown,2020-3
42711,unknown,2020-3
42712,decreasing,2020-3
42713,unknown,2020-3
42716,stable,2020-3
42717,unknown,2020-3
42718,unknown,2020-3
42720,unknown,2020-3
42721,unknown,2020-3
42722,unknown,2020-3
42723,unknown,2020-3
42725,unknown,2020-3
42726,decreasing,2020-3
42727,decreasing,2020-3
42728,unknown,2020-3
42729,decreasing,2020-3
42730,decreasing,2020-3
42833,unknown,2020-3
42834,decreasing,2020-3
42838,decreasing,2020-3
43972,unknown,2020-3
43973,decreasing,2020-3
43974,decreasing,2020-3
43993,NA,2020-3
44070,decreasing,2020-3
44071,stable,2020-3
44166,decreasing,2020-3
44167,NA,2020-3
44168,decreasing,2020-3
44169,decreasing,2020-3
44170,unknown,2020-3
44171,unknown,2020-3
44173,unknown,2020-3
44175,unknown,2020-3
44177,unknown,2020-3
44178,unknown,2020-3
44183,stable,2020-3
44186,unknown,2020-3
44187,decreasing,2020-3
44205,stable,2020-3
44206,unknown,2020-3
44207,unknown,2020-3
44209,unknown,2020-3
44210,unknown,2020-3
44211,stable,2020-3
44212,stable,2020-3
44213,stable,2020-3
44214,stable,2020-3
44215,unknown,2020-3
44216,stable,2020-3
44217,unknown,2020-3
44218,unknown,2020-3
44219,stable,2020-3
44220,stable,2020-3
44221,stable,2020-3
44222,unknown,2020-3
44223,unknown,2020-3
44224,stable,2020-3
44225,unknown,2020-3
44226,unknown,2020-3
44227,unknown,2020-3
44228,unknown,2020-3
44229,stable,2020-3
44478,unknown,2020-3
44479,unknown,2020-3
44514,stable,2020-3
44515,stable,2020-3
44563,decreasing,2020-3
44564,stable,2020-3
44565,unknown,2020-3
44566,unknown,2020-3
44567,decreasing,2020-3
44568,stable,2020-3
44569,unknown,2020-3
44570,stable,2020-3
44571,decreasing,2020-3
44572,stable,2020-3
44573,stable,2020-3
44574,stable,2020-3
44575,decreasing,2020-3
44576,stable,2020-3
44577,decreasing,2020-3
44578,decreasing,2020-3
44579,stable,2020-3
44580,decreasing,2020-3
44581,decreasing,2020-3
44582,stable,2020-3
44583,stable,2020-3
44584,decreasing,2020-3
44585,unknown,2020-3
44586,decreasing,2020-3
44587,decreasing,2020-3
44590,stable,2020-3
44591,decreasing,2020-3
44592,decreasing,2020-3
44595,decreasing,2020-3
44596,decreasing,2020-3
44597,decreasing,2020-3
44598,decreasing,2020-3
44599,stable,2020-3
44600,decreasing,2020-3
44601,stable,2020-3
44602,stable,2020-3
44603,stable,2020-3
44604,unknown,2020-3
44606,decreasing,2020-3
44607,decreasing,2020-3
44608,unknown,2020-3
44609,increasing,2020-3
44610,unknown,2020-3
44611,stable,2020-3
44612,stable,2020-3
44613,decreasing,2020-3
44614,unknown,2020-3
44615,decreasing,2020-3
44617,decreasing,2020-3
44618,stable,2020-3
44619,unknown,2020-3
44620,stable,2020-3
44621,decreasing,2020-3
44639,stable,2020-3
44640,stable,2020-3
44641,stable,2020-3
44642,decreasing,2020-3
44643,stable,2020-3
44644,decreasing,2020-3
44645,unknown,2020-3
44646,unknown,2020-3
44647,decreasing,2020-3
44649,stable,2020-3
44650,stable,2020-3
44651,unknown,2020-3
44652,unknown,2020-3
44653,decreasing,2020-3
44654,stable,2020-3
44655,stable,2020-3
44656,decreasing,2020-3
44657,stable,2020-3
44666,decreasing,2020-3
44668,unknown,2020-3
44669,unknown,2020-3
44670,unknown,2020-3
44671,unknown,2020-3
44672,unknown,2020-3
44673,decreasing,2020-3
44674,decreasing,2020-3
44675,unknown,2020-3
44676,unknown,2020-3
44677,decreasing,2020-3
44678,decreasing,2020-3
44679,unknown,2020-3
44680,decreasing,2020-3
44681,decreasing,2020-3
44682,decreasing,2020-3
44683,decreasing,2020-3
44684,decreasing,2020-3
44685,unknown,2020-3
44686,unknown,2020-3
44993,stable,2020-3
44994,decreasing,2020-3
44995,unknown,2020-3
44996,decreasing,2020-3
45925,decreasing,2020-3
46863,NA,2020-3
46864,decreasing,2020-3
46865,decreasing,2020-3
60080,stable,2020-3
60081,increasing,2020-3
60082,stable,2020-3
60083,stable,2020-3
60084,stable,2020-3
60085,decreasing,2020-3
60086,unknown,2020-3
60087,decreasing,2020-3
60088,decreasing,2020-3
60089,stable,2020-3
60090,stable,2020-3
60091,unknown,2020-3
60092,stable,2020-3
60093,stable,2020-3
60094,stable,2020-3
60095,decreasing,2020-3
60096,unknown,2020-3
60097,stable,2020-3
60098,stable,2020-3
60099,unknown,2020-3
60100,decreasing,2020-3
60101,unknown,2020-3
60102,stable,2020-3
60103,stable,2020-3
60104,decreasing,2020-3
60105,decreasing,2020-3
60106,stable,2020-3
60107,stable,2020-3
60108,stable,2020-3
60109,stable,2020-3
60110,stable,2020-3
60111,unknown,2020-3
60112,unknown,2020-3
60113,decreasing,2020-3
60115,unknown,2020-3
60116,stable,2020-3
60117,decreasing,2020-3
60118,decreasing,2020-3
60119,decreasing,2020-3
60120,decreasing,2020-3
60121,decreasing,2020-3
60123,decreasing,2020-3
60124,decreasing,2020-3
60125,decreasing,2020-3
60126,decreasing,2020-3
60127,unknown,2020-3
60128,decreasing,2020-3
60129,unknown,2020-3
60130,decreasing,2020-3
60131,decreasing,2020-3
60132,stable,2020-3
60133,unknown,2020-3
60134,unknown,2020-3
60135,decreasing,2020-3
60136,unknown,2020-3
60137,unknown,2020-3
60138,stable,2020-3
60139,unknown,2020-3
60140,stable,2020-3
60141,decreasing,2020-3
60142,decreasing,2020-3
60143,unknown,2020-3
60144,unknown,2020-3
60145,stable,2020-3
60146,unknown,2020-3
60147,unknown,2020-3
60148,unknown,2020-3
60150,unknown,2020-3
60151,decreasing,2020-3
60152,decreasing,2020-3
60153,decreasing,2020-3
60154,decreasing,2020-3
60155,unknown,2020-3
60156,unknown,2020-3
60157,decreasing,2020-3
60158,decreasing,2020-3
60159,decreasing,2020-3
60160,unknown,2020-3
60161,unknown,2020-3
60162,decreasing,2020-3
60163,decreasing,2020-3
60164,stable,2020-3
60166,decreasing,2020-3
60167,decreasing,2020-3
60168,decreasing,2020-3
60169,unknown,2020-3
60170,decreasing,2020-3
60171,decreasing,2020-3
60172,decreasing,2020-3
60175,unknown,2020-3
60176,unknown,2020-3
60177,unknown,2020-3
60178,decreasing,2020-3
60179,unknown,2020-3
60180,decreasing,2020-3
60181,decreasing,2020-3
60182,decreasing,2020-3
60183,stable,2020-3
60184,unknown,2020-3
60185,unknown,2020-3
60186,unknown,2020-3
60187,decreasing,2020-3
60188,stable,2020-3
60189,stable,2020-3
60190,unknown,2020-3
60191,increasing,2020-3
60193,stable,2020-3
60194,decreasing,2020-3
60196,stable,2020-3
60197,unknown,2020-3
60198,decreasing,2020-3
60199,decreasing,2020-3
60200,decreasing,2020-3
60201,decreasing,2020-3
60202,decreasing,2020-3
60203,decreasing,2020-3
60204,decreasing,2020-3
60205,decreasing,2020-3
60206,unknown,2020-3
60208,unknown,2020-3
60209,unknown,2020-3
60210,unknown,2020-3
60211,stable,2020-3
60212,unknown,2020-3
60213,decreasing,2020-3
60214,stable,2020-3
60215,stable,2020-3
60216,unknown,2020-3
60217,decreasing,2020-3
60218,decreasing,2020-3
60219,decreasing,2020-3
60221,unknown,2020-3
60222,unknown,2020-3
60223,unknown,2020-3
60224,decreasing,2020-3
60225,decreasing,2020-3
60226,unknown,2020-3
60227,unknown,2020-3
60228,stable,2020-3
60229,stable,2020-3
60230,stable,2020-3
60231,unknown,2020-3
60232,stable,2020-3
60233,stable,2020-3
60234,unknown,2020-3
60235,stable,2020-3
60236,stable,2020-3
60237,stable,2020-3
60238,stable,2020-3
60239,stable,2020-3
60240,stable,2020-3
60241,unknown,2020-3
60242,stable,2020-3
60243,stable,2020-3
60244,stable,2020-3
60245,increasing,2020-3
60246,stable,2020-3
60247,stable,2020-3
60302,decreasing,2020-3
60324,unknown,2020-3
60344,decreasing,2020-3
60447,unknown,2020-3
61207,unknown,2020-3
61213,unknown,2020-3
61250,unknown,2020-3
61314,unknown,2020-3
61333,decreasing,2020-3
61334,decreasing,2020-3
61335,unknown,2020-3
61336,unknown,2020-3
61337,unknown,2020-3
61338,decreasing,2020-3
61339,decreasing,2020-3
61340,decreasing,2020-3
61398,decreasing,2020-3
61399,stable,2020-3
61400,decreasing,2020-3
61401,decreasing,2020-3
61402,decreasing,2020-3
61403,stable,2020-3
61404,decreasing,2020-3
61405,decreasing,2020-3
61406,decreasing,2020-3
61407,stable,2020-3
61408,decreasing,2020-3
61409,stable,2020-3
61410,decreasing,2020-3
61411,decreasing,2020-3
61414,decreasing,2020-3
61415,decreasing,2020-3
61416,increasing,2020-3
61417,decreasing,2020-3
61418,decreasing,2020-3
61419,decreasing,2020-3
61422,unknown,2020-3
61442,decreasing,2020-3
61743,stable,2020-3
62222,decreasing,2020-3
62256,decreasing,2020-3
63100,decreasing,2020-3
63101,stable,2020-3
63102,decreasing,2020-3
63103,stable,2020-3
63104,stable,2020-3
63106,stable,2020-3
63107,decreasing,2020-3
63108,stable,2020-3
63109,decreasing,2020-3
63110,decreasing,2020-3
63111,decreasing,2020-3
63112,stable,2020-3
63113,decreasing,2020-3
63114,decreasing,2020-3
63115,stable,2020-3
63116,decreasing,2020-3
63117,decreasing,2020-3
63119,unknown,2020-3
63120,decreasing,2020-3
63121,stable,2020-3
63122,stable,2020-3
63123,stable,2020-3
63124,decreasing,2020-3
63125,stable,2020-3
63126,stable,2020-3
63127,unknown,2020-3
63128,decreasing,2020-3
63129,decreasing,2020-3
63130,decreasing,2020-3
63131,decreasing,2020-3
63133,stable,2020-3
63134,unknown,2020-3
63135,decreasing,2020-3
63136,unknown,2020-3
63137,stable,2020-3
63140,stable,2020-3
63141,unknown,2020-3
63142,stable,2020-3
63143,stable,2020-3
63144,decreasing,2020-3
63145,decreasing,2020-3
63146,stable,2020-3
63148,stable,2020-3
63149,unknown,2020-3
63151,decreasing,2020-3
63153,decreasing,2020-3
63154,decreasing,2020-3
63155,decreasing,2020-3
63156,decreasing,2020-3
63157,decreasing,2020-3
63158,decreasing,2020-3
63159,stable,2020-3
63160,stable,2020-3
63161,stable,2020-3
63162,stable,2020-3
63163,decreasing,2020-3
63164,stable,2020-3
63165,stable,2020-3
63166,decreasing,2020-3
63167,decreasing,2020-3
63361,unknown,2020-3
63442,unknown,2020-3
63570,unknown,2020-3
63571,decreasing,2020-3
63572,decreasing,2020-3
63573,unknown,2020-3
63574,unknown,2020-3
63575,unknown,2020-3
63576,unknown,2020-3
63577,unknown,2020-3
63578,unknown,2020-3
63579,decreasing,2020-3
63580,decreasing,2020-3
63581,unknown,2020-3
63582,unknown,2020-3
63583,unknown,2020-3
63584,unknown,2020-3
63585,decreasing,2020-3
63586,unknown,2020-3
63587,decreasing,2020-3
63588,unknown,2020-3
63589,unknown,2020-3
63590,unknown,2020-3
63591,decreasing,2020-3
63592,unknown,2020-3
63593,decreasing,2020-3
63594,unknown,2020-3
63595,unknown,2020-3
63596,decreasing,2020-3
63597,unknown,2020-3
63598,decreasing,2020-3
63599,unknown,2020-3
63600,unknown,2020-3
63601,unknown,2020-3
63602,unknown,2020-3
63603,unknown,2020-3
63604,unknown,2020-3
63605,unknown,2020-3
63606,unknown,2020-3
63607,unknown,2020-3
63608,unknown,2020-3
63609,unknown,2020-3
63610,unknown,2020-3
63611,unknown,2020-3
63612,decreasing,2020-3
63613,unknown,2020-3
63614,decreasing,2020-3
63615,unknown,2020-3
63616,unknown,2020-3
63617,unknown,2020-3
63618,unknown,2020-3
63619,unknown,2020-3
63620,unknown,2020-3
63621,unknown,2020-3
63622,decreasing,2020-3
63623,unknown,2020-3
63624,unknown,2020-3
63625,unknown,2020-3
63626,unknown,2020-3
63627,unknown,2020-3
63628,unknown,2020-3
63629,unknown,2020-3
63630,unknown,2020-3
63631,unknown,2020-3
