iucn_sid,sciname
42430,Pseudotsuga sinensis
42450,Dacrydium medium
42473,Dacrydium pectinatum
42498,Podocarpus laetus
42536,Podocarpus teysmannii
42549,Taxus cuspidata
31254,Calocedrus formosana
31291,Pseudotsuga japonica
18625568,Cephalotaxus mannii
32042,Juniperus taxifolia
32316,Cathaya argyrophylla
32330,Cephalotaxus lanceolata
32331,Cephalotaxus oliveri
32351,Chamaecyparis hodginsii
32384,Calocedrus macrolepis
34065,Cephalotaxus hainanensis
34133,Juniperus convallium
34138,Juniperus komarovii
34179,Picea torano
34180,Pinus amamiana
42198,Cephalotaxus fortunei
42280,Abies fabri
42281,Abies fargesii
42291,Abies mariesii
42294,Abies pindrow
42298,Abies sachalinensis
42324,Picea glehnii
42329,Picea maximowiczii
63556,Podocarpus chingianus
32312,Glyptostrobus pensilis
42277,Abies delavayi
191576,Cupressus torulosa
31288,Larix mastersiana
32311,Cupressus cashmeriana
32333,Chamaecyparis formosensis
32336,Cupressus gigantea
32463,Abies fanjingshanensis
32798,Pseudotaxus chienii
32803,Pinus dalatensis
34067,Podocarpus fasciculus
34079,Cupressus duclouxiana
34113,Amentotaxus assamica
34134,Juniperus microsperma
34190,Pinus latteri
37555,Pinus henryi
39149,Cryptomeria japonica
42213,Chamaecyparis pisifera
42215,Cunninghamia lanceolata
42217,Cupressus chengiana
42218,Cupressus funebris
42278,Abies densa
42283,Abies forrestii
42297,Abies recurvata
42307,Keteleeria evelyniana
42319,Picea alcoquiana
42373,Pinus koraiensis
42443,Dacrycarpus dacrydioides
42448,Dacrydium cupressinum
42548,Taxus chinensis
31255,Taiwania cryptomerioides
32319,Abies yuanbaoshanensis
32320,Abies ziyuanensis
46171879,Taxus wallichiana
34130,Abies squamata
39147,Taxus contorta
42274,Abies chensiensis
34064,Podocarpus dispermus
42209,Callitris verrucosa
34072,Callitris baileyi
42202,Callitris endlicheri
42203,Callitris macleayana
34074,Callitris monticola
34075,Callitris roei
42205,Callitris canescens
42206,Callitris columellaris
42207,Callitris preissii
42208,Callitris rhomboidea
42204,Callitris muelleri
34070,Callitris acuminata
34071,Callitris pyramidalis
42201,Callitris arenaria
30926,Fitzroya cupressoides
31618,Juniperus saxicola
34073,Callitris drummondii
30542,Callitris oblonga
35934,Prumnopitys andina
30534,Pherosphaera fitzgeraldii
42495,Podocarpus confertus
31290,Picea koyamae
34049,Picea breweriana
31244,Abies koreana
34019,Abies bracteata
34416,Amentotaxus poilanei
30968,Torreya taxifolia
30376,Juniperus bermudiana
30965,Taxus floridana
34111,Sciadopitys verticillata
30320,Abies numidica
42367,Pinus hartwegii
30326,Juniperus brevifolia
30327,Juniperus cedrus
42199,Cephalotaxus latifolia
30990,Araucaria scopulorum
30984,Araucaria laubenfelsii
21981,Tomistoma schlegelii
5670,Crocodylus rhombifer
5659,Crocodylus acutus
5663,Crocodylus moreletii
46586,Caiman yacare
46585,Caiman latirostris
5668,Crocodylus porosus
46583,Alligator mississippiensis
46591,Crocodylus novaeguineae
46587,Paleosuchus palpebrosus
46588,Paleosuchus trigonatus
8966,Gavialis gangeticus
5661,Crocodylus intermedius
867,Alligator sinensis
45433088,Crocodylus niloticus
46589,Crocodylus johnstoni
46584,Caiman crocodilus
5660,Mecistops cataphractus
5672,Crocodylus mindorensis
5671,Crocodylus siamensis
5667,Crocodylus palustris
13053,Melanosuchus niger
15635,Osteolaemus tetraspis
42041,Cycas szechuanensis
41906,Encephalartos kisambo
41974,Cycas ophiolitica
42070,Cycas bougainvilleana
42080,Cycas revoluta
41972,Cycas cairnsiana
42040,Cycas hongheensis
42078,Cycas panzhihuaensis
42087,Cycas tropophylla
42069,Cycas balansae
41989,Cycas calcicola
42073,Cycas chevalieri
42124,Ceratozamia hildae
42054,Cycas elongata
42043,Cycas aculeata
212754607,Ceratozamia fuscoviridis
42074,Cycas clivicola
42061,Cycas pachypoda
42047,Cycas hoabinhensis
42056,Cycas lindstromii
41887,Encephalartos equatorialis
212187667,Ceratozamia mexicana
126334088,Ceratozamia totonacorum
41980,Bowenia spectabilis
42039,Cycas fugax
42132,Zamia cremnophila
42167,Zamia lucayana
66910233,Zamia grijalvensis
42045,Cycas changjiangensis
187836,Zamia hamannii
66910190,Zamia gomeziana
42065,Cycas segmentifida
42067,Cycas taitungensis
238708222,Cycas taiwaniana
187841,Zamia meermanii
187826,Ceratozamia decumbens
42106,Dioon caputoi
187842,Zamia nesophila
42037,Cycas chamaoensis
42050,Cycas condaoensis
42090,Cycas curranii
42053,Cycas dolichophylla
42055,Cycas inermis
42062,Cycas pectinata
66909904,Cycas laotica
66910010,Cycas sancti-lasallei
66910064,Cycas terryana
42075,Cycas ferruginea
42058,Cycas micholitzii
61316,Cycas micronesica
239047689,Cycas riuminiana
42086,Cycas tanqingii
42042,Cycas tansachana
42103,Ceratozamia zaragozae
42071,Cycas brachycantha
178862,Cycas elephantipes
42063,Cycas pranburiensis
178864,Cycas saxatilis
42084,Cycas sexseminifera
42066,Cycas siamensis
42085,Cycas simplicipinna
178869,Cycas zambalensis
41939,Stangeria eriopus
42051,Cycas collina
216470314,Cycas edentata
42068,Cycas apoa
41987,Cycas armstrongii
42036,Cycas beddomei
42059,Cycas bifida
41979,Bowenia serrulata
41969,Cycas arenicola
216580742,Cycas brunnea
42072,Cycas campestris
42092,Cycas falcata
42082,Cycas schumanniana
187823,Cycas vespertilio
41963,Macrozamia humilis
42023,Cycas canalis
42064,Cycas seemannii
42052,Cycas diannanensis
41990,Cycas furfuracea
42076,Cycas guizhouensis
41991,Cycas lane-poolei
42027,Cycas maconochiei
41992,Cycas orientis
42079,Cycas papuana
216470283,Cycas rumphii
42083,Cycas scratchleyana
41970,Cycas badensis
41988,Cycas basaltica
42107,Microcycas calocoma
42031,Cycas arnhemica
178874,Cycas glauca
187829,Ceratozamia santillanii
212187679,Ceratozamia miqueliana
187828,Ceratozamia hondurensis
41967,Macrozamia secunda
178881,Cycas cupida
41959,Cycas desolata
42035,Cycas media
41954,Macrozamia elegans
42020,Macrozamia stenomera
178870,Cycas candida
41976,Cycas tuckeri
41977,Cycas yorkiana
41943,Encephalartos ferox
187819,Cycas montana
42007,Macrozamia heteromera
42018,Macrozamia reducta
41951,Cycas megacarpa
41952,Cycas platyphylla
212187677,Ceratozamia zoquorum
41962,Macrozamia crassifolia
42013,Macrozamia montana
42017,Macrozamia polymorpha
41957,Macrozamia spiralis
41973,Cycas couttsiana
41975,Cycas semota
41960,Cycas silvestris
41994,Cycas xipholepis
41966,Macrozamia parcifolia
41998,Macrozamia concinna
41999,Macrozamia diplomera
42006,Macrozamia glaucophylla
42000,Macrozamia communis
42003,Macrozamia fawcettii
41961,Macrozamia cranei
42010,Macrozamia lucida
42001,Macrozamia douglasii
187820,Cycas nitida
42011,Macrozamia macdonnellii
42012,Macrozamia miquelii
42014,Macrozamia moorei
42015,Macrozamia mountperriensis
41968,Macrozamia viridis
42016,Macrozamia platyrhachis
41978,Macrozamia plurinervia
42019,Macrozamia riedlei
41958,Cycas conferta
66901446,Cycas cantafolia
42002,Macrozamia dyeri
187834,Zamia decumbens
41995,Lepidozamia hopei
41996,Lepidozamia peroffskyana
41953,Macrozamia conferta
42005,Macrozamia fraseri
42008,Macrozamia johnsonii
41964,Macrozamia lomandroides
42009,Macrozamia longispina
178867,Macrozamia machinii
178871,Macrozamia macleayi
41965,Macrozamia occidua
41956,Macrozamia pauli-guilielmi
178872,Macrozamia serpentina
41997,Macrozamia cardiacensis
42004,Macrozamia fearnsidei
212187681,Ceratozamia latifolia
42093,Cycas javana
42125,Ceratozamia matudae
42144,Ceratozamia robusta
41896,Encephalartos nubimontanus
42183,Ceratozamia mixeorum
42129,Dioon holmgrenii
178877,Ceratozamia vovidesii
178863,Ceratozamia mirandae
42102,Ceratozamia norstogii
42099,Ceratozamia euryphyllidia
103631959,Ceratozamia subroseophylla
42134,Zamia fischeri
42126,Ceratozamia morettii
42128,Ceratozamia whitelockiana
42127,Ceratozamia sabatoi
178875,Ceratozamia huastecorum
187845,Dioon stevensonii
179414474,Dioon tomasellii
42184,Dioon mejiae
42101,Ceratozamia kuesteriana
66901148,Ceratozamia delucana
42147,Dioon purpusii
42149,Dioon spinulosum
42148,Dioon rzedowskii
42146,Dioon merolae
178880,Dioon argenteum
42145,Dioon califanoi
187821,Cycas sundaica
187825,Ceratozamia chimalapensis
42158,Dioon edule
178868,Dioon angustifolium
103632135,Ceratozamia tenuis
187844,Zamia pyrophylla
42108,Zamia amplifolia
42120,Zamia vazquezii
42151,Zamia encephalartoides
42175,Zamia pseudoparasitica
42176,Zamia pseudomonticola
42178,Zamia roezlii
187838,Zamia incognita
42111,Zamia inermis
42110,Zamia hymenophyllidia
213252296,Zamia muricata
42165,Zamia lecointei
78590786,Zamia huilensis
42160,Zamia amazonum
213253349,Zamia chigua
42180,Zamia ulei
42182,Zamia cunaria
42109,Zamia disodon
42121,Zamia wallisii
42113,Zamia montana
42136,Zamia melanorrhachis
42171,Zamia obliqua
42168,Zamia manicata
185752,Zamia restrepoi
42155,Zamia ipetiensis
41892,Encephalartos latifrons
178876,Zamia elegantissima
42133,Zamia dressleri
41900,Encephalartos arenarius
42153,Zamia gentryi
42122,Ceratozamia alvarezii
187839,Zamia lindenii
41905,Encephalartos horridus
66912030,Zamia tolimensis
178882,Zamia oligodonta
42112,Zamia macrochiera
42119,Zamia urep
213252644,Zamia poeppigiana
42161,Zamia boliviana
187837,Zamia imperialis
41926,Encephalartos trispinosus
41935,Encephalartos longifolius
41934,Encephalartos lehmannii
42170,Zamia neurophyllidia
187843,Zamia onan-reyesii
41908,Encephalartos altensteinii
178884,Zamia oreillyi
42114,Zamia monticola
213254735,Zamia variegata
41929,Encephalartos caffer
178860,Zamia sandovalii
42157,Zamia standleyi
42166,Zamia loddigesii
42179,Zamia tuerckheimii
41942,Encephalartos cycadifolius
41922,Encephalartos princeps
41930,Encephalartos friderici-guilielmi
42117,Zamia portoricensis
41883,Encephalartos cerinus
41894,Encephalartos msinganus
41915,Encephalartos ghellinckii
42156,Zamia soconuscensis
41937,Encephalartos natalensis
41920,Encephalartos ngoyanus
66900411,Zamia prasina
213256203,Zamia skinneri
178859,Zamia stricta
42135,Zamia lacandona
213252394,Zamia furfuracea
42163,Zamia fairchildiana
213253786,Zamia pygmaea
41947,Encephalartos villosus
41925,Encephalartos senticosus
41881,Encephalartos woodii
42118,Zamia spartea
41765,Encephalartos aemulans
41907,Encephalartos lebomboensis
42137,Zamia purpurea
41909,Encephalartos aplanatus
41927,Encephalartos umbeluziensis
42164,Zamia integrifolia
42154,Zamia herrerae
42172,Zamia paucijuga
41933,Encephalartos lanatus
41893,Encephalartos middelburgensis
41764,Encephalartos relictus
187353,Cycas aenigma
41921,Encephalartos paucidentatus
42097,Cycas wadei
41917,Encephalartos humilis
41891,Encephalartos laevifolius
41888,Encephalartos heenanii
41882,Encephalartos brevifoliolatus
41884,Encephalartos cupidus
41890,Encephalartos inopinus
41885,Encephalartos dolomiticus
42177,Zamia pumila
187835,Zamia erosa
41886,Encephalartos dyerianus
42185,Zamia angustifolia
41955,Macrozamia flexuosa
41904,Encephalartos eugene-maraisii
41945,Encephalartos transvenosus
41889,Encephalartos hirsutus
103632155,Cycas chenii
66911767,Zamia stevensonii
126334977,Cycas distans
41903,Encephalartos concinnus
41902,Encephalartos chimanimaniensis
126333682,Ceratozamia chamberlainii
41895,Encephalartos munchii
41897,Encephalartos pterogonus
42048,Cycas multipinnata
41919,Encephalartos manikensis
41916,Encephalartos gratus
41938,Encephalartos schmitzii
41946,Encephalartos turneri
41949,Encephalartos laurentianus
217519610,Encephalartos schaijesii
41944,Encephalartos poggei
41936,Encephalartos marunguensis
103631608,Cycas sainathii
41914,Encephalartos delucanus
41924,Encephalartos sclavoi
41931,Encephalartos hildebrandtii
41941,Encephalartos bubalinus
41948,Encephalartos kanga
41911,Encephalartos tegulaneus
41928,Encephalartos whitelockii
41918,Encephalartos macrostrobilus
41932,Encephalartos ituriensis
41912,Encephalartos barteri
41950,Encephalartos septentrionalis
178878,Encephalartos mackenziei
42098,Cycas zeylanica
187824,Ceratozamia brevifrons
107486883,Zamia splendens
216580894,Cycas angulata
42096,Cycas sphaerica
42057,Cycas macrocarpa
178873,Cycas petraea
42060,Cycas nongnoochiae
213252921,Zamia katzeriana
42038,Cycas debaoensis
41940,Cycas thouarsii
103632265,Dioon planifolium
42094,Cycas nathorstii
42089,Cycas circinalis
178883,Cycas annaikalensis
178879,Cycas indica
103632199,Cycas nayagarhensis
103632258,Cycas orixensis
187816,Cycas lacrimans
66910275,Zamia nana
66910559,Zamia acuminata
41993,Cycas pruinosa
42130,Dioon sonorense
187840,Zamia lindleyi
225017359,Palaemon minos
197913,Macrobrachium thysi
197808,Caridina holthuisi
197653,Caridina profundicola
197754,Caridina spinata
197975,Caridina striata
197778,Caridina tenuirostris
197697,Caridina woltereckae
198079,Caridina glaubrechti
197603,Caridina lanceolata
198221,Caridina lingkonae
197729,Caridina loehae
198099,Caridina masapi
198206,Caridina parvula
133095300,Euryrhynchina puteola
198055,Caridina dennerli
197912,Caridina mahalona
198253,Caridina spongicola
198160,Caridina kaombeflutilis
197712,Caridina malawensis
197951,Caridina togoensis
198215,Macrobrachium placidulum
44136401,Leptopalaemon gibbosus
44136476,Leptopalaemon gudjangah
44136428,Leptopalaemon magelensis
197760,Macrobrachium insulare
197940,Palaemonetes suttkusi
198114,Caridina breviata
198162,Macrobrachium jayasreei
197611,Macrobrachium altifrons
197642,Potimirim mexicana
197709,Potimirim potimirim
198168,Potimirim americana
197877,Macrobrachium lamarrei
197858,Macrobrachium assamense
197870,Macrobrachium idella
198345,Macrobrachium malcolmsonii
197980,Caridina isaloensis
42927566,Potimirim brasiliana
198303,Caridina babaulti
198046,Caridina babaultioides
197881,Caridina cavaleriei
197648,Caridina indistincta
197822,Neocaridina denticulata
197835,Neocaridina heteropoda
198273,Neocaridina palmata
197616,Typhlatya pearsei
197618,Typhlatya mitchelli
197635,Macrobrachium villalobosi
197879,Macrobrachium hirtimanus
198249,Parisia holthuisi
198256,Caridina longirostris
198271,Typhlatya campecheae
198339,Macrobrachium striatum
22593,Typhlatya monae
22267,Troglocaris anophthalma
197782,Macrobrachium miyakoense
197852,Macrobrachium quelchi
198027,Macrobrachium raridens
197841,Atyaephyra orientalis
198337,Atyaephyra stankoi
42428276,Atyaephyra acheronensis
42428291,Atyaephyra strymonensis
42428293,Atyaephyra thyamisensis
42428295,Atyaephyra tuerkayi
42436709,Caridina vithuraensis
42442168,Monsamnis carpolongus
42437291,Macrobrachium cosolapaense
42437294,Macrobrachium hungi
42437322,Macrobrachium jacatepecense
42437713,Macrobrachium mazatecum
42437750,Macrobrachium oaxacae
42438090,Macrobrachium prabhakarani
197815,Palaemonetes hobbsi
197931,Macrobrachium kunjuramani
198012,Macrobrachium sollaudii
198201,Palaemonetes mexicanus
197902,Leptocarpus kempi
197941,Euryrhynchina edingtonae
198000,Caridinopsis chevalieri
198085,Caridina spinula
198028,Caridina gracilipes
198321,Caridina confusa
197683,Palaemonetes lindsayi
197869,Macrobrachium rhodochir
197942,Atyoida serrata
197722,Palaemonetes kadiakensis
198089,Macrobrachium ohione
198284,Palaemonetes paludosus
198101,Macrobrachium tuxtlaense
198275,Neopalaemon nahuatlus
197737,Macrobrachium japonicum
197826,Typhlocaris salentina
197932,Atyaephyra desmarestii
197950,Palaemon antennarius
197640,Typhlocaris ayyaloni
197681,Paratya improvisa
197726,Macrobrachium nipponense
197780,Paratya compressa
197911,Typhlocaris galilea
197927,Typhlocaris lethaea
198199,Caridina nilotica
198009,Palaemonetes mesopotamicus
198167,Dugastella marocana
197661,Troglocaris osterloffi
197723,Troglocaris bosnica
197742,Spelaeocaris hercegovinensis
197744,Palaemonetes turcorum
197798,Troglocaris neglecta
197804,Caridina serrata
197851,Dugastella valentina
197948,Caridina grandirostris
197986,Troglocaris planinensis
198006,Spelaeocaris pretneri
198039,Macrobrachium niloticum
198049,Spelaeocaris prasence
198142,Troglocaris kapelana
198194,Palaemonetes mesogenitor
198319,Gallocaris inermis
197595,Troglocaris jusbaschjani
197702,Typhlatya miravetensis
197882,Paratya boninensis
197884,Troglocaris fagei
197914,Caridina fossarum
197971,Macrobrachium shokitai
198008,Neocaridina ishigakiensis
198103,Neocaridina iriomotensis
198129,Neocaridina keunbaei
198166,Troglocaris ablaskiri
198290,Caridina rubella
198294,Troglocaris kutaissiana
198322,Paratya borealis
15886,Palaemonetes cummingi
198098,Palaemonetes texanus
21249,Syncaris pacifica
21250,Syncaris pasadenae
15885,Palaemonetes antrorum
15887,Palaemonias alabamae
15888,Palaemonias ganteri
198335,Calathaemon holthuisi
197596,Macrobrachium callirrhoe
197820,Caridina longidigita
197966,Macrobrachium clymene
197998,Edoneus marulas
197597,Caridina cucphuongensis
197605,Caridina pseudoserrata
197756,Caridina rubropunctata
197875,Caridina vietriensis
197947,Caridina flavilineata
198053,Macrobrachium trichodactylum
198226,Caridina uminensis
198267,Macrobrachium vietnamiense
198023,Macrobrachium purpureamanus
198067,Caridina macrophora
197580,Macrobrachium siwalikense
197866,Macrobrachium lar
197923,Caridina panikkari
197976,Macrobrachium nobilii
198131,Macrobrachium villosimanus
198158,Macrobrachium veliense
198325,Macrobrachium kistnense
198336,Macrobrachium sulcatus
197602,Macrobrachium birmanicum
197686,Macrobrachium cavernicola
197810,Macrobrachium banjarae
197863,Macrobrachium hendersodayanum
197893,Macrobrachium cacharense
197915,Macrobrachium kempi
197943,Macrobrachium indicum
197954,Macrobrachium gangeticum
197961,Macrobrachium manipurense
197964,Macrobrachium dayanum
197968,Macrobrachium andamanicum
197979,Macrobrachium johnsoni
198010,Macrobrachium hendersoni
198038,Macrobrachium canarae
198137,Macrobrachium elatum
197589,Caridina jiangxiensis
197645,Caridina baojingensis
197740,Macrobrachium venustum
197789,Macrobrachium hainanense
197814,Caridina spinipoda
197849,Caridina cornuta
197890,Caridina zhejiangensis
197900,Caridina amoyensis
197928,Caridina pingi
197991,Caridina longa
198014,Neocaridina spinosa
198021,Caridina pingioides
198037,Caridina crassipes
198060,Caridina cavalerieioides
198197,Caridina bamaensis
198224,Caridina brevispina
198306,Caridina tonkinensis
