iucn_sid,sciname
76235359,Callulops valvifer
76317548,Callulops fojaensis
76317623,Callulops yapenensis
57735,Callulops fuscus
190983,Austrochaperina minutissima
57666,Choerophryne laurini
57672,Choerophryne variegata
57799,Copiula pipiens
57824,Hylophorbus nigrinus
57825,Hylophorbus picoides
57828,Hylophorbus sextus
57829,Hylophorbus tetraphonus
57830,Hylophorbus wondiwoi
57734,Asterophrys eurydactyla
41202,Papurana daemeli
136020,Asterophrys pullifer
57869,Mantophryne lateralis
58049,Xenorhina similis
58552,Papurana aurata
50927833,Bolitoglossa morio
55887,Plectrohyla teuchestes
57644,Megophrys mangshanensis
57623,Scutiger tuberculatus
58871,Gracixalus medogensis
79123553,Pseudohynobius jinfo
135895,Litoria purpureolata
54948,Nymphargus balionotus
58041,Xenorhina zweifeli
194312,Bolitoglossa centenorum
55881,Plectrohyla pokomchi
61757,Incilius porteri
55882,Plectrohyla psiloderma
58630,Lithobates juliani
59167,Bolitoglossa helmrichi
61802,Craugastor campbelli
195401,Ingerophrynus ledongensis
195407,Paramesotriton longliensis
49328174,Bufo luchunnicus
54314315,Odorrana rotodora
54315247,Odorrana zhaoi
58750,Pseudorana weiningensis
58620,Pelophylax hubeiensis
58600,Pelophylax fukienensis
58629,Rana johnsi
59112,Liua shihi
57627,Leptobrachium leishanense
164370602,Odorrana schmackeri
57611,Scutiger gongshanensis
58697,Pelophylax plancyi
57603,Oreolalax weigoldi
88383875,Pachytriton brevipes
194962451,Paramesotriton chinensis
58544,Odorrana anlungensis
61841,Megophrys huangshanensis
136191,Pseudohynobius shuichengensis
59092,Hynobius chinensis
54580,Bufo aspinius
58872,Raorchestes menglaensis
78576349,Pseudohynobius guizhouensis
78456119,Megophrys popei
119243342,Amolops nyingchiensis
78519396,Megophrys acuta
78519846,Megophrys cheni
78519850,Megophrys jinggangensis
78520013,Megophrys lini
78520054,Megophrys obesa
78521671,Odorrana cangyuanensis
78532178,Paramesotriton zhijinensis
78585243,Rhacophorus laoshan
78586683,Tylototriton dabienicus
78586743,Tylototriton lizhenchangi
82462705,Bufo tuberospinius
88427958,Polypedates braueri
88990198,Zhangixalus leucofasciatus
145432634,Megophrys leishanensis
145432317,Megophrys ombrophila
149237287,Gracixalus tianlinensis
145403027,Megophrys insularis
145401474,Tylototriton anhuiensis
145402381,Megophrys lishuiensis
195406,Odorrana nanjiangensis
58444,Quasipaa yei
54582,Bufo bankorensis
57620,Scutiger pingwuensis
54257592,Odorrana huanggangensis
54314689,Odorrana yizhangensis
58751,Odorrana wuchuanensis
58335,Limnonectes fujianensis
58735,Pelophylax tenggerensis
58721,Odorrana sinica
135908,Hynobius maoershanensis
54449,Bombina orientalis
58803,Kurixalus idiootocus
58615,Odorrana hejiangensis
58608,Odorrana graminea
58648,Odorrana lungshengensis
206605010,Rana longicrus
58641,Odorrana leporipes
88383344,Pachyhynobius shangchengensis
57597,Oreolalax pingii
57600,Oreolalax rhodostigmatus
57590,Oreolalax jingdongensis
57589,Oreolalax granulosus
57592,Oreolalax lichuanensis
57591,Oreolalax liangbeiensis
54766,Bufo stejnegeri
54782,Bufo tuberculatus
57616,Scutiger muliensis
57613,Scutiger liupanensis
57612,Scutiger jiulongensis
57609,Scutiger chintingensis
57608,Scutiger brevipes
57601,Oreolalax rugosus
57602,Oreolalax schmidti
88970963,Rana sauteri
59028,Rhacophorus verrucopus
59484,Tylototriton kweichowensis
59485,Tylototriton shanjing
59005,Zhangixalus moltrechti
78518322,Leptobrachella liui
81656230,Nidirana adenopleura
55642,Hyla sanchiangensis
58572,Rana chensinensis
58573,Rana chevronta
58591,Glandirana emeljanovi
55682,Hyla tsinlingensis
55702,Hyla zhaopingensis
135778,Amolops caelumnoctis
58960,Zhangixalus nigropunctatus
58424,Quasipaa exilispinosa
58427,Quasipaa jiulongensis
58438,Quasipaa shini
88951965,Quasipaa spinosa
57849,Kaloula borealis
73727058,Kaloula nonggangensis
112693033,Zhangixalus pinglongensis
78518292,Leptobrachella laui
78521724,Odorrana tianmuii
78529967,Paramesotriton maolanensis
78586157,Scutiger wuguanfui
78587007,Tylototriton pseudoverrucosus
78587030,Tylototriton yangi
79101500,Paramesotriton wulingensis
79127648,Rana jiemuxiensis
79129190,Zhangixalus hongchibaensis
82410392,Liuixalus feii
88384145,Pachytriton inexpectatus
146057852,Buergeria otai
145406260,Zhangixalus lishuiensis
145419451,Zhangixalus zhoukaiyae
145401992,Rana dabieshanensis
145408862,Scutiger wanglangensis
149680223,Leptobrachella shangsiensis
145404677,Gracixalus guangdongensis
145404746,Gracixalus jinggangensis
150087273,Megophrys feii
145405002,Leptobrachella mangshanensis
145405617,Leptobrachella tengchongensis
145405709,Leptobrachella wuhuangmontis
145405935,Leptobrachella yunkaiensis
145401908,Nasutixalus medogensis
145406129,Odorrana kweichowensis
145400860,Nasutixalus yingjiangensis
145401778,Megophrys rubrimera
195403,Nanorana sichuanensis
58964,Zhangixalus puerensis
59213,Bolitoglossa synoria
58323,Liurana xizangensis
58245,Nanorana quadranus
58792,Feihyla palpebralis
58210,Amolops hongkongensis
58613,Odorrana hainanensis
57645,Megophrys medogensis
57648,Megophrys omeimontis
136062,Megophrys binchuanensis
59110,Pseudohynobius puxiongensis
79127313,Pseudohynobius flavomaculatus
58634,Odorrana kuangwuensis
57598,Oreolalax popei
58676,Odorrana nasuta
57599,Oreolalax puxiongensis
57594,Oreolalax multipunctatus
57593,Oreolalax major
57596,Oreolalax omeimontis
57595,Oreolalax nanjiangensis
57588,Oreolalax chuanbeiensis
57577,Leptobrachella ventripunctata
59022,Zhangixalus taipeianus
59443,Hypselotriton orphicus
175786387,Zhangixalus prasinatus
59439,Hypselotriton chenggongensis
57538,Megophrys chuannanensis
145401116,Tylototriton wenxianensis
59458,Paramesotriton fuzhongensis
59460,Paramesotriton hongkongensis
59102,Hynobius formosanus
59093,Hynobius sonani
135769,Rana hanluica
59090,Hynobius arisanensis
57897,Micryletta steinegeri
135800,Amolops daiyunensis
58974,Zhangixalus arvalis
58975,Zhangixalus aurantiventris
58431,Nanorana medogensis
58430,Nanorana maculosa
135870,Pseudohynobius kuankuoshuiensis
76317590,Amolops chayuensis
112688544,Paramesotriton aurantius
113770902,Nothophryne baylissi
149286221,Nothophryne unilurio
119243805,Leptobrachium tengchongense
78500586,Feihyla fuhua
78516708,Hynobius fucus
78516799,Hynobius glacialis
78516909,Hypselotriton glaucus
78528777,Pachytriton archospotus
78528792,Pachytriton changi
78528858,Pachytriton feii
78528868,Pachytriton moi
78531031,Paramesotriton qixilingensis
78531041,Paramesotriton yunwuensis
78586709,Tylototriton liuyangensis
79075338,Hypselotriton fudingensis
88095621,Zhangixalus wui
88383857,Pachytriton granulosus
89100526,Pachytriton xanthospilos
149286395,Nothophryne inagoensis
149286315,Nothophryne ribauensis
145432675,Scutiger tengchongensis
149776516,Hyperolius stictus
145405279,Leptobrachella purpurus
145405869,Leptobrachella yingjiangensis
145401912,Pachytriton wuguanfui
145401866,Pachytriton airobranchiatus
152335940,Amolops mengdingensis
152336041,Amolops shuichengicus
152340346,Leptobrachella bijie
152341174,Leptobrachella purpuraventra
58038,Xenorhina schiefenhoeveli
136121,Xenorhina varia
136056,Zhangixalus yinggelingensis
195408,Megophrys sangzhiensis
59085,Batrachuperus pinchonii
58226,Odorrana tormota
58321,Ingerana reticulata
58334,Limnonectes fragilis
58738,Glandirana tientaiensis
58724,Hylarana spinulosa
58784,Buergeria oxycephala
58248,Nanorana unculuanus
58227,Amolops torrentis
58228,Amolops tuberodepressus
58209,Amolops hainanensis
152339072,Amolops loloensis
57654,Megophrys shuichengensis
57656,Megophrys wawuensis
57634,Megophrys caudoprocta
54872,Parapelophryne scalpta
59106,Hynobius yiwuensis
59113,Liua tsinpaensis
58666,Glandirana minima
57625,Leptobrachium boringii
59445,Hypselotriton wolterstorffi
59483,Tylototriton hainanensis
59486,Tylototriton taliangensis
61880,Liuixalus hainanus
57553,Leptobrachium hainanense
61863,Amolops medogensis
57561,Leptobrachella alpina
59088,Batrachuperus yenyuanensis
173043067,Batrachuperus tibetanus
59089,Hynobius amjiensis
58880,Liuixalus ocellatus
77343283,Nidirana hainanensis
119243256,Amolops albispinus
78494566,Echinotriton maxiquadratus
78519453,Megophrys baolongensis
78519813,Megophrys binlingensis
78520071,Megophrys tuberogranulata
78520818,Nanorana kangxianensis
79721674,Hypselotriton yunnanensis
145432772,Amolops yatseni
145404522,Amolops wenshanensis
145404583,Amolops yunkaiensis
145400418,Rana luanchuanensis
149685795,Liurana vallecula
54586,Poyntonophrynus beiranus
57943,Sphenophryne crassa
58212,Amolops jinjiangensis
58213,Amolops xinduqiao
58217,Amolops lifanensis
59084,Batrachuperus londongensis
59135,Bolitoglossa adspersa
58037,Xenorhina scheepstrai
55774,Nyctimystes humeralis
59170,Bolitoglossa hypacra
54312717,Odorrana macrotympana
59527,Caecilia subdermalis
161756,Bombina maxima
55711,Litoria brongersmai
61867,Cornufer mamusiorum
56289,Hyperolius thomensis
56275,Leptopelis palmatus
58686,Rana omeimontis
76229259,Austrochaperina alexanderi
76317583,Callulops omnistriatus
57709,Barygenys nana
55124,Rheobates palmatus
55136,Rheobates pseudopalmatus
56993,Pristimantis tamsitti
58024,Xenorhina anorbis
58514,Ptychadena newtoni
59192,Bolitoglossa pandi
59592,Schistometopum thomense
57743,Asterophrys slateri
121384357,Megophrys liboensis
57683,Asterophrys turpicola
175535,Phrynobatrachus chukuchuku
89186612,Liuixalus shiwandashan
48150057,Petropedetes parkeri
58448,Cornufer aculeodactylus
79075487,Boana alfaroi
56413,Craugastor anciano
176287,Petropedetes vulpiae
58081,Petropedetes newtonii
113770157,Nothophryne broadleyi
79938473,Leptopelis modestus
134122323,Pelophryne brevipes
150530713,Pelophryne signata
78584643,Rana culaiensis
54994,Rulyrana spiculata
54751,Rhinella rubropunctata
58476,Cornufer pelewensis
121384906,Bolitoglossa yariguiensis
55296,Triprion spinosus
51146806,Oedipina petiola
55910,Ptychohyla euthysanota
56051,Triprion petasatus
59188,Bolitoglossa occidentalis
54601,Incilius campbelli
113887668,Oedipina stuarti
135965,Craugastor cyanochthebius
112686503,Oedipina kasios
78521187,Nototriton mime
78521935,Oedipina leptopoda
78522005,Oedipina quadra
78459186,Cryptotriton necopinus
51061249,Oedipina taylori
51061021,Nototriton picucha
51061032,Nototriton tomamorum
54690,Incilius leucomyos
55435,Plectrohyla catracha
56442,Craugastor aurilegulus
59149,Bolitoglossa conanti
59156,Bolitoglossa dofleini
59197,Bolitoglossa porrasorum
59241,Dendrotriton sanctibarbarus
149844113,Nototriton barbouri
149335691,Oedipina gephyra
136148,Bromeliohyla melacaena
112686106,Oedipina capitalina
112686840,Nototriton nelsoni
112686960,Nototriton oreadorum
143844904,Lithobates lenca
77345717,Bolitoglossa cataguana
143828186,Craugastor castanedai
143844130,Craugastor gutschei
121383401,Plectrohyla guatemalensis
143827978,Craugastor laticeps
54486,Rhinella chrysophora
55311,Duellmanohyla salvavida
55516,Plectrohyla insolita
55872,Plectrohyla chrysopleura
55873,Plectrohyla dasypus
55874,Plectrohyla exquisita
56513,Craugastor chrysozetetes
56537,Craugastor cruzi
56579,Craugastor emleni
56582,Craugastor epochthidius
56598,Craugastor fecundus
56761,Craugastor merendonensis
56765,Craugastor milesi
56807,Craugastor olanchano
56942,Craugastor saltuarius
56976,Craugastor stadelmani
59143,Bolitoglossa carri
170622240,Bolitoglossa celaque
59153,Bolitoglossa diaphora
59174,Bolitoglossa longissima
61900,Bolitoglossa oresbia
136010,Oedipina tomasi
121382794,Plectrohyla calvata
61545710,Cryptotriton nasalis
56516,Craugastor coffeus
56810,Craugastor omoaensis
59152,Bolitoglossa decora
59296,Nototriton lignicola
59297,Nototriton limnospectator
55861,Agalychnis psilopygion
143847482,Smilisca manisorum
56838,Craugastor pechorum
49328834,Bufo menglianus
55131,Hyloxalus picachos
56802,Pristimantis ocellatus
55078,Hyloxalus excisus
57802,Ctenophryne minor
59644,Epicrionops parkeri
89186670,Cardioglossa congolia
58954,Taruga longinasus
56454,Pristimantis batrachites
55101,Ectopoglossus lacrimosus
54505,Atelopus elegans
152260202,Hyloxalus chocoensis
58727,Odorrana swinhoana
54955,Nymphargus cristinae
56897,Pristimantis racemus
56820,Pristimantis paisa
55057,Hyloxalus breviquartus
55364,Gastrotheca weinlandii
55436,Hyloscirtus caucanus
54547,Atelopus sanjosei
59522,Caecilia occidentalis
55190,Oophaga lehmanni
144232525,Oophaga solanensis
144232997,Oophaga anchicayensis
144233018,Oophaga andresi
144231367,Oophaga histrionica
54602,Incilius canaliferus
56937,Craugastor rupinius
61800,Alsodes igneus
56924,Pristimantis roseus
55525,Scinax karenanneae
56837,Pristimantis paululus
54436,Leptodactylodon perreti
59524,Caecilia pachynema
54984,Cochranella ramirezi
55158,Colostethus thorntoni
55079,Hyloxalus faciopunctulatus
59515,Caecilia guntheri
54899,Wolterstorffina parvipalmata
58125,Phrynobatrachus manengoubensis
89256663,Xenopus calcaratus
89256756,Xenopus tropicalis
54429,Leptodactylodon blanci
59175,Bolitoglossa lozanoi
59195,Bolitoglossa phalarosoma
17518,Cornufer vitianus
58484,Cornufer vitiensis
114139483,Pristimantis leopardus
59508,Caecilia corpulenta
59510,Caecilia degenerata
59532,Caecilia thompsoni
55073,Leucostethus dysprosium
56628,Pristimantis grandiceps
54619,Rhinella cristinae
56716,Pristimantis leucopus
54919,Centrolene hybrida
56990,Pristimantis taciturnus
55141,Allobates ranoides
55468,Hyloscirtus denticulentus
55601,Hyloscirtus piceigularis
136098,Allobates niputidea
135823,Pristimantis zoilae
89251013,Phrynobatrachus mayokoensis
141556924,Alsodes australis
54918,Centrolene huilensis
54926,Centrolene medemi
54923,Cochranella litoralis
56589,Pristimantis esmeraldas
54977,Nymphargus oreonympha
55860,Callimedusa perinesos
135738,Espadarana callistomma
138045255,Leptophryne cruentata
76317556,Xenopus poweri
135903,Nymphargus vicenteruedai
89257078,Xenopus mellotropicalis
76317605,Xenopus petersii
56147,Hyperolius kibarae
58068,Cacosternum leleupi
56184,Hyperolius polystictus
59507,Caecilia caribea
121383673,Ansonia khaochangensis
138004865,Ectopoglossus saxatilis
76500250,Cardioglossa leucomystax
5263,Conraua goliath
56198,Hyperolius riggenbachi
138004852,Ectopoglossus absconditus
74724619,Phrynobatrachus steindachneri
89256998,Xenopus eysoole
56640,Diasporus gularis
57936,Oreophryne zimmeri
54871,Pelophryne rhopophilia
55418,Hyloscirtus bogotensis
178176,Morerella cyanophthalma
55094,Colostethus imbricolus
59198,Bolitoglossa ramosi
54397,Arthroleptis aureoli
54894,Werneria mertensiana
88299272,Craugastor longirostris
89117408,Dendropsophus molitor
55132,Hyloxalus pinguis
45477112,Alsodes coppingeri
56788,Pristimantis nervicus
56424,Diasporus anthrax
136189,Pristimantis carlossanchezi
56734,Pristimantis lutitus
55140,Hyloxalus ramosi
136022,Tachiramantis padrecarlosi
55848,Agalychnis danieli
125184151,Sachatamia electrops
78499081,Epipedobates boulengeri
59642,Epicrionops marmoratus
56647,Pristimantis hectus
56704,Pristimantis laticlavius
55524,Nesorohyla kanaima
138037908,Leptophryne javanica
135818,Odorrana monjerai
54627,Firouzophrynus dhufarensis
57353,Telmatobius oxycephalus
196453,Ceuthomantis smaragdinus
79101443,Osteocephalus cannatellai
59585,Oscaecilia polyzona
58368,Limnonectes tweediei
4055,Calyptocephalella gayi
57112,Lepidobatrachus llanensis
154030581,Chiasmocleis albopunctata
134817177,Physalaemus carrizorum
57929,Oreophryne rookmaakeri
12776,Mantella aurantiaca
55064,Hyloxalus cepedai
58619,Rana huanrensis
21584,Telmatobius peruvianus
88991897,Rhinella arequipensis
54463,Rhaebo olallai
54564,Rhinella achalensis
200645,Telmatobius rubigo
57811,Elachistocleis skotogaster
136067,Leptobrachella fuliginosa
54461,Rhaebo atelopoides
54976,Sachatamia orejuela
78017839,Bufo gargarizans
56783,Pristimantis myops
56885,Pristimantis ptochus
55076,Silverstoneia erasmios
61903,Karsenia koreana
58831,Philautus cinerascens
88299330,Craugastor raniformis
77318469,Andinobates geminisae
54993,Centrolene solitaria
54952,Nymphargus chami
56399,Pristimantis aemulatus
56523,Pristimantis corniger
56448,Pristimantis baiotis
56580,Pristimantis epacrus
54968,Nymphargus luteopunctatus
54995,Nymphargus spilotus
56843,Pristimantis peraticus
56846,Pristimantis permixtus
56959,Pristimantis scopaeus
57059,Pristimantis xestus
61817,Pristimantis polemistes
59633,Ichthyophis singaporensis
120045943,Pristimantis dorado
59169,Bolitoglossa hiemalis
55139,Leucostethus ramirezi
55056,Leucostethus brachistriatus
56542,Tachiramantis cuentasi
56439,Pristimantis aurantiguttatus
56572,Pristimantis duende
54884,Rhinella truebae
57058,Pristimantis xeniolum
55041,Hyloxalus abditaurantius
59640,Epicrionops columbianus
121384513,Andinobates victimatus
125188592,Nymphargus caucanus
57021,Pristimantis uisae
57043,Pristimantis viejas
57219,Niceforonia nana
55584,Dendropsophus padreluna
46255725,Leptobrachium kanowitense
89183610,Leptobrachella mjobergi
55215,Ameerega bilinguis
932,Alsodes vanzolinii
18435652,Oreobates barituensis
128381917,Sanguirana acai
58856,Philautus ingeri
50922818,Rhinella centralis
55201,Oophaga speciosa
55209,Oophaga vicentei
85341796,Ecnomiohyla rabborum
58161,Pipa myersi
87738595,Pristimantis omeviridis
87738643,Pristimantis enigmaticus
54876,Rhinella festae
56818,Pristimantis orphnolaimus
8375,Eupsophus insularis
56883,Pristimantis pseudoacuminatus
57012,Pristimantis trachyblepharis
17548,Platymantis panayensis
54514,Atelopus glyphus
54497,Atelopus certus
54520,Atelopus limosus
54563,Atelopus zeteki
79129409,Leptomantis pseudacutirostris
82490986,Amazophrynella matses
59639,Epicrionops bicolor
61823,Gastrotheca ossilaginis
56779,Pristimantis muscosus
43340078,Ichthyophis lakimi
136146,Chiasmocleis magnova
18435550,Atelopus podocarpus
107282713,Pristimantis iiap
86466371,Ansonia lumut
61840,Leptobrachella kajangensis
79681353,Leptobrachella kecil
125163680,Pelophryne penrissenensis
56026,Stefania evansi
57173,Leptodactylus ventrimaculatus
55107,Epipedobates machalilla
54539,Atelopus peruensis
57345,Telmatobius intermedius
54959,Cochranella euhystrix
29415,Boana palaestes
54487,Atelopus andinus
54503,Atelopus dimorphus
54615,Nannophryne cophotis
54891,Truebella skoptes
54917,Centrolene hesperia
54979,Nymphargus phenax
55114,Allobates melanolaemus
55213,Epipedobates anthonyi
55320,Gastrotheca abdita
56479,Pristimantis bromeliaceus
56956,Pristimantis scitulus
59582,Oscaecilia koepckeorum
164792,Pristimantis spectabilis
107282592,Hyloscirtus diabolus
112688758,Gastrotheca spectabilis
57548,Leptobrachella serasanae
54922,Centrolene lemniscata
59612,Ichthyophis biangularis
55116,Hyloxalus mittermeieri
55133,Colostethus poecilonotus
185800,Hyloxalus sordidatus
55123,Allobates ornatus
54546,Atelopus reticulatus
54905,Centrolene azulae
55093,Hyloxalus idiomelus
56384,Edalorhina nasuta
56430,Niceforonia araiodactyla
61824,Gastrotheca phalarosa
135890,Atelopus pyrodactylus
136012,Pristimantis amydrotus
158466,Atelopus eusebiodiazi
185796,Hyloxalus eleutherodactylus
185797,Hyloxalus insulatus
185798,Hyloxalus leucophaeus
78458868,Cochranella guayasamini
78548402,Pristimantis mariaelenae
78554375,Pristimantis stipa
78586413,Telmatobius ventriflavum
78903218,Chimerella corleone
185795,Hyloxalus aeruginosus
78926514,Hyalinobatrachium anachoretus
78500935,Gastrotheca dysprosita
111351516,Lynchius tabaconas
111351611,Tepuihyla shushupe
112688840,Gastrotheca oresbios
55351,Gastrotheca pacchamama
57852,Kaloula kokacii
41231,Limnonectes leytensis
59518,Caecilia leucocephala
59521,Caecilia nigricans
77186357,Allobates amissibilis
54981,Nymphargus posadae
78459348,Dendropsophus frosti
135771,Teratohyla amelie
56023,Stefania ackawaio
58851,Philautus gunungensis
58623,Sanguirana igorota
58650,Sanguirana luzonensis
57217,Niceforonia lucida
78538635,Pristimantis bustamante
58658,Pulchrana mangyanum
58669,Pulchrana moellendorffi
17520,Platymantis spelaeus
17524,Platymantis banahao
17537,Platymantis levigatus
17546,Platymantis negrosensis
17558,Platymantis subterrestris
26438,Philautus leitensis
29450,Platymantis pygmaeus
29451,Platymantis naomii
40799,Limnonectes diuatus
41225,Occidozyga diminutiva
41232,Limnonectes visayanus
54475,Ansonia mcgregori
54477,Ansonia muelleri
54868,Pelophryne lighti
57889,Nanohyla petrigena
58326,Limnonectes acanthi
58350,Limnonectes macrocephalus
58353,Limnonectes magnus
58462,Platymantis indeprensus
58464,Platymantis luzonensis
58477,Platymantis pseudodorsalis
58481,Platymantis sierramadrensis
58720,Pulchrana similis
58809,Philautus acutirostris
178599110,Kurixalus appendiculatus
187833,Philautus davidlabangi
58458,Platymantis dorsalis
58456,Platymantis corrugatus
41234,Limnonectes woodworthi
54734,Ingerophrynus philippinicus
57854,Kaloula picta
58294,Fejervarya vittigera
58362,Limnonectes palavanensis
138097048,Occidozyga laevis
58709,Sanguirana sanguinea
58921,Philautus surdus
79128770,Leptomantis belalongensis
55075,Hyloxalus elachyhistus
78163103,Espadarana audax
56341,Ceratophrys stolzmanni
136021,Microkayla boettgeri
88380390,Nymphargus mariae
89255144,Phrynopus valquii
47005754,Microhyla borneensis
79076955,Leptobrachella gracilis
79102536,Polypedates otilophus
79681770,Leptomantis gauni
54676,Phrynoidis juxtasper
57556,Leptobrachium montanum
57872,Metaphrynella sundana
57888,Nanohyla perparva
58365,Occidozyga rhacoda
58371,Meristogenys kinabaluensis
58375,Meristogenys poecilus
58761,Staurois latopalmatus
58763,Staurois tuberilinguis
58990,Zhangixalus dulitensis
58994,Leptomantis fasciatus
58997,Leptomantis harrissoni
59020,Leptomantis rufipes
114108750,Rentapia everetti
58370,Meristogenys jerboa
58977,Rhacophorus baluensis
88416812,Pelophryne guentheri
42862554,Pelophryne saravacensis
47005729,Microhyla malang
56350253,Staurois guttatus
55370,Hemiphractus proboscideus
135759,Staurois parvus
58406,Occidozyga baluensis
58854,Philautus hosii
58861,Philautus kerangae
88322364,Leptobrachella hamidi
88320892,Leptobrachella marmorata
79101554,Philautus juliandringi
79129053,Rhacophorus borneensis
58836,Philautus disgregus
58891,Philautus refugii
58930,Philautus umbra
159222,Pelophryne murudensis
159223,Pelophryne linanitensis
89250933,Meristogenys penrissenensis
125189785,Phrynopus inti
42858815,Ansonia echinata
46255703,Leptobrachium ingeri
79076602,Leptobrachella dringi
79096095,Meristogenys amoropalamus
191007,Chalcorana megalonesa
57723,Glyphoglossus brooksii
57835,Kalophrynus eok
58343,Limnonectes kenepaiensis
58372,Meristogenys macrophthalmus
79076151,Kalophrynus barioensis
114114723,Philautus mjobergi
114115409,Kalophrynus meizon
114116034,Limnonectes hikidai
54464,Ansonia albomaculata
57542,Leptobrachella baluensis
57836,Kalophrynus heterochirus
57838,Kalophrynus intermedius
57847,Kalophrynus subterrestris
58340,Limnonectes ibanorum
58341,Limnonectes ingeri
79694187,Philautus macroscelis
89255456,Limnonectes sinuatodorsalis
89183567,Leptobrachella juliandringi
79076429,Leptobrachella fritinniens
79076234,Leptobrachium kantonishikawai
79129400,Leptomantis penanorum
88333681,Kalophrynus punctatus
57547,Leptobrachella parva
58810,Philautus acutus
58923,Philautus tectus
54472,Ansonia leptopus
79076344,Leptobrachium abbotti
79935161,Alcalus baluensis
54791,Rhinella vellardi
56844,Pristimantis percnopterus
78584984,Glyphoglossus capsus
78901981,Ansonia vidua
79934933,Alcalus sariba
57724,Glyphoglossus flavus
57726,Glyphoglossus smithi
114107105,Ansonia teneritas
54469,Ansonia hanitschi
54471,Ansonia latidisca
54473,Ansonia longidigita
54476,Ansonia minuta
54483,Ansonia spinulifer
57578,Megophrys edwardinae
58302,Huia cavitympanum
58999,Feihyla kajau
88332834,Kalophrynus calciphilus
57818,Gastrophrynoides borneensis
54715,Rhinella nesiotes
54608,Rhinella chavin
54892,Truebella tothastes
55128,Hyloxalus patitae
136105,Pristimantis adiastolus
2645,Telmatobius macrostomus
59604,Ichthyophis nigroflavus
59615,Ichthyophis dulitensis
59627,Ichthyophis monochrous
79076105,Ichthyophis pauli
125200843,Anomaloglossus degranvillei
77319999,Anomaloglossus leopardus
77320262,Anomaloglossus surinamensis
125200267,Anomaloglossus blanci
125200559,Anomaloglossus dewynteri
56329,Telmatobius brachydactylus
59608,Ichthyophis atricollaris
59641,Epicrionops lativittatus
57227,Pristimantis simonsii
78968353,Hyloxalus italoi
107283970,Pristimantis pulchridormientes
135968,Chimerella mariaelenae
55045,Hyloxalus alessandroi
54536,Atelopus pachydermus
56319,Alsodes pehuenche
55052,Anomaloglossus beebei
54685,Ingerophrynus kumquat
135783,Polypedates chlorophthalmus
114114587,Philautus nephophilus
88095502,Limnonectes cintalubang
138101767,Occidozyga sumatrana
79101579,Philautus longicrus
79096537,Meristogenys whiteheadi
79129515,Leptomantis angulirostris
54741,Ingerophrynus quadriporcatus
54874,Pseudobufo subasper
59037,Theloderma leporosum
57871,Metaphrynella pollicaris
58556,Pulchrana banjarana
58333,Limnonectes finchi
58348,Limnonectes leporinus
58373,Meristogenys orphnocnemis
79096177,Meristogenys maryatiae
79095598,Meristogenys dyscritus
128714306,Pelophryne misera
57546,Leptobrachella palmata
57579,Megophrys kobayashii
57884,Microhyla maculifera
58814,Philautus amoenus
58818,Philautus aurantium
58824,Philautus bunitus
58838,Philautus erythrophthalmus
58899,Philautus saueri
46980343,Kalophrynus tiomanensis
46981005,Kalophrynus yongi
73727026,Kaloula latidisca
83522223,Limnonectes deinodon
86466456,Limnonectes selatan
86466504,Limnonectes utara
57894,Microhyla superciliaris
57887,Microhyla palmipes
57843,Kalophrynus palmatissimus
58361,Limnonectes nitidus
78929632,Pulchrana centropeninsularis
79076712,Leptobrachella platycephala
135802,Ingerophrynus gollum
57846,Kalophrynus robinsoni
57875,Nanohyla annectens
54468,Ansonia guibei
58352,Limnonectes macrognathus
58338,Limnonectes hascheanus
54479,Ansonia penangensis
158636,Ansonia latiffi
135841,Ansonia latirostra
61846,Glyphoglossus minutus
58286,Fejervarya pulla
135905,Ansonia endauensis
158637,Ansonia jeetsukumarani
78903336,Rohanixalus marginis
57573,Leptobrachella picta
79076469,Leptobrachella sabahmontana
125160424,Hylarana nazgul
125164376,Ansonia smeagol
56315,Alsodes hugoi
59645,Epicrionops peruvianus
56323,Atelognathus patagonicus
89108544,Rana coreana
45477278,Alsodes gargola
58780,Tomopterna tandyi
54818,Melanophryniscus cupreuscapularis
57187,Odontophrynus barrioi
57193,Odontophrynus occidentalis
57185,Odontophrynus achalensis
54652,Rhinella gnustae
57189,Odontophrynus cordobae
58059,Anhydrophryne hewitti
55154,Hyloxalus sylvaticus
55162,Hyloxalus utcubambensis
185801,Hyloxalus spilotogaster
185802,Hyloxalus craspedoceps
89187170,Chirixalus trilaksonoi
56443,Pristimantis avicuporum
57204,Ctenophryne carpish
57223,Oreobates pereger
55352,Gastrotheca peruana
55360,Gastrotheca stictopleura
55983,Scinax oreites
56431,Pristimantis ardalonychus
56435,Pristimantis atrabracus
56503,Pristimantis ceuthospilus
56517,Pristimantis colodactylus
56520,Pristimantis condor
56539,Pristimantis cryptomelas
56610,Pristimantis galdi
56669,Pristimantis infraguttatus
56722,Pristimantis lirellus
56763,Pristimantis metabates
56833,Pristimantis pataikos
56839,Pristimantis pecki
56850,Pristimantis petrobardus
56911,Pristimantis rhodoplichus
56932,Pristimantis rufioculis
56953,Pristimantis schultei
57055,Pristimantis wiensi
57208,Niceforonia fallaciosa
57209,Lynchius flavomaculatus
57220,Lynchius nebulanastes
57221,Lynchius parkeri
57234,Phyllonastes lynchi
61826,Gastrotheca zeugocystis
