iucn_sid,habs,max_depth
22697997,"9_1, 10_1",200 m +
22698001,"9_1, 10_1",200 m +
22698005,"9_1, 10_1, 13_1",200 m +
22698012,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22698017,"9_1, 10_1",200 m +
22698020,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22698027,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22698030,"9_1, 10_1",200 m +
22698035,"9_1, 10_1",200 m +
22698039,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 10_3",deep oceanic
22698042,"9_1, 10_1",200 m +
22698049,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22698055,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22698062,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1",200 m +
22698080,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22698084,"9_1, 10_1",200 m +
22698088,"9_1, 10_1, 13_1",200 m +
22698092,"9_1, 10_1",200 m +
22698097,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22698102,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22698106,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 13_1",200 m +
22698114,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 13_1",200 m +
22698119,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1",200 m +
22698124,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22698128,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 13_1",200 m +
22698132,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 12_2, 12_3, 13_1",200 m +
22698136,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22698140,"9_1, 10_1",200 m +
22698150,"9_1, 10_1",200 m +
22698155,"9_1, 10_1",200 m +
22698159,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22698172,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22698175,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22698182,"9_1, 10_1, 13_1",200 m +
22698188,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22698195,"9_1, 10_1, 10_3, 10_4",deep oceanic
22698201,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22698209,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22698216,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22698222,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22698226,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22698230,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 13_1",200 m +
22698235,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22698246,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22698249,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 13_1",200 m +
22698252,"9_1, 10_1",200 m +
22698267,"9_1, 13_1",< 200 m
22698272,"9_1, 13_1",< 200 m
22698277,"9_1, 10_1",200 m +
22698280,"9_1, 10_1, 13_1",200 m +
22698288,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22698300,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22698305,"9_1, 10_1",200 m +
22698310,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22698314,"9_1, 10_1",200 m +
22698320,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1",200 m +
22698335,"9_1, 10_1, 10_3, 10_4, 13_1",deep oceanic
22698350,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 10_3, 10_4, 12_1, 12_2, 12_3",deep oceanic
22698365,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 10_3, 10_4, 12_1, 12_2, 12_3",deep oceanic
22698375,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 10_1, 10_2, 13_1",200 m +
22698388,"9_1, 10_1, 13_1",200 m +
22698393,"9_1, 10_1, 13_1",200 m +
22698398,"9_1, 10_1, 13_1",200 m +
22698425,"9_1, 10_1, 13_1",200 m +
22698431,"9_1, 10_1, 13_1",200 m +
22698436,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 13_1",200 m +
22698442,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22698448,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22698453,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 12_2, 12_3, 13_1",200 m +
22698459,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22698465,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 13_1",200 m +
22698471,"9_1, 10_1, 12_1, 13_1",200 m +
22698477,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 13_1",200 m +
22698485,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22698496,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 13_1",200 m +
22698520,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22698530,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22698535,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22698543,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22698548,"9_1, 10_1, 13_1",200 m +
22698557,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 13_1",200 m +
22698562,"9_1, 10_1",200 m +
22698567,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22698572,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22700142,"12_1, 12_2, 12_3, 12_6",< 20 m
22700321,12_2,< 20 m
22702103,"12_1, 12_6",< 20 m
22702107,"12_1, 12_6",< 20 m
22704484,"12_1, 12_2, 12_3, 12_5, 12_6",< 20 m
22704600,12_5,< 20 m
22704604,12_5,< 20 m
22705499,12_5,< 20 m
22705916,"12_1, 12_6, 13_1",< 20 m
22705929,13_1,unknown
22705986,"12_1, 12_2, 12_3, 12_6, 13_1",< 20 m
22705993,"12_1, 12_2, 12_3, 12_6",< 20 m
22705999,"12_1, 12_2, 12_3, 12_6",< 20 m
22706016,"12_1, 12_2, 12_3, 12_4, 12_6, 13_1",< 20 m
22706033,"12_1, 12_2, 12_3, 12_6, 13_1",< 20 m
22708286,13_1,unknown
22708541,12_1,< 20 m
22709707,12_5,< 20 m
22710051,13_1,unknown
22710259,13_1,unknown
22710333,12_2,< 20 m
22710836,13_1,unknown
22710886,12_5,< 20 m
22711374,12_5,< 20 m
22712065,12_2,< 20 m
22712077,12_4,< 20 m
22712198,"12_1, 12_2, 12_3, 13_1",< 20 m
22712216,13_1,unknown
22712266,"12_1, 12_2, 12_3, 12_6",< 20 m
22712294,13_1,unknown
22713491,12_5,< 20 m
22713519,12_5,< 20 m
22713615,12_5,< 20 m
22715501,12_5,< 20 m
22716364,12_5,< 20 m
22716971,12_5,< 20 m
22716976,12_5,< 20 m
22716984,12_5,< 20 m
22717336,"12_2, 12_3",< 20 m
22717383,"12_2, 12_3",< 20 m
22717424,"12_4, 12_5",< 20 m
22717428,12_6,< 20 m
22717434,12_2,< 20 m
22717629,12_5,< 20 m
22718187,12_1,< 20 m
22718194,13_1,unknown
22718348,"12_1, 12_2, 12_3, 12_6",< 20 m
22718371,"12_1, 12_2, 12_3, 12_6",< 20 m
22718375,"12_1, 12_2, 12_3, 12_6",< 20 m
22718379,12_5,< 20 m
22718414,"12_1, 12_6",< 20 m
22718556,"12_1, 12_2, 12_3, 12_5, 12_6",< 20 m
22718560,12_4,< 20 m
22718567,"12_1, 12_6, 13_1",< 20 m
22718575,"12_1, 12_2, 12_3, 12_4, 12_6",< 20 m
22718588,"12_1, 12_6",< 20 m
22718770,12_5,< 20 m
22720722,"12_1, 12_6",< 20 m
22721016,12_5,< 20 m
22721033,12_5,< 20 m
22721043,"12_3, 12_5, 13_1",< 20 m
22721046,"12_1, 12_2, 12_3, 12_6, 13_1",< 20 m
22721058,"12_2, 12_5",< 20 m
22721115,"12_2, 12_3, 12_5, 13_1",< 20 m
22721123,12_5,< 20 m
22721129,12_5,< 20 m
22721836,12_5,< 20 m
22724178,12_5,< 20 m
22724271,"12_1, 12_6",< 20 m
22724323,"12_2, 12_3, 12_6",< 20 m
22724326,"12_1, 12_2",< 20 m
22724332,"12_2, 12_3, 12_6",< 20 m
22724580,"12_1, 12_2",< 20 m
22724836,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9",< 200 m
22724845,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9",< 200 m
22724879,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9",< 200 m
22725033,"9_10, 12_2, 12_3, 12_4, 12_5",< 200 m
22725660,"12_1, 12_2, 12_3, 12_6, 13_1",< 20 m
22725672,"12_1, 12_2, 12_3, 12_6, 13_1",< 20 m
22725846,"12_1, 12_2, 12_3, 12_4",< 20 m
22725856,"12_1, 12_2, 12_3, 12_4",< 20 m
22727255,"9_10, 12_4",< 200 m
22727265,"9_10, 12_4",< 200 m
22727471,"12_2, 12_3",< 20 m
22727481,"12_2, 12_3",< 20 m
22727487,"9_10, 12_2, 12_3, 12_4, 12_5",< 200 m
22727668,"9_10, 12_4, 12_5",< 200 m
22727677,"9_10, 12_4, 12_5",< 200 m
22727683,"9_10, 12_4, 12_5",< 200 m
22727746,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22727750,9_10,< 200 m
22727757,9_10,< 200 m
22727969,"9_10, 12_4",< 200 m
22728011,"10_1, 10_2",200 m +
22728182,"12_4, 12_5",< 20 m
22728303,12_2,< 20 m
22728318,"9_1, 10_1",200 m +
22728323,"9_1, 10_1",200 m +
22728328,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22728349,"9_1, 10_1, 13_1",200 m +
22728364,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22728372,"9_1, 10_1, 13_1",200 m +
22728393,12_5,< 20 m
22728432,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22728437,"9_1, 10_1",200 m +
22728442,"9_1, 10_1",200 m +
22728596,12_4,< 20 m
22728621,"12_1, 12_2, 12_3, 12_4, 12_5, 12_6, 13_1",< 20 m
22728800,"9_1, 10_1, 10_2",200 m +
22728804,"9_1, 10_1, 10_2, 10_3",deep oceanic
22728808,"9_1, 10_1, 10_2",200 m +
22728950,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9",< 200 m
22728990,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22729000,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22729148,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22729421,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2",200 m +
22729498,12_5,< 20 m
22729604,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22729609,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22729686,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 13_1",< 200 m
22729692,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8_5, 9_8_6, 9_10, 12_1, 12_2, 12_3, 12_4, 12_5, 12_6, 13_1",< 200 m
22729867,9_10,< 200 m
22729877,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_1, 12_6, 13_1",< 200 m
22731577,12_5,< 20 m
22731855,"9_10, 12_4",< 200 m
22731986,"12_1, 12_2, 12_3, 12_6, 13_1",< 20 m
22732244,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 13_1",200 m +
22732425,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9",< 200 m
22733705,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22733821,"12_1, 12_2, 12_3, 12_6",< 20 m
22733979,"9_1, 13_1",< 200 m
22733989,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 9_10, 10_1, 10_2, 12_1, 12_2, 12_3, 13_1",200 m +
22734070,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
22734194,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9",< 200 m
22734408,"9_1, 10_1, 12_1, 13_1",200 m +
22734928,"12_1, 12_2, 12_3, 12_6, 13_1",< 20 m
22735250,"9_1, 10_1, 12_1, 13_1",200 m +
22735287,"12_1, 12_2",< 20 m
22735514,12_4,< 20 m
22735615,"9_10, 12_2, 12_3, 12_4",< 200 m
22735624,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 13_1",200 m +
22735692,12_5,< 20 m
22735766,12_5,< 20 m
22735810,12_5,< 20 m
22735929,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 12_2, 13_1",< 200 m
22736135,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1",200 m +
22736173,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_2, 12_3",200 m +
22736215,12_2,< 20 m
42483534,12_1,< 20 m
42483559,12_1,< 20 m
42492897,12_2,< 20 m
42564343,"9_1, 9_4, 9_6, 9_8, 9_10",< 200 m
42566169,"9_4, 9_8_4, 9_8, 9_10, 10_1",200 m +
42568145,"9_2, 9_3, 9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
42830204,9_5,< 200 m
42830213,"10_2, 10_3",deep oceanic
42830223,"10_2, 10_3",deep oceanic
42830236,"10_1, 10_2, 10_3",deep oceanic
42830239,"10_2, 10_3",deep oceanic
42830242,"9_4, 9_10, 12_2",< 200 m
42830251,"10_2, 10_3",deep oceanic
42830260,"10_2, 10_3",deep oceanic
42830277,"10_2, 10_3",deep oceanic
42830286,"10_2, 10_3",deep oceanic
42830291,11_1_2,200 m +
42830689,"9_2, 9_4",< 200 m
42874318,9_1,< 200 m
43212440,9_10,< 200 m
43270317,9_4,< 200 m
44392286,13_1,unknown
44392335,12_4,< 20 m
44392784,12_1,< 20 m
44392794,13_1,unknown
44392837,"12_4, 12_5",< 20 m
44393076,13_1,unknown
44393442,13_1,unknown
44393582,"12_4, 12_5",< 20 m
44577203,13_1,unknown
44579049,13_1,unknown
44579631,13_1,unknown
44579781,12_2,< 20 m
44600532,"9_4, 9_5, 9_6, 11_1_2",200 m +
44600576,9_4,< 200 m
44600604,9_4,< 200 m
44600678,9_4,< 200 m
44600742,"9_4, 9_5, 9_6, 9_8",< 200 m
44600834,"9_4, 9_5, 9_6",< 200 m
45048812,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
45048990,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
45061132,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 13_1",200 m +
45354718,"9_1, 13_1",< 200 m
45354823,"10_1, 10_2",200 m +
45354964,"12_1, 12_2, 12_3, 12_4, 12_5, 13_1",< 20 m
45433088,"9_10, 12_2, 12_7",< 200 m
45959011,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 13_1",200 m +
45959182,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 13_1",200 m +
45959186,"9_1, 9_2, 9_3, 9_4, 9_5, 9_7, 9_9, 10_1, 10_2, 12_1, 13_1",200 m +
46073947,"9_1, 9_8, 9_9",< 200 m
46074027,"9_6, 9_8",< 200 m
46074055,"9_4, 9_5, 9_6",< 200 m
46074651,9_1,< 200 m
46074827,9_1,< 200 m
46074973,9_1,< 200 m
46075046,9_1,< 200 m
46075152,"9_1, 9_10",< 200 m
46075167,"9_1, 9_8",< 200 m
46075186,9_1,< 200 m
46075209,9_1,< 200 m
46075224,"9_1, 9_10",< 200 m
46075248,"9_1, 9_8",< 200 m
46075339,"9_1, 9_10, 10_1",200 m +
46075359,9_1,< 200 m
46075376,9_1,< 200 m
46075394,9_1,< 200 m
46076682,"9_4, 9_5, 9_6, 11_1_2",200 m +
46076701,"9_1, 9_2, 9_8, 10_1",200 m +
46076716,"10_1, 10_2, 11_1_1, 11_1_2",200 m +
46076734,"9_2, 9_4, 9_8",< 200 m
46076872,"9_4, 9_5, 9_6",< 200 m
46076884,"9_4, 9_5, 9_6",< 200 m
46076896,9_8,< 200 m
46076928,"9_2, 9_8, 9_9, 12_7",< 200 m
46078918,"9_2, 9_8",< 200 m
46078923,9_8,< 200 m
46078939,"9_2, 9_8, 15_11",< 200 m
46079018,"9_2, 9_3, 9_4, 9_7, 9_8",< 200 m
46079034,"9_4, 9_5, 9_6, 11_1_2",200 m +
46079043,9_1,< 200 m
46079059,"9_6, 10_1, 10_2, 11_1_2",200 m +
46079096,"9_2, 12_1",< 200 m
46079214,"9_2, 12_1, 12_5",< 200 m
46079217,"9_2, 12_1, 12_6",< 200 m
46079226,9_2,< 200 m
46079239,"9_2, 12_1, 12_6",< 200 m
46079290,"9_2, 12_1, 12_6",< 200 m
46079321,"9_2, 12_1, 12_6",< 200 m
46079476,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8_5, 9_8_6, 12_1",< 200 m
46079519,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8_5, 9_8_6, 9_8",< 200 m
46079775,"9_2, 9_8_6, 9_8, 9_9",< 200 m
46079801,"9_2, 9_8_6, 9_8, 12_1, 15_11",< 200 m
46079816,"9_2, 9_8_2, 9_8_3, 9_8_4, 9_8_6, 9_8, 12_1",< 200 m
46079840,"9_2, 12_1, 12_6",< 200 m
46079868,"9_2, 9_8, 12_1",< 200 m
46079873,"9_2, 9_3, 9_8",< 200 m
46079911,"9_2, 12_1, 12_6",< 200 m
46079924,"9_2, 9_8, 12_1, 12_6",< 200 m
46080027,"9_2, 12_1, 12_6",< 200 m
46080080,"9_7, 9_8_4, 9_9, 9_10",< 200 m
46080101,"9_2, 9_8_4",< 200 m
46080159,"9_1, 9_4, 9_5",< 200 m
46080351,"9_4, 9_5, 9_6",< 200 m
46080390,9_4,< 200 m
46080424,9_4,< 200 m
46080427,"9_4, 9_5, 9_6",< 200 m
46080696,"9_3, 9_4, 9_5, 9_6",< 200 m
46080799,"9_4, 9_5, 9_6, 9_8",< 200 m
46080857,"9_1, 9_2, 9_8",< 200 m
46081422,"9_1, 9_8",< 200 m
46081534,9_1,< 200 m
46081718,"9_2, 9_8",< 200 m
46081746,"9_4, 9_6, 9_10",< 200 m
46081803,"9_4, 9_5, 9_6, 9_8, 9_10",< 200 m
46081926,"9_2, 9_4, 9_8_4, 9_8, 9_10",< 200 m
46082077,9_8,< 200 m
46082238,"9_5, 9_6, 9_10",< 200 m
46082241,"9_8_3, 9_8_5, 9_8_6, 9_8",< 200 m
46082420,"9_3, 9_4, 9_5, 9_8_6, 9_8",< 200 m
46082431,"9_4, 9_5, 9_8_4, 9_8_5, 9_8, 9_9, 9_10",< 200 m
46082575,"9_6, 9_10",< 200 m
46082602,"9_8_6, 9_8",< 200 m
46083195,"9_2, 9_3, 9_4, 9_5, 12_6",< 200 m
46083503,"9_3, 9_4, 9_5, 9_9",< 200 m
46083881,"9_4, 12_6",< 200 m
46084220,"9_2, 9_3, 9_4, 9_7, 9_9",< 200 m
46084287,"9_4, 9_5, 9_8_5, 9_8_6, 9_8",< 200 m
46084385,"9_3, 9_4, 9_8_3, 9_8_6, 9_8",< 200 m
46084392,"9_3, 9_4, 9_8_5, 9_8_6, 9_8",< 200 m
46084426,"9_3, 9_8",< 200 m
46084436,"9_8_3, 9_8",< 200 m
46084449,"9_3, 9_4, 9_5, 9_6",< 200 m
46084651,"9_1, 9_8",< 200 m
46084720,"9_1, 9_8_5, 9_8",< 200 m
46084808,9_8,< 200 m
46084981,"9_4, 9_10, 12_2, 12_4",< 200 m
46085237,"9_10, 12_4",< 200 m
46085242,"9_3, 9_4, 9_8, 12_2",< 200 m
46085669,"9_8_2, 9_8_3, 9_8_6, 9_8",< 200 m
46085734,"9_4, 9_8_5, 9_8",< 200 m
46085747,"9_4, 9_5, 9_8, 9_10, 12_6, 12_7",< 200 m
46085892,"9_4, 9_8_5, 9_8",< 200 m
46086124,"9_2, 9_8, 12_7",< 200 m
46086162,"9_1, 9_2, 9_8_3, 9_8_4, 9_8",< 200 m
46086190,"9_1, 9_2, 9_3, 9_8_3, 9_8_4, 9_8",< 200 m
46086218,9_1,< 200 m
46086355,"9_3, 9_4, 9_7, 9_8, 9_9",< 200 m
46086366,"9_4, 9_5, 9_6",< 200 m
46086416,"9_2, 9_3, 9_4, 9_5, 9_8_4, 9_8_5, 9_8_6, 9_8, 9_10",< 200 m
46086532,"9_4, 9_5, 9_6, 9_8, 9_9",< 200 m
46086601,"9_4, 9_9",< 200 m
46086626,"9_2, 9_4, 9_8",< 200 m
46086643,"9_4, 9_8",< 200 m
46086669,"9_2, 9_4, 9_5, 9_6, 9_8",< 200 m
46086703,"9_4, 9_5, 9_6",< 200 m
46086775,"9_4, 9_5, 9_8_4, 9_8_5, 9_8, 9_10",< 200 m
46086877,"9_2, 9_4, 9_6, 9_8_5, 9_8_6, 9_8",< 200 m
46086928,"9_4, 9_5, 9_6",< 200 m
46087000,"9_4, 9_5, 9_6",< 200 m
46087031,"9_4, 9_5, 9_6, 9_10",< 200 m
46087040,"9_4, 9_5, 9_6",< 200 m
46087121,"9_4, 9_5, 9_8_5, 9_8",< 200 m
46087155,"9_2, 9_4, 9_8_5, 9_8, 9_9, 12_1",< 200 m
46087177,"9_4, 9_8_5, 9_8",< 200 m
46087474,"9_3, 9_4, 9_8",< 200 m
46087494,"9_3, 9_4",< 200 m
46087522,9_8,< 200 m
46087534,"9_2, 9_8",< 200 m
46087537,9_4,< 200 m
46087584,"9_3, 9_4, 9_8",< 200 m
46087646,"9_4, 9_5, 9_6, 9_10",< 200 m
46087798,"9_4, 9_6",< 200 m
46087813,"9_2, 9_5, 9_8",< 200 m
46087863,"9_2, 9_8_3, 9_8, 11_1_1",200 m +
46087917,"9_2, 9_8",< 200 m
46087926,"9_2, 9_8_3, 9_8, 12_6",< 200 m
46087999,"9_2, 9_3, 9_8, 12_6",< 200 m
46088026,"9_2, 9_8",< 200 m
46088074,"9_2, 9_7, 9_8, 12_6",< 200 m
46088136,"9_2, 9_8",< 200 m
46088156,"9_1, 10_1",200 m +
46088184,"9_1, 9_2, 9_8",< 200 m
46088346,"9_2, 9_3, 9_4, 9_8, 9_9, 9_10",< 200 m
46088399,"9_1, 9_2, 9_8",< 200 m
46088438,9_8,< 200 m
46088493,"9_1, 9_8",< 200 m
46088509,"9_1, 9_2, 9_8, 9_10",< 200 m
46088513,"9_2, 9_3, 9_4, 9_5, 9_6, 9_10",< 200 m
46088524,"9_1, 9_2, 9_8_1, 9_8_3, 9_8_4, 9_8",< 200 m
46088557,"9_1, 9_8_1, 9_8_3, 9_8_4, 9_8",< 200 m
46088584,"9_1, 10_1",200 m +
46088618,"9_1, 9_10",< 200 m
46088797,9_4,< 200 m
46088800,9_4,< 200 m
46088833,"9_3, 9_4",< 200 m
46093088,"9_5, 11_1_2",200 m +
46093091,"9_3, 9_4, 9_5, 9_6",< 200 m
46093100,"9_4, 9_5, 9_6",< 200 m
46093119,"9_2, 9_5, 9_9, 12_2",< 200 m
46093128,9_5,< 200 m
46093134,"9_4, 9_5, 9_6, 11_1_2",200 m +
46093150,"9_3, 9_4, 9_6, 11_1_1, 11_1_2",200 m +
46093157,"9_4, 9_5, 9_6, 9_10",< 200 m
46093165,"9_5, 11_1_2",200 m +
46093168,"9_4, 9_5, 9_6",< 200 m
46093175,"9_3, 9_5, 9_8_4, 9_8",< 200 m
46093182,9_5,< 200 m
46093186,"9_4, 9_5, 9_6",< 200 m
46094228,"9_4, 9_5, 9_6, 9_10, 12_7",< 200 m
46094533,"9_4, 9_5, 9_6",< 200 m
46094548,"9_4, 9_5, 9_6",< 200 m
46095433,"9_5, 11_1_2",200 m +
46095523,9_5,< 200 m
46095532,"9_4, 9_5, 9_6, 9_8_5, 9_8",< 200 m
46096138,"9_4, 9_5, 9_6, 9_10",< 200 m
46096141,"9_5, 9_6, 9_9",< 200 m
46096156,"9_5, 9_9, 9_10, 12_4",< 200 m
46096184,"9_4, 9_5, 9_6",< 200 m
46096204,9_5,< 200 m
46096692,"9_4, 9_5, 9_6",< 200 m
46096750,11_1_2,200 m +
46096953,"9_1, 9_4",< 200 m
46097197,"9_1, 9_4, 9_5, 9_6",< 200 m
46097614,"9_4, 9_5, 9_6, 9_10",< 200 m
46097625,"9_4, 9_5, 9_6",< 200 m
46097663,"9_4, 9_5, 9_6",< 200 m
46097723,"9_4, 9_5, 9_6",< 200 m
46097728,"9_1, 9_4, 9_5, 9_6",< 200 m
46097741,"9_4, 9_5, 9_6",< 200 m
46097767,"9_2, 9_3, 9_4, 9_8, 9_9",< 200 m
46098357,"9_6, 9_10",< 200 m
46098411,"9_2, 9_3, 9_8",< 200 m
46098924,"9_2, 9_8",< 200 m
46099940,"9_2, 9_4, 9_5, 9_6, 9_8_4, 9_8, 9_9",< 200 m
46100481,"9_1, 9_4, 9_5, 9_6",< 200 m
