iucn_sid,sciname,main_common_name,published_year,old_cat,criteria,cat,cat_score,iucn_version
48342221,Entomacrodus solus,Lonely Blenny,2014,EN,B1ab(iii)+2ab(iii),EN,0.6,2020-3
48342223,Parablennius tasmanianus,Tasmanian Blenny,2014,LC,NA,LC,0,2020-3
48342225,Petroscirtes breviceps,Short-head Sabretooth Blenny,2014,LC,NA,LC,0,2020-3
48342228,Entomacrodus corneliae,NA,2014,LC,NA,LC,0,2020-3
48342229,Praealticus caesius,NA,2014,LC,NA,LC,0,2020-3
48342230,Ecsenius australianus,Australian Blenny,2014,LC,NA,LC,0,2020-3
48342232,Enchelyurus flavipes,NA,2014,LC,NA,LC,0,2020-3
48342233,Andamia pacifica,NA,2014,LC,NA,LC,0,2020-3
48342234,Ecsenius lubbocki,Lubbock's Combtooth-Blenny,2014,LC,NA,LC,0,2020-3
48342236,Meiacanthus naevius,NA,2014,VU,D2,VU,0.4,2020-3
48342237,Ecsenius pardus,NA,2014,LC,NA,LC,0,2020-3
48342238,Xiphasia matsubarai,Japanese Snake Blenny,2014,LC,NA,LC,0,2020-3
48342240,Ecsenius bandanus,Banda Clown Blenny,2014,LC,NA,LC,0,2020-3
48342243,Salarias sibogai,NA,2014,LC,NA,LC,0,2020-3
48342244,Chalaroderma capito,Looseskin Blenny,2014,LC,NA,LC,0,2020-3
48342246,Atrosalarias fuscus,Black Blenny,2014,LC,NA,LC,0,2020-3
48342248,Cirripectes polyzona,Barred Blenny,2014,LC,NA,LC,0,2020-3
48342250,Ecsenius lividanalis,Blue-head Combtooth-Blenny,2014,LC,NA,LC,0,2020-3
48342252,Dactyloscopus fallax,NA,2014,LC,NA,LC,0,2020-3
48342253,Antennablennius velifer,NA,2014,DD,NA,DD,NA,2020-3
48342254,Meiacanthus luteus,Yellow Fangblenny,2014,LC,NA,LC,0,2020-3
48342256,Salarias patzneri,Patzner's Blenny,2014,LC,NA,LC,0,2020-3
48342258,Parablennius cyclops,NA,2014,LC,NA,LC,0,2020-3
48342259,Antennablennius ceylonensis,NA,2014,LC,NA,LC,0,2020-3
48342260,Entomacrodus cymatobiotus,Pacific Rockskipper,2014,LC,NA,LC,0,2020-3
48342262,Ecsenius stictus,Great Barrier Reef Blenny,2014,LC,NA,LC,0,2020-3
48342264,Meiacanthus vicinus,NA,2014,LC,NA,LC,0,2020-3
48342265,Entomacrodus thalassinus,Reef Margin Blenny,2014,LC,NA,LC,0,2020-3
48342268,Malacoctenus polyporosus,NA,2014,LC,NA,LC,0,2020-3
48342269,Ecsenius stigmatura,Tail-spot Combtooth-Blenny,2014,LC,NA,LC,0,2020-3
48342271,Istiblennius muelleri,NA,2014,LC,NA,LC,0,2020-3
48342272,Meiacanthus phaeus,NA,2014,DD,NA,DD,NA,2020-3
48342273,Praealticus multistriatus,NA,2014,LC,NA,LC,0,2020-3
48342274,Cirripectes perustus,Flaming Blenny,2014,LC,NA,LC,0,2020-3
48342277,Cirripectes alboapicalis,NA,2014,LC,NA,LC,0,2020-3
48342278,Ecsenius bathi,Bath's Comb-tooth,2014,LC,NA,LC,0,2020-3
48342280,Meiacanthus procne,NA,2014,LC,NA,LC,0,2020-3
48342281,Istiblennius steindachneri,NA,2014,LC,NA,LC,0,2020-3
48342282,Parablennius serratolineatus,NA,2014,VU,D2,VU,0.4,2020-3
48342283,Meiacanthus erdmanni,NA,2014,DD,NA,DD,NA,2020-3
48342284,Omobranchus smithi,NA,2014,VU,D2,VU,0.4,2020-3
48342285,Ecsenius gravieri,Red Sea Mimic Blenny,2014,LC,NA,LC,0,2020-3
48342287,Cirrisalarias bunares,NA,2014,LC,NA,LC,0,2020-3
48342288,Medusablennius chani,NA,2014,VU,D2,VU,0.4,2020-3
48342289,Praealticus striatus,NA,2014,LC,NA,LC,0,2020-3
48342290,Mimoblennius rusi,Rusi Blenny,2014,LC,NA,LC,0,2020-3
48342292,Stanulus seychellensis,Seychelles Blenny,2014,LC,NA,LC,0,2020-3
48342294,Meiacanthus cyanopterus,NA,2014,LC,NA,LC,0,2020-3
48342295,Meiacanthus ditrema,One-striped Poison-fang Blenny,2014,LC,NA,LC,0,2020-3
48342298,Blenniella cyanostigma,Striped Rockskipper,2014,LC,NA,LC,0,2020-3
48342300,Petroscirtes thepassii,Thepas' Sabretooth Blenny,2014,LC,NA,LC,0,2020-3
48342303,Cirripectes chelomatus,Lady Musgrave Blenny,2014,LC,NA,LC,0,2020-3
48342305,Salarias sexfilum,NA,2014,LC,NA,LC,0,2020-3
48342306,Cirripectes jenningsi,NA,2014,LC,NA,LC,0,2020-3
48342307,Ecsenius aequalis,Fourline Blenny,2014,LC,NA,LC,0,2020-3
48342309,Petroscirtes xestus,Bearded Sabretooth Blenny,2014,LC,NA,LC,0,2020-3
48342312,Omobranchus elongatus,Chevroned Blenny,2014,LC,NA,LC,0,2020-3
48342314,Stanulus talboti,Talbot's Blenny,2014,LC,NA,LC,0,2020-3
48342316,Praealticus tanegasimae,NA,2014,LC,NA,LC,0,2020-3
48342317,Ecsenius namiyei,Black Combtooth-Blenny,2014,LC,NA,LC,0,2020-3
48342320,Enchelyurus petersi,NA,2014,LC,NA,LC,0,2020-3
48342321,Istiblennius lineatus,Black-lined Blenny,2014,LC,NA,LC,0,2020-3
48342325,Petroscirtes springeri,NA,2014,LC,NA,LC,0,2020-3
48342326,Entomacrodus sealei,Seale's Blenny,2014,LC,NA,LC,0,2020-3
48342328,Ecsenius randalli,NA,2014,VU,D2,VU,0.4,2020-3
48342329,Ecsenius lineatus,Lined Combtooth-Blenny,2014,LC,NA,LC,0,2020-3
48342332,Omobranchus elegans,NA,2014,LC,NA,LC,0,2020-3
48342333,Ecsenius midas,Midas Blenny,2014,LC,NA,LC,0,2020-3
48342337,Istiblennius unicolor,Pallid Rockskipper,2014,LC,NA,LC,0,2020-3
48342339,Ecsenius tricolor,Derawan Combtooth-Blenny,2014,VU,D2,VU,0.4,2020-3
48342341,Ecsenius fourmanoiri,NA,2014,LC,NA,LC,0,2020-3
48342342,Praealticus natalis,Natal Blenny,2014,VU,D2,VU,0.4,2020-3
48342345,Ecsenius niue,NA,2014,LC,NA,LC,0,2020-3
48342346,Aspidontus taeniatus,Cleaner Mimic,2014,LC,NA,LC,0,2020-3
48342349,Ecsenius melarchus,Java Combtooth-Blenny,2014,LC,NA,LC,0,2020-3
48342351,Malacoctenus mexicanus,NA,2014,LC,NA,LC,0,2020-3
48342352,Cirripectes imitator,Imitator Blenny,2014,LC,NA,LC,0,2020-3
48342354,Salarias ramosus,Snowflake Blenny,2014,LC,NA,LC,0,2020-3
48342356,Entomacrodus lemuria,NA,2014,LC,NA,LC,0,2020-3
48342357,Mimoblennius lineathorax,NA,2014,VU,D2,VU,0.4,2020-3
48342359,Salarias segmentatus,Segmented Blenny,2014,LC,NA,LC,0,2020-3
48342362,Laiphognathus multimaculatus,Spotty Blenny,2014,LC,NA,LC,0,2020-3
48342364,Ecsenius tigris,Tiger Blenny,2014,VU,D2,VU,0.4,2020-3
48342366,Plagiotremus tapeinosoma,Piano Fangblenny,2014,LC,NA,LC,0,2020-3
48342371,Cirripectes kuwamurai,NA,2014,LC,NA,LC,0,2020-3
48342372,Ecsenius minutus,NA,2014,LC,NA,LC,0,2020-3
48342373,Meiacanthus vittatus,One-striped Fangblenny,2014,LC,NA,LC,0,2020-3
48342376,Meiacanthus nigrolineatus,Blackline Fangblenny,2014,LC,NA,LC,0,2020-3
48342378,Meiacanthus urostigma,NA,2014,LC,NA,LC,0,2020-3
48342379,Istiblennius zebra,Zebra Blenny,2014,LC,NA,LC,0,2020-3
48342381,Omobranchus banditus,Bandit Blenny,2014,LC,NA,LC,0,2020-3
48342383,Entomacrodus epalzeocheilos,Fringelip Rockskipper,2014,LC,NA,LC,0,2020-3
48342385,Ecsenius bicolor,Bicolor Blenny,2014,LC,NA,LC,0,2020-3
48342388,Plagiotremus spilistius,NA,2014,LC,NA,LC,0,2020-3
48342389,Entomacrodus decussatus,Wavyline Rockskipper,2014,LC,NA,LC,0,2020-3
48342391,Petroscirtes pylei,NA,2014,LC,NA,LC,0,2020-3
48342392,Plagiotremus goslinei,Biting Blenny,2014,LC,NA,LC,0,2020-3
48342394,Petroscirtes lupus,Wolf Fangblenny,2014,LC,NA,LC,0,2020-3
48342396,Ophioblennius clippertonensis,NA,2015,VU,D2,VU,0.4,2020-3
48342397,Meiacanthus oualanensis,NA,2014,LC,NA,LC,0,2020-3
48342398,Meiacanthus crinitus,Schooling Harptail Blenny,2014,LC,NA,LC,0,2020-3
48342400,Praealticus poptae,Marianas Rockskipper,2014,LC,NA,LC,0,2020-3
48342402,Cirripectes variolosus,Banded Fringe Blenny,2014,LC,NA,LC,0,2020-3
48342405,Meiacanthus bundoon,Bundoon Blenny,2014,LC,NA,LC,0,2020-3
48342407,Andamia reyi,Suckerlip Blenny,2014,DD,NA,DD,NA,2020-3
48342409,Haptogenys bipunctata,NA,2014,DD,NA,DD,NA,2020-3
48342410,Laiphognathus longispinis,NA,2014,LC,NA,LC,0,2020-3
48342411,Rhabdoblennius nigropunctatus,NA,2014,LC,NA,LC,0,2020-3
48342412,Plagiotremus phenax,Imposter Fangblenny,2014,LC,NA,LC,0,2020-3
48342414,Entomacrodus textilis,Textile Blenny,2014,LC,NA,LC,0,2020-3
48342416,Meiacanthus fraseri,NA,2014,LC,NA,LC,0,2020-3
48342417,Meiacanthus lineatus,Lined Fangblenny,2014,LC,NA,LC,0,2020-3
48342419,Andamia expansa,NA,2014,DD,NA,DD,NA,2020-3
48342420,Omobranchus woodi,Kappie Blenny,2014,LC,NA,LC,0,2020-3
48342422,Blenniella gibbifrons,Picture Rockskipper,2014,LC,NA,LC,0,2020-3
48342425,Cirripectes springeri,Spotted Eye-lash Blenny,2014,LC,NA,LC,0,2020-3
48342427,Atrosalarias hosokawai,NA,2014,LC,NA,LC,0,2020-3
48342428,Cirripectes quagga,Zebra Blenny,2014,LC,NA,LC,0,2020-3
48342431,Blenniella interrupta,Dashed-line Blenny,2014,LC,NA,LC,0,2020-3
48342433,Enchelyurus kraussii,Krauss' Blenny,2014,LC,NA,LC,0,2020-3
48342435,Enneapterygius qirmiz,NA,2014,LC,NA,LC,0,2020-3
48342436,Ecsenius isos,NA,2014,LC,NA,LC,0,2020-3
48342437,Paralticus amboinensis,Big-nose Blenny,2014,LC,NA,LC,0,2020-3
48342440,Andamia tetradactylus,NA,2014,DD,NA,DD,NA,2020-3
48342441,Istiblennius rivulatus,NA,2014,LC,NA,LC,0,2020-3
48342442,Istiblennius meleagris,Peacock Rockskipper,2014,LC,NA,LC,0,2020-3
48342444,Atrosalarias holomelas,NA,2014,LC,NA,LC,0,2020-3
48342445,Meiacanthus smithi,Disco Blenny,2014,LC,NA,LC,0,2020-3
48342448,Dodekablennos fraseri,NA,2014,LC,NA,LC,0,2020-3
48342449,Ecsenius aroni,Aron's Blenny,2014,LC,NA,LC,0,2020-3
48342451,Ecsenius yaeyamaensis,Pale-spotted Combtooth-Blenny,2014,LC,NA,LC,0,2020-3
48342454,Dactyloscopus heraldi,NA,2014,LC,NA,LC,0,2020-3
48342455,Parablennius postoculomaculatus,NA,2014,LC,NA,LC,0,2020-3
48342456,Ecsenius opsifrontalis,Comical Blenny,2014,LC,NA,LC,0,2020-3
48342458,Ecsenius nalolo,Nalolo,2014,LC,NA,LC,0,2020-3
48342460,Meiacanthus abditus,Upside-down Harptail Blenny,2014,LC,NA,LC,0,2020-3
48342462,Scartella emarginata,Maned Blenny,2014,LC,NA,LC,0,2020-3
48342464,Parablennius laticlavius,Crested Blenny,2014,LC,NA,LC,0,2020-3
48342466,Meiacanthus kamoharai,NA,2014,LC,NA,LC,0,2020-3
48342467,Parablennius lodosus,Mud Blenny,2014,VU,D2,VU,0.4,2020-3
48342469,Ecsenius frontalis,Smooth-fin Blenny,2014,LC,NA,LC,0,2020-3
48342471,Rhabdoblennius snowi,Snow Blenny,2014,LC,NA,LC,0,2020-3
48342473,Litobranchus fowleri,Fowler's Rockskipper,2014,LC,NA,LC,0,2020-3
48342475,Praealticus labrovittatus,Crenulate-lipped Rockskipper,2014,LC,NA,LC,0,2020-3
48342477,Plagiotremus rhinorhynchos,Bluestriped Fangblenny,2014,LC,NA,LC,0,2020-3
48342482,Istiblennius dussumieri,Dussumier's Rockskipper,2014,LC,NA,LC,0,2020-3
48342485,Praealticus margaritatus,NA,2014,LC,NA,LC,0,2020-3
48342486,Cirripectes hutchinsi,NA,2014,LC,NA,LC,0,2020-3
48342487,Antennablennius sexfasciatus,NA,2014,DD,NA,DD,NA,2020-3
48342488,Rhabdoblennius nitidus,NA,2014,LC,NA,LC,0,2020-3
48342489,Blenniella caudolineata,Pacific Blue-spotted Blenny,2014,LC,NA,LC,0,2020-3
48342492,Salarias obscurus,NA,2014,LC,NA,LC,0,2020-3
48342493,Ecsenius axelrodi,Axelrod's Combtooth-Blenny,2014,LC,NA,LC,0,2020-3
48342496,Glyptoparus delicatulus,Delicate Blenny,2014,LC,NA,LC,0,2020-3
48342498,Ecsenius alleni,NA,2014,LC,NA,LC,0,2020-3
48342499,Cirripectes vanderbilti,Red-head Blenny,2014,LC,NA,LC,0,2020-3
48342501,Ecsenius portenoyi,NA,2014,LC,NA,LC,0,2020-3
48342502,Parablennius intermedius,Horned Blenny,2014,LC,NA,LC,0,2020-3
48342504,Ecsenius taeniatus,NA,2014,LC,NA,LC,0,2020-3
48342505,Nannosalarias nativitatis,Christmas Blenny,2014,LC,NA,LC,0,2020-3
48342508,Ecsenius oculus,Coral Blenny,2014,LC,NA,LC,0,2020-3
48342511,Entomacrodus longicirrus,NA,2014,LC,NA,LC,0,2020-3
48342512,Ecsenius tessera,NA,2014,LC,NA,LC,0,2020-3
48342513,Cirripectes castaneus,Chestnut Blenny,2014,LC,NA,LC,0,2020-3
48342516,Salarias alboguttatus,White-spotted Blenny,2014,LC,NA,LC,0,2020-3
48342518,Entomacrodus williamsi,NA,2014,LC,NA,LC,0,2020-3
48342519,Rhabdoblennius rhabdotrachelus,Barchin Blenny,2014,LC,NA,LC,0,2020-3
48342521,Entomacrodus caudofasciatus,Bartail Blenny,2014,LC,NA,LC,0,2020-3
48342523,Malacoctenus sudensis,NA,2014,LC,NA,LC,0,2020-3
48342524,Salarias luctuosus,NA,2014,LC,NA,LC,0,2020-3
48342525,Aspidontus dussumieri,Dussumier's Blenny,2014,LC,NA,LC,0,2020-3
48342528,Dactyloscopus elongatus,NA,2017,LC,NA,LC,0,2020-3
48342529,Omobranchus verticalis,NA,2014,LC,NA,LC,0,2020-3
48342530,Plagiotremus laudandus,Bicolour Fangblenny,2014,LC,NA,LC,0,2020-3
48342534,Entomacrodus chapmani,NA,2014,VU,D2,VU,0.4,2020-3
48342535,Ecsenius mandibularis,Queensland Blenny,2014,LC,NA,LC,0,2020-3
49145085,Argyrosomus beccus,Beck Meagre,2020,DD,NA,DD,NA,2020-3
49145114,Argyrosomus coronus,Dusky Kob,2020,DD,NA,DD,NA,2020-3
49145276,Argyrosomus heinii,Arabian Sea Meagre,2020,DD,NA,DD,NA,2020-3
49145334,Argyrosomus inodorus,Silver Kob,2020,VU,A2bd,VU,0.4,2020-3
49145403,Argyrosomus japonicus,Dusky Meagre,2020,EN,A2bd,EN,0.6,2020-3
49145628,Argyrosomus thorpei,Squaretail Kob,2020,EN,A2bd,EN,0.6,2020-3
49145710,Aspericorvina jubata,Prickly Croaker,2020,LC,NA,LC,0,2020-3
49145872,Atrobucca adusta,NA,2020,DD,NA,DD,NA,2020-3
49167001,Atrobucca alcocki,Largehead croaker,2020,LC,NA,LC,0,2020-3
49167066,Atrobucca antonbruun,NA,2020,DD,NA,DD,NA,2020-3
49167129,Atrobucca bengalensis,NA,2020,DD,NA,DD,NA,2020-3
49167164,Atrobucca brevis,Orange Croaker,2020,LC,NA,LC,0,2020-3
49167992,Atrobucca geniae,NA,2020,DD,NA,DD,NA,2020-3
49168598,Atrobucca marleyi,African Blackmouth Croaker,2020,DD,NA,DD,NA,2020-3
49169112,Atrobucca nibe,Blackmouth Croaker,2020,LC,NA,LC,0,2020-3
49169275,Atrobucca trewavasae,Trewavas Croaker,2020,DD,NA,DD,NA,2020-3
49169558,Austronibea oedogenys,Yellowtail Croaker,2020,LC,NA,LC,0,2020-3
49169667,Bahaba polykladiskos,Spine Bahaba,2020,DD,NA,DD,NA,2020-3
49170868,Chrysochir aureus,Yellowfin Croaker,2020,LC,NA,LC,0,2020-3
49171768,Collichthys lucidus,Big Head Croaker,2020,LC,NA,LC,0,2020-3
49171849,Collichthys niveatus,Bighead Croaker,2020,LC,NA,LC,0,2020-3
49173102,Daysciaena albida,Bengal Corvina,2020,LC,NA,LC,0,2020-3
49173267,Dendrophysa russelii,Goatee Croaker,2020,LC,NA,LC,0,2020-3
49173495,Johnius amblycephalus,Greenback Croaker,2020,LC,NA,LC,0,2020-3
49177273,Johnius australis,Bottlenose Jewfish,2020,LC,NA,LC,0,2020-3
49177767,Johnius borneensis,Hammer Croaker,2020,LC,NA,LC,0,2020-3
49177958,Johnius cantori,NA,2020,DD,NA,DD,NA,2020-3
49178040,Johnius carouna,Caroun Croaker,2020,LC,NA,LC,0,2020-3
49178121,Johnius carutta,Purple Jewfish,2020,LC,NA,LC,0,2020-3
49178332,Johnius distinctus,NA,2020,LC,NA,LC,0,2020-3
49178446,Johnius dorsalis,Sharp-tooth Jewfish,2020,LC,NA,LC,0,2020-3
49178586,Johnius dussumieri,Dussumier's Silver Jew Fish,2020,LC,NA,LC,0,2020-3
49178958,Johnius elongatus,Spindle Croaker,2020,DD,NA,DD,NA,2020-3
49180541,Johnius fuscolineatus,Bellfish,2020,LC,NA,LC,0,2020-3
49180983,Johnius grypotus,NA,2020,LC,NA,LC,0,2020-3
49181204,Johnius heterolepis,Large-scale Croaker,2020,DD,NA,DD,NA,2020-3
49181248,Johnius hypostoma,Small-mouth Croaker,2020,DD,NA,DD,NA,2020-3
49181363,Johnius latifrons,Broad-head Croaker,2020,DD,NA,DD,NA,2020-3
49181447,Johnius macropterus,Large-fined Croaker,2020,LC,NA,LC,0,2020-3
49181520,Johnius macrorhynus,Big-snout Croaker,2020,LC,NA,LC,0,2020-3
49181579,Johnius mannarensis,Mannar Croaker,2020,DD,NA,DD,NA,2020-3
49181824,Johnius pacificus,Pacific Croaker,2020,DD,NA,DD,NA,2020-3
49181893,Johnius philippinus,Philippine Croaker,2020,DD,NA,DD,NA,2020-3
49182018,Johnius plagiostoma,Large-eye Croaker,2020,LC,NA,LC,0,2020-3
49182073,Johnius trachycephalus,Leaftail Croaker,2020,LC,NA,LC,0,2020-3
49182317,Kathala axillaris,Kathala Croaker,2020,LC,NA,LC,0,2020-3
49182559,Larimichthys crocea,Large Yellow Croaker,2020,CR,A2bd,CR,0.8,2020-3
49182775,Larimichthys pamoides,Southern Yellow Jewfish,2020,LC,NA,LC,0,2020-3
49182929,Larimichthys polyactis,Little Yellow Croaker,2020,LC,NA,LC,0,2020-3
49186498,Miichthys miiuy,Mi-iuy Croaker,2020,DD,NA,DD,NA,2020-3
49186649,Miracorvina angolensis,Angola Croaker,2020,LC,NA,LC,0,2020-3
49186734,Nibea albiflora,White Flower Croaker,2020,LC,NA,LC,0,2020-3
49186781,Nibea chui,Chu's Croaker,2020,DD,NA,DD,NA,2020-3
49186795,Nibea coibor,NA,2020,DD,NA,DD,NA,2020-3
49186882,Nibea leptolepis,Small Scale Croaker,2020,LC,NA,LC,0,2020-3
49186930,Nibea maculata,Blotched Croaker,2020,LC,NA,LC,0,2020-3
49187023,Nibea microgenys,Small-mouthed Croaker,2020,LC,NA,LC,0,2020-3
49187091,Nibea mitsukurii,Honnibe Croaker,2020,LC,NA,LC,0,2020-3
49187177,Nibea semifasciata,Sharpnose Croaker,2020,DD,NA,DD,NA,2020-3
49187192,Nibea soldado,Green-backed Jewfish,2020,LC,NA,LC,0,2020-3
49187516,Nibea squamosa,Scaly Croaker,2020,LC,NA,LC,0,2020-3
49187675,Otolithes cuvieri,Lesser Tiger Toothed Croaker,2020,LC,NA,LC,0,2020-3
49187711,Otolithes ruber,Tigertooth Croaker,2020,LC,NA,LC,0,2020-3
49188068,Otolithoides biauritus,Bronze Croaker,2020,DD,NA,DD,NA,2020-3
49188255,Panna heterolepis,Hooghly Croaker,2020,LC,NA,LC,0,2020-3
49188278,Panna microdon,Panna Croaker,2020,LC,NA,LC,0,2020-3
49188296,Panna perarmatus,Armour Croaker,2020,DD,NA,DD,NA,2020-3
49188448,Paranibea semiluctuosa,Half-mourning Croaker,2020,LC,NA,LC,0,2020-3
49188506,Pennahia anea,Grey Fin Jew Fish,2020,LC,NA,LC,0,2020-3
49188539,Pennahia argentata,Silver Sea Meagre,2020,LC,NA,LC,0,2020-3
49188584,Pennahia macrocephalus,Big-head Pennah Croaker,2020,LC,NA,LC,0,2020-3
49188617,Pennahia ovata,NA,2020,DD,NA,DD,NA,2020-3
49188621,Pennahia pawak,Pawak Croaker,2020,LC,NA,LC,0,2020-3
49188668,Pentheroscion mbizi,Blackmouth Croaker,2020,NT,NA,NT,0.2,2020-3
49188717,Protonibea diacanthus,Blackspotted Croaker,2020,NT,NA,NT,0.2,2020-3
49217539,Pseudotolithus elongatus,Giant Captainfish,2020,LC,NA,LC,0,2020-3
49217590,Pseudotolithus epipercus,Guinea Croaker,2020,LC,NA,LC,0,2020-3
49217654,Pseudotolithus moorii,Cameroon Croaker,2020,LC,NA,LC,0,2020-3
49217798,Pseudotolithus senegalensis,Cassava Croaker,2015,EN,A2bd,EN,0.6,2020-3
49217962,Pseudotolithus senegallus,Law Croaker,2015,VU,A2bd,VU,0.4,2020-3
49218074,Pseudotolithus typus,Longneck Ladyfish,2020,LC,NA,LC,0,2020-3
49218151,Pteroscion peli,Boe Drum,2020,LC,NA,LC,0,2020-3
49218207,Pterotolithus lateoides,Bigmouth Croaker,2020,DD,NA,DD,NA,2020-3
49218346,Stellifer brasiliensis,NA,2020,LC,NA,LC,0,2020-3
49218692,Umbrina robinsoni,Tasselfish,2020,DD,NA,DD,NA,2020-3
49218712,Umbrina steindachneri,Steindachner's Drum,2020,DD,NA,DD,NA,2020-3
49254470,Erythrodiplax berenice,Seaside Dragonlet,2018,LC,NA,LC,0,2020-3
49437996,Enneanectes matador,Matador Triplefin,2015,LC,NA,LC,0,2020-3
49438010,Enneanectes wilki,Windward Triplefin,2014,DD,NA,DD,NA,2020-3
49438012,Enneanectes deloachorum,Two-bar Triplefin,2015,LC,NA,LC,0,2020-3
49677201,Crenidens indicus,Indian Seabream,2014,LC,NA,LC,0,2020-3
49677217,Plectorhinchus gaterinus,Blackspotted Rubberlip,2019,LC,NA,LC,0,2020-3
49911704,Trisopterus capelanus,Capelin,2014,LC,NA,LC,0,2020-3
50011071,Maasella edwardsi,NA,2015,DD,NA,DD,NA,2020-3
50012470,Paramuricea macrospina,NA,2015,DD,NA,DD,NA,2020-3
50012660,Spinimuricea klavereni,NA,2015,DD,NA,DD,NA,2020-3
50016125,Crassophyllum thessalonicae,NA,2015,EN,"B1ab(ii,iii)+2ab(ii,iii)",EN,0.6,2020-3
50020621,Clavularia crassa,NA,2015,LC,NA,LC,0,2020-3
50020625,Clavularia carpediem,NA,2015,DD,NA,DD,NA,2020-3
50078139,Monochirus atlanticus,NA,2015,DD,NA,DD,NA,2020-3
50107293,Bunodeopsis strumosa,NA,2015,DD,NA,DD,NA,2020-3
50107605,Actinia cari,Anémone de Cari,2015,DD,NA,DD,NA,2020-3
50108167,Actinia striata,NA,2015,DD,NA,DD,NA,2020-3
50113293,Condylactis aurantiaca,Golden anemone,2015,LC,NA,LC,0,2020-3
50113365,Cribrinopsis crassa,Fat anemone,2015,LC,NA,LC,0,2020-3
50148677,Paranemonia cinerea,Grass crack anemone,2015,DD,NA,DD,NA,2020-3
50148695,Paranemonia vouliagmeniensis,NA,2015,EN,B1ab(iii)+2ab(iii),EN,0.6,2020-3
50148787,Segonzactis hartogi,NA,2015,DD,NA,DD,NA,2020-3
50148930,Phymanthus pulcher,Sea-daisy,2015,DD,NA,DD,NA,2020-3
50149061,Ceratotrochus magnaghii,NA,2015,DD,NA,DD,NA,2020-3
50160898,Cladopsammia rolandi,NA,2015,DD,NA,DD,NA,2020-3
50161085,Epizoanthus frenzeli,NA,2015,DD,NA,DD,NA,2020-3
50161089,Epizoanthus mediterraneus,NA,2015,DD,NA,DD,NA,2020-3
50161091,Epizoanthus paguricola,NA,2015,DD,NA,DD,NA,2020-3
50161093,Epizoanthus paxii,NA,2015,DD,NA,DD,NA,2020-3
50161095,Epizoanthus steueri,NA,2015,DD,NA,DD,NA,2020-3
50853886,Chromis bermudae,Yellowfin Chromis,2015,LC,NA,LC,0,2020-3
50902942,Uraspis helvola,Whitetongue Jack,2015,LC,NA,LC,0,2020-3
50902961,Pentaprion longimanus,Longfin Mojarra,2016,LC,NA,LC,0,2020-3
50903119,Mulloidichthys flavolineatus,Yellowstripe Goatfish,2016,LC,NA,LC,0,2020-3
50903138,Upeneus sulphureus,Sulphur Goatfish,2016,LC,NA,LC,0,2020-3
50903183,Upeneus vittatus,Yellowstriped Goatfish,2016,LC,NA,LC,0,2020-3
50903234,Dactyloptena orientalis,Oriental Flying Gurnard,2016,LC,NA,LC,0,2020-3
50903247,Sorsogona prionota,Halfspined Flathead,2018,LC,NA,LC,0,2020-3
50903260,Pterois russelii,Plaintail Turkeyfish,2016,LC,NA,LC,0,2020-3
50903263,Paramonacanthus choirocephalus,White-blotched Filefish,2016,LC,NA,LC,0,2020-3
53753301,Chriolepis bilix,Thread-spined Goby,2015,LC,NA,LC,0,2020-3
54007396,Platax teira,Longfin Batfish,2019,LC,NA,LC,0,2020-3
54007412,Upeneus oligospilus,Short-fin Goatfish,2015,LC,NA,LC,0,2020-3
54007415,Pseudochromis dutoiti,Dutoiti,2020,LC,NA,LC,0,2020-3
54007474,Sillago arabica,Arabian Sillago,2015,LC,NA,LC,0,2020-3
56084246,Lycenchelys platyrhina,NA,2014,DD,NA,DD,NA,2020-3
56779782,Chromogobius britoi,Brito's Goby,2014,LC,NA,LC,0,2020-3
56852135,Monocentris japonica,Japanese Pineapple Fish,2020,LC,NA,LC,0,2020-3
56852190,Ilisha melastoma,Indian Ilisha,2017,LC,NA,LC,0,2020-3
56852265,Ilisha megaloptera,Bigeye Ilisha,2017,LC,NA,LC,0,2020-3
56852298,Kyphosus bigibbus,Brown Chub,2015,LC,NA,LC,0,2020-3
56852351,Sillago attenuata,Slender Sillago,2015,LC,NA,LC,0,2020-3
56852409,Arnoglossus aspilos,Spotless Lefteye Flounder,2020,LC,NA,LC,0,2020-3
56852510,Aesopia cornuta,Unicorn Sole,2016,LC,NA,LC,0,2020-3
56852595,Choeroichthys brachysoma,Short-bodied Pipefish,2015,LC,NA,LC,0,2020-3
57274377,Parascolopsis eriomma,Rosy Dwarf Monocle Bream,2019,LC,NA,LC,0,2020-3
57274554,Brachypterois serrulifer,Sawcheek Scorpionfish,2018,LC,NA,LC,0,2020-3
57452852,Meteoria erythrops,NA,2019,DD,NA,DD,NA,2020-3
57453548,Aphyonus gelatinosus,Gelatinous Blindfish,2015,LC,NA,LC,0,2020-3
57453584,Nybelinella erikssoni,NA,2015,DD,NA,DD,NA,2020-3
57453648,Bythites islandicus,NA,2014,DD,NA,DD,NA,2020-3
57453678,Barathronus multidens,NA,2015,DD,NA,DD,NA,2020-3
57453696,Holcomycteronus squamosus,NA,2015,LC,NA,LC,0,2020-3
57453720,Maulisia argipalla,Palegold Searsid,2015,LC,NA,LC,0,2020-3
57453743,Bajacalifornia calcarata,Brown Slickhead,2015,LC,NA,LC,0,2020-3
57505507,Ambassis natalensis,NA,2017,LC,NA,LC,0,2020-3
