iucn_sid,range_km2,sciname,dbf_file
14049,296036.74998664856,Mycteroperca jordani,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/GROUPERS.dbf
14050,862694.5000047684,Mycteroperca microlepis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/GROUPERS.dbf
14051,17293.00001525879,Mycteroperca olfax,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/GROUPERS.dbf
14052,92927.9999961853,Mycteroperca prionura,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/GROUPERS.dbf
14053,287530.9999961853,Mycteroperca rosacea,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/GROUPERS.dbf
14054,775415.750005722,Mycteroperca rubra,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/GROUPERS.dbf
14214,356980.00025081635,Myoxocephalus quadricornis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
14264,3458.7499990463257,Myxus capensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
14521,9890.750030994415,Neogobius fluviatilis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
14524,29855.50005221367,Neogobius melanostomus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
14549,418277.4999923706,Neophoca cinerea,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_AND_TERRESTRIAL.dbf
14562,89.75,Neosalanx reganius,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
15106,6526236.000170708,Odobenus rosmarus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_AND_TERRESTRIAL.dbf
15239,348667.0000066757,Oxyurichthys keiensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
15269,20361990.750320196,Ommatophoca rossii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_AND_TERRESTRIAL.dbf
15421,352233923.0004394,Orcinus orca,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_ONLY.dbf
15873,3120244.7500514984,Pagrus pagrus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SEABREAMS_SNAPPERS_GRUNTS.dbf
15939,10856.750007152557,Pandaka pygmaea,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
16011,4709114.249933481,Favonigobius melanobranchus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
16012,228010.00005292892,Favonigobius reichei,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
16238,485.25,Paretroplus polyactis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
16474,744832.2500038147,Pegasus lancifer,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
16475,391311.99999427795,Pegasus laternarius,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
16476,6157323.249981642,Pegasus volitans,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
16503,6756.500000715256,Pelochelys bibroni,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/TURTLES.dbf
16564,175187558.4999509,Peponocephala electra,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_ONLY.dbf
16781,3908422.000076294,Petromyzon marinus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
16870,0,Phallostethus dunckeri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
17023,7063818.750041962,Phoca largha,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_AND_TERRESTRIAL.dbf
17026,874452.25,Phocarctos hookeri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_AND_TERRESTRIAL.dbf
17027,10359458.250032425,Phocoena phocoena,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_ONLY.dbf
17028,8125.25,Phocoena sinus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_ONLY.dbf
17029,908414.5000276566,Phocoena spinipinnis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_ONLY.dbf
17032,21511751.249970436,Phocoenoides dalli,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_ONLY.dbf
17096,501406,Phycodurus eques,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SYNGNATHIFORM_FISHES.dbf
17177,161340.00000953674,Phyllopteryx taeniolatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SYNGNATHIFORM_FISHES.dbf
17245,35938.25,Physiculus helenaensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
17710,964868.7500500679,Myzopsetta ferruginea,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
17977,79293.75,Pontinus nigropunctatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
17978,275125.5000038147,Pontoporia blainvillei,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_ONLY.dbf
18145,21584.249996185303,Priolepis robinsi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
18374,15021.500003814697,Protemblemaria punctata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
18383,2035.7500002384186,Prototroctes maraena,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
18510,24396.250007629395,Pseudochromis pesi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
18546,1821.25,Pseudomugil majusculus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
18596,193337919.49997807,Pseudorca crassidens,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_ONLY.dbf
18877,165393.0000357628,Pungitius platygaster,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
19387,2933.999997138977,Redigobius dewaali,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
19388,161750.00009202957,Redigobius bikolanus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
19488,170913793.99996662,Rhincodon typus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
19735,48104.75000452995,Kryptolebias marmoratus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
19798,2750,Parasaccogaster melanomycter,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
19855,12222578.00011015,Salmo salar,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SALMONIDS.dbf
19861,954242.5000731945,Salmo trutta,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SALMONIDS.dbf
19896,8719.750003814697,Sanopus astrifer,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
19897,8426.250003814697,Sanopus greenfieldorum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
19898,3585,Sanopus reticulatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
19899,2005.25,Sanopus splendidus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
19950,719852.7500152588,Scarus guacamaia,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/WRASSES_PARROTFISHES.dbf
20047,278643.0000038147,Scomberomorus concolor,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/TUNAS_BILLFISHES_SWORDFISH.dbf
20314,182021.0000114441,Solegnathus dunckeri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SYNGNATHIFORM_FISHES.dbf
20315,3557912.499957323,Solegnathus hardwickii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SYNGNATHIFORM_FISHES.dbf
20316,1249582.0000107288,Solegnathus lettiensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SYNGNATHIFORM_FISHES.dbf
20318,665846.7500190735,Solegnathus spinosissimus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SYNGNATHIFORM_FISHES.dbf
20724,438.25,Stegastes sanctaehelenae,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
20729,208654701.7499597,Stenella attenuata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_ONLY.dbf
20730,29565287.000035286,Stenella clymene,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_ONLY.dbf
20731,250722293.75004578,Stenella coeruleoalba,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_ONLY.dbf
20732,48333911.50005245,Stenella frontalis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_ONLY.dbf
20733,196969215.49997306,Stenella longirostris,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_ONLY.dbf
20738,207988756.5000038,Steno bredanensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_ONLY.dbf
20855,13010.50000333786,Stiphodon surrufus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
20861,42816.25001525879,Sander marinus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
21257,252337.00005483627,Syngnathus abaster,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SYNGNATHIFORM_FISHES.dbf
21341,1574315.2499804497,Takifugu niphobles,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
21342,502182.50001335144,Takifugu poecilonotus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
21343,1311117.5000052452,Takifugu xanthopterus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
21500,56695584.00002384,Tasmacetus shepherdi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_ONLY.dbf
21628,64.99999809265137,Teramulus kieneri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
21689,310.75,Thalassoma ascensionis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/WRASSES_PARROTFISHES.dbf
21856,198416619.24999952,Thunnus alalunga,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/TUNAS_BILLFISHES_SWORDFISH.dbf
21857,209640960.74997544,Thunnus albacares,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/TUNAS_BILLFISHES_SWORDFISH.dbf
21858,66179973.00000024,Thunnus maccoyii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/TUNAS_BILLFISHES_SWORDFISH.dbf
21859,218892061.99994588,Thunnus obesus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/TUNAS_BILLFISHES_SWORDFISH.dbf
21860,34330025.75011206,Thunnus thynnus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/TUNAS_BILLFISHES_SWORDFISH.dbf
21994,727960.7500181198,Torquigener brevipinnis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
22003,79922.24999046326,Totoaba macdonaldi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/CROAKERS_DRUMS.dbf
22563,252523544.0001092,Tursiops truncatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_ONLY.dbf
22823,14667940.000660181,Ursus maritimus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_AND_TERRESTRIAL.dbf
23148,267193060.25004673,Xiphias gladius,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/TUNAS_BILLFISHES_SWORDFISH.dbf
23211,288727194.25003433,Ziphius cavirostris,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_ONLY.dbf
23259,543308.5000686646,Gobius ophiocephalus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
31382,2830605.7499706745,Rhizophora apiculata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MANGROVES.dbf
33705,2184515.500005007,Dolichandrone spathacea,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MANGROVES.dbf
34364,1676758.7500276566,Aglaia cucullata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MANGROVES.dbf
39302,3910.7499961853027,Nemanthias regalis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
39303,995608.25,Dermatolepis inermis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/GROUPERS.dbf
39324,4388860.499959946,Notorynchus cepedianus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39327,806808.2499923706,Pristiophorus cirratus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39328,307309.74995803833,Squatina californica,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39329,408664.7500114441,Squatina argentina,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39331,396618.5000114441,Squatina occulta,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39332,1851991.5000371933,Squatina squatina,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39333,469187.74998283386,Heterodontus francisci,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39334,672365.4999904633,Heterodontus portusjacksoni,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39335,144318.7500076294,Brachaelurus colcloughi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39336,4343789.999997139,Odontaspis noronhai,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39337,153633790.24997044,Pseudocarcharias kamoharai,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39338,200875491.99995708,Megachasma pelagios,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39339,17772273.500053406,Alopias vulpinus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39341,221993168.50002003,Isurus oxyrinchus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39342,32437876.249961376,Lamna ditropis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39345,60012.24999809265,Haploblepharus edwardsii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39346,3906.4999923706055,Haploblepharus fuscus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39347,1038814,Schroederichthys bivius,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39348,42328.24999046326,Poroderma africanum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39349,300799.75,Scyliorhinus capensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39350,229654.50001239777,Leptocharias smithii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39351,606350.7499866486,Furgaleus macki,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39352,5632323.250049591,Galeorhinus galeus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39353,58093.99998283386,Hemitriakis leucoperiptera,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39354,974888.2500038147,Hypogaleus hyugaensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39355,833831.4999923706,Mustelus antarcticus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39356,807876.7500152588,Mustelus lenticulatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39357,1375402.0000343323,Mustelus asterias,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39358,1566221.2500436306,Mustelus mustelus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39359,2639025.0000219345,Mustelus canis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39360,8467.749992370605,Scylliogaleus quecketti,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39361,4325.5,Triakis acutipinna,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39362,16857.499992370605,Triakis megalopterus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39363,191525.9999923706,Triakis semifasciata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39365,5563801.7499911785,Carcharhinus amblyrhynchos,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39366,3940470.2500252724,Carcharhinus amboinensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39367,79970,Carcharhinus borneensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39368,6042146.499999285,Carcharhinus brevipinna,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39369,1489107.7499718666,Carcharhinus hemiodon,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39370,173449348.74999475,Carcharhinus falciformis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39371,329413.7499990463,Carcharhinus leiodon,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39372,8460538.99996686,Carcharhinus leucas,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39374,200486309.75001097,Carcharhinus longimanus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39375,5665449.250044346,Carcharhinus melanopterus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39378,29351945.99998498,Galeocerdo cuvier,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39379,6994.0000030994415,Glyphis glyphis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39380,2054363.24999547,Negaprion brevirostris,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39381,281138069.99997044,Prionace glauca,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39382,1157737.250013113,Rhizoprionodon terraenovae,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39384,7168851.500022411,Triaenodon obesus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39385,31251315.749945402,Sphyrna lewini,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39386,31146508.499952555,Sphyrna mokarran,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39387,1816311.249985695,Sphyrna tiburo,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39388,17636747.000066757,Sphyrna zygaena,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39389,5108232.250002384,Anoxypristis cuspidata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39390,517184.75001716614,Pristis clavata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39393,5576056.749999046,Pristis zijsron,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39394,505341.7499961853,Rhynchobatus djiddensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39396,411942.2499675751,Tetronarce californica,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39399,3671276.0000686646,Raja clavata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39400,499846.49999046326,Raja microocellata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39413,5692899.750052452,Urogymnus asperrimus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39414,95663.74999809265,Fontitrygon ukpam,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39416,202427.99998283386,Myliobatis californicus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39771,570507.750023365,Dipturus laevis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
39773,6028575.999979019,Cephalopholis boenak,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/GROUPERS.dbf
39774,5009948.749943256,Epinephelus altivelis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/GROUPERS.dbf
40635,106432107.74997735,Indopacetus pacificus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MAMMALS_MARINE_ONLY.dbf
40708,4400.5000014305115,Ninnigobius canestrinii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
40710,2241.0000019073486,Percarina demidoffii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
40711,0,Stegastes sanctipauli,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
