"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum","total_nutrient_applied","percent_excluded_before","percent_excluded_after"
"N",2012,"leached","manure",36356624.0622505,12030677.1893002,191428324.073026,0.189922908421751,0.0628469023461269
"N",2013,"leached","crop_manure",55946596.1965935,18621865.9910198,291774911.833258,0.191745739361462,0.0638227113976877
"N",2013,"leached","crop",19577754.8125764,6587137.86115041,100338169.288697,0.195117719920188,0.065649372595165
"N",2013,"leached","manure",36368841.384017,12034728.1298694,191436742.544561,0.189978375627403,0.0628652993668029
"N",2014,"leached","crop_manure",56050387.2649922,18658794.9966281,292017059.154931,0.191942167444589,0.063896249933565
"N",2014,"leached","crop",19667181.5320543,6618443.41089769,100580677.598025,0.195536379369555,0.0658023346924405
"N",2014,"leached","manure",36383205.7329379,12040351.5857304,191436381.556906,0.190053768447993,0.0628947929740895
"N",2015,"leached","crop_manure",55949955.1390738,18622692.7328967,291035465.352985,0.192244457462304,0.0639877092309352
"N",2015,"leached","crop",19562416.1371776,6580198.48361641,99608443.8831236,0.196393150766729,0.0660606493495405
"N",2015,"leached","manure",36387539.0018962,12042494.2492803,191427021.469861,0.190085698050864,0.0629090614105194
"N",2016,"leached","crop_manure",55885624.6680143,18597348.318933,292217657.606683,0.191246569853882,0.0636421100328048
"N",2016,"leached","crop",19505821.1217729,6557476.41568353,100790546.838879,0.193528279521634,0.0650604309763904
"N",2016,"leached","manure",36379803.5462414,12039871.9032495,191427110.767804,0.190045199973629,0.0628953331372877
"N",2017,"leached","crop_manure",55895452.9800486,18595575.8128666,294133501.918595,0.190034296043972,0.0632215497098088
"N",2017,"leached","crop",19514446.4919459,6555307.81982673,102706978.512582,0.190001173966531,0.0638253399599685
"N",2017,"leached","manure",36381006.4881027,12040267.9930399,191426523.406013,0.190052067188929,0.0628975952695054
"N",2018,"leached","crop_manure",55511021.110551,18464797.9459414,292684428.234379,0.189661682534399,0.0630877360211147
"N",2018,"leached","crop",19168857.6096839,6435281.44591295,101389633.754793,0.189061316229261,0.0634708027595448
"N",2018,"leached","manure",36342163.5008671,12029516.5000284,191294794.479586,0.189979887323831,0.0628847038559229
"N",2019,"leached","crop_manure",55317410.6628718,18386208.7159394,292774043.826564,0.188942332250058,0.0627999957770545
"N",2019,"leached","crop",18991769.5379968,6362471.07893419,101479521.791048,0.187148788275746,0.0626970936267799
"N",2019,"leached","manure",36325641.124875,12023737.6370052,191294522.035516,0.189893786493953,0.0628545841724253
"N",2005,"volt","crop_manure",82234087.8971575,475113.60946315,274807516.2845,0.299242498927952,0.00172889597739852
"N",2005,"volt","crop",13206524.1626124,79986.5489798275,84410324.1844695,0.156456266341911,0.000947592012619519
"N",2005,"volt","manure",69027563.7345452,395127.060483322,190397192.10003,0.362545072084255,0.00207527777130102
"N",2006,"volt","crop_manure",82689069.3949473,476390.579825127,277533013.09402,0.297943183310357,0.00171651860264905
"N",2006,"volt","crop",13662497.8014737,81340.8177496178,87132797.8963818,0.156800861803165,0.000933526980808629
"N",2006,"volt","manure",69026571.5934736,395049.762075509,190400215.197638,0.362534104921169,0.00207483884230615
"N",2007,"volt","crop_manure",83174087.8366948,479253.191216504,280588374.768195,0.296427419366209,0.00170802939220997
"N",2007,"volt","crop",14140426.6644297,84153.7175049772,90189100.8665278,0.156786424618606,0.000933080790211198
"N",2007,"volt","manure",69033661.1722652,395099.473711526,190399273.901667,0.362573132542082,0.00207511019141584
"N",2008,"volt","crop_manure",83147068.1374339,479033.702605839,279375257.278187,0.297617866905946,0.00171466044370867
"N",2008,"volt","crop",14117524.3411478,83904.1869594889,88975978.4497159,0.15866669394511,0.000942998193685577
"N",2008,"volt","manure",69029543.7962861,395129.51564635,190399278.828471,0.36255149820433,0.00207526792158871
"N",2009,"volt","crop_manure",83616664.5598806,481992.492596966,281818992.90482,0.296703439672431,0.00171029101917113
"N",2009,"volt","crop",14601404.6643205,87000.7633212912,91420288.2908151,0.159717333398384,0.000951657065929774
"N",2009,"volt","manure",69015259.8955601,394991.729275675,190398704.614005,0.362477570608869,0.00207455050745456
"N",2010,"volt","crop_manure",84172530.0438143,485014.329492513,285543312.595381,0.294780253400955,0.00169856658551757
"N",2010,"volt","crop",15142271.9333303,89889.9397778958,95144626.9085406,0.159150047935824,0.000944771582995475
"N",2010,"volt","manure",69030258.110484,395124.389714617,190398685.68684,0.362556379323028,0.00207524746449406
"N",2011,"volt","crop_manure",84666108.50963,487470.242699623,288681202.470388,0.293285838444277,0.00168861096090808
"N",2011,"volt","crop",15633325.6995141,92378.968560112,98279705.8432672,0.159069724165084,0.000939959758400524
"N",2011,"volt","manure",69032782.8101159,395091.274139511,190401496.627121,0.362564286694177,0.00207504290217451
"N",2012,"volt","crop_manure",84865172.3745399,487239.935142777,290019563.147521,0.292618785620928,0.00168002437440724
"N",2012,"volt","crop",15583765.9446151,91637.8191603825,98591239.0744955,0.158064409078377,0.000929472233239112
"N",2012,"volt","manure",69281406.4299248,395602.115982394,191428324.073026,0.361918262437984,0.00206658088816303
"N",2013,"volt","crop_manure",85188488.9449777,489140.892603754,291774911.833258,0.291966462811103,0.00167643232082711
"N",2013,"volt","crop",15899420.2885939,93505.8536162426,100338169.288697,0.15845834542633,0.000931907112508738
"N",2013,"volt","manure",69289068.6563839,395635.038987512,191436742.544561,0.361942371852965,0.00206666198833497
"N",2014,"volt","crop_manure",85275596.174586,490236.237640425,292017059.154931,0.292022652448337,0.00167879314673985
"N",2014,"volt","crop",15977840.2351739,94528.1755501843,100580677.598025,0.158855961370931,0.000939824405717072
"N",2014,"volt","manure",69297755.9394121,395708.062090241,191436381.556906,0.361988433838073,0.00206704733380376
"N",2015,"volt","crop_manure",85103391.5891456,489348.722162084,291035465.352985,0.292415879576488,0.00168140580931803
"N",2015,"volt","crop",15807363.2380568,93628.6344604335,99608443.8831236,0.158695012408833,0.00093996684227186
"N",2015,"volt","manure",69296028.3510887,395720.08770165,191427021.469861,0.361997108971363,0.00206721122578796
"N",2016,"volt","crop_manure",85251226.9004982,489997.523726454,292217657.606683,0.29173879360584,0.00167682380229732
"N",2016,"volt","crop",15951913.4053767,94280.4838644901,100790546.838879,0.158267951764137,0.000935409984581235
"N",2016,"volt","manure",69299313.4951215,395717.039861964,191427110.767804,0.362014101436132,0.00206719433979212
"N",2017,"volt","crop_manure",85594753.2106884,492343.653804465,294133501.918595,0.291006473769104,0.00167387818998166
"N",2017,"volt","crop",16290550.2723175,96599.6632048766,102706978.512582,0.158611912337795,0.000940536510798463
"N",2017,"volt","manure",69304202.9383709,395743.990599589,191426523.406013,0.362040754359717,0.00206734147159023
"N",2018,"volt","crop_manure",85335356.8818597,491072.415940863,292684428.234379,0.291560973696639,0.00167782214757123
"N",2018,"volt","crop",16091848.4157853,95584.1071228821,101389633.754793,0.158712955356983,0.000942740431966138
"N",2018,"volt","manure",69243508.4660745,395488.308817981,191294794.479586,0.361972779523093,0.00206742849377527
"N",2019,"volt","crop_manure",85408994.041005,491014.702494591,292774043.826564,0.291723244740918,0.00167711145454364
"N",2019,"volt","crop",16165675.1863587,95527.808756621,101479521.791048,0.159299875492562,0.000941350600304543
"N",2019,"volt","manure",69243318.8546463,395486.89373797,191294522.035516,0.361972303847731,0.00206742404084391
