scientificname,rgn_id,fao_id,RAM_area_m2,stockid,stocklong
Kajikia audax,18,81,792649051.7,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,19,71,752127000000,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,20,61,326589000000,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,21,61,115784000000,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,25,57,119029000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,26,57,660044000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,28,51,164528000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,29,51,62931711919,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,30,51,43410343144,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,31,51,1332330000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,32,51,314873000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,33,51,62210846312,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,34,51,121568000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,35,51,125064000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,36,51,270501000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,37,51,1272730000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,38,51,638542000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,39,51,914973000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,39,57,1343085812,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,40,57,530775000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,41,51,571965000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,42,51,1198440000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,43,51,111798000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,44,51,779164000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,46,51,5298695620,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,47,51,506967000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,48,51,533679000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,53,51,221421000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,54,51,4343757184,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,73,61,589479000000,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,92,51,318760000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,92,57,67813595445,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,102,47,373392000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,102,51,317901000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,107,77,431288000000,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,129,77,188740000000,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,129,87,133382352.5,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,130,77,388254000000,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,130,87,157003000000,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,131,77,61487584529,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,132,77,29225954.22,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,132,87,329129000000,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,133,77,875930783.7,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,134,77,93832091471,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,135,77,2444660000000,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,136,77,116146000000,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,137,87,1072900000000,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,138,87,71138626351,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,146,77,13236556621,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,146,81,25853640561,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,147,77,13638078299,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,147,77,4078390000000,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,147,81,693203000000,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,148,77,494299000000,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,148,77,982761000000,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,149,77,59788738124,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,149,77,64307854065,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,150,77,351169000000,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,151,77,404443000000,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,152,77,131452000000,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,153,77,1954300000000,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,153,81,5882793095,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,154,77,316580000000,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,155,71,280680000000,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,155,77,362298000000,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,155,81,22074183487,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,156,71,23964874121,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,156,77,295102000000,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,157,71,163098000000,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,157,77,435831000000,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,158,71,183481000000,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,158,71,38024364573,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,158,77,47907427738,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,159,77,442635000000,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,161,71,235932000000,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,161,77,25409421138,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,162,81,1537900000000,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,163,61,499583000000,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,163,67,193466000000,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,163,77,511465000000,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,163,77,1975130000000,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,191,51,64395837804,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,202,51,241257000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,203,51,1007480000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,203,57,622574000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,204,57,85408160236,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,205,57,514844000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,206,57,61958457416,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,206,71,2263.235493,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,206,71,20566393770,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,209,61,533968000000,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,210,61,3848630000000,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,210,71,180333000000,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,212,71,367549000000,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,212,71,406613000000,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,216,57,1442980000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,216,71,677530.6313,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,216,71,735509000000,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,216,71,81017962512,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,255,51,51291261274,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,255,57,3244749705,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,255,61,437160000000,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,255,71,3930650057,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,267,47,249562000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,269,47,4.084240562,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,269,51,15605600000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,269,57,32.50872765,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,270,51,8.941224277,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,270,57,15108100000000,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,272,61,9776480000000,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,273,61,44.41967992,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,273,67,755962000000,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,273,67,2620970000000,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,274,61,18.77482953,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,274,71,5443190000000,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,274,71,759435000000,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,274,81,3.392806399,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,275,61,78.44969496,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,275,67,99.89133924,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,275,67,211.8415424,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,275,71,127.3208751,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,275,77,15394400000000,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,275,77,12185700000000,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,275,77,2318450000000,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,275,81,32.76178972,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,276,71,68765847036,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,276,81,8681540000000,STMARLINSWPO,Striped marlin Western Pacific Ocean
Kajikia audax,277,77,166.8514048,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,277,87,3454150000000,STMARLINNEPAC,Striped marlin Northeast Pacific
Lepidopsetta polyxystra,163,61,78166767032,NRSOLEEBSAI,Northern rock sole Eastern Bering Sea and Aleutian Islands
Lepidopsetta polyxystra,163,67,465100000000,NRSOLEEBSAI,Northern rock sole Eastern Bering Sea and Aleutian Islands
Lepidopsetta polyxystra,163,61,NA,NRSOLEGA,Northern rock sole Gulf of Alaska
Lepidorhombus spp,180,27,NA,MEGSPPIVa-VIa,Megrim spp ICES 4a-6a
Lepidorhombus spp,181,27,NA,MEGSPPIVa-VIa,Megrim spp ICES 4a-6a
Loligo reynaudii,101,47,56409073.71,CHSQUIDSA,Cape Hope squid South Africa
Loligo reynaudii,102,47,604767000000,CHSQUIDSA,Cape Hope squid South Africa
Loligo reynaudii,267,47,2761094350,CHSQUIDSA,Cape Hope squid South Africa
Merluccius gayi,224,87,NA,SPHAKECH,South Pacific hake Central-Southern Chile
Neoplatycephalus richardsoni,16,57,211780000000,TIGERFLATSE,Tiger flathead Southeast Australia
Neoplatycephalus richardsoni,16,71,420497376.6,TIGERFLATSE,Tiger flathead Southeast Australia
Neoplatycephalus richardsoni,16,81,41207480971,TIGERFLATSE,Tiger flathead Southeast Australia
Pagrus major,20,61,NA,RBRMECS,Red seabream East China Sea
Pagrus major,209,61,NA,RBRMECS,Red seabream East China Sea
Pagrus major,210,61,NA,RBRMECS,Red seabream East China Sea
Pagrus major,210,61,NA,RBRMSETOE,Red seabream Inland Sea of Japan (East)
Pagrus major,210,61,NA,RBRMSETOW,Red seabream Inland Sea of Japan (West)
Penaeus esculentus,16,57,NA,BTSHRIMPNAUST,Brown tiger shrimp Northern Australia
Penaeus esculentus,16,71,NA,BTSHRIMPNAUST,Brown tiger shrimp Northern Australia
Platycephalus conatus,16,57,205558000000,DEEPFLATHEADSE,Deepwater flathead Southeast Australia
Sardinella spp,56,34,4087121.102,SARDINWA,Sardinella West Africa
Sardinella spp,58,34,347682382.2,SARDINWA,Sardinella West Africa
Sardinella spp,63,34,221974000000,SARDINWA,Sardinella West Africa
Sardinella spp,64,34,154781000000,SARDINWA,Sardinella West Africa
Sardinella spp,65,34,22462880413,SARDINWA,Sardinella West Africa
Sardinella spp,66,34,157341000000,SARDINWA,Sardinella West Africa
Sardinella spp,193,34,78695530103,SARDINWA,Sardinella West Africa
Sardinella spp,194,34,14104645885,SARDINWA,Sardinella West Africa
Sardinella spp,255,34,49739334975,SARDINWA,Sardinella West Africa
Sardinella spp,264,34,914370358.2,SARDINWA,Sardinella West Africa
Sardinops melanostictus,20,61,NA,PILCHTSST,Japanese sardine Tsushima Strait
Sardinops melanostictus,73,61,NA,PILCHPJPN,Japanese sardine Pacific Coast of Japan
Sardinops melanostictus,209,61,NA,PILCHTSST,Japanese sardine Tsushima Strait
Sardinops melanostictus,210,61,NA,PILCHPJPN,Japanese sardine Pacific Coast of Japan
Sardinops melanostictus,210,61,NA,PILCHTSST,Japanese sardine Tsushima Strait
Scomber colias,172,41,NA,ACMACKSARG,Argentine chub mackerel Southern Argentina
Scorpaena guttata,135,77,0.767144629,CALSCORPSCAL,California scorpionfish Southern California
Scorpaena guttata,163,77,91245173618,CALSCORPSCAL,California scorpionfish Southern California
Sebastes aleutianus,163,61,70342948389,REYEROCKBSAI,Rougheye rockfish Bering Sea and Aleutian Islands
Sebastes aleutianus,163,67,110137000000,REYEROCKBSAI,Rougheye rockfish Bering Sea and Aleutian Islands
Sebastes aleutianus,163,67,196612000000,REYEROCKGA,Rougheye rockfish Gulf of Alaska
Sebastes aleutianus,218,67,1016592.605,REYEROCKGA,Rougheye rockfish Gulf of Alaska
Sebastes auriculatus,163,67,NA,BRNROCKPCOAST,Brown rockfish Pacific Coast
Sebastes auriculatus,163,77,NA,BRNROCKPCOAST,Brown rockfish Pacific Coast
Sebastes aurora,163,67,NA,AUROCKPCOAST,Aurora rockfish Pacific Coast
Sebastes aurora,163,77,NA,AUROCKPCOAST,Aurora rockfish Pacific Coast
Sebastes caurinus,163,67,NA,CPRROCKPCOAST,Copper rockfish Pacific Coast
Sebastes caurinus,163,77,NA,CPRROCKPCOAST,Copper rockfish Pacific Coast
Sebastes chlorostictus,135,77,0.767144629,GRSPROCKSCAL,Greenspotted rockfish Southern Pacific Coast
Sebastes chlorostictus,163,67,65330207944,GRSPROCKNCAL,Greenspotted rockfish Northern Pacific Coast
Sebastes chlorostictus,163,77,98670070378,GRSPROCKNCAL,Greenspotted rockfish Northern Pacific Coast
Sebastes chlorostictus,163,77,91245173618,GRSPROCKSCAL,Greenspotted rockfish Southern Pacific Coast
Sebastes chlorostictus,273,67,5416763.99,GRSPROCKNCAL,Greenspotted rockfish Northern Pacific Coast
Sebastes chlorostictus,275,77,116206.2422,GRSPROCKNCAL,Greenspotted rockfish Northern Pacific Coast
Sebastes crameri,135,77,7827.088317,DKROCKPCOAST,Darkblotched rockfish Pacific Coast
Sebastes crameri,163,77,189912000000,DKROCKPCOAST,Darkblotched rockfish Pacific Coast
Sebastes crameri,275,77,154695.3982,DKROCKPCOAST,Darkblotched rockfish Pacific Coast
Sebastes diploproa,135,77,7827.088317,SNROCKPCOAST,Splitnose rockfish Pacific Coast
Sebastes diploproa,163,77,189912000000,SNROCKPCOAST,Splitnose rockfish Pacific Coast
