iucn_sid,sciname,year,category,code
19199742,Lasioglossum vergilianum,2015,DD,2
19199497,Lasioglossum tschibuklinum,2015,DD,2
19199826,Lasioglossum truncaticolle,2015,DD,2
19199449,Lasioglossum tricinctum,2015,DD,2
19199725,Lasioglossum trichopygum,2015,DD,2
19198623,Lasioglossum transitorium,2015,LC,2
19199211,Lasioglossum tauricum,2015,DD,2
19199508,Lasioglossum tarsatum,2015,NT,2
19198849,Lasioglossum subhirtum,2015,LC,2
19199389,Lasioglossum subfulvicorne,2015,LC,2
19198898,Lasioglossum subfasciatum,2013,EN,2
19198413,Lasioglossum subaenescens,2015,NT,2
19198393,Lasioglossum strictifrons,2015,DD,2
19199587,Lasioglossum sphecodimorphum,2015,DD,2
19198705,Lasioglossum soror,2015,EN,2
19199944,Lasioglossum smeathmanellum,2015,LC,2
19199513,Lasioglossum sexstrigatum,2015,LC,2
19199019,Lasioglossum sexnotatum,2013,NT,2
19199902,Lasioglossum sexnotatulum,2013,EN,2
19198823,Lasioglossum sexmaculatum,2013,EN,2
19199486,Lasioglossum setulosum,2015,NT,2
19199578,Lasioglossum setulellum,2015,NT,2
19199255,Lasioglossum semilucens,2015,LC,2
19198803,Lasioglossum samaricum,2015,DD,2
19198676,Lasioglossum sabulosum,2015,NT,2
19198520,Lasioglossum rupestre,2015,DD,2
19199210,Lasioglossum rufitarse,2015,LC,2
19199349,Lasioglossum rostratum,2015,NA,2
19199757,Lasioglossum quadrisignatum,2015,EN,2
19199730,Lasioglossum quadrinotatum,2013,NT,2
19199149,Lasioglossum quadrinotatulum,2015,NT,2
19198817,Lasioglossum pygmaeum,2015,NT,2
19198652,Lasioglossum puncticolle,2015,LC,2
19199585,Lasioglossum punctatissimum,2015,LC,2
19198953,Lasioglossum pseudoplanulum,2015,DD,2
19199791,Lasioglossum pseudocaspicum,2013,DD,2
19199391,Lasioglossum prasinum,2013,NT,2
19199104,Lasioglossum politum,2015,LC,2
19199141,Lasioglossum podolicum,2015,NT,2
19198858,Lasioglossum pleurospeculum,2015,DD,2
19198470,Lasioglossum phoenicurum,2015,DD,2
19199636,Lasioglossum peregrinum,2015,DD,2
19198920,Lasioglossum perclavipes,2013,DD,2
19199557,Lasioglossum pauxillum,2015,LC,2
19199371,Lasioglossum pauperatum,2015,LC,2
19199383,Lasioglossum parvulum,2015,LC,2
19199545,Lasioglossum pallens,2013,LC,2
19199599,Lasioglossum orihuelicum,2015,DD,2
19199893,Lasioglossum obscuratum,2015,DD,2
19199136,Lasioglossum niveocinctum,2015,NA,2
19198573,Lasioglossum nitidulum,2015,LC,2
19199883,Lasioglossum nitidiusculum,2015,LC,2
19199172,Lasioglossum nigripes,2015,LC,2
19198878,Lasioglossum musculoides,2015,DD,2
19199775,Lasioglossum morio,2015,LC,2
19198556,Lasioglossum montivolans,2015,DD,2
19198862,Lasioglossum minutulum,2015,NT,2
19199108,Lasioglossum minutissimum,2015,LC,2
19198591,Lasioglossum mesosclerum,2015,DD,2
19198447,Lasioglossum mediterraneum,2015,LC,2
19198784,Lasioglossum maurusium,2015,NT,2
19198527,Lasioglossum marginellum,2015,NT,2
19198607,Lasioglossum marginatum,2015,LC,2
19199747,Lasioglossum mandibulare,2015,NT,2
19198610,Lasioglossum malachurum,2015,LC,2
19199929,Lasioglossum majus,2013,NT,2
19198426,Lasioglossum lucidulum,2015,LC,2
19198644,Lasioglossum loetum,2015,LC,2
19198838,Lasioglossum littorale,2015,NT,2
19199151,Lasioglossum lissonotum,2015,DD,2
19199803,Lasioglossum lineare,2015,DD,2
19199055,Lasioglossum limbellum,2015,DD,2
19199050,Lasioglossum limbelloides,2015,DD,2
19198957,Lasioglossum leucozonium,2013,LC,2
19199010,Lasioglossum leucopus,2015,LC,2
19199403,Lasioglossum leucomontanum,2013,DD,2
19198603,Lasioglossum lativentre,2013,LC,2
19198524,Lasioglossum laticeps,2015,LC,2
19198912,Lasioglossum laterale,2013,DD,2
19199301,Lasioglossum laevigatum,2013,NT,2
19199878,Lasioglossum laevidorsum,2015,DD,2
19199644,Lasioglossum laeve,2015,EN,2
19199754,Lasioglossum kussariense,2013,DD,2
19198664,Lasioglossum kotschyi,2013,DD,2
19199516,Lasioglossum interruptum,2015,LC,2
19199164,Lasioglossum intermedium,2015,NT,2
19199529,Lasioglossum immunitum,2015,DD,2
19199928,Lasioglossum imbecillum,2015,DD,2
19198414,Lasioglossum ibericum,2015,DD,2
19198455,Lasioglossum hilare,2015,DD,2
19198818,Lasioglossum haesitans,2013,DD,2
19199631,Lasioglossum griseolum,2015,LC,2
19199719,Lasioglossum gorkiense,2015,NA,2
19198499,Lasioglossum glaciegenitum,2013,DD,2
19199478,Lasioglossum glabriusculum,2015,LC,2
19199877,Lasioglossum fulvicorne,2015,LC,2
19199190,Lasioglossum fratellum,2015,LC,2
19198900,Lasioglossum euxinicum,2013,DD,2
19199238,Lasioglossum eurasicum,2013,DD,2
19199731,Lasioglossum euboeense,2015,DD,2
19198917,Lasioglossum erraticum,2015,DD,2
19199208,Lasioglossum ellipticeps,2015,NA,2
19199250,Lasioglossum elegans,2015,DD,2
19198889,Lasioglossum dusmeti,2015,DD,2
19199479,Lasioglossum duckei,2015,NT,2
19199590,Lasioglossum dolichocephalum,2015,NT,2
19199475,Lasioglossum discum,2013,LC,2
19199432,Lasioglossum denislucum,2015,DD,2
19198423,Lasioglossum debilior,2015,NA,2
19199622,Lasioglossum danuvium,2015,DD,2
19199919,Lasioglossum damascenum,2015,DD,2
19199322,Lasioglossum cupromicans,2015,LC,2
19199774,Lasioglossum cristula,2013,DD,2
19199907,Lasioglossum crassepunctatum,2015,DD,2
19199505,Lasioglossum costulatum,2013,NT,2
19198892,Lasioglossum corvinum,2015,LC,2
19199135,Lasioglossum corsicanum,2015,DD,2
19199562,Lasioglossum convexiusculum,2015,NT,2
19199395,Lasioglossum clypeiferellum,2015,DD,2
19199617,Lasioglossum clypeare,2015,NT,2
19198723,Lasioglossum chalcodes,2013,LC,2
19198530,Lasioglossum castilianum,2015,DD,2
19199733,Lasioglossum capitale,2015,DD,2
19198405,Lasioglossum callizonium,2013,LC,2
19199474,Lasioglossum calceatum,2015,LC,2
19198415,Lasioglossum buccale,2015,DD,2
19199413,Lasioglossum breviventre,2013,EN,2
19199589,Lasioglossum brevicorne,2015,NT,2
19199468,Lasioglossum boreale,2015,DD,2
19198904,Lasioglossum bluethgeni,2015,LC,2
19198670,Lasioglossum bischoffi,2013,DD,2
19198829,Lasioglossum bimaculatum,2013,LC,2
19198444,Lasioglossum bavaricum,2015,LC,2
19198828,Lasioglossum aureolum,2015,LC,2
19198852,Lasioglossum aureimontanum,2015,DD,2
19198949,Lasioglossum articulare,2015,DD,2
19199243,Lasioglossum ariadne,2015,DD,2
19199677,Lasioglossum arctifrons,2015,LC,2
19199831,Lasioglossum apostoli,2015,DD,2
19198411,Lasioglossum annulipes,2015,NA,2
19199454,Lasioglossum angustipes,2015,DD,2
19198581,Lasioglossum angusticeps,2015,NT,2
19199288,Lasioglossum anellum,2015,DD,2
19198672,Lasioglossum alpigenum,2015,LC,2
19199435,Lasioglossum algirum,2015,NT,2
19199950,Lasioglossum albovirens,2015,NT,2
19198467,Lasioglossum albocinctum,2013,LC,2
19199145,Lasioglossum albipes,2015,LC,2
19198577,Lasioglossum akroundicum,2015,DD,2
19198971,Lasioglossum aeratum,2015,LC,2
19198371,Lasioglossum aegyptiellum,2013,DD,2
19198712,Andrena cervina,2015,DD,2
19198544,Andrena chaetogastra,2015,DD,2
19198628,Andrena chalcogastra,2015,DD,2
19199653,Andrena chelma,2015,DD,2
19199708,Andrena compta,2015,DD,2
19199240,Andrena concinna,2015,LC,2
19199782,Andrena corax,2015,DD,2
19198993,Andrena corssubalpina,2015,DD,2
19199331,Andrena crassana,2015,LC,2
19198622,Andrena creberrima,2015,DD,2
19199657,Cubiandrena cubiceps,2015,DD,2
19199110,Andrena curtula,2015,DD,2
19198952,Andrena cyanomicans,2015,DD,2
19198557,Andrena cypria,2015,DD,2
19199412,Andrena cypricola,2015,DD,2
19198885,Andrena damara,2015,DD,2
19199779,Andrena dargia,2015,DD,2
19198462,Andrena delphiensis,2015,DD,2
19198576,Andrena derbentina,2015,DD,2
19199418,Andrena dinizi,2015,DD,2
19198453,Andrena discors,2015,LC,2
19199074,Andrena djelfensis,2015,DD,2
19199849,Andrena doursana,2015,DD,2
19198778,Andrena dubiosa,2015,DD,2
21138032,Andrena ebmerella,2015,DD,2
19199052,Andrena elata,2015,DD,2
19199274,Andrena elmaria,2015,DD,2
19199555,Andrena espanola,2015,DD,2
19199294,Andrena exigua,2015,DD,2
19199430,Andrena fabrella,2015,DD,2
19198881,Andrena farinosa,2015,DD,2
19199428,Andrena ferrugineicrus,2015,LC,2
19198487,Andrena fertoni,2015,DD,2
19199426,Andrena florentina,2015,DD,2
19199558,Andrena forsterella,2015,LC,2
19199922,Andrena freygessneri,2015,DD,2
19199111,Andrena fria,2015,DD,2
19198973,Andrena fuliginata,2015,NA,2
19199495,Andrena fumida,2015,DD,2
19198602,Andrena funerea,2015,DD,2
19199627,Andrena fuscocalcarata,2015,DD,2
19199890,Andrena gamskrucki,2015,DD,2
19199436,Andrena glandaria,2015,DD,2
19198460,Andrena glidia,2015,DD,2
19199615,Andrena gordia,2015,DD,2
19199410,Andrena granulosa,2015,LC,2
19199103,Andrena heinrichi,2015,DD,2
19199759,Andrena helenica,2015,DD,2
19198663,Andrena hillana,2015,DD,2
19199931,Andrena hispania,2015,LC,2
19199493,Andrena humabilis,2015,DD,2
19199854,Andrena hyacinthina,2015,DD,2
19199676,Andrena icterina,2015,DD,2
19199169,Andrena illyrica,2015,DD,2
19199801,Andrena isis,2015,NA,2
19199718,Andrena kamarti,2015,DD,2
19199471,Andrena korleviciana,2015,DD,2
19198751,Andrena kornosica,2015,DD,2
19198612,Andrena kriechbaumeri,2015,DD,2
19199520,Andrena lagopus,2015,LC,2
19198704,Andrena lamiana,2015,LC,2
19199308,Andrena langadensis,2015,LC,2
19199611,Andrena leptopyga,2015,DD,2
19198568,Andrena leucolippa,2015,LC,2
19199372,Andrena leucophaea,2015,DD,2
19199925,Andrena leucopsis,2015,DD,2
19198847,Andrena limassolica,2015,DD,2
19199671,Andrena lindbergella,2015,DD,2
19199266,Andrena livens,2015,LC,2
19198478,Andrena lonicera,2015,DD,2
19199159,Andrena macroptera,2015,DD,2
19199670,Andrena maderensis,2015,LC,2
19198840,Andrena mariana,2015,DD,2
19199247,Andrena mediovittata,2015,DD,2
19198824,Andrena mehelyi,2015,DD,2
19198605,Andrena merula,2015,DD,2
19199681,Andrena microthorax,2015,DD,2
19199911,Andrena miegiella,2015,LC,2
19199417,Andrena minapalumboi,2015,DD,2
19198392,Andrena mistrensis,2015,DD,2
19199569,Andrena mocsaryi,2015,LC,2
19198588,Andrena monacha,2015,DD,2
19199285,Andrena monilia,2015,DD,2
19199209,Andrena montana,2015,DD,2
19199682,Andrena montarca,2015,DD,2
19199203,Andrena mucronata,2015,LC,2
19199651,Andrena murana,2015,DD,2
19198891,Andrena muscaria,2015,DD,2
19198634,Andrena nebularia,2015,DD,2
19198489,Andrena neocypriaca,2015,LC,2
19199467,Andrena neovirida,2015,DD,2
19198890,Andrena nigroolivacea,2015,LC,2
19199496,Andrena nigroviridula,2015,DD,2
19199788,Andrena nilotica,2015,DD,2
19198841,Andrena nisoria,2015,NA,2
19198874,Andrena nucleola,2015,DD,2
157864,Isotomus jarmilae,2016,EN,2
164917,Osmoderma italicum,2025,EN,2
157873,Ampedus balcanicus,2025,DD,2
157687,Ampedus callegarii,2025,DD,2
157611,Ampedus gallicus,2025,DD,2
157773,Propomacrus cypriacus,2017,CR,2
157725,Melasis fermini,2017,VU,2
157591,Brachygonus meraculus,2025,NT,2
44319053,Romulea insularis,2018,CR,2
167920,Ranunculus polyphyllus,2013,DD,2
178023,Acanthurus monroviae,2015,NA,2
18227168,Agonus cataphractus,2014,LC,2
18227194,Leptagonus decagonus,2015,LC,2
154820,Alepisaurus ferox,2015,LC,2
15147715,Alepocephalus agassizii,2015,LC,2
15147725,Alepocephalus australis,2015,LC,2
15147740,Alepocephalus bairdii,2015,DD,2
18139074,Alepocephalus productus,2015,LC,2
198626,Alepocephalus rostratus,2015,LC,2
190098,Asquamiceps velaris,2015,DD,2
15147860,Bathylaco nigricans,2015,LC,2
190282,Bathytroctes macrolepis,2015,LC,2
15147977,Bathytroctes michaelsarsi,2015,LC,2
190265,Bathytroctes microlepis,2015,LC,2
15148522,Conocara macropterum,2015,LC,2
18139087,Conocara microlepis,2015,DD,2
18139615,Conocara murrayi,2015,LC,2
15148566,Conocara salmoneum,2015,DD,2
15148964,Leptoderma macrops,2015,DD,2
18140253,Mirognathus normani,2015,DD,2
18140291,Narcetes stomias,2015,LC,2
190298,Photostylus pycnopterus,2015,LC,2
15149028,Rinoctes nasutus,2015,LC,2
15149121,Rouleina attrita,2015,LC,2
190264,Rouleina maderensis,2015,DD,2
15149335,Xenodermichthys copei,2015,LC,2
18155957,Ammodytes marinus,2015,LC,2
18155960,Ammodytes tobianus,2014,DD,2
198630,Gymnammodytes cicerelus,2015,DD,2
18155963,Gymnammodytes semisquamatus,2014,LC,2
18155977,Hyperoplus immaculatus,2015,DD,2
18155982,Hyperoplus lanceolatus,2014,LC,2
18155990,Anarhichas denticulatus,2015,EN,2
18155993,Anarhichas lupus,2015,DD,2
18263655,Anarhichas minor,2015,NT,2
18123960,Anoplogaster cornuta,2015,LC,2
18123632,Anotopterus pharao,2015,LC,2
190183,Histrio histrio,2015,LC,2
18138798,Sciadonus cryptophthalmus,2014,DD,2
18138803,Sciadonus galatheae,2015,DD,2
195886,Apogon imberbis,2015,LC,2
18140328,Argentina silus,2015,LC,2
198627,Glossanodon leioglossus,2015,LC,2
13462250,Guentherus altivela,2015,LC,2
194990,Atherina hepsetus,2015,LC,2
198549,Argentina sphyraena,2015,LC,2
194991,Atherina presbyter,2015,LC,2
193736,Balistes capriscus,2015,DD,2
190444,Canthidermis maculata,2015,LC,2
18140341,Bathylagus euryops,2015,LC,2
18140358,Bathylagichthys greyae,2015,LC,2
18140736,Dolicholagus longirostris,2015,LC,2
190485,Melanolagus bericoides,2015,LC,2
13462491,Bathysaurus ferox,2015,LC,2
195001,Bathysaurus mollis,2015,LC,2
198578,Beryx decadactylus,2015,NT,2
185168,Aidablennius sphynx,2015,LC,2
185126,Blennius ocellaris,2015,LC,2
185165,Coryphoblennius galerita,2015,LC,2
154753,Hypleurochilus bananensis,2015,LC,2
185180,Lipophrys pholis,2015,LC,2
185156,Microlipophrys canevae,2014,LC,2
185128,Parablennius gattorugine,2015,LC,2
185181,Parablennius incognitus,2015,LC,2
198774,Parablennius pilicornis,2015,LC,2
185162,Parablennius ruber,2014,LC,2
185193,Parablennius sanguinolentus,2015,LC,2
185185,Parablennius tentacularis,2015,LC,2
185127,Lipophrys trigloides,2015,LC,2
185175,Salaria pavo,2015,LC,2
198632,Scartella cristata,2015,LC,2
18214503,Arnoglossus grohmanni,2014,DD,2
154687,Arnoglossus imperialis,2015,LC,2
198724,Arnoglossus laterna,2015,LC,2
155225,Arnoglossus rueppelii,2015,DD,2
198725,Bothus podas,2015,LC,2
195091,Brama brama,2015,LC,2
190330,Pterycombus brama,2015,LC,2
18156550,Taractes asper,2015,NA,2
190394,Taractichthys longipinnis,2015,LC,2
154997,Bregmaceros atlanticus,2015,LC,2
198622,Bellottia apoda,2015,LC,2
198564,Cataetyx alleni,2015,LC,2
198623,Cataetyx laticeps,2015,LC,2
18138812,Melodichthys hadrocephalus,2014,DD,2
154798,Thalassobathia pelagica,2015,DD,2
198634,Callionymus lyra,2015,LC,2
198635,Callionymus maculatus,2015,LC,2
198554,Callionymus reticulatus,2014,LC,2
198637,Callionymus risso,2014,LC,2
198772,Alectis alexandrina,2015,LC,2
198640,Campogramma glaycos,2015,LC,2
154807,Caranx crysos,2015,LC,2
198641,Caranx rhonchus,2015,DD,2
198642,Lichia amia,2015,LC,2
190452,Naucrates ductor,2015,LC,2
190070,Pseudocaranx dentex,2015,LC,2
18158331,Selene dorsalis,2015,NA,2
198643,Seriola dumerili,2015,LC,2
190139,Seriola fasciata,2015,LC,2
16507347,Seriola rivoliana,2015,LC,2
198644,Trachinotus ovatus,2015,LC,2
198645,Trachurus mediterraneus,2015,LC,2
198646,Trachurus picturatus,2015,LC,2
198647,Trachurus trachurus,2015,LC,2
198624,Carapus acus,2015,LC,2
18138815,Echiodon drummondii,2015,LC,2
18158445,Platyberyx opalescens,2015,DD,2
198571,Centrolophus niger,2015,LC,2
155081,Hyperoglyphe perciformis,2015,DD,2
198648,Schedophilus medusophagus,2015,LC,2
190446,Schedophilus ovalis,2015,LC,2
198649,Cepola macrophthalma,2015,LC,2
18258072,Entelurus aequoreus,2014,LC,2
44791483,Ameles gracilis,2016,VU,2
44791491,Ameles limbata,2016,VU,2
44792105,Pseudoyersinia betancuriae,2016,DD,2
44792108,Pseudoyersinia brevipennis,2020,EX,2
44792111,Pseudoyersinia canariensis,2016,EN,2
44792114,Pseudoyersinia lagrecai,2020,NT,2
44792117,Pseudoyersinia paui,2020,NT,2
44792219,Pseudoyersinia pilipes,2016,DD,2
44792252,Pseudoyersinia subaptera,2016,VU,2
44792287,Pseudoyersinia teydeana,2016,DD,2
16084353,Chorthippus alticola,2016,LC,2
202988,Rhaponticum scariosum,2013,LC,2
132722,Epinephelus aeneus,2015,DD,2
132796,Mycteroperca caninus,2015,LC,2
132762,Mycteroperca costae,2015,DD,2
7859,Mycteroperca marginata,2015,EN,2
132828,Hyporthodus haifensis,2015,DD,2
14054,Mycteroperca rubra,2015,LC,2
186106,Acantholabrus palloni,2015,LC,2
187803,Centrolabrus exoletus,2015,LC,2
187751,Ctenolabrus rupestris,2015,LC,2
187398,Labrus bergylta,2015,LC,2
187541,Labrus merula,2015,LC,2
187397,Labrus mixtus,2015,LC,2
187654,Labrus viridis,2015,VU,2
190710,Sparisoma cretense,2015,LC,2
187522,Symphodus bailloni,2015,LC,2
187714,Symphodus cinereus,2015,LC,2
187475,Symphodus mediterraneus,2015,LC,2
187748,Symphodus melops,2015,LC,2
187653,Symphodus roissali,2015,LC,2
187805,Symphodus tinca,2015,LC,2
187418,Thalassoma pavo,2015,LC,2
187696,Xyrichtys novacula,2015,LC,2
198670,Lobotes surinamensis,2015,LC,2
190116,Luvarus imperialis,2015,LC,2
198671,Dicentrarchus punctatus,2015,LC,2
198673,Mullus barbatus,2015,LC,2
18127741,Ceratias holboelli,2015,LC,2
190067,Cryptopsaras couesii,2015,LC,2
190064,Chaunax pictus,2015,LC,2
18127783,Chaunax suttkusi,2015,LC,2
194967,Chlopsis bicolor,2015,LC,2
198726,Citharus linguatula,2015,LC,2
185155,Clinitrachus argentatus,2015,LC,2
155123,Clupea harengus,2015,LC,2
198580,Sardina pilchardus,2015,NT,2
198581,Sardinella aurita,2015,LC,2
198582,Sardinella maderensis,2015,LC,2
194968,Ariosoma balearicum,2015,LC,2
198583,Sprattus sprattus,2015,LC,2
194970,Gnathophis mystax,2015,LC,2
18227468,Artediellus atlanticus,2015,LC,2
18228245,Gymnocanthus tricuspis,2015,LC,2
18237044,Icelus bicornis,2015,LC,2
18237151,Micrenophrys lilljeborgii,2014,LC,2
198741,Taurulus bubalis,2014,LC,2
18237248,Triglops murrayi,2015,LC,2
18237257,Triglops pingelii,2015,LC,2
18237363,Cyclopteropsis mcalpini,2015,DD,2
18237406,Cyclopterus lumpus,2015,NT,2
18237427,Eumicrotremus spinosus,2015,DD,2
18227109,Cyema atrum,2015,LC,2
198727,Symphurus ligulatus,2015,LC,2
198728,Symphurus nigrescens,2015,LC,2
185182,Dactylopterus volitans,2015,LC,2
155093,Derichthys serpentinus,2015,LC,2
199401,Nessorhamphus ingolfianus,2015,LC,2
18127809,Bufoceratias wedli,2015,DD,2
193752,Chilomycterus reticulatus,2015,LC,2
193668,Diodon hystrix,2015,DD,2
18124015,Diretmus argenteus,2015,LC,2
18158483,Centrodraco acanthopoma,2015,LC,2
155068,Remora brachyptera,2015,NA,2
190080,Remora osteochir,2015,LC,2
198651,Remora remora,2015,LC,2
198568,Engraulis encrasicolus,2015,LC,2
198555,Epigonus constanciae,2015,LC,2
198652,Epigonus denticulatus,2015,LC,2
18227119,Eurypharynx pelecanoides,2015,LC,2
194995,Evermannella balbo,2015,LC,2
198576,Cheilopogon heterurus,2015,LC,2
155104,Cheilopogon pinnatibarbatus,2015,LC,2
190163,Exocoetus obtusirostris,2015,LC,2
198566,Exocoetus volitans,2015,LC,2
183776,Hirundichthys rondeletii,2015,LC,2
190292,Hirundichthys speculiger,2015,LC,2
15522140,Coryphaenoides leptolepis,2015,LC,2
198650,Remora australis,2015,NA,2
18125034,Boreogadus saida,2015,LC,2
198584,Gadiculus argenteus,2015,LC,2
18159121,Aphia minuta,2015,LC,2
18126034,Kumba dentoni,2014,DD,2
18258863,Gadus chalcogrammus,2015,NT,2
8784,Gadus morhua,2015,LC,2
13045,Melanogrammus aeglefinus,2015,LC,2
198585,Merlangius merlangus,2014,LC,2
18125103,Pollachius pollachius,2014,LC,2
190304,Pollachius virens,2015,LC,2
18125145,Raniceps raninus,2014,LC,2
18125208,Trisopterus esmarkii,2014,LC,2
198587,Trisopterus luscus,2015,LC,2
49937576,Trisopterus minutus,2015,LC,2
190287,Lepidocybium flavobrunneum,2015,DD,2
18158583,Nesiarchus nasutus,2015,LC,2
16509297,Promethichthys prometheus,2015,LC,2
190432,Ruvettus pretiosus,2015,LC,2
18258584,Apletodon bacescui,2014,LC,2
198771,Apletodon dentatus,2015,LC,2
198605,Apletodon incognitus,2014,LC,2
198606,Diplecogaster bimaculata,2015,LC,2
198607,Lepadogaster candolii,2015,LC,2
198656,Deltentosteus quadrimaculatus,2015,LC,2
198658,Gobius cobitis,2015,LC,2
198660,Gobius cruentatus,2015,LC,2
198570,Gobius niger,2015,LC,2
198662,Gobius paganellus,2015,LC,2
18160428,Lesueurigobius sanzi,2015,LC,2
198666,Lesueurigobius suerii,2015,LC,2
190176,Bonapartia pedaliota,2015,LC,2
18252612,Cyclothone acclinidens,2015,LC,2
190300,Cyclothone alba,2015,LC,2
198757,Cyclothone braueri,2015,LC,2
18252616,Cyclothone livida,2015,LC,2
190133,Cyclothone microdon,2015,LC,2
18252619,Cyclothone pallida,2015,LC,2
18252629,Cyclothone pseudopallida,2015,LC,2
190471,Gonostoma denudatum,2015,LC,2
18252718,Gonostoma elongatum,2015,LC,2
18252849,Margrethia obtusirostra,2015,LC,2
18252853,Sigmops bathyphilus,2015,LC,2
195838,Aldrovandia phalacra,2015,LC,2
195840,Halosauropsis macrochir,2015,LC,2
195843,Halosaurus johnsonianus,2015,LC,2
195844,Halosaurus ovenii,2015,LC,2
18127828,Himantolophus compressus,2014,DD,2
18127836,Himantolophus groenlandicus,2015,DD,2
16447855,Sargocentron hastatum,2015,NA,2
13462751,Bathypterois dubius,2015,LC,2
194992,Bathypterois grallator,2015,LC,2
190243,Bathypterois longipes,2015,LC,2
198561,Kyphosus sectatrix,2015,DD,2
195038,Lampris guttatus,2015,LC,2
15601934,Leptochilichthys agassizii,2015,LC,2
18237502,Careproctus aciculipunctatus,2014,DD,2
18237516,Careproctus merretti,2014,DD,2
154644,Liparis liparis,2014,LC,2
18237707,Liparis montagui,2014,LC,2
18237712,Paraliparis abyssorum,2014,DD,2
18237734,Paraliparis bathybius,2015,LC,2
18237739,Paraliparis bipolaris,2014,DD,2
18237772,Paraliparis hystrix,2014,DD,2
18237775,Psednos spirohira,2014,DD,2
18237787,Rhodichthys regina,2015,DD,2
198609,Lophius budegassa,2015,LC,2
198610,Lophius piscatorius,2015,LC,2
190207,Lophotus lacepede,2015,LC,2
18125264,Brosme brosme,2015,LC,2
18125362,Ciliata mustela,2014,LC,2
18125379,Ciliata septentrionalis,2014,LC,2
15522054,Enchelyopus cimbrius,2015,LC,2
18125515,Gaidropsarus argentatus,2015,LC,2
198588,Gaidropsarus biscayensis,2015,LC,2
154880,Gaidropsarus macrophthalmus,2014,LC,2
198548,Gaidropsarus mediterraneus,2015,LC,2
198590,Gaidropsarus vulgaris,2014,LC,2
198591,Molva dypterygia,2015,VU,2
