iucn_sid,count,code,country,presence,rgn_id,rgn_name,comname,sciname,ico_gl,ico_rgn_id,subpop,cat
39381,25,AL,Albania,Extant,82,Albania,Blue Shark,Prionace glauca,TRUE,NA,NA,NT
187752,25,AL,Albania,Extant,82,Albania,Mediterranean Rainbow Wrasse,Coris julis,FALSE,82,NA,LC
198568,25,AL,Albania,Extant,82,Albania,European Anchovy,Engraulis encrasicolus,FALSE,82,NA,LC
190710,25,AL,Albania,Extant,82,Albania,Parrotfish,Sparisoma cretense,FALSE,82,NA,LC
6494,25,AL,Albania,Extant,82,Albania,Leatherback Turtle,Dermochelys coriacea,TRUE,NA,NA,VU
22692146,25,AL,Albania,Extant,82,Albania,Common Crane,Grus grus,FALSE,82,NA,LC
3897,25,AL,Albania,Extant,82,Albania,Loggerhead Turtle,Caretta caretta,TRUE,NA,NA,VU
20738,25,AL,Albania,Extant,82,Albania,Rough Toothed Dolphin,Steno bredanensis,TRUE,NA,NA,LC
4292,25,AL,Albania,Extant,82,Albania,Basking Shark,Cetorhinus maximus,TRUE,NA,NA,EN
3855,25,AL,Albania,Extant,82,Albania,Great White Shark,Carcharodon carcharias,TRUE,NA,NA,VU
39339,25,AL,Albania,Extant,82,Albania,Thresher Shark,Alopias vulpinus,TRUE,NA,NA,VU
19488,41,AO,Angola,Extant,200,Angola,Whale Shark,Rhincodon typus,TRUE,NA,NA,EN
197461,41,AO,Angola,Extant,200,Angola,Puff Adder,Bitis arietans,FALSE,200,NA,LC
39341,41,AO,Angola,Extant,200,Angola,Shortfin Mako,Isurus oxyrinchus,TRUE,NA,NA,EN
39378,41,AO,Angola,Extant,200,Angola,Tiger Shark,Galeocerdo cuvier,TRUE,NA,NA,NT
39381,41,AO,Angola,Extant,200,Angola,Blue Shark,Prionace glauca,TRUE,NA,NA,NT
60225,41,AO,Angola,Extant,200,Angola,Longfin Mako,Isurus paucus,TRUE,NA,NA,EN
11534,41,AO,Angola,Extant,200,Angola,Olive Ridley Turtle,Lepidochelys olivacea,TRUE,NA,NA,VU
6494,41,AO,Angola,Extant,200,Angola,Leatherback Turtle,Dermochelys coriacea,TRUE,NA,NA,VU
2478,41,AO,Angola,Extant,200,Angola,Fin whale,Balaenoptera physalus,TRUE,NA,NA,VU
13006,41,AO,Angola,Extant,200,Angola,Humpback Whale,Megaptera novaeangliae,TRUE,NA,NA,LC
3897,41,AO,Angola,Extant,200,Angola,Loggerhead Turtle,Caretta caretta,TRUE,NA,NA,VU
2475,41,AO,Angola,Extant,200,Angola,Sei whale,Balaenoptera borealis,TRUE,NA,NA,EN
2477,41,AO,Angola,Extant,200,Angola,Blue whale,Balaenoptera musculus,TRUE,NA,NA,EN
20738,41,AO,Angola,Extant,200,Angola,Rough Toothed Dolphin,Steno bredanensis,TRUE,NA,NA,LC
4292,41,AO,Angola,Extant,200,Angola,Basking Shark,Cetorhinus maximus,TRUE,NA,NA,EN
3855,41,AO,Angola,Extant,200,Angola,Great White Shark,Carcharodon carcharias,TRUE,NA,NA,VU
39339,41,AO,Angola,Extant,200,Angola,Thresher Shark,Alopias vulpinus,TRUE,NA,NA,VU
4615,41,AO,Angola,Extant,200,Angola,Green Turtle,Chelonia mydas,TRUE,NA,NA,EN
2474,16,AQ,Antarctica,Extant,213,Antarctica,Minke whale,Balaenoptera acutorostrata,TRUE,NA,NA,LC
2478,16,AQ,Antarctica,Extant,213,Antarctica,Fin whale,Balaenoptera physalus,TRUE,NA,NA,VU
13006,16,AQ,Antarctica,Extant,213,Antarctica,Humpback Whale,Megaptera novaeangliae,TRUE,NA,NA,LC
11200,48,AR,Argentina,Extant,172,Argentina,Porbeagle,Lamna nasus,TRUE,NA,NA,VU
19488,48,AR,Argentina,Extant,172,Argentina,Whale Shark,Rhincodon typus,TRUE,NA,NA,EN
39341,48,AR,Argentina,Extant,172,Argentina,Shortfin Mako,Isurus oxyrinchus,TRUE,NA,NA,EN
39381,48,AR,Argentina,Extant,172,Argentina,Blue Shark,Prionace glauca,TRUE,NA,NA,NT
6494,48,AR,Argentina,Extant,172,Argentina,Leatherback Turtle,Dermochelys coriacea,TRUE,NA,NA,VU
2474,48,AR,Argentina,Extant,172,Argentina,Minke whale,Balaenoptera acutorostrata,TRUE,NA,NA,LC
2478,48,AR,Argentina,Extant,172,Argentina,Fin whale,Balaenoptera physalus,TRUE,NA,NA,VU
13006,48,AR,Argentina,Extant,172,Argentina,Humpback Whale,Megaptera novaeangliae,TRUE,NA,NA,LC
190409,48,AR,Argentina,Extant,172,Argentina,Lebranche Mullet,Mugil liza,FALSE,172,NA,DD
3897,48,AR,Argentina,Extant,172,Argentina,Loggerhead Turtle,Caretta caretta,TRUE,NA,NA,VU
17978,48,AR,Argentina,Extant,172,Argentina,Franciscana,Pontoporia blainvillei,TRUE,NA,NA,VU
2475,48,AR,Argentina,Extant,172,Argentina,Sei whale,Balaenoptera borealis,TRUE,NA,NA,EN
2477,48,AR,Argentina,Extant,172,Argentina,Blue whale,Balaenoptera musculus,TRUE,NA,NA,EN
4292,48,AR,Argentina,Extant,172,Argentina,Basking Shark,Cetorhinus maximus,TRUE,NA,NA,EN
3855,48,AR,Argentina,Extant,172,Argentina,Great White Shark,Carcharodon carcharias,TRUE,NA,NA,VU
39339,48,AR,Argentina,Extant,172,Argentina,Thresher Shark,Alopias vulpinus,TRUE,NA,NA,VU
19488,34,AS,American Samoa,Extant,151,American Samoa,Whale Shark,Rhincodon typus,TRUE,NA,NA,EN
39341,34,AS,American Samoa,Extant,151,American Samoa,Shortfin Mako,Isurus oxyrinchus,TRUE,NA,NA,EN
39378,34,AS,American Samoa,Extant,151,American Samoa,Tiger Shark,Galeocerdo cuvier,TRUE,NA,NA,NT
39381,34,AS,American Samoa,Extant,151,American Samoa,Blue Shark,Prionace glauca,TRUE,NA,NA,NT
60225,34,AS,American Samoa,Extant,151,American Samoa,Longfin Mako,Isurus paucus,TRUE,NA,NA,EN
4592,34,AS,American Samoa,Extant,151,American Samoa,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,TRUE,NA,NA,EN
8005,34,AS,American Samoa,Extant,151,American Samoa,Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,NA,CR
6494,34,AS,American Samoa,Extant,151,American Samoa,Leatherback Turtle,Dermochelys coriacea,TRUE,NA,NA,VU
13006,34,AS,American Samoa,Extant,151,American Samoa,Humpback Whale,Megaptera novaeangliae,TRUE,NA,NA,LC
39375,34,AS,American Samoa,Extant,151,American Samoa,Blacktip reef shark,Carcharhinus melanopterus,TRUE,NA,NA,VU
61339,34,AS,American Samoa,Extant,151,American Samoa,Camouflage Grouper,Epinephelus polyphekadion,FALSE,151,NA,VU
22698209,34,AS,American Samoa,Extant,151,American Samoa,Sooty Shearwater,Ardenna grisea,FALSE,151,NA,NT
39365,34,AS,American Samoa,Extant,151,American Samoa,Gray reef shark,Carcharhinus amblyrhynchos,TRUE,NA,NA,EN
39384,34,AS,American Samoa,Extant,151,American Samoa,Whitetip reef shark,Triaenodon obesus,TRUE,NA,NA,VU
20738,34,AS,American Samoa,Extant,151,American Samoa,Rough Toothed Dolphin,Steno bredanensis,TRUE,NA,NA,LC
4292,34,AS,American Samoa,Extant,151,American Samoa,Basking Shark,Cetorhinus maximus,TRUE,NA,NA,EN
3855,34,AS,American Samoa,Extant,151,American Samoa,Great White Shark,Carcharodon carcharias,TRUE,NA,NA,VU
39339,34,AS,American Samoa,Extant,151,American Samoa,Thresher Shark,Alopias vulpinus,TRUE,NA,NA,VU
4615,34,AS,American Samoa,Extant,151,American Samoa,Green Turtle,Chelonia mydas,TRUE,NA,NA,EN
11200,74,AU,Australia,Extant,16,Australia,Porbeagle,Lamna nasus,TRUE,NA,NA,VU
19488,74,AU,Australia,Extant,16,Australia,Whale Shark,Rhincodon typus,TRUE,NA,NA,EN
39341,74,AU,Australia,Extant,16,Australia,Shortfin Mako,Isurus oxyrinchus,TRUE,NA,NA,EN
39378,74,AU,Australia,Extant,16,Australia,Tiger Shark,Galeocerdo cuvier,TRUE,NA,NA,NT
39381,74,AU,Australia,Extant,16,Australia,Blue Shark,Prionace glauca,TRUE,NA,NA,NT
60225,74,AU,Australia,Extant,16,Australia,Longfin Mako,Isurus paucus,TRUE,NA,NA,EN
11534,74,AU,Australia,Extant,16,Australia,Olive Ridley Turtle,Lepidochelys olivacea,TRUE,NA,NA,VU
170025,74,AU,Australia,Extant,16,Australia,Southern Rock Lobster,Jasus edwardsii,FALSE,16,NA,LC
4592,74,AU,Australia,Extant,16,Australia,"Humphead wrasse, Napoleon Wrasse",Cheilinus undulatus,TRUE,NA,NA,EN
8005,74,AU,Australia,Extant,16,Australia,Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,NA,CR
6494,74,AU,Australia,Extant,16,Australia,Leatherback Turtle,Dermochelys coriacea,TRUE,NA,NA,VU
49278407,74,AU,Australia,Extant,16,Australia,Broad-leaved Paperbark,Melaleuca quinquenervia,FALSE,16,NA,LC
2474,74,AU,Australia,Extant,16,Australia,Minke whale,Balaenoptera acutorostrata,TRUE,NA,NA,LC
2476,74,AU,Australia,Extant,16,Australia,Bryde's whale,Balaenoptera edeni,FALSE,16,NA,LC
2478,74,AU,Australia,Extant,16,Australia,Fin whale,Balaenoptera physalus,TRUE,NA,NA,VU
2480,74,AU,Australia,Extant,16,Australia,Antarctic minke whale,Balaenoptera bonaerensis,FALSE,16,NA,NT
3778,74,AU,Australia,Extant,16,Australia,Pygmy right whale,Caperea marginata,FALSE,16,NA,LC
8153,74,AU,Australia,Extant,16,Australia,Southern right whale,Eubalaena australis,FALSE,16,NA,LC
8551,74,AU,Australia,Extant,16,Australia,Pygmy Killer Whale,Feresa attenuata,FALSE,16,NA,LC
9249,74,AU,Australia,Extant,16,Australia,Short-finned Pilot Whale,Globicephala macrorhynchus,FALSE,16,NA,LC
9250,74,AU,Australia,Extant,16,Australia,Long-finned Pilot Whale,Globicephala melas,FALSE,16,NA,LC
9461,74,AU,Australia,Extant,16,Australia,Risso's Dolphin,Grampus griseus,FALSE,16,NA,LC
10708,74,AU,Australia,Extant,16,Australia,Southern Bottlenose Whale,Hyperoodon planifrons,FALSE,16,NA,LC
11047,74,AU,Australia,Extant,16,Australia,Pygmy sperm whale,Kogia breviceps,FALSE,16,NA,LC
11048,74,AU,Australia,Extant,16,Australia,Dwarf sperm whale,Kogia sima,FALSE,16,NA,LC
11140,74,AU,Australia,Extant,16,Australia,Fraser's Dolphin,Lagenodelphis hosei,FALSE,16,NA,LC
11144,74,AU,Australia,Extant,16,Australia,Hourglass Dolphin,Lagenorhynchus cruciger,FALSE,16,NA,LC
12126,74,AU,Australia,Extant,16,Australia,Southern Right Whale Dolphin,Lissodelphis peronii,FALSE,16,NA,LC
13006,74,AU,Australia,Extant,16,Australia,Humpback Whale,Megaptera novaeangliae,TRUE,NA,NA,LC
13242,74,AU,Australia,Extant,16,Australia,Andrew's beaked whale,Mesoplodon bowdoini,FALSE,16,NA,DD
13244,74,AU,Australia,Extant,16,Australia,Blainville's Beaked Whale,Mesoplodon densirostris,FALSE,16,NA,LC
13247,74,AU,Australia,Extant,16,Australia,Gray's beaked whale,Mesoplodon grayi,FALSE,16,NA,LC
13248,74,AU,Australia,Extant,16,Australia,Hector's Beaked Whale,Mesoplodon hectori,FALSE,16,NA,DD
13249,74,AU,Australia,Extant,16,Australia,Strap-toothed Beaked Whale,Mesoplodon layardii,FALSE,16,NA,LC
15421,74,AU,Australia,Extant,16,Australia,Killer Whale,Orcinus orca,FALSE,16,NA,DD
16564,74,AU,Australia,Extant,16,Australia,Melon-headed Whale,Peponocephala electra,FALSE,16,NA,LC
20729,74,AU,Australia,Extant,16,Australia,Pantropical Spotted Dolphin,Stenella attenuata,FALSE,16,NA,LC
20731,74,AU,Australia,Extant,16,Australia,Striped Dolphin,Stenella coeruleoalba,FALSE,16,NA,LC
21500,74,AU,Australia,Extant,16,Australia,Shepherd's Beaked Whale,Tasmacetus shepherdi,FALSE,16,NA,DD
23211,74,AU,Australia,Extant,16,Australia,Cuvier's Beaked Whale,Ziphius cavirostris,FALSE,16,NA,LC
40635,74,AU,Australia,Extant,16,Australia,Longman's Beaked Whale,Indopacetus pacificus,FALSE,16,NA,LC
41714,74,AU,Australia,Extant,16,Australia,Indo-Pacific Bottlenose Dolphin,Tursiops aduncus,FALSE,16,NA,NT
41715,74,AU,Australia,Extant,16,Australia,Spectacled Porpoise,Phocoena dioptrica,FALSE,16,NA,LC
39375,74,AU,Australia,Extant,16,Australia,Blacktip reef shark,Carcharhinus melanopterus,TRUE,NA,NA,VU
61339,74,AU,Australia,Extant,16,Australia,Camouflage Grouper,Epinephelus polyphekadion,FALSE,16,NA,VU
3897,74,AU,Australia,Extant,16,Australia,Loggerhead Turtle,Caretta caretta,TRUE,NA,NA,VU
136315,74,AU,Australia,Extant,16,Australia,Snubfin Dolphin,Orcaella heinsohni,TRUE,NA,NA,VU
39338,74,AU,Australia,Extant,16,Australia,Megamouth Shark,Megachasma pelagios,TRUE,NA,NA,LC
127827012,74,AU,Australia,Extant,16,Australia,Gingko-toothed Beaked Whale,Mesoplodon ginkgodens,FALSE,16,NA,DD
2475,74,AU,Australia,Extant,16,Australia,Sei whale,Balaenoptera borealis,TRUE,NA,NA,EN
18596,74,AU,Australia,Extant,16,Australia,False Killer Whale,Pseudorca crassidens,FALSE,16,NA,NT
22698209,74,AU,Australia,Extant,16,Australia,Sooty Shearwater,Ardenna grisea,FALSE,16,NA,NT
195502,74,AU,Australia,Extant,16,Australia,Shortfin Eel,Anguilla australis,FALSE,16,NA,NT
196303,74,AU,Australia,Extant,16,Australia,Australian Longfin Eel,Anguilla reinhardtii,FALSE,16,NA,LC
2477,74,AU,Australia,Extant,16,Australia,Blue whale,Balaenoptera musculus,TRUE,NA,NA,EN
20733,74,AU,Australia,Extant,16,Australia,Spinner Dolphin,Stenella longirostris,FALSE,16,NA,LC
22563,74,AU,Australia,Extant,16,Australia,Bottlenose Dolphin,Tursiops truncatus,FALSE,16,NA,LC
6909,74,AU,Australia,Extant,16,Australia,Dugong,Dugong dugon,FALSE,16,NA,VU
41755,74,AU,Australia,Extant,16,Australia,Sperm whale,Physeter macrocephalus,FALSE,16,NA,VU
39365,74,AU,Australia,Extant,16,Australia,Gray reef shark,Carcharhinus amblyrhynchos,TRUE,NA,NA,EN
39384,74,AU,Australia,Extant,16,Australia,Whitetip reef shark,Triaenodon obesus,TRUE,NA,NA,VU
11146,74,AU,Australia,Extant,16,Australia,Dusky Dolphin,Lagenorhynchus obscurus,FALSE,16,NA,LC
20738,74,AU,Australia,Extant,16,Australia,Rough Toothed Dolphin,Steno bredanensis,TRUE,NA,NA,LC
193989455,74,AU,Australia,Extant,16,Australia,Sweet Quandong,Santalum acuminatum,FALSE,16,NA,LC
4292,74,AU,Australia,Extant,16,Australia,Basking Shark,Cetorhinus maximus,TRUE,NA,NA,EN
2762,74,AU,Australia,Extant,16,Australia,Arnoux's Beaked Whale,Berardius arnuxii,FALSE,16,NA,LC
134817215,74,AU,Australia,Extant,16,Australia,Common Dophin,Delphinus delphis,FALSE,16,NA,LC
14363,74,AU,Australia,Extant,16,Australia,Flatback Turtle,Natator depressus,TRUE,NA,NA,DD
3855,74,AU,Australia,Extant,16,Australia,Great White Shark,Carcharodon carcharias,TRUE,NA,NA,VU
39339,74,AU,Australia,Extant,16,Australia,Thresher Shark,Alopias vulpinus,TRUE,NA,NA,VU
4615,74,AU,Australia,Extant,16,Australia,Green Turtle,Chelonia mydas,TRUE,NA,NA,EN
19488,34,AW,Aruba,Extant,250,Aruba,Whale Shark,Rhincodon typus,TRUE,NA,NA,EN
39341,34,AW,Aruba,Extant,250,Aruba,Shortfin Mako,Isurus oxyrinchus,TRUE,NA,NA,EN
39378,34,AW,Aruba,Extant,250,Aruba,Tiger Shark,Galeocerdo cuvier,TRUE,NA,NA,NT
39381,34,AW,Aruba,Extant,250,Aruba,Blue Shark,Prionace glauca,TRUE,NA,NA,NT
60217,34,AW,Aruba,Extant,250,Aruba,Caribbean reef shark,Carcharhinus perezi,TRUE,NA,NA,EN
60225,34,AW,Aruba,Extant,250,Aruba,Longfin Mako,Isurus paucus,TRUE,NA,NA,EN
6494,34,AW,Aruba,Extant,250,Aruba,Leatherback Turtle,Dermochelys coriacea,TRUE,NA,NA,VU
13006,34,AW,Aruba,Extant,250,Aruba,Humpback Whale,Megaptera novaeangliae,TRUE,NA,NA,LC
3897,34,AW,Aruba,Extant,250,Aruba,Loggerhead Turtle,Caretta caretta,TRUE,NA,NA,VU
191108,34,AW,Aruba,Extant,250,Aruba,American Eel,Anguilla rostrata,FALSE,250,NA,EN
20738,34,AW,Aruba,Extant,250,Aruba,Rough Toothed Dolphin,Steno bredanensis,TRUE,NA,NA,LC
181500967,34,AW,Aruba,Extant,250,Aruba,Great Blue Heron,Ardea herodias,FALSE,250,NA,LC
4292,34,AW,Aruba,Extant,250,Aruba,Basking Shark,Cetorhinus maximus,TRUE,NA,NA,EN
3855,34,AW,Aruba,Extant,250,Aruba,Great White Shark,Carcharodon carcharias,TRUE,NA,NA,VU
39339,34,AW,Aruba,Extant,250,Aruba,Thresher Shark,Alopias vulpinus,TRUE,NA,NA,VU
11200,21,BA,Bosnia and Herzegovina,Extant,232,Bosnia and Herzegovina,Porbeagle,Lamna nasus,TRUE,NA,NA,VU
39381,21,BA,Bosnia and Herzegovina,Extant,232,Bosnia and Herzegovina,Blue Shark,Prionace glauca,TRUE,NA,NA,NT
6494,21,BA,Bosnia and Herzegovina,Extant,232,Bosnia and Herzegovina,Leatherback Turtle,Dermochelys coriacea,TRUE,NA,NA,VU
22692146,21,BA,Bosnia and Herzegovina,Extant,232,Bosnia and Herzegovina,Common Crane,Grus grus,FALSE,232,NA,LC
20738,21,BA,Bosnia and Herzegovina,Extant,232,Bosnia and Herzegovina,Rough Toothed Dolphin,Steno bredanensis,TRUE,NA,NA,LC
4292,21,BA,Bosnia and Herzegovina,Extant,232,Bosnia and Herzegovina,Basking Shark,Cetorhinus maximus,TRUE,NA,NA,EN
3855,21,BA,Bosnia and Herzegovina,Extant,232,Bosnia and Herzegovina,Great White Shark,Carcharodon carcharias,TRUE,NA,NA,VU
39339,21,BA,Bosnia and Herzegovina,Extant,232,Bosnia and Herzegovina,Thresher Shark,Alopias vulpinus,TRUE,NA,NA,VU
19488,36,BB,Barbados,Extant,124,Barbados,Whale Shark,Rhincodon typus,TRUE,NA,NA,EN
39341,36,BB,Barbados,Extant,124,Barbados,Shortfin Mako,Isurus oxyrinchus,TRUE,NA,NA,EN
39378,36,BB,Barbados,Extant,124,Barbados,Tiger Shark,Galeocerdo cuvier,TRUE,NA,NA,NT
39381,36,BB,Barbados,Extant,124,Barbados,Blue Shark,Prionace glauca,TRUE,NA,NA,NT
60217,36,BB,Barbados,Extant,124,Barbados,Caribbean reef shark,Carcharhinus perezi,TRUE,NA,NA,EN
60225,36,BB,Barbados,Extant,124,Barbados,Longfin Mako,Isurus paucus,TRUE,NA,NA,EN
8005,36,BB,Barbados,Extant,124,Barbados,Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,NA,CR
6494,36,BB,Barbados,Extant,124,Barbados,Leatherback Turtle,Dermochelys coriacea,TRUE,NA,NA,VU
13006,36,BB,Barbados,Extant,124,Barbados,Humpback Whale,Megaptera novaeangliae,TRUE,NA,NA,LC
3897,36,BB,Barbados,Extant,124,Barbados,Loggerhead Turtle,Caretta caretta,TRUE,NA,NA,VU
191108,36,BB,Barbados,Extant,124,Barbados,American Eel,Anguilla rostrata,FALSE,124,NA,EN
20738,36,BB,Barbados,Extant,124,Barbados,Rough Toothed Dolphin,Steno bredanensis,TRUE,NA,NA,LC
181500967,36,BB,Barbados,Extant,124,Barbados,Great Blue Heron,Ardea herodias,FALSE,124,NA,LC
4292,36,BB,Barbados,Extant,124,Barbados,Basking Shark,Cetorhinus maximus,TRUE,NA,NA,EN
3855,36,BB,Barbados,Extant,124,Barbados,Great White Shark,Carcharodon carcharias,TRUE,NA,NA,VU
39339,36,BB,Barbados,Extant,124,Barbados,Thresher Shark,Alopias vulpinus,TRUE,NA,NA,VU
4615,36,BB,Barbados,Extant,124,Barbados,Green Turtle,Chelonia mydas,TRUE,NA,NA,EN
19488,43,BD,Bangladesh,Extant,204,Bangladesh,Whale Shark,Rhincodon typus,TRUE,NA,NA,EN
39341,43,BD,Bangladesh,Extant,204,Bangladesh,Shortfin Mako,Isurus oxyrinchus,TRUE,NA,NA,EN
39381,43,BD,Bangladesh,Extant,204,Bangladesh,Blue Shark,Prionace glauca,TRUE,NA,NA,NT
60225,43,BD,Bangladesh,Extant,204,Bangladesh,Longfin Mako,Isurus paucus,TRUE,NA,NA,EN
11534,43,BD,Bangladesh,Extant,204,Bangladesh,Olive Ridley Turtle,Lepidochelys olivacea,TRUE,NA,NA,VU
178800,43,BD,Bangladesh,Extant,204,Bangladesh,Nypa Palm,Nypa fruticans,FALSE,204,NA,LC
6494,43,BD,Bangladesh,Extant,204,Bangladesh,Leatherback Turtle,Dermochelys coriacea,TRUE,NA,NA,VU
39375,43,BD,Bangladesh,Extant,204,Bangladesh,Blacktip reef shark,Carcharhinus melanopterus,TRUE,NA,NA,VU
