"nutrient","year","process_type","category_type","before_exclusion_sum","after_exclusion_sum","total_nutrient_applied","percent_excluded_before","percent_excluded_after"
"N",2018,"leached","manure",36342163.5008669,12029516.5000285,191294794.468152,0.189979887335185,0.0628847038596821
"N",2019,"leached","crop_manure",55339908.8865159,18395229.1263881,293202081.713782,0.188743233209843,0.0627390809057937
"N",2019,"leached","crop",19014267.7616403,6371491.48938322,101907559.696265,0.186583486233134,0.0625222653586586
"N",2019,"leached","manure",36325641.1248749,12023737.6370052,191294522.017517,0.189893786511819,0.0628545841783393
"N",2020,"leached","crop_manure",55642096.5294743,18492223.938131,297768764.405602,0.186863442982495,0.0621026318023809
"N",2020,"leached","crop",19316455.4046004,6468486.30112581,106474242.388085,0.181419045314212,0.0607516536961963
"N",2020,"leached","manure",36325641.1248749,12023737.6370052,191294522.017517,0.189893786511819,0.0628545841783393
"N",2005,"volt","crop_manure",82212589.4879609,474742.356728663,274672897.561821,0.299310890217909,0.00172839170133927
"N",2005,"volt","crop",13185025.753422,79615.2962453341,84275705.4571935,0.15645108731981,0.000944700442594022
"N",2005,"volt","manure",69027563.7345452,395127.060483335,190397192.104627,0.362545072075502,0.00207527777125098
"N",2006,"volt","crop_manure",82681680.0295187,476170.720655373,277540435.33407,0.29790859097701,0.0017156805280723
"N",2006,"volt","crop",13655108.4360505,81120.9585798534,87140220.1155418,0.156702707635404,0.000930924416673411
"N",2006,"volt","manure",69026571.5934733,395049.76207553,190400215.218528,0.362534104881391,0.00207483884207862
"N",2007,"volt","crop_manure",83168615.483245,479086.766095355,280641592.238131,0.29635170902492,0.00170711248562486
"N",2007,"volt","crop",14134954.3109892,83987.2923838288,90242318.3152042,0.1566333243082,0.000930686333771619
"N",2007,"volt","manure",69033661.1722653,395099.473711519,190399273.922927,0.362573132501597,0.0020751101911841
"N",2008,"volt","crop_manure",83131013.7478943,478637.303356009,279327777.912163,0.297610980079595,0.00171353277834946
"N",2008,"volt","crop",14101469.9516186,83507.7877096615,88928499.092089,0.158570875428989,0.00093904415977139
"N",2008,"volt","manure",69029543.7962861,395129.515646355,190399278.820074,0.362551498220319,0.00207526792168026
"N",2009,"volt","crop_manure",83614663.88738,481786.191144112,281905876.956097,0.296604898025598,0.00170903209378336
"N",2009,"volt","crop",14599403.9918286,86794.4618684192,91507172.3392903,0.159543821742157,0.000948499004499917
"N",2009,"volt","manure",69015259.8955597,394991.729275678,190398704.616807,0.362477570603532,0.00207455050742405
"N",2010,"volt","crop_manure",84179015.3328267,484964.837232483,285665977.023641,0.294676377669785,0.00169766397204645
"N",2010,"volt","crop",15148757.2223462,89840.4475178761,95267291.332914,0.159013203906559,0.000943035602890465
"N",2010,"volt","manure",69030258.1104841,395124.38971463,190398685.690727,0.362556379315627,0.00207524746445177
"N",2011,"volt","crop_manure",84713984.0051214,487539.50614886,289031355.765224,0.293096172146572,0.00168680489650708
"N",2011,"volt","crop",15681201.1950153,92448.2320093631,98629859.1445004,0.158990404437678,0.000937324992768359
"N",2011,"volt","manure",69032782.8101154,395091.274139529,190401496.620724,0.362564286706356,0.00207504290224432
"N",2012,"volt","crop_manure",84863124.4006943,487225.141096307,290106356.503238,0.292524181212648,0.00167947075330929
"N",2012,"volt","crop",15581717.9707811,91623.0251139185,98678032.4168355,0.157904627698299,0.000928504783383649
"N",2012,"volt","manure",69281406.4299246,395602.115982413,191428324.086403,0.361918262412692,0.00206658088801871
"N",2013,"volt","crop_manure",85162821.576323,488998.642143157,291712143.589817,0.29194129708934,0.00167630540204987
"N",2013,"volt","crop",15873752.9199471,93363.6031556437,100275401.041947,0.158301565039933,0.000931071849980316
"N",2013,"volt","manure",69289068.6563838,395635.038987516,191436742.54787,0.361942371846709,0.00206666198829927
"N",2014,"volt","crop_manure",85359656.9764964,490466.206529322,292689187.272032,0.291639256550879,0.00167572369550321
"N",2014,"volt","crop",16061901.037084,94758.144439089,101252805.713098,0.158631663823675,0.00093585697474486
"N",2014,"volt","manure",69297755.9394118,395708.062090245,191436381.558934,0.361988433834236,0.00206704733378188
"N",2015,"volt","crop_manure",85126349.0964064,489198.318287799,291404286.653634,0.292124560259432,0.00167876157178588
"N",2015,"volt","crop",15830320.7453221,93478.2305861708,99977265.1893513,0.15833920557179,0.000934994875176154
"N",2015,"volt","manure",69296028.3510884,395720.087701662,191427021.464283,0.36199710898191,0.00206721122584826
"N",2016,"volt","crop_manure",85269911.320739,490041.2105013,292482342.054204,0.291538664255282,0.00167545571147842
"N",2016,"volt","crop",15970597.8256213,94324.1706393425,101055231.264938,0.158038308613148,0.000933392259447227
"N",2016,"volt","manure",69299313.4951212,395717.03986198,191427110.789266,0.362014101395543,0.00206719433956044
"N",2017,"volt","crop_manure",85624537.0652382,492415.886151767,294517770.740794,0.290727913802514,0.00167193947215207
"N",2017,"volt","crop",16320334.1268761,96671.8955521789,103091247.352905,0.158309599950885,0.000937731359688071
"N",2017,"volt","manure",69304202.9383708,395743.990599589,191426523.387889,0.362040754393994,0.00206734147178597
"N",2018,"volt","crop_manure",85385186.6585961,491317.940974494,293058961.959041,0.291358387704007,0.00167651566664309
"N",2018,"volt","crop",16141678.1925296,95829.6321564841,101764167.490889,0.158618486157957,0.0009416834483028
"N",2018,"volt","manure",69243508.4660743,395488.308817992,191294794.468152,0.361972779544727,0.0020674284938989
"N",2019,"volt","crop_manure",85460438.1911536,491088.075832042,293202081.713782,0.291472822060583,0.00167491333268033
"N",2019,"volt","crop",16217119.3365144,95601.1820940696,101907559.696265,0.159135587044273,0.000938116685150822
"N",2019,"volt","manure",69243318.8546462,395486.893737965,191294522.017517,0.361972303881789,0.0020674240410384
"N",2020,"volt","crop_manure",86294244.4247062,496891.752156736,297768764.405602,0.28980287639291,0.00166871684190455
"N",2020,"volt","crop",17050925.5700604,101404.858418764,106474242.388085,0.16014131857273,0.000952388635451908
"N",2020,"volt","manure",69243318.8546462,395486.893737965,191294522.017517,0.361972303881789,0.0020674240410384
