iucn_sid,year,rgn_cat_ts,rgn_cat_ts_score,iucn_rgn,iucn_version
22680423,2021,LC,0,europe,2024-1
22680427,2015,VU,0.4,europe,2024-1
22680427,2021,LC,0,europe,2024-1
22680455,2015,LC,0,europe,2024-1
22680455,2021,LC,0,europe,2024-1
22680465,2015,LC,0,europe,2024-1
22680465,2021,LC,0,europe,2024-1
22680485,2015,NT,0.2,europe,2024-1
22680485,2021,NT,0.2,europe,2024-1
22680492,2015,LC,0,europe,2024-1
22680492,2021,LC,0,europe,2024-1
22683027,2015,VU,0.4,europe,2024-1
22683027,2021,LC,0,europe,2024-1
22683645,2015,EN,0.6,europe,2024-1
22683645,2021,VU,0.4,europe,2024-1
22686806,2015,LC,0,europe,2024-1
22686806,2021,LC,0,europe,2024-1
22686815,2015,LC,0,europe,2024-1
22686815,2021,LC,0,europe,2024-1
22692146,2015,LC,0,europe,2024-1
22692146,2021,LC,0,europe,2024-1
22692667,2015,LC,0,europe,2024-1
22692667,2021,LC,0,europe,2024-1
22692913,2015,NT,0.2,europe,2024-1
22692913,2021,NT,0.2,europe,2024-1
22693133,2015,LC,0,europe,2024-1
22693133,2021,LC,0,europe,2024-1
22693150,2015,VU,0.4,europe,2024-1
22693150,2021,NT,0.2,europe,2024-1
22693158,2015,LC,0,europe,2024-1
22693158,2021,LC,0,europe,2024-1
22693178,2015,LC,0,europe,2024-1
22693178,2021,LC,0,europe,2024-1
22693185,2015,CR,0.8,europe,2024-1
22693185,2021,CR,0.8,europe,2024-1
22693190,2015,VU,0.4,europe,2024-1
22693190,2021,NT,0.2,europe,2024-1
22693207,2015,LC,0,europe,2024-1
22693207,2021,LC,0,europe,2024-1
22693211,2015,LC,0,europe,2024-1
22693211,2021,VU,0.4,europe,2024-1
22693216,2015,LC,0,europe,2024-1
22693216,2021,LC,0,europe,2024-1
22693220,2015,LC,0,europe,2024-1
22693220,2021,LC,0,europe,2024-1
22693251,2015,LC,0,europe,2024-1
22693251,2021,LC,0,europe,2024-1
22693264,2015,LC,0,europe,2024-1
22693264,2021,LC,0,europe,2024-1
22693336,2015,LC,0,europe,2024-1
22693336,2021,LC,0,europe,2024-1
22693363,2015,LC,0,europe,2024-1
22693363,2021,LC,0,europe,2024-1
22693369,2015,LC,0,europe,2024-1
22693369,2021,LC,0,europe,2024-1
22693379,2015,LC,0,europe,2024-1
22693379,2021,LC,0,europe,2024-1
22693388,2015,LC,0,europe,2024-1
22693388,2021,LC,0,europe,2024-1
22693404,2015,LC,0,europe,2024-1
22693404,2021,LC,0,europe,2024-1
22693420,2015,LC,0,europe,2024-1
22693420,2021,LC,0,europe,2024-1
22693427,2015,LC,0,europe,2024-1
22693427,2021,LC,0,europe,2024-1
22693431,2015,VU,0.4,europe,2024-1
22693431,2021,VU,0.4,europe,2024-1
22693464,2015,LC,0,europe,2024-1
22693464,2021,VU,0.4,europe,2024-1
22693468,2015,LC,0,europe,2024-1
22693468,2021,NT,0.2,europe,2024-1
22693490,2015,LC,0,europe,2024-1
22693490,2021,LC,0,europe,2024-1
22693494,2015,LC,0,europe,2024-1
22693494,2021,LC,0,europe,2024-1
22693613,2015,VU,0.4,europe,2024-1
22693613,2021,VU,0.4,europe,2024-1
22693712,2015,LC,0,europe,2024-1
22693712,2021,LC,0,europe,2024-1
22693727,2015,LC,0,europe,2024-1
22693727,2021,LC,0,europe,2024-1
22693749,2015,LC,0,europe,2024-1
22693749,2021,LC,0,europe,2024-1
22693759,2015,LC,0,europe,2024-1
22693759,2021,LC,0,europe,2024-1
22693770,2015,LC,0,europe,2024-1
22693770,2021,LC,0,europe,2024-1
22693862,2015,VU,0.4,europe,2024-1
22693862,2021,NT,0.2,europe,2024-1
22693949,2015,VU,0.4,europe,2024-1
22693949,2021,VU,0.4,europe,2024-1
22693983,2015,LC,0,europe,2024-1
22693983,2021,LC,0,europe,2024-1
22694127,2015,LC,0,europe,2024-1
22694127,2021,LC,0,europe,2024-1
22694160,2015,LC,0,europe,2024-1
22694160,2021,LC,0,europe,2024-1
22694240,2015,LC,0,europe,2024-1
22694240,2021,LC,0,europe,2024-1
22694245,2015,LC,0,europe,2024-1
22694245,2021,EN,0.6,europe,2024-1
22694251,2015,LC,0,europe,2024-1
22694251,2021,LC,0,europe,2024-1
22694308,2015,LC,0,europe,2024-1
22694308,2021,LC,0,europe,2024-1
22694313,2015,LC,0,europe,2024-1
22694313,2021,VU,0.4,europe,2024-1
22694324,2015,LC,0,europe,2024-1
22694324,2021,LC,0,europe,2024-1
22694343,2015,LC,0,europe,2024-1
22694343,2021,LC,0,europe,2024-1
22694357,2015,NT,0.2,europe,2024-1
22694357,2021,LC,0,europe,2024-1
22694373,2015,LC,0,europe,2024-1
22694373,2021,LC,0,europe,2024-1
22694379,2015,LC,0,europe,2024-1
22694379,2021,LC,0,europe,2024-1
22694420,2015,LC,0,europe,2024-1
22694420,2021,LC,0,europe,2024-1
22694428,2015,LC,0,europe,2024-1
22694428,2021,VU,0.4,europe,2024-1
22694443,2015,LC,0,europe,2024-1
22694443,2021,LC,0,europe,2024-1
22694469,2015,NT,0.2,europe,2024-1
22694469,2021,LC,0,europe,2024-1
22694473,2015,LC,0,europe,2024-1
22694473,2021,VU,0.4,europe,2024-1
22694476,2015,EN,0.6,europe,2024-1
22694476,2021,EN,0.6,europe,2024-1
22694479,2015,LC,0,europe,2024-1
22694479,2021,LC,0,europe,2024-1
22694497,2015,VU,0.4,europe,2024-1
22694497,2021,VU,0.4,europe,2024-1
22694524,2015,LC,0,europe,2024-1
22694524,2021,LC,0,europe,2024-1
22694591,2015,LC,0,europe,2024-1
22694591,2021,LC,0,europe,2024-1
22694601,2015,LC,0,europe,2024-1
22694601,2021,LC,0,europe,2024-1
22694623,2015,LC,0,europe,2024-1
22694623,2021,LC,0,europe,2024-1
22694629,2015,LC,0,europe,2024-1
22694629,2021,LC,0,europe,2024-1
22694656,2015,LC,0,europe,2024-1
22694656,2021,LC,0,europe,2024-1
22694764,2015,LC,0,europe,2024-1
22694764,2021,LC,0,europe,2024-1
22694782,2015,LC,0,europe,2024-1
22694782,2021,LC,0,europe,2024-1
22694787,2015,LC,0,europe,2024-1
22694787,2021,LC,0,europe,2024-1
22694837,2015,LC,0,europe,2024-1
22694837,2021,LC,0,europe,2024-1
22694841,2015,NT,0.2,europe,2024-1
22694841,2021,LC,0,europe,2024-1
22694847,2015,LC,0,europe,2024-1
22694847,2021,LC,0,europe,2024-1
22694852,2015,NT,0.2,europe,2024-1
22694852,2021,LC,0,europe,2024-1
22694861,2015,LC,0,europe,2024-1
22694861,2021,LC,0,europe,2024-1
22694927,2015,EN,0.6,europe,2024-1
22694927,2021,EN,0.6,europe,2024-1
22694938,2015,LC,0,europe,2024-1
22694938,2021,LC,0,europe,2024-1
22695137,2015,LC,0,europe,2024-1
22695137,2021,LC,0,europe,2024-1
22696453,2015,LC,0,europe,2024-1
22696453,2021,VU,0.4,europe,2024-1
22696495,2015,VU,0.4,europe,2024-1
22696495,2021,EN,0.6,europe,2024-1
22696500,2015,LC,0,europe,2024-1
22696500,2021,LC,0,europe,2024-1
22696545,2015,LC,0,europe,2024-1
22696545,2021,LC,0,europe,2024-1
22696599,2015,LC,0,europe,2024-1
22696599,2021,VU,0.4,europe,2024-1
22696602,2015,LC,0,europe,2024-1
22696602,2021,LC,0,europe,2024-1
22696606,2015,NT,0.2,europe,2024-1
22696606,2021,NT,0.2,europe,2024-1
22696610,2015,LC,0,europe,2024-1
22696610,2021,VU,0.4,europe,2024-1
22696657,2015,LC,0,europe,2024-1
22696657,2021,LC,0,europe,2024-1
22696792,2015,LC,0,europe,2024-1
22696792,2021,LC,0,europe,2024-1
22696894,2015,LC,0,europe,2024-1
22696894,2021,LC,0,europe,2024-1
22696993,2015,LC,0,europe,2024-1
22696993,2021,LC,0,europe,2024-1
22697031,2015,LC,0,europe,2024-1
22697031,2021,LC,0,europe,2024-1
22697043,2015,LC,0,europe,2024-1
22697043,2021,LC,0,europe,2024-1
22697123,2015,LC,0,europe,2024-1
22697123,2021,LC,0,europe,2024-1
22697211,2015,LC,0,europe,2024-1
22697211,2021,LC,0,europe,2024-1
22697360,2015,LC,0,europe,2024-1
22697360,2021,LC,0,europe,2024-1
22697555,2015,LC,0,europe,2024-1
22697555,2021,LC,0,europe,2024-1
22697590,2015,LC,0,europe,2024-1
22697590,2021,LC,0,europe,2024-1
22697599,2015,LC,0,europe,2024-1
22697599,2021,LC,0,europe,2024-1
22697829,2015,LC,0,europe,2024-1
22697829,2021,LC,0,europe,2024-1
22697834,2015,LC,0,europe,2024-1
22697834,2021,LC,0,europe,2024-1
22697842,2015,VU,0.4,europe,2024-1
22697842,2021,LC,0,europe,2024-1
22697847,2015,VU,0.4,europe,2024-1
22697847,2021,VU,0.4,europe,2024-1
22697866,2015,EN,0.6,europe,2024-1
22697866,2021,VU,0.4,europe,2024-1
22698062,2015,EN,0.6,europe,2024-1
22698062,2021,EN,0.6,europe,2024-1
22698132,2015,LC,0,europe,2024-1
22698132,2021,LC,0,europe,2024-1
22698226,2015,LC,0,europe,2024-1
22698226,2021,LC,0,europe,2024-1
22698230,2015,LC,0,europe,2024-1
22698230,2021,VU,0.4,europe,2024-1
22698453,2015,EN,0.6,europe,2024-1
22698453,2021,EN,0.6,europe,2024-1
22698477,2015,LC,0,europe,2024-1
22698477,2021,LC,0,europe,2024-1
22705916,2015,LC,0,europe,2024-1
22705916,2021,LC,0,europe,2024-1
22705929,2015,LC,0,europe,2024-1
22705929,2021,LC,0,europe,2024-1
22706016,2015,LC,0,europe,2024-1
22706016,2021,LC,0,europe,2024-1
22709707,2015,LC,0,europe,2024-1
22709707,2021,LC,0,europe,2024-1
22710051,2015,LC,0,europe,2024-1
22710051,2021,LC,0,europe,2024-1
22710259,2015,VU,0.4,europe,2024-1
22710259,2021,LC,0,europe,2024-1
22710333,2015,LC,0,europe,2024-1
22710333,2021,LC,0,europe,2024-1
22710886,2015,LC,0,europe,2024-1
22710886,2021,LC,0,europe,2024-1
22713491,2015,LC,0,europe,2024-1
22713491,2021,LC,0,europe,2024-1
22716971,2015,LC,0,europe,2024-1
22716971,2021,LC,0,europe,2024-1
22716976,2015,LC,0,europe,2024-1
22716976,2021,LC,0,europe,2024-1
22717383,2015,LC,0,europe,2024-1
22717383,2021,LC,0,europe,2024-1
22717434,2015,LC,0,europe,2024-1
22717434,2021,LC,0,europe,2024-1
22718379,2015,LC,0,europe,2024-1
22718379,2021,LC,0,europe,2024-1
22718556,2015,NT,0.2,europe,2024-1
22718556,2021,LC,0,europe,2024-1
22718560,2015,LC,0,europe,2024-1
22718560,2021,LC,0,europe,2024-1
22718567,2015,LC,0,europe,2024-1
22718567,2021,LC,0,europe,2024-1
22721033,2015,LC,0,europe,2024-1
22721033,2021,LC,0,europe,2024-1
22721043,2015,LC,0,europe,2024-1
22721043,2021,LC,0,europe,2024-1
22724836,2015,VU,0.4,europe,2024-1
22724836,2021,VU,0.4,europe,2024-1
22724879,2015,LC,0,europe,2024-1
22724879,2021,LC,0,europe,2024-1
22725846,2015,VU,0.4,europe,2024-1
22725846,2021,VU,0.4,europe,2024-1
22727487,2015,LC,0,europe,2024-1
22727487,2021,LC,0,europe,2024-1
22727969,2015,LC,0,europe,2024-1
22727969,2021,LC,0,europe,2024-1
22728432,2015,CR,0.8,europe,2024-1
22728432,2021,CR,0.8,europe,2024-1
22732244,2015,LC,0,europe,2024-1
22732244,2021,LC,0,europe,2024-1
22735624,2015,VU,0.4,europe,2024-1
22735624,2021,VU,0.4,europe,2024-1
22735929,2015,LC,0,europe,2024-1
22735929,2021,LC,0,europe,2024-1
22736135,2015,VU,0.4,europe,2024-1
22736135,2021,VU,0.4,europe,2024-1
229,2010,CR,0.8,europe,2024-1
229,2024,CR,0.8,europe,2024-1
232,2010,CR,0.8,europe,2024-1
232,2024,CR,0.8,europe,2024-1
235,2010,CR,0.8,europe,2024-1
235,2024,CR,0.8,europe,2024-1
2474,2007,LC,0,europe,2024-1
2474,2023,LC,0,europe,2024-1
2475,2007,EN,0.6,europe,2024-1
2475,2023,LC,0,europe,2024-1
2477,2007,EN,0.6,europe,2024-1
2477,2023,NT,0.2,europe,2024-1
2478,2007,NT,0.2,europe,2024-1
2478,2023,LC,0,europe,2024-1
39399,2015,NT,0.2,europe,2024-1
39399,2016,NT,0.2,europe,2024-1
41712,2007,CR,0.8,europe,2024-1
41712,2023,CR,0.8,europe,2024-1
41755,2007,VU,0.4,europe,2024-1
41755,2023,VU,0.4,europe,2024-1
45061132,2015,LC,0,europe,2024-1
45061132,2021,LC,0,europe,2024-1
45354964,2015,LC,0,europe,2024-1
45354964,2021,LC,0,europe,2024-1
45959182,2015,NT,0.2,europe,2024-1
45959182,2021,NT,0.2,europe,2024-1
60344,2010,CR,0.8,europe,2024-1
60344,2023,CR,0.8,europe,2024-1
62026481,2015,LC,0,europe,2024-1
62026481,2021,LC,0,europe,2024-1
62030608,2015,NT,0.2,europe,2024-1
62030608,2021,LC,0,europe,2024-1
62030970,2015,LC,0,europe,2024-1
62030970,2021,LC,0,europe,2024-1
