English_name,ISSCAAP_Group,Taxonomic_Code,Scientific_Name,Family,Order or higher taxa,,,,,
Raphael catfish,13,1.41022E+11,Platydoras costatus,DORADIDAE,SILURIFORMES,,,,,
Blue-eye catfish,13,1.41022E+11,Platydoras hancockii,DORADIDAE,SILURIFORMES,,,,,
NA,13,1.41022E+11,Pseudodoras holdeni,DORADIDAE,SILURIFORMES,,,,,
Granulated catfish,13,1.41022E+11,Pterodoras granulosus,DORADIDAE,SILURIFORMES,,,,,
NA,13,1.41022E+11,Pterodoras rivasi,DORADIDAE,SILURIFORMES,,,,,
NA,13,1.41022E+11,Rhinodoras dorbignyi,DORADIDAE,SILURIFORMES,,,,,
NA,13,1.41022E+11,Rhynchodoras woodsi,DORADIDAE,SILURIFORMES,,,,,
NA,13,1.41022E+11,Scorpiodoras bolivarensis,DORADIDAE,SILURIFORMES,,,,,
NA,13,1.41022E+11,Scorpiodoras heckelii,DORADIDAE,SILURIFORMES,,,,,
NA,13,1.41022E+11,Trachydoras brevis,DORADIDAE,SILURIFORMES,,,,,
NA,13,1.41022E+11,Trachydoras steindachneri,DORADIDAE,SILURIFORMES,,,,,
NA,13,1.41022E+11,Wertheimeria maculata,DORADIDAE,SILURIFORMES,,,,,
NA,13,1.41023E+11,Brachyglanis frenata,HEPTAPTERIDAE,SILURIFORMES,,,,,
NA,13,1.41023E+11,Cetopsorhamdia boquillae,HEPTAPTERIDAE,SILURIFORMES,,,,,
NA,13,1.41023E+11,Gladioglanis machadoi,HEPTAPTERIDAE,SILURIFORMES,,,,,
NA,13,1.41023E+11,Goeldiella eques,HEPTAPTERIDAE,SILURIFORMES,,,,,
NA,13,1.41023E+11,Heptapterus mustelinus,HEPTAPTERIDAE,SILURIFORMES,,,,,
NA,13,1.41023E+11,Imparfinis mirini,HEPTAPTERIDAE,SILURIFORMES,,,,,
NA,13,1.41023E+11,Nemuroglanis lanceolatus,HEPTAPTERIDAE,SILURIFORMES,,,,,
NA,13,1.41023E+11,Phenacorhamdia anisura,HEPTAPTERIDAE,SILURIFORMES,,,,,
NA,13,1.41023E+11,Pimelodella altipinnis,HEPTAPTERIDAE,SILURIFORMES,,,,,
Graceful pimelodella,13,1.41023E+11,Pimelodella gracilis,HEPTAPTERIDAE,SILURIFORMES,,,,,
NA,13,1.41023E+11,Pimelodella hasemani,HEPTAPTERIDAE,SILURIFORMES,,,,,
NA,13,1.41023E+11,Pimelodella kronei,HEPTAPTERIDAE,SILURIFORMES,,,,,
NA,13,1.41023E+11,Pimelodella laticeps,HEPTAPTERIDAE,SILURIFORMES,,,,,
NA,13,1.41023E+11,Pimelodella yuncensis,HEPTAPTERIDAE,SILURIFORMES,,,,,
NA,13,1410231042XX,Pimelodella spp,HEPTAPTERIDAE,SILURIFORMES,,,,,
NA,13,1.41023E+11,Rhamdella eriarcha,HEPTAPTERIDAE,SILURIFORMES,,,,,
South American catfish,13,1.41023E+11,Rhamdia quelen,HEPTAPTERIDAE,SILURIFORMES,,,,,
NA,13,1410231050XX,Rhamdia spp,HEPTAPTERIDAE,SILURIFORMES,,,,,
NA,13,1.41023E+11,Rhamdiopsis moreirai,HEPTAPTERIDAE,SILURIFORMES,,,,,
NA,13,1.41023E+11,Taunayia bifasciata,HEPTAPTERIDAE,SILURIFORMES,,,,,
NA,13,1.41024E+11,Phreatobius cisternarum,PHREATOBIIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Aguarunichthys inpai,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Aguarunichthys torosus,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Bagropsis reinhardti,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Bergiaria platana,PIMELODIDAE,SILURIFORMES,,,,,
Kumakuma,13,1.41025E+11,Brachyplatystoma filamentosum,PIMELODIDAE,SILURIFORMES,,,,,
Zebra catfish,13,1.41025E+11,Brachyplatystoma juruense,PIMELODIDAE,SILURIFORMES,,,,,
Slobbering catfish,13,1.41025E+11,Brachyplatystoma platynema,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Brachyplatystoma rousseauxii,PIMELODIDAE,SILURIFORMES,,,,,
Tigerstriped catfish,13,1.41025E+11,Brachyplatystoma tigrinum,PIMELODIDAE,SILURIFORMES,,,,,
Laulao catfish,13,1.41025E+11,Brachyplatystoma vaillantii,PIMELODIDAE,SILURIFORMES,,,,,
Zamurito,13,1.41025E+11,Calophysus macropterus,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Cheirocerus abuelo,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Conorhynchos conirostris,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Duopalatinus emarginatus,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Duopalatinus peruanus,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Exallodontus aguanai,PIMELODIDAE,SILURIFORMES,,,,,
Porthole shovelnose catfish,13,1.41025E+11,Hemisorubim platyrhynchos,PIMELODIDAE,SILURIFORMES,,,,,
Highwaterman catfish,13,1.41025E+11,Hypophthalmus edentatus,PIMELODIDAE,SILURIFORMES,,,,,
Loweye catfishes NEI,13,1410251046XX,Hypophthalmus spp,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Iheringichthys labrosus,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Leiarius arekaima,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Leiarius marmoratus,PIMELODIDAE,SILURIFORMES,,,,,
Leopard catfish,13,1.41025E+11,Leiarius perruno,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1410251054XX,Leiarius spp,PIMELODIDAE,SILURIFORMES,,,,,
Pati,13,1.41025E+11,Luciopimelodus pati,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Parapimelodus valenciennis,PIMELODIDAE,SILURIFORMES,,,,,
Redtail catfish,13,1.41025E+11,Phractocephalus hemioliopterus,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Pimelodina flavipinnis,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Pimelodus albicans,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Pimelodus albofasciatus,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Pimelodus altissimus,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Pimelodus blochii,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Pimelodus fur,PIMELODIDAE,SILURIFORMES,,,,,
Capaz,13,1.41025E+11,Pimelodus grosskopfii,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Pimelodus jivaro,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Pimelodus maculatus,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Pimelodus ornatus,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Pimelodus pictus,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Pimelodus platicirris,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Pimelodus punctatus,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Pimelodus yuma,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1410251082XX,Pimelodus spp,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Pinirampus argentina,PIMELODIDAE,SILURIFORMES,,,,,
Flatwhiskered catfish,13,1.41025E+11,Pinirampus pirinampu,PIMELODIDAE,SILURIFORMES,,,,,
Coroatá,13,1.41025E+11,Platynematichthys notatus,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Platysilurus mucosus,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Platystomatichthys sturio,PIMELODIDAE,SILURIFORMES,,,,,
Spotted sorubim,13,1.41025E+11,Pseudoplatystoma corruscans,PIMELODIDAE,SILURIFORMES,,,,,
Barred sorubim,13,1.41025E+11,Pseudoplatystoma fasciatum,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Pseudoplatystoma magdaleniatum,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Pseudoplatystoma metaense,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Pseudoplatystoma orinocoense,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Pseudoplatystoma punctifer,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Pseudoplatystoma reticulatum,PIMELODIDAE,SILURIFORMES,,,,,
Tiger sorubim,13,1.41025E+11,Pseudoplatystoma tigrinum,PIMELODIDAE,SILURIFORMES,,,,,
Sorubims NEI,13,1410251102XX,Pseudoplatystoma spp,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1410251102XX001,Pseudoplatystoma corruscans x P. reticulatum,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Sorubim cuspicaudus,PIMELODIDAE,SILURIFORMES,,,,,
Duckbill catfish,13,1.41025E+11,Sorubim lima,PIMELODIDAE,SILURIFORMES,,,,,
Arrowhead shovelnose,13,1.41025E+11,Sorubim trigonocephalus,PIMELODIDAE,SILURIFORMES,,,,,
Firewood catfish,13,1.41025E+11,Sorubimichthys planiceps,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Steindachneridion amblyurum,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Steindachneridion scriptum,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Zungaro jahu,PIMELODIDAE,SILURIFORMES,,,,,
Gilded catfish,13,1.41025E+11,Zungaro zungaro,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41025E+11,Zungaropsis multimaculatus,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1410251XXXXX005,Leiarius marmoratus x Pseudoplatystoma reticulatum,PIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41026E+11,Lophiosilurus albomarginatus,PSEUDOPIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41026E+11,Lophiosilurus alexandri,PSEUDOPIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41026E+11,Lophiosilurus apurensis,PSEUDOPIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41026E+11,Microglanis ater,PSEUDOPIMELODIDAE,SILURIFORMES,,,,,
Bumblebee catfish,13,1.41026E+11,Pseudopimelodus mangurus,PSEUDOPIMELODIDAE,SILURIFORMES,,,,,
NA,13,1410261018XX,Pseudopimelodus spp,PSEUDOPIMELODIDAE,SILURIFORMES,,,,,
NA,13,1.41027E+11,Bathyclarias atribranchus,CLARIIDAE,SILURIFORMES,,,,,
NA,13,1.41027E+11,Bathyclarias nyasensis,CLARIIDAE,SILURIFORMES,,,,,
NA,13,1.41027E+11,Channallabes alvarezi,CLARIIDAE,SILURIFORMES,,,,,
Eel catfish,13,1.41027E+11,Channallabes apus,CLARIIDAE,SILURIFORMES,,,,,
NA,13,1.41027E+11,Clariallabes attemsi,CLARIIDAE,SILURIFORMES,,,,,
NA,13,1.41027E+11,Clarias alluaudi,CLARIIDAE,SILURIFORMES,,,,,
Mudfish,13,1.41027E+11,Clarias anguillaris,CLARIIDAE,SILURIFORMES,,,,,
Philippine catfish,13,1.41027E+11,Clarias batrachus,CLARIIDAE,SILURIFORMES,,,,,
Hong Kong catfish,13,1.41027E+11,Clarias fuscus,CLARIIDAE,SILURIFORMES,,,,,
African sharptooth catfish,13,1.41027E+11,Clarias gariepinus,CLARIIDAE,SILURIFORMES,,,,,
Bighead catfish,13,1.41027E+11,Clarias macrocephalus,CLARIIDAE,SILURIFORMES,,,,,
African Blunttooth catfish,13,1.41027E+11,Clarias ngamensis,CLARIIDAE,SILURIFORMES,,,,,
Slender walking catfish,13,1.41027E+11,Clarias nieuhofii,CLARIIDAE,SILURIFORMES,,,,,
NA,13,1.41027E+11,Clarias nigromarmoratus,CLARIIDAE,SILURIFORMES,,,,,
Snake catfish,13,1.41027E+11,Clarias theodorae,CLARIIDAE,SILURIFORMES,,,,,
NA,13,1.41027E+11,Clarias werneri,CLARIIDAE,SILURIFORMES,,,,,
Claris catfishes NEI,13,1410271022XX,Clarias spp,CLARIIDAE,SILURIFORMES,,,,,
"Africa-bighead catfish, hybrid",13,1410271022XX032,Clarias gariepinus x C. macrocephalus,CLARIIDAE,SILURIFORMES,,,,,
NA,13,1.41027E+11,Dolichallabes microphthalmus,CLARIIDAE,SILURIFORMES,,,,,
NA,13,1.41027E+11,Encheloclarias baculum,CLARIIDAE,SILURIFORMES,,,,,
African catfish,13,1.41027E+11,Heterobranchus bidorsalis,CLARIIDAE,SILURIFORMES,,,,,
Sampa,13,1.41027E+11,Heterobranchus longifilis,CLARIIDAE,SILURIFORMES,,,,,
Heterobranchus catfish NEI,13,1410271038XX,Heterobranchus spp,CLARIIDAE,SILURIFORMES,,,,,
Indian blind catfish,13,1.41027E+11,Horaglanis krishnai,CLARIIDAE,SILURIFORMES,,,,,
NA,13,1.41027E+11,Platyallabes tihoni,CLARIIDAE,SILURIFORMES,,,,,
NA,13,1.41027E+11,Platyclarias machadoi,CLARIIDAE,SILURIFORMES,,,,,
NA,13,1.41027E+11,Tanganikallabes mortiauxi,CLARIIDAE,SILURIFORMES,,,,,
NA,13,1.41027E+11,Uegitglanis zammaranoi,CLARIIDAE,SILURIFORMES,,,,,
NA,13,1.41027E+11,Xenoclarias eupogon,CLARIIDAE,SILURIFORMES,,,,,
"Hetero-Clarias catfish, hybrid",13,1410271XXXXX001,Heterobranchus longifilis x Clarias gariepinus,CLARIIDAE,SILURIFORMES,,,,,
Stinging catfish,13,1.41028E+11,Heteropneustes fossilis,HETEROPNEUSTIDAE,SILURIFORMES,,,,,
NA,13,1.41031E+11,Austroglanis sclateri,AUSTROGLANIDIDAE,SILURIFORMES,,,,,
NA,13,1.41032E+11,Cranoglanis bouderius,CRANOGLANIDIDAE,SILURIFORMES,,,,,
Snail bullhead,13,1.41033E+11,Ameiurus brunneus,ICTALURIDAE,SILURIFORMES,,,,,
White catfish,13,1.41033E+11,Ameiurus catus,ICTALURIDAE,SILURIFORMES,,,,,
Black bullhead,13,1.41033E+11,Ameiurus melas,ICTALURIDAE,SILURIFORMES,,,,,
Yellow bullhead,13,1.41033E+11,Ameiurus natalis,ICTALURIDAE,SILURIFORMES,,,,,
Brown bullhead,13,1.41033E+11,Ameiurus nebulosus,ICTALURIDAE,SILURIFORMES,,,,,
Flat bullhead,13,1.41033E+11,Ameiurus platycephalus,ICTALURIDAE,SILURIFORMES,,,,,
Spotted bullhead,13,1.41033E+11,Ameiurus serracanthus,ICTALURIDAE,SILURIFORMES,,,,,
Bullhead catfishes NEI,13,1.41033E+11,Ameiurus spp,ICTALURIDAE,SILURIFORMES,,,,,
NA,13,1.41033E+11,Ictalurus australis,ICTALURIDAE,SILURIFORMES,,,,,
NA,13,1.41033E+11,Ictalurus balsanus,ICTALURIDAE,SILURIFORMES,,,,,
NA,13,1.41033E+11,Ictalurus dugesii,ICTALURIDAE,SILURIFORMES,,,,,
Blue catfish,13,1.41033E+11,Ictalurus furcatus,ICTALURIDAE,SILURIFORMES,,,,,
Headwater catfish,13,1.41033E+11,Ictalurus lupus,ICTALURIDAE,SILURIFORMES,,,,,
NA,13,1.41033E+11,Ictalurus mexicanus,ICTALURIDAE,SILURIFORMES,,,,,
NA,13,1.41033E+11,Ictalurus ochoterenai,ICTALURIDAE,SILURIFORMES,,,,,
Yaqui catfish,13,1.41033E+11,Ictalurus pricei,ICTALURIDAE,SILURIFORMES,,,,,
Channel catfish,13,1.41033E+11,Ictalurus punctatus,ICTALURIDAE,SILURIFORMES,,,,,
Catfishes NEI,13,1410331014XX,Ictalurus spp,ICTALURIDAE,SILURIFORMES,,,,,
"Channel-blue catfish, hybrid",13,1410331014XX001,Ictalurus punctatus x I. furcatus,ICTALURIDAE,SILURIFORMES,,,,,
Slender madtom,13,1.41033E+11,Noturus exilis,ICTALURIDAE,SILURIFORMES,,,,,
Stonecat,13,1.41033E+11,Noturus flavus,ICTALURIDAE,SILURIFORMES,,,,,
Tadpole madtom,13,1.41033E+11,Noturus gyrinus,ICTALURIDAE,SILURIFORMES,,,,,
Margined madtom,13,1.41033E+11,Noturus insignis,ICTALURIDAE,SILURIFORMES,,,,,
Brown madtom,13,1.41033E+11,Noturus phaeus,ICTALURIDAE,SILURIFORMES,,,,,
Neosho madtom,13,1.41033E+11,Noturus placidus,ICTALURIDAE,SILURIFORMES,,,,,
Northern madtom,13,1.41033E+11,Noturus stigmosus,ICTALURIDAE,SILURIFORMES,,,,,
Mexican blindcat,13,1.41033E+11,Prietella phreatophila,ICTALURIDAE,SILURIFORMES,,,,,
Flathead catfish,13,1.41033E+11,Pylodictis olivaris,ICTALURIDAE,SILURIFORMES,,,,,
Widemouth blindcat,13,1.41033E+11,Satan eurystomus,ICTALURIDAE,SILURIFORMES,,,,,
Toothless blindcat,13,1.41033E+11,Trogloglanis pattersoni,ICTALURIDAE,SILURIFORMES,,,,,
Mountain barbel,13,1.41035E+11,Amphilius platychir,AMPHILIIDAE,SILURIFORMES,,,,,
NA,13,1.41035E+11,Andersonia leptura,AMPHILIIDAE,SILURIFORMES,,,,,
NA,13,1.41035E+11,Belonoglanis brieni,AMPHILIIDAE,SILURIFORMES,,,,,
NA,13,1.41035E+11,Congoglanis alula,AMPHILIIDAE,SILURIFORMES,,,,,
NA,13,1.41035E+11,Leptoglanis bouilloni,AMPHILIIDAE,SILURIFORMES,,,,,
NA,13,1.41035E+11,Paramphilius firestonei,AMPHILIIDAE,SILURIFORMES,,,,,
NA,13,1.41035E+11,Phractura ansorgii,AMPHILIIDAE,SILURIFORMES,,,,,
NA,13,1.41035E+11,Phractura fasciata,AMPHILIIDAE,SILURIFORMES,,,,,
NA,13,1.41035E+11,Trachyglanis ineac,AMPHILIIDAE,SILURIFORMES,,,,,
NA,13,1.41035E+11,Zaireichthys zonatus,AMPHILIIDAE,SILURIFORMES,,,,,
Electric catfish,13,1.41036E+11,Malapterurus electricus,MALAPTERURIDAE,SILURIFORMES,,,,,
Smallmouth electric catfish,13,1.41036E+11,Malapterurus microstoma,MALAPTERURIDAE,SILURIFORMES,,,,,
NA,13,1.41037E+11,Acanthocleithron chapini,MOCHOKIDAE,SILURIFORMES,,,,,
NA,13,1.41037E+11,Atopochilus chabanaudi,MOCHOKIDAE,SILURIFORMES,,,,,
NA,13,1.41037E+11,Chiloglanis batesii,MOCHOKIDAE,SILURIFORMES,,,,,
NA,13,1.41037E+11,Euchilichthys astatodon,MOCHOKIDAE,SILURIFORMES,,,,,
NA,13,1.41037E+11,Microsynodontis batesii,MOCHOKIDAE,SILURIFORMES,,,,,
NA,13,1.41037E+11,Mochokiella paynei,MOCHOKIDAE,SILURIFORMES,,,,,
NA,13,1.41037E+11,Mochokus brevis,MOCHOKIDAE,SILURIFORMES,,,,,
Bigeye squeaker,13,1.41037E+11,Synodontis alberti,MOCHOKIDAE,SILURIFORMES,,,,,
Angel squeaker,13,1.41037E+11,Synodontis angelicus,MOCHOKIDAE,SILURIFORMES,,,,,
Mandi,13,1.41037E+11,Synodontis clarias,MOCHOKIDAE,SILURIFORMES,,,,,
Bugeye squeaker,13,1.41037E+11,Synodontis contractus,MOCHOKIDAE,SILURIFORMES,,,,,
Clown squeaker,13,1.41037E+11,Synodontis decorus,MOCHOKIDAE,SILURIFORMES,,,,,
Featherfin squeaker,13,1.41037E+11,Synodontis eupterus,MOCHOKIDAE,SILURIFORMES,,,,,
Orangestriped squeaker,13,1.41037E+11,Synodontis flavitaeniatus,MOCHOKIDAE,SILURIFORMES,,,,,
Cloudy squeaker,13,1.41037E+11,Synodontis nebulosus,MOCHOKIDAE,SILURIFORMES,,,,,
Blotched upsidedown catfish,13,1.41037E+11,Synodontis nigriventris,MOCHOKIDAE,SILURIFORMES,,,,,
Blackspotted squeaker,13,1.41037E+11,Synodontis nigromaculatus,MOCHOKIDAE,SILURIFORMES,,,,,
Malawi squeaker,13,1.41037E+11,Synodontis njassae,MOCHOKIDAE,SILURIFORMES,,,,,
Onespot squeaker,13,1.41037E+11,Synodontis notatus,MOCHOKIDAE,SILURIFORMES,,,,,
Congo squeaker,13,1.41037E+11,Synodontis pleurops,MOCHOKIDAE,SILURIFORMES,,,,,
Wahrindi,13,1.41037E+11,Synodontis schall,MOCHOKIDAE,SILURIFORMES,,,,,
Plain squeaker,13,1.41037E+11,Synodontis zambezensis,MOCHOKIDAE,SILURIFORMES,,,,,
Upsidedown catfishes,13,1410371038XX,Synodontis spp,MOCHOKIDAE,SILURIFORMES,,,,,
NA,13,1.41038E+11,Auchenoglanis biscutatus,AUCHENOGLANIDIDAE,SILURIFORMES,,,,,
Bubu,13,1.41038E+11,Auchenoglanis occidentalis,AUCHENOGLANIDIDAE,SILURIFORMES,,,,,
NA,13,1.41038E+11,Notoglanidium akiri,AUCHENOGLANIDIDAE,SILURIFORMES,,,,,
NA,13,1.41038E+11,Notoglanidium depierrei,AUCHENOGLANIDIDAE,SILURIFORMES,,,,,
Flatnose catfish,13,1.41038E+11,Notoglanidium macrostoma,AUCHENOGLANIDIDAE,SILURIFORMES,,,,,
NA,13,1.41038E+11,Notoglanidium maculatum,AUCHENOGLANIDIDAE,SILURIFORMES,,,,,
NA,13,1.41038E+11,Notoglanidium pallidum,AUCHENOGLANIDIDAE,SILURIFORMES,,,,,
Dotted catfish,13,1.41038E+11,Parauchenoglanis monkei,AUCHENOGLANIDIDAE,SILURIFORMES,,,,,
Hilda's grunter,13,1.41039E+11,Amarginops hildae,CLAROTEIDAE,SILURIFORMES,,,,,
NA,13,1.41039E+11,Bathybagrus tetranema,CLAROTEIDAE,SILURIFORMES,,,,,
NA,13,1.41039E+11,Chrysichthys auratus,CLAROTEIDAE,SILURIFORMES,,,,,
Kibonde,13,1.41039E+11,Chrysichthys brachynema,CLAROTEIDAE,SILURIFORMES,,,,,
Kokuni,13,1.41039E+11,Chrysichthys cranchii,CLAROTEIDAE,SILURIFORMES,,,,,
NA,13,1.41039E+11,Chrysichthys dendrophorus,CLAROTEIDAE,SILURIFORMES,,,,,
Kukumai,13,1.41039E+11,Chrysichthys grandis,CLAROTEIDAE,SILURIFORMES,,,,,
Aluminum catfish,13,1.41039E+11,Chrysichthys longipinnis,CLAROTEIDAE,SILURIFORMES,,,,,
NA,13,1.41039E+11,Chrysichthys mabusi,CLAROTEIDAE,SILURIFORMES,,,,,
NA,13,1.41039E+11,Chrysichthys maurus,CLAROTEIDAE,SILURIFORMES,,,,,
Bagrid catfish,13,1.41039E+11,Chrysichthys nigrodigitatus,CLAROTEIDAE,SILURIFORMES,,,,,
Ornate bagrid,13,1.41039E+11,Chrysichthys ornatus,CLAROTEIDAE,SILURIFORMES,,,,,
NA,13,1.41039E+11,Chrysichthys platycephalus,CLAROTEIDAE,SILURIFORMES,,,,,
NA,13,1.41039E+11,Chrysichthys sianenna,CLAROTEIDAE,SILURIFORMES,,,,,
NA,13,1.41039E+11,Chrysichthys stappersii,CLAROTEIDAE,SILURIFORMES,,,,,
Black catfishes NEI,13,1410391018XX,Chrysichthys spp,CLAROTEIDAE,SILURIFORMES,,,,,
NA,13,1.41039E+11,Clarotes bidorsalis,CLAROTEIDAE,SILURIFORMES,,,,,
NA,13,1.41039E+11,Gephyroglanis congicus,CLAROTEIDAE,SILURIFORMES,,,,,
NA,13,1.41039E+11,Gnathobagrus depressus,CLAROTEIDAE,SILURIFORMES,,,,,
NA,13,1.41039E+11,Lophiobagrus aquilus,CLAROTEIDAE,SILURIFORMES,,,,,
African bullhead,13,1.41039E+11,Lophiobagrus cyclurus,CLAROTEIDAE,SILURIFORMES,,,,,
NA,13,1.41039E+11,Pardiglanis tarabinii,CLAROTEIDAE,SILURIFORMES,,,,,
Spatula-barbeled catfish,13,1.41039E+11,Phyllonemus typus,CLAROTEIDAE,SILURIFORMES,,,,,
NA,13,1.4104E+11,Irvineia orientalis,SCHILBEIDAE,SILURIFORMES,,,,,
Glass schilbid,13,1.4104E+11,Parailia pellucida,SCHILBEIDAE,SILURIFORMES,,,,,
NA,13,1.4104E+11,Pareutropius buffei,SCHILBEIDAE,SILURIFORMES,,,,,
NA,13,1.4104E+11,Pareutropius debauwi,SCHILBEIDAE,SILURIFORMES,,,,,
NA,13,1.4104E+11,Schilbe intermedius,SCHILBEIDAE,SILURIFORMES,,,,,
Shoulderspot catfish,13,1.4104E+11,Schilbe marmoratus,SCHILBEIDAE,SILURIFORMES,,,,,
African butter catfish,13,1.4104E+11,Schilbe mystus,SCHILBEIDAE,SILURIFORMES,,,,,
NA,13,1.4104E+11,Schilbe uranoscopus,SCHILBEIDAE,SILURIFORMES,,,,,
NA,13,1410401022XX,Schilbe spp,SCHILBEIDAE,SILURIFORMES,,,,,
NA,13,1.4104E+11,Siluranodon auritus,SCHILBEIDAE,SILURIFORMES,,,,,
NA,13,1410401XXXXX,Schilbeidae,SCHILBEIDAE,SILURIFORMES,,,,,
Freshwater siluroids NEI,13,1410XXXXXXXX,Siluriformes (=Siluroidei),NA,SILURIFORMES,,,,,
Alaska blackfish,13,1.42301E+11,Dallia pectoralis,ESOCIDAE,SALMONIFORMES (ESOCOIDEI),,,,,
Redfin pickerel,13,1.42301E+11,Esox americanus,ESOCIDAE,SALMONIFORMES (ESOCOIDEI),,,,,
Northern pike,13,1.42301E+11,Esox lucius,ESOCIDAE,SALMONIFORMES (ESOCOIDEI),,,,,
NA,13,1.42301E+11,Esox masquinongy,ESOCIDAE,SALMONIFORMES (ESOCOIDEI),,,,,
NA,13,1.42301E+11,Esox niger,ESOCIDAE,SALMONIFORMES (ESOCOIDEI),,,,,
Amur pike,13,1.42301E+11,Esox reichertii,ESOCIDAE,SALMONIFORMES (ESOCOIDEI),,,,,
Olympic mudminnow,13,1.42301E+11,Novumbra hubbsi,ESOCIDAE,SALMONIFORMES (ESOCOIDEI),,,,,
Mudminnow,13,1.42302E+11,Umbra krameri,UMBRIDAE,SALMONIFORMES (ESOCOIDEI),,,,,
Trout-perch,13,1.47101E+11,Percopsis omiscomaycus,PERCOPSIDAE,PERCOPSIFORMES,,,,,
Pirate perch,13,1.47102E+11,Aphredoderus sayanus,APHREDODERIDAE,PERCOPSIFORMES,,,,,
Swampfish,13,1.47103E+11,Chologaster cornuta,AMBLYOPSIDAE,PERCOPSIFORMES,,,,,
Spring cavefish,13,1.47103E+11,Forbesichthys agassizii,AMBLYOPSIDAE,PERCOPSIFORMES,,,,,
Alabama cavefish,13,1.47103E+11,Speoplatyrhinus poulsoni,AMBLYOPSIDAE,PERCOPSIFORMES,,,,,
Ozark cavefish,13,1.47103E+11,Troglichthys rosae,AMBLYOPSIDAE,PERCOPSIFORMES,,,,,
Southern cavefish,13,1.47103E+11,Typhlichthys subterraneus,AMBLYOPSIDAE,PERCOPSIFORMES,,,,,
Burbot,13,1.48004E+11,Lota lota,LOTIDAE,GADIFORMES,,,,,
Nurseryfish,13,1.50101E+11,Kurtus gulliveri,KURTIDAE,GOBIIFORMES,,,,,
Loach goby,13,1.50104E+11,Rhyacichthys aspro,RHYACICHTHYIDAE,GOBIIFORMES,,,,,
NA,13,1.50105E+11,Odontobutis obscurus,ODONTOBUTIDAE,GOBIIFORMES,,,,,
NA,13,1.50105E+11,Odontobutis potamophilus,ODONTOBUTIDAE,GOBIIFORMES,,,,,
