iucn_sid,iucn_rgn,pop_trend,iucn_version
41671,europe,unknown,2020-1
41672,europe,increasing,2020-1
41712,europe,unknown,2020-1
41741,mediterranean,unknown,2020-1
41741,europe,unknown,2020-1
41745,europe,decreasing,2020-1
41747,mediterranean,stable,2020-1
41747,europe,decreasing,2020-1
41755,mediterranean,decreasing,2020-1
41755,europe,unknown,2020-1
41762,mediterranean,decreasing,2020-1
41794,europe,unknown,2020-1
41798,europe,increasing,2020-1
41801,mediterranean,decreasing,2020-1
41801,europe,decreasing,2020-1
41823,mediterranean,unknown,2020-1
41823,europe,unknown,2020-1
41830,europe,stable,2020-1
41859,mediterranean,unknown,2020-1
41859,europe,unknown,2020-1
41871,europe,decreasing,2020-1
41876,mediterranean,decreasing,2020-1
41876,europe,decreasing,2020-1
42700,europe,unknown,2020-1
43972,mediterranean,unknown,2020-1
43972,europe,decreasing,2020-1
44207,europe,unknown,2020-1
44216,europe,unknown,2020-1
44565,europe,stable,2020-1
44566,europe,unknown,2020-1
44599,europe,unknown,2020-1
44657,europe,unknown,2020-1
46864,europe,stable,2020-1
60127,mediterranean,decreasing,2020-1
60127,europe,decreasing,2020-1
60139,europe,unknown,2020-1
60140,europe,stable,2020-1
60145,europe,unknown,2020-1
60212,europe,stable,2020-1
60213,europe,decreasing,2020-1
60214,europe,unknown,2020-1
60215,europe,unknown,2020-1
60225,mediterranean,unknown,2020-1
60225,europe,unknown,2020-1
60242,europe,stable,2020-1
60344,northern_africa,decreasing,2020-1
60344,europe,decreasing,2020-1
60447,pan-africa,unknown,2020-1
60447,southern_africa,unknown,2020-1
61213,pan-africa,unknown,2020-1
61405,mediterranean,decreasing,2020-1
61405,europe,decreasing,2020-1
61408,mediterranean,decreasing,2020-1
61408,europe,decreasing,2020-1
61417,mediterranean,decreasing,2020-1
61417,europe,decreasing,2020-1
61418,mediterranean,decreasing,2020-1
61418,europe,decreasing,2020-1
62256,europe,unknown,2020-1
63100,mediterranean,decreasing,2020-1
63100,europe,decreasing,2020-1
63103,europe,stable,2020-1
63104,europe,stable,2020-1
63114,mediterranean,unknown,2020-1
63114,europe,unknown,2020-1
63115,europe,unknown,2020-1
63119,europe,unknown,2020-1
63120,mediterranean,decreasing,2020-1
63120,europe,decreasing,2020-1
63123,europe,unknown,2020-1
63125,europe,stable,2020-1
63126,europe,stable,2020-1
63127,europe,unknown,2020-1
63131,mediterranean,decreasing,2020-1
63131,europe,decreasing,2020-1
63141,mediterranean,decreasing,2020-1
63141,europe,decreasing,2020-1
63146,mediterranean,stable,2020-1
63146,europe,stable,2020-1
63149,mediterranean,decreasing,2020-1
63149,europe,decreasing,2020-1
63152,mediterranean,decreasing,2020-1
63152,europe,decreasing,2020-1
63153,mediterranean,decreasing,2020-1
63153,europe,decreasing,2020-1
63442,pan-africa,unknown,2020-1
63442,southern_africa,unknown,2020-1
64409,europe,decreasing,2020-1
132722,mediterranean,decreasing,2020-1
132722,europe,decreasing,2020-1
132762,mediterranean,unknown,2020-1
132762,europe,unknown,2020-1
132796,mediterranean,unknown,2020-1
132796,europe,unknown,2020-1
132828,mediterranean,unknown,2020-1
132828,europe,unknown,2020-1
133085,mediterranean,stable,2020-1
133135,mediterranean,stable,2020-1
133142,mediterranean,decreasing,2020-1
133511,mediterranean,increasing,2020-1
135509,europe,unknown,2020-1
135525,mediterranean,decreasing,2020-1
135525,europe,unknown,2020-1
135526,europe,unknown,2020-1
135548,europe,unknown,2020-1
135567,eastern_africa,unknown,2020-1
135567,western_africa,unknown,2020-1
135567,mediterranean,stable,2020-1
135567,europe,unknown,2020-1
135574,europe,unknown,2020-1
135579,mediterranean,stable,2020-1
135579,europe,unknown,2020-1
135606,mediterranean,decreasing,2020-1
135606,europe,decreasing,2020-1
135608,europe,unknown,2020-1
135612,europe,unknown,2020-1
135622,europe,unknown,2020-1
135644,europe,unknown,2020-1
135654,europe,unknown,2020-1
135656,europe,unknown,2020-1
135681,mediterranean,stable,2020-1
135681,europe,unknown,2020-1
135682,europe,unknown,2020-1
135689,western_africa,unknown,2020-1
135689,mediterranean,stable,2020-1
135689,europe,unknown,2020-1
135690,mediterranean,decreasing,2020-1
135690,europe,increasing,2020-1
135707,europe,unknown,2020-1
135714,mediterranean,stable,2020-1
135714,europe,unknown,2020-1
135717,mediterranean,decreasing,2020-1
135717,europe,unknown,2020-1
135719,europe,unknown,2020-1
153534,mediterranean,decreasing,2020-1
153534,mediterranean,decreasing,2020-1
153535,mediterranean,stable,2020-1
153538,mediterranean,decreasing,2020-1
154613,europe,unknown,2020-1
154644,europe,unknown,2020-1
154647,mediterranean,unknown,2020-1
154668,europe,unknown,2020-1
154687,mediterranean,unknown,2020-1
154687,europe,unknown,2020-1
154708,mediterranean,unknown,2020-1
154708,europe,decreasing,2020-1
154712,mediterranean,unknown,2020-1
154712,europe,stable,2020-1
154729,mediterranean,unknown,2020-1
154729,europe,stable,2020-1
154753,mediterranean,unknown,2020-1
154753,europe,unknown,2020-1
154798,europe,unknown,2020-1
154801,europe,unknown,2020-1
154807,mediterranean,stable,2020-1
154807,europe,increasing,2020-1
154816,europe,decreasing,2020-1
154820,mediterranean,unknown,2020-1
154820,europe,unknown,2020-1
154838,europe,unknown,2020-1
154844,europe,unknown,2020-1
154855,eastern_africa,unknown,2020-1
154855,pan-africa,unknown,2020-1
154880,europe,unknown,2020-1
154916,europe,unknown,2020-1
154929,mediterranean,unknown,2020-1
154929,europe,unknown,2020-1
154972,europe,stable,2020-1
154981,europe,unknown,2020-1
154995,mediterranean,unknown,2020-1
154995,europe,stable,2020-1
154997,europe,unknown,2020-1
154998,mediterranean,unknown,2020-1
154998,europe,unknown,2020-1
155013,europe,stable,2020-1
155030,mediterranean,unknown,2020-1
155030,europe,decreasing,2020-1
155044,mediterranean,unknown,2020-1
155044,europe,unknown,2020-1
155068,mediterranean,unknown,2020-1
155068,europe,stable,2020-1
155075,europe,unknown,2020-1
155081,europe,unknown,2020-1
155093,europe,unknown,2020-1
155096,mediterranean,stable,2020-1
155096,europe,stable,2020-1
155104,europe,unknown,2020-1
155106,europe,unknown,2020-1
155123,europe,increasing,2020-1
155125,europe,unknown,2020-1
155132,europe,unknown,2020-1
155169,europe,unknown,2020-1
155182,mediterranean,unknown,2020-1
155182,europe,unknown,2020-1
155189,europe,unknown,2020-1
155190,europe,unknown,2020-1
155201,eastern_africa,unknown,2020-1
155204,europe,unknown,2020-1
155213,mediterranean,unknown,2020-1
155213,europe,unknown,2020-1
155214,mediterranean,unknown,2020-1
155214,europe,stable,2020-1
155215,mediterranean,unknown,2020-1
155215,europe,unknown,2020-1
155225,mediterranean,unknown,2020-1
155225,europe,unknown,2020-1
155226,europe,unknown,2020-1
155227,europe,unknown,2020-1
155246,europe,stable,2020-1
155282,mediterranean,unknown,2020-1
155282,europe,stable,2020-1
155318,mediterranean,unknown,2020-1
155318,europe,unknown,2020-1
155474,europe,unknown,2020-1
155535,mediterranean,unknown,2020-1
155552,mediterranean,unknown,2020-1
155552,europe,unknown,2020-1
155597,mediterranean,unknown,2020-1
155597,europe,unknown,2020-1
155610,europe,unknown,2020-1
155630,europe,unknown,2020-1
155835,europe,stable,2020-1
155843,mediterranean,unknown,2020-1
155843,europe,unknown,2020-1
155980,mediterranean,increasing,2020-1
155980,europe,increasing,2020-1
156018,mediterranean,unknown,2020-1
156018,europe,unknown,2020-1
161328,mediterranean,stable,2020-1
161328,europe,stable,2020-1
161339,mediterranean,decreasing,2020-1
161339,europe,decreasing,2020-1
161345,europe,stable,2020-1
161352,mediterranean,unknown,2020-1
161352,europe,unknown,2020-1
161361,europe,unknown,2020-1
161366,europe,stable,2020-1
161371,europe,unknown,2020-1
161377,europe,stable,2020-1
161383,europe,unknown,2020-1
161388,mediterranean,stable,2020-1
161388,europe,stable,2020-1
161397,mediterranean,decreasing,2020-1
161397,europe,decreasing,2020-1
161398,mediterranean,stable,2020-1
161398,europe,stable,2020-1
161399,mediterranean,increasing,2020-1
161399,europe,increasing,2020-1
161425,mediterranean,decreasing,2020-1
161425,europe,unknown,2020-1
161432,mediterranean,unknown,2020-1
161432,europe,unknown,2020-1
161442,europe,decreasing,2020-1
161443,europe,unknown,2020-1
161453,mediterranean,decreasing,2020-1
161453,europe,decreasing,2020-1
161459,europe,decreasing,2020-1
161461,mediterranean,decreasing,2020-1
161461,europe,decreasing,2020-1
161463,mediterranean,decreasing,2020-1
161463,europe,decreasing,2020-1
161464,mediterranean,decreasing,2020-1
161464,europe,decreasing,2020-1
161475,europe,unknown,2020-1
161484,mediterranean,decreasing,2020-1
161484,europe,decreasing,2020-1
161485,mediterranean,decreasing,2020-1
161485,europe,decreasing,2020-1
161491,europe,stable,2020-1
161513,mediterranean,unknown,2020-1
161513,europe,unknown,2020-1
161521,europe,stable,2020-1
161536,mediterranean,unknown,2020-1
161536,europe,unknown,2020-1
161542,europe,stable,2020-1
161549,europe,unknown,2020-1
161551,europe,unknown,2020-1
161564,mediterranean,unknown,2020-1
161564,europe,unknown,2020-1
161569,mediterranean,decreasing,2020-1
161569,europe,decreasing,2020-1
161580,mediterranean,stable,2020-1
161580,europe,stable,2020-1
161583,europe,unknown,2020-1
161587,europe,stable,2020-1
161622,europe,stable,2020-1
161626,mediterranean,decreasing,2020-1
161626,europe,unknown,2020-1
161666,europe,stable,2020-1
161673,mediterranean,unknown,2020-1
161673,europe,unknown,2020-1
161691,mediterranean,decreasing,2020-1
161691,europe,decreasing,2020-1
161696,mediterranean,decreasing,2020-1
161696,europe,decreasing,2020-1
161705,europe,stable,2020-1
161717,europe,increasing,2020-1
161729,europe,decreasing,2020-1
161731,mediterranean,unknown,2020-1
161731,europe,unknown,2020-1
161748,mediterranean,unknown,2020-1
161748,europe,unknown,2020-1
164280,pan-africa,unknown,2020-1
164280,europe,stable,2020-1
164508,pan-africa,decreasing,2020-1
164508,mediterranean,decreasing,2020-1
164508,europe,stable,2020-1
164513,pan-africa,stable,2020-1
164513,mediterranean,stable,2020-1
165811,pan-africa,unknown,2020-1
165811,southern_africa,unknown,2020-1
166077,eastern_africa,unknown,2020-1
166077,pan-africa,unknown,2020-1
166077,southern_africa,unknown,2020-1
166189,pan-africa,NA,2020-1
166189,southern_africa,unknown,2020-1
166533,eastern_africa,unknown,2020-1
166533,pan-africa,unknown,2020-1
166533,southern_africa,unknown,2020-1
166552,eastern_africa,unknown,2020-1
166552,pan-africa,unknown,2020-1
166856,eastern_africa,unknown,2020-1
166856,pan-africa,unknown,2020-1
166868,eastern_africa,unknown,2020-1
166868,pan-africa,unknown,2020-1
166892,eastern_africa,unknown,2020-1
166925,northern_africa,unknown,2020-1
167997,western_africa,unknown,2020-1
167997,central_africa,unknown,2020-1
167997,pan-africa,unknown,2020-1
167997,southern_africa,unknown,2020-1
168000,western_africa,unknown,2020-1
168000,central_africa,unknown,2020-1
168000,pan-africa,decreasing,2020-1
169361,eastern_africa,unknown,2020-1
169361,southern_africa,unknown,2020-1
170155,europe,stable,2020-1
170159,mediterranean,unknown,2020-1
170159,europe,unknown,2020-1
170160,mediterranean,stable,2020-1
170160,europe,stable,2020-1
170162,europe,unknown,2020-1
170166,mediterranean,unknown,2020-1
170166,europe,unknown,2020-1
170169,mediterranean,stable,2020-1
170169,europe,stable,2020-1
170186,mediterranean,unknown,2020-1
170186,europe,unknown,2020-1
170197,mediterranean,decreasing,2020-1
170197,europe,unknown,2020-1
170220,mediterranean,unknown,2020-1
170220,europe,unknown,2020-1
170222,europe,unknown,2020-1
170224,mediterranean,stable,2020-1
170224,europe,unknown,2020-1
170229,mediterranean,stable,2020-1
170229,europe,unknown,2020-1
170232,mediterranean,unknown,2020-1
170232,europe,unknown,2020-1
170244,mediterranean,stable,2020-1
170244,europe,decreasing,2020-1
170245,mediterranean,decreasing,2020-1
170245,europe,decreasing,2020-1
170251,mediterranean,stable,2020-1
170251,europe,stable,2020-1
170253,mediterranean,stable,2020-1
170253,europe,stable,2020-1
170258,mediterranean,stable,2020-1
170258,europe,unknown,2020-1
170260,mediterranean,stable,2020-1
170260,europe,stable,2020-1
170261,mediterranean,stable,2020-1
170261,europe,unknown,2020-1
170262,mediterranean,stable,2020-1
170262,europe,unknown,2020-1
170280,mediterranean,decreasing,2020-1
170280,europe,unknown,2020-1
170283,mediterranean,decreasing,2020-1
170283,europe,unknown,2020-1
170284,mediterranean,unknown,2020-1
170284,europe,unknown,2020-1
170310,mediterranean,stable,2020-1
170310,europe,stable,2020-1
170319,mediterranean,stable,2020-1
170319,europe,decreasing,2020-1
170322,mediterranean,unknown,2020-1
170326,mediterranean,unknown,2020-1
170326,europe,unknown,2020-1
170331,mediterranean,increasing,2020-1
170331,europe,stable,2020-1
170333,europe,unknown,2020-1
170334,mediterranean,stable,2020-1
170334,europe,stable,2020-1
170344,mediterranean,stable,2020-1
170345,mediterranean,stable,2020-1
170345,europe,stable,2020-1
170350,mediterranean,unknown,2020-1
170350,europe,stable,2020-1
170354,mediterranean,increasing,2020-1
170354,europe,increasing,2020-1
170355,mediterranean,stable,2020-1
170355,europe,stable,2020-1
170357,mediterranean,decreasing,2020-1
170357,europe,unknown,2020-1
170600,europe,unknown,2020-1
170603,europe,stable,2020-1
170605,europe,unknown,2020-1
172016,europe,unknown,2020-1
173361,mediterranean,decreasing,2020-1
178023,europe,increasing,2020-1
179034,europe,stable,2020-1
181000,pan-africa,unknown,2020-1
181000,southern_africa,unknown,2020-1
181550,northern_africa,unknown,2020-1
181550,central_africa,unknown,2020-1
181550,pan-africa,unknown,2020-1
181577,western_africa,unknown,2020-1
181577,central_africa,unknown,2020-1
181577,pan-africa,unknown,2020-1
181577,southern_africa,unknown,2020-1
181797,western_africa,unknown,2020-1
181797,central_africa,unknown,2020-1
181797,pan-africa,unknown,2020-1
181933,western_africa,unknown,2020-1
181933,central_africa,unknown,2020-1
181933,pan-africa,unknown,2020-1
181984,western_africa,unknown,2020-1
181984,pan-africa,unknown,2020-1
182223,western_africa,unknown,2020-1
182223,northern_africa,unknown,2020-1
182223,central_africa,unknown,2020-1
182223,pan-africa,unknown,2020-1
182223,southern_africa,unknown,2020-1
182239,western_africa,unknown,2020-1
182239,central_africa,unknown,2020-1
182239,pan-africa,unknown,2020-1
182239,southern_africa,unknown,2020-1
182285,western_africa,unknown,2020-1
182285,central_africa,unknown,2020-1
182285,pan-africa,unknown,2020-1
182330,western_africa,unknown,2020-1
182330,central_africa,unknown,2020-1
182330,pan-africa,unknown,2020-1
182363,western_africa,unknown,2020-1
182363,central_africa,unknown,2020-1
182363,pan-africa,unknown,2020-1
182498,central_africa,unknown,2020-1
182498,pan-africa,unknown,2020-1
182549,central_africa,unknown,2020-1
182549,pan-africa,unknown,2020-1
182611,western_africa,unknown,2020-1
182611,central_africa,unknown,2020-1
182611,pan-africa,unknown,2020-1
182712,central_africa,unknown,2020-1
182712,pan-africa,unknown,2020-1
182779,western_africa,decreasing,2020-1
182779,pan-africa,decreasing,2020-1
182933,western_africa,unknown,2020-1
182933,pan-africa,unknown,2020-1
183097,western_africa,unknown,2020-1
183097,central_africa,unknown,2020-1
183097,pan-africa,unknown,2020-1
183097,southern_africa,unknown,2020-1
183152,eastern_africa,unknown,2020-1
183152,pan-africa,unknown,2020-1
183152,southern_africa,unknown,2020-1
183153,central_africa,unknown,2020-1
183153,pan-africa,unknown,2020-1
183155,eastern_africa,unknown,2020-1
183155,pan-africa,unknown,2020-1
183155,southern_africa,unknown,2020-1
183158,eastern_africa,unknown,2020-1
183158,pan-africa,unknown,2020-1
183160,eastern_africa,unknown,2020-1
183160,pan-africa,unknown,2020-1
183160,southern_africa,unknown,2020-1
183167,eastern_africa,unknown,2020-1
183167,pan-africa,unknown,2020-1
183169,western_africa,unknown,2020-1
183169,central_africa,unknown,2020-1
183169,pan-africa,unknown,2020-1
183169,southern_africa,unknown,2020-1
183171,western_africa,unknown,2020-1
183171,central_africa,unknown,2020-1
183171,pan-africa,unknown,2020-1
183177,western_africa,unknown,2020-1
183177,central_africa,unknown,2020-1
183177,pan-africa,unknown,2020-1
183776,mediterranean,unknown,2020-1
183776,europe,unknown,2020-1
184493,northeastern_africa,unknown,2020-1
184493,pan-africa,unknown,2020-1
184520,northeastern_africa,unknown,2020-1
184520,pan-africa,unknown,2020-1
184554,central_africa,unknown,2020-1
184554,pan-africa,unknown,2020-1
184576,northeastern_africa,unknown,2020-1
184576,pan-africa,unknown,2020-1
184590,central_africa,unknown,2020-1
184590,pan-africa,unknown,2020-1
184626,central_africa,unknown,2020-1
184626,pan-africa,unknown,2020-1
184635,central_africa,unknown,2020-1
184635,pan-africa,unknown,2020-1
184679,northeastern_africa,decreasing,2020-1
184679,eastern_africa,unknown,2020-1
184679,pan-africa,stable,2020-1
184700,central_africa,unknown,2020-1
184700,pan-africa,unknown,2020-1
184711,central_africa,unknown,2020-1
184711,pan-africa,unknown,2020-1
184723,central_africa,unknown,2020-1
184723,pan-africa,unknown,2020-1
184732,central_africa,unknown,2020-1
184732,pan-africa,unknown,2020-1
185126,mediterranean,unknown,2020-1
185126,europe,stable,2020-1
185127,mediterranean,stable,2020-1
185127,europe,stable,2020-1
185128,mediterranean,stable,2020-1
185128,europe,stable,2020-1
185129,europe,stable,2020-1
185146,mediterranean,stable,2020-1
185146,europe,stable,2020-1
185155,mediterranean,stable,2020-1
185155,europe,stable,2020-1
185156,mediterranean,stable,2020-1
185156,europe,stable,2020-1
185162,europe,stable,2020-1
185165,mediterranean,unknown,2020-1
185165,europe,stable,2020-1
185168,mediterranean,unknown,2020-1
185168,europe,stable,2020-1
185175,mediterranean,stable,2020-1
185175,europe,stable,2020-1
185180,europe,stable,2020-1
185181,mediterranean,stable,2020-1
185181,europe,stable,2020-1
185182,mediterranean,unknown,2020-1
185182,europe,unknown,2020-1
185185,mediterranean,stable,2020-1
185185,europe,stable,2020-1
185193,mediterranean,stable,2020-1
185193,europe,stable,2020-1
185774,northeastern_africa,unknown,2020-1
185774,pan-africa,unknown,2020-1
186069,central_africa,unknown,2020-1
186078,central_africa,unknown,2020-1
186106,mediterranean,unknown,2020-1
186106,europe,unknown,2020-1
187397,mediterranean,stable,2020-1
187397,europe,stable,2020-1
187398,europe,unknown,2020-1
187418,mediterranean,stable,2020-1
187418,europe,stable,2020-1
187455,europe,unknown,2020-1
187475,mediterranean,stable,2020-1
187475,europe,stable,2020-1
187492,mediterranean,stable,2020-1
187492,europe,stable,2020-1
187495,europe,decreasing,2020-1
187522,mediterranean,unknown,2020-1
187522,europe,unknown,2020-1
187541,mediterranean,stable,2020-1
187541,europe,stable,2020-1
187573,mediterranean,stable,2020-1
187573,europe,stable,2020-1
187595,europe,unknown,2020-1
187653,mediterranean,stable,2020-1
187653,europe,stable,2020-1
187654,mediterranean,decreasing,2020-1
187654,europe,decreasing,2020-1
187678,europe,stable,2020-1
187696,mediterranean,unknown,2020-1
187696,europe,stable,2020-1
187714,mediterranean,stable,2020-1
187714,europe,stable,2020-1
187748,mediterranean,stable,2020-1
187748,europe,stable,2020-1
187751,mediterranean,stable,2020-1
187751,europe,stable,2020-1
187752,mediterranean,increasing,2020-1
187752,europe,stable,2020-1
187756,mediterranean,stable,2020-1
187756,europe,stable,2020-1
187775,mediterranean,stable,2020-1
187775,europe,stable,2020-1
187803,europe,unknown,2020-1
187805,mediterranean,stable,2020-1
187805,europe,stable,2020-1
188113,europe,unknown,2020-1
188324,mediterranean,stable,2020-1
188324,europe,stable,2020-1
188419,europe,unknown,2020-1
188486,europe,unknown,2020-1
189818,mediterranean,unknown,2020-1
189818,europe,unknown,2020-1
189820,mediterranean,unknown,2020-1
189820,europe,unknown,2020-1
189828,europe,unknown,2020-1
189829,europe,unknown,2020-1
190064,mediterranean,unknown,2020-1
190064,europe,unknown,2020-1
190065,europe,unknown,2020-1
190067,europe,unknown,2020-1
190070,mediterranean,unknown,2020-1
190070,europe,unknown,2020-1
190080,mediterranean,unknown,2020-1
190080,europe,stable,2020-1
190090,mediterranean,unknown,2020-1
190090,europe,unknown,2020-1
190093,europe,unknown,2020-1
190100,mediterranean,unknown,2020-1
190100,europe,unknown,2020-1
190101,mediterranean,unknown,2020-1
190101,europe,unknown,2020-1
190103,europe,unknown,2020-1
190116,mediterranean,unknown,2020-1
190116,europe,unknown,2020-1
190117,europe,unknown,2020-1
190118,europe,unknown,2020-1
190123,europe,unknown,2020-1
190125,europe,unknown,2020-1
190126,europe,unknown,2020-1
190130,europe,unknown,2020-1
190133,mediterranean,unknown,2020-1
190133,europe,stable,2020-1
190137,europe,unknown,2020-1
190139,europe,increasing,2020-1
190145,europe,unknown,2020-1
190147,europe,unknown,2020-1
190149,europe,stable,2020-1
190154,europe,unknown,2020-1
190157,europe,stable,2020-1
190159,europe,unknown,2020-1
190163,mediterranean,unknown,2020-1
190163,europe,unknown,2020-1
190176,europe,unknown,2020-1
190181,europe,unknown,2020-1
190183,europe,unknown,2020-1
190193,europe,stable,2020-1
190197,europe,stable,2020-1
190201,europe,unknown,2020-1
190203,europe,unknown,2020-1
190207,mediterranean,unknown,2020-1
190207,europe,unknown,2020-1
190211,mediterranean,unknown,2020-1
190211,europe,unknown,2020-1
190214,mediterranean,unknown,2020-1
190214,europe,unknown,2020-1
190217,europe,unknown,2020-1
190223,europe,unknown,2020-1
190229,europe,unknown,2020-1
190232,europe,unknown,2020-1
190237,europe,unknown,2020-1
190239,europe,unknown,2020-1
190243,europe,unknown,2020-1
190250,europe,unknown,2020-1
190255,europe,unknown,2020-1
190256,europe,unknown,2020-1
190258,europe,unknown,2020-1
190260,europe,unknown,2020-1
190261,europe,stable,2020-1
190264,europe,unknown,2020-1
190265,europe,stable,2020-1
190272,europe,unknown,2020-1
190278,europe,unknown,2020-1
190279,mediterranean,unknown,2020-1
190279,europe,decreasing,2020-1
190282,europe,unknown,2020-1
190285,mediterranean,unknown,2020-1
190285,europe,unknown,2020-1
190287,europe,unknown,2020-1
190291,europe,unknown,2020-1
190292,mediterranean,unknown,2020-1
190292,europe,unknown,2020-1
190296,europe,unknown,2020-1
190298,europe,unknown,2020-1
190300,europe,stable,2020-1
190302,europe,unknown,2020-1
190303,europe,unknown,2020-1
190310,europe,unknown,2020-1
190311,europe,unknown,2020-1
190314,europe,unknown,2020-1
190315,europe,unknown,2020-1
190316,europe,unknown,2020-1
190317,europe,stable,2020-1
190318,europe,unknown,2020-1
190319,europe,unknown,2020-1
190324,mediterranean,unknown,2020-1
190324,europe,stable,2020-1
190330,europe,unknown,2020-1
190331,europe,unknown,2020-1
190332,europe,stable,2020-1
190334,europe,unknown,2020-1
190335,mediterranean,unknown,2020-1
190335,europe,unknown,2020-1
190338,europe,unknown,2020-1
190341,europe,unknown,2020-1
190346,mediterranean,unknown,2020-1
190346,europe,increasing,2020-1
