iucn_sid,iucn_rgn,pop_trend,iucn_version
183170,pan-africa,unknown,2022-1
183171,western_africa,unknown,2022-1
183171,central_africa,unknown,2022-1
183171,pan-africa,unknown,2022-1
183175,western_africa,unknown,2022-1
183175,central_africa,unknown,2022-1
183175,pan-africa,unknown,2022-1
183176,eastern_africa,unknown,2022-1
183176,central_africa,unknown,2022-1
183176,pan-africa,unknown,2022-1
183177,western_africa,unknown,2022-1
183177,central_africa,unknown,2022-1
183177,pan-africa,unknown,2022-1
183776,mediterranean,unknown,2022-1
183776,europe,unknown,2022-1
184493,northeastern_africa,unknown,2022-1
184493,pan-africa,unknown,2022-1
184520,northeastern_africa,unknown,2022-1
184520,pan-africa,unknown,2022-1
184576,northeastern_africa,unknown,2022-1
184576,pan-africa,unknown,2022-1
184590,central_africa,unknown,2022-1
184590,pan-africa,unknown,2022-1
184626,central_africa,unknown,2022-1
184626,pan-africa,unknown,2022-1
184635,central_africa,unknown,2022-1
184635,pan-africa,unknown,2022-1
184679,eastern_africa,unknown,2022-1
184679,northeastern_africa,decreasing,2022-1
184679,pan-africa,stable,2022-1
184686,central_africa,unknown,2022-1
184686,pan-africa,unknown,2022-1
184700,central_africa,unknown,2022-1
184700,pan-africa,unknown,2022-1
184711,central_africa,unknown,2022-1
184711,pan-africa,unknown,2022-1
184723,central_africa,unknown,2022-1
184723,pan-africa,unknown,2022-1
184732,central_africa,unknown,2022-1
184732,pan-africa,unknown,2022-1
184745,central_africa,unknown,2022-1
184745,pan-africa,unknown,2022-1
185126,mediterranean,unknown,2022-1
185126,europe,stable,2022-1
185127,mediterranean,stable,2022-1
185127,europe,stable,2022-1
185128,mediterranean,stable,2022-1
185128,europe,stable,2022-1
185129,europe,stable,2022-1
185146,mediterranean,stable,2022-1
185146,europe,stable,2022-1
185155,mediterranean,stable,2022-1
185155,europe,stable,2022-1
185156,mediterranean,stable,2022-1
185156,europe,stable,2022-1
185162,europe,stable,2022-1
185165,mediterranean,unknown,2022-1
185165,europe,stable,2022-1
185168,mediterranean,unknown,2022-1
185168,europe,stable,2022-1
185175,mediterranean,stable,2022-1
185175,europe,stable,2022-1
185180,europe,stable,2022-1
185181,mediterranean,stable,2022-1
185181,europe,stable,2022-1
185182,mediterranean,unknown,2022-1
185182,europe,unknown,2022-1
185185,mediterranean,stable,2022-1
185185,europe,stable,2022-1
185193,mediterranean,stable,2022-1
185193,europe,stable,2022-1
185774,northeastern_africa,unknown,2022-1
185774,pan-africa,unknown,2022-1
186069,central_africa,unknown,2022-1
186078,central_africa,unknown,2022-1
186106,mediterranean,unknown,2022-1
186106,europe,unknown,2022-1
187397,mediterranean,stable,2022-1
187397,europe,stable,2022-1
187398,europe,unknown,2022-1
187418,mediterranean,stable,2022-1
187418,europe,stable,2022-1
187455,europe,unknown,2022-1
187475,mediterranean,stable,2022-1
187475,europe,stable,2022-1
187492,mediterranean,stable,2022-1
187492,europe,stable,2022-1
187495,europe,decreasing,2022-1
187522,mediterranean,unknown,2022-1
187522,europe,unknown,2022-1
187541,mediterranean,stable,2022-1
187541,europe,stable,2022-1
187573,mediterranean,stable,2022-1
187573,europe,stable,2022-1
187595,europe,unknown,2022-1
187653,mediterranean,stable,2022-1
187653,europe,stable,2022-1
187654,mediterranean,decreasing,2022-1
187654,europe,decreasing,2022-1
187678,europe,stable,2022-1
187696,mediterranean,unknown,2022-1
187696,europe,stable,2022-1
187714,mediterranean,stable,2022-1
187714,europe,stable,2022-1
187748,mediterranean,stable,2022-1
187748,europe,stable,2022-1
187751,mediterranean,stable,2022-1
187751,europe,stable,2022-1
187752,mediterranean,increasing,2022-1
187752,europe,stable,2022-1
187756,mediterranean,stable,2022-1
187756,europe,stable,2022-1
187775,mediterranean,stable,2022-1
187775,europe,stable,2022-1
187803,europe,unknown,2022-1
187805,mediterranean,stable,2022-1
187805,europe,stable,2022-1
188113,europe,unknown,2022-1
188324,mediterranean,stable,2022-1
188324,europe,stable,2022-1
188419,europe,unknown,2022-1
188486,europe,unknown,2022-1
189818,mediterranean,unknown,2022-1
189818,europe,unknown,2022-1
189820,mediterranean,unknown,2022-1
189820,europe,unknown,2022-1
189828,europe,unknown,2022-1
189829,europe,unknown,2022-1
190064,mediterranean,unknown,2022-1
190064,europe,unknown,2022-1
190065,europe,unknown,2022-1
190067,europe,unknown,2022-1
190070,mediterranean,unknown,2022-1
190070,europe,unknown,2022-1
190080,mediterranean,unknown,2022-1
190080,europe,stable,2022-1
190090,mediterranean,unknown,2022-1
190090,europe,unknown,2022-1
190093,europe,unknown,2022-1
190100,mediterranean,unknown,2022-1
190100,europe,unknown,2022-1
190101,mediterranean,unknown,2022-1
190101,europe,unknown,2022-1
190103,europe,unknown,2022-1
190116,mediterranean,unknown,2022-1
190116,europe,unknown,2022-1
190117,europe,unknown,2022-1
190118,europe,unknown,2022-1
190123,europe,unknown,2022-1
190125,europe,unknown,2022-1
190126,europe,unknown,2022-1
190130,europe,unknown,2022-1
190133,mediterranean,unknown,2022-1
190133,europe,stable,2022-1
190137,europe,unknown,2022-1
190139,europe,increasing,2022-1
190145,europe,unknown,2022-1
190147,europe,unknown,2022-1
190149,europe,stable,2022-1
190154,europe,unknown,2022-1
190157,europe,stable,2022-1
190159,europe,unknown,2022-1
190163,mediterranean,unknown,2022-1
190163,europe,unknown,2022-1
190176,europe,unknown,2022-1
190181,europe,unknown,2022-1
