iucn_sid,pop_trend,iucn_version
11191,NA,2022-1
11200,decreasing,2022-1
11368,NA,2022-1
11375,unknown,2022-1
11501,NA,2022-1
11502,unknown,2022-1
11533,unknown,2022-1
11534,decreasing,2022-1
11696,unknown,2022-1
11987,decreasing,2022-1
12125,unknown,2022-1
12126,unknown,2022-1
12137,decreasing,2022-1
12242,NA,2022-1
12244,NA,2022-1
12246,unknown,2022-1
12302,stable,2022-1
12303,decreasing,2022-1
12305,decreasing,2022-1
12382,NA,2022-1
12404,NA,2022-1
12416,decreasing,2022-1
12417,decreasing,2022-1
12419,decreasing,2022-1
12421,decreasing,2022-1
12427,decreasing,2022-1
12695,decreasing,2022-1
12807,NA,2022-1
12808,NA,2022-1
12809,NA,2022-1
12810,NA,2022-1
13006,increasing,2022-1
13045,NA,2022-1
13145,decreasing,2022-1
13232,unknown,2022-1
13238,NA,2022-1
13241,unknown,2022-1
13242,unknown,2022-1
13243,unknown,2022-1
13244,unknown,2022-1
13245,unknown,2022-1
13247,unknown,2022-1
13248,unknown,2022-1
13249,unknown,2022-1
13250,unknown,2022-1
13251,unknown,2022-1
13252,decreasing,2022-1
13273,unknown,2022-1
13581,increasing,2022-1
13583,stable,2022-1
13653,increasing,2022-1
13654,decreasing,2022-1
13655,NA,2022-1
13704,unknown,2022-1
13852,NA,2022-1
13932,NA,2022-1
13933,NA,2022-1
13934,NA,2022-1
14048,unknown,2022-1
14049,decreasing,2022-1
14050,decreasing,2022-1
14051,decreasing,2022-1
14052,unknown,2022-1
14053,decreasing,2022-1
14054,unknown,2022-1
14214,stable,2022-1
14264,decreasing,2022-1
14363,NA,2022-1
14500,NA,2022-1
14549,decreasing,2022-1
14561,NA,2022-1
14562,decreasing,2022-1
14831,NA,2022-1
15106,unknown,2022-1
15108,unknown,2022-1
15184,unknown,2022-1
15239,unknown,2022-1
15269,unknown,2022-1
15270,NA,2022-1
15271,NA,2022-1
15273,NA,2022-1
15274,NA,2022-1
15275,NA,2022-1
15276,NA,2022-1
15278,NA,2022-1
15279,NA,2022-1
15280,NA,2022-1
15281,NA,2022-1
15283,NA,2022-1
15284,NA,2022-1
15285,NA,2022-1
15286,NA,2022-1
15287,NA,2022-1
15288,NA,2022-1
15289,NA,2022-1
15290,NA,2022-1
15291,NA,2022-1
15292,NA,2022-1
15293,NA,2022-1
15295,NA,2022-1
15296,NA,2022-1
15297,NA,2022-1
15298,NA,2022-1
15419,decreasing,2022-1
15421,unknown,2022-1
15873,unknown,2022-1
15939,unknown,2022-1
16011,NA,2022-1
16012,unknown,2022-1
16083,NA,2022-1
16084,NA,2022-1
16185,NA,2022-1
16238,decreasing,2022-1
16474,unknown,2022-1
16475,decreasing,2022-1
16476,unknown,2022-1
16477,decreasing,2022-1
16478,decreasing,2022-1
16503,unknown,2022-1
16564,unknown,2022-1
16781,stable,2022-1
16869,unknown,2022-1
16870,unknown,2022-1
17013,unknown,2022-1
17014,unknown,2022-1
17020,unknown,2022-1
17021,unknown,2022-1
17022,increasing,2022-1
17023,unknown,2022-1
17026,decreasing,2022-1
17027,unknown,2022-1
17028,decreasing,2022-1
17029,unknown,2022-1
17030,decreasing,2022-1
17031,decreasing,2022-1
17032,unknown,2022-1
17096,decreasing,2022-1
17177,decreasing,2022-1
17245,unknown,2022-1
17595,NA,2022-1
17604,NA,2022-1
17710,NA,2022-1
17974,NA,2022-1
17977,unknown,2022-1
17978,decreasing,2022-1
18145,unknown,2022-1
18175,decreasing,2022-1
18374,unknown,2022-1
18376,unknown,2022-1
18383,decreasing,2022-1
18510,NA,2022-1
18546,unknown,2022-1
18596,unknown,2022-1
18878,stable,2022-1
19037,NA,2022-1
19038,NA,2022-1
19301,NA,2022-1
19302,NA,2022-1
19387,unknown,2022-1
19388,stable,2022-1
19488,decreasing,2022-1
19735,unknown,2022-1
19798,unknown,2022-1
19855,NA,2022-1
19875,NA,2022-1
19896,unknown,2022-1
19897,unknown,2022-1
19898,unknown,2022-1
19899,unknown,2022-1
19938,NA,2022-1
19939,NA,2022-1
19950,decreasing,2022-1
20047,decreasing,2022-1
20084,NA,2022-1
20085,NA,2022-1
20268,NA,2022-1
20314,decreasing,2022-1
20315,decreasing,2022-1
20316,unknown,2022-1
20317,unknown,2022-1
20318,unknown,2022-1
20425,decreasing,2022-1
20724,unknown,2022-1
20729,unknown,2022-1
20730,unknown,2022-1
20731,unknown,2022-1
20732,unknown,2022-1
20733,unknown,2022-1
20738,unknown,2022-1
20795,unknown,2022-1
20855,unknown,2022-1
20861,unknown,2022-1
21257,unknown,2022-1
21308,NA,2022-1
21309,decreasing,2022-1
21326,NA,2022-1
21341,decreasing,2022-1
21342,unknown,2022-1
21343,decreasing,2022-1
21500,unknown,2022-1
21560,NA,2022-1
21561,NA,2022-1
21628,unknown,2022-1
21681,NA,2022-1
21682,NA,2022-1
21689,unknown,2022-1
21856,decreasing,2022-1
21857,decreasing,2022-1
21858,increasing,2022-1
21859,decreasing,2022-1
21860,unknown,2022-1
21861,NA,2022-1
21862,NA,2022-1
21994,unknown,2022-1
22003,decreasing,2022-1
22103,decreasing,2022-1
22104,unknown,2022-1
22105,decreasing,2022-1
22106,stable,2022-1
22135,NA,2022-1
22136,NA,2022-1
22137,NA,2022-1
22138,NA,2022-1
22139,NA,2022-1
22140,NA,2022-1
22141,NA,2022-1
22563,unknown,2022-1
22594,NA,2022-1
22823,unknown,2022-1
23045,NA,2022-1
23090,NA,2022-1
23148,decreasing,2022-1
23149,NA,2022-1
23211,unknown,2022-1
23259,stable,2022-1
29609,NA,2022-1
31382,decreasing,2022-1
33705,decreasing,2022-1
34364,decreasing,2022-1
39302,NA,2022-1
39303,decreasing,2022-1
39304,NA,2022-1
39324,decreasing,2022-1
39327,stable,2022-1
39328,decreasing,2022-1
39329,decreasing,2022-1
39331,decreasing,2022-1
39332,decreasing,2022-1
39333,unknown,2022-1
39334,stable,2022-1
39335,decreasing,2022-1
39336,unknown,2022-1
39337,increasing,2022-1
39338,unknown,2022-1
39339,decreasing,2022-1
39341,decreasing,2022-1
39342,stable,2022-1
39345,decreasing,2022-1
39346,decreasing,2022-1
39347,stable,2022-1
39348,increasing,2022-1
39349,decreasing,2022-1
39350,decreasing,2022-1
39351,increasing,2022-1
39352,decreasing,2022-1
39353,decreasing,2022-1
39354,stable,2022-1
39355,stable,2022-1
39356,stable,2022-1
39357,decreasing,2022-1
39358,decreasing,2022-1
39359,decreasing,2022-1
39360,decreasing,2022-1
39361,decreasing,2022-1
39362,stable,2022-1
39363,unknown,2022-1
39365,decreasing,2022-1
39366,decreasing,2022-1
39367,decreasing,2022-1
39368,decreasing,2022-1
39369,unknown,2022-1
39370,decreasing,2022-1
39371,decreasing,2022-1
39372,decreasing,2022-1
39373,unknown,2022-1
39374,decreasing,2022-1
39375,decreasing,2022-1
39377,unknown,2022-1
39378,decreasing,2022-1
39379,decreasing,2022-1
39380,decreasing,2022-1
39381,decreasing,2022-1
39382,increasing,2022-1
39384,decreasing,2022-1
39385,decreasing,2022-1
39386,decreasing,2022-1
39387,decreasing,2022-1
39388,decreasing,2022-1
39389,decreasing,2022-1
39390,decreasing,2022-1
39393,decreasing,2022-1
39394,decreasing,2022-1
39396,unknown,2022-1
39399,decreasing,2022-1
39400,decreasing,2022-1
39413,decreasing,2022-1
39414,decreasing,2022-1
39416,unknown,2022-1
39427,decreasing,2022-1
39465,decreasing,2022-1
39541,unknown,2022-1
39543,unknown,2022-1
39544,unknown,2022-1
39771,increasing,2022-1
39773,stable,2022-1
39774,decreasing,2022-1
40635,unknown,2022-1
40710,unknown,2022-1
40711,stable,2022-1
40715,unknown,2022-1
40773,unknown,2022-1
40784,NA,2022-1
40797,decreasing,2022-1
40802,decreasing,2022-1
41005,decreasing,2022-1
41006,unknown,2022-1
41007,decreasing,2022-1
41008,decreasing,2022-1
41009,unknown,2022-1
41010,decreasing,2022-1
41030,decreasing,2022-1
41064,decreasing,2022-1
41664,increasing,2022-1
41665,stable,2022-1
41666,increasing,2022-1
41667,NA,2022-1
41668,decreasing,2022-1
41670,unknown,2022-1
41671,increasing,2022-1
41672,unknown,2022-1
41673,increasing,2022-1
41677,unknown,2022-1
41711,unknown,2022-1
41712,decreasing,2022-1
41713,increasing,2022-1
41714,unknown,2022-1
41715,unknown,2022-1
41716,unknown,2022-1
41718,unknown,2022-1
41719,unknown,2022-1
41720,stable,2022-1
41721,unknown,2022-1
41722,unknown,2022-1
41723,unknown,2022-1
41724,unknown,2022-1
41725,unknown,2022-1
41726,unknown,2022-1
41727,unknown,2022-1
41728,unknown,2022-1
41729,unknown,2022-1
41730,decreasing,2022-1
41731,unknown,2022-1
41732,unknown,2022-1
41733,stable,2022-1
41735,unknown,2022-1
41736,unknown,2022-1
41737,decreasing,2022-1
41738,decreasing,2022-1
41739,stable,2022-1
41740,decreasing,2022-1
41741,decreasing,2022-1
41742,decreasing,2022-1
41743,stable,2022-1
41745,decreasing,2022-1
41746,unknown,2022-1
41747,decreasing,2022-1
41749,unknown,2022-1
41752,stable,2022-1
41753,stable,2022-1
41754,decreasing,2022-1
41755,unknown,2022-1
41759,decreasing,2022-1
41760,unknown,2022-1
41761,decreasing,2022-1
41762,decreasing,2022-1
41791,decreasing,2022-1
41792,decreasing,2022-1
41793,stable,2022-1
41794,unknown,2022-1
41795,stable,2022-1
41797,decreasing,2022-1
41798,decreasing,2022-1
41799,stable,2022-1
41800,stable,2022-1
41801,decreasing,2022-1
41802,unknown,2022-1
41804,unknown,2022-1
41805,unknown,2022-1
41806,unknown,2022-1
41807,unknown,2022-1
41808,unknown,2022-1
41809,unknown,2022-1
41810,decreasing,2022-1
41811,unknown,2022-1
41812,unknown,2022-1
41813,unknown,2022-1
41814,unknown,2022-1
41816,decreasing,2022-1
41818,stable,2022-1
41819,unknown,2022-1
41820,unknown,2022-1
41821,unknown,2022-1
41822,unknown,2022-1
41823,decreasing,2022-1
41824,unknown,2022-1
41825,decreasing,2022-1
41826,stable,2022-1
41827,stable,2022-1
41828,unknown,2022-1
41829,unknown,2022-1
41830,unknown,2022-1
41831,decreasing,2022-1
41832,decreasing,2022-1
41835,decreasing,2022-1
41836,decreasing,2022-1
41837,unknown,2022-1
41838,unknown,2022-1
41839,unknown,2022-1
41840,unknown,2022-1
41841,unknown,2022-1
41842,unknown,2022-1
41843,unknown,2022-1
41844,unknown,2022-1
41845,unknown,2022-1
41846,stable,2022-1
41848,decreasing,2022-1
41850,decreasing,2022-1
41851,decreasing,2022-1
41852,unknown,2022-1
41853,decreasing,2022-1
41854,decreasing,2022-1
41855,unknown,2022-1
41856,unknown,2022-1
41857,unknown,2022-1
41858,unknown,2022-1
41860,unknown,2022-1
41861,unknown,2022-1
41862,stable,2022-1
41863,stable,2022-1
41864,unknown,2022-1
41866,unknown,2022-1
41870,unknown,2022-1
41871,decreasing,2022-1
41872,decreasing,2022-1
41873,unknown,2022-1
41874,decreasing,2022-1
41875,unknown,2022-1
41876,decreasing,2022-1
41878,decreasing,2022-1
41880,decreasing,2022-1
42700,unknown,2022-1
42701,unknown,2022-1
42703,unknown,2022-1
42704,unknown,2022-1
42706,decreasing,2022-1
42707,decreasing,2022-1
42709,unknown,2022-1
42710,unknown,2022-1
42711,unknown,2022-1
42712,decreasing,2022-1
42713,unknown,2022-1
42716,stable,2022-1
42717,unknown,2022-1
42718,unknown,2022-1
42720,unknown,2022-1
42721,unknown,2022-1
42722,unknown,2022-1
42723,unknown,2022-1
42725,unknown,2022-1
42726,decreasing,2022-1
42727,decreasing,2022-1
42728,unknown,2022-1
42729,decreasing,2022-1
42730,decreasing,2022-1
42831,decreasing,2022-1
42833,unknown,2022-1
42834,decreasing,2022-1
42838,decreasing,2022-1
43972,unknown,2022-1
43973,decreasing,2022-1
43974,decreasing,2022-1
43993,NA,2022-1
44070,decreasing,2022-1
44071,stable,2022-1
44166,decreasing,2022-1
44167,NA,2022-1
44168,decreasing,2022-1
44169,decreasing,2022-1
44170,unknown,2022-1
44171,unknown,2022-1
44173,unknown,2022-1
44175,unknown,2022-1
44177,unknown,2022-1
44178,unknown,2022-1
44183,stable,2022-1
44186,unknown,2022-1
44187,decreasing,2022-1
44205,stable,2022-1
44206,decreasing,2022-1
44207,unknown,2022-1
44209,unknown,2022-1
44210,stable,2022-1
44211,stable,2022-1
44212,stable,2022-1
44213,stable,2022-1
44214,stable,2022-1
44215,unknown,2022-1
44216,stable,2022-1
44217,unknown,2022-1
44218,stable,2022-1
44219,stable,2022-1
44220,stable,2022-1
44221,stable,2022-1
44222,unknown,2022-1
44223,unknown,2022-1
44224,stable,2022-1
44225,unknown,2022-1
44226,unknown,2022-1
44227,unknown,2022-1
44228,unknown,2022-1
44229,stable,2022-1
44478,unknown,2022-1
44479,unknown,2022-1
44514,stable,2022-1
44515,stable,2022-1
44561,decreasing,2022-1
44563,decreasing,2022-1
44564,stable,2022-1
44565,unknown,2022-1
44566,unknown,2022-1
44567,decreasing,2022-1
44568,stable,2022-1
44570,stable,2022-1
44571,decreasing,2022-1
44572,stable,2022-1
44573,stable,2022-1
44574,stable,2022-1
44575,decreasing,2022-1
44576,stable,2022-1
44577,decreasing,2022-1
44578,decreasing,2022-1
44579,stable,2022-1
44580,decreasing,2022-1
44581,decreasing,2022-1
44582,stable,2022-1
44583,stable,2022-1
44584,decreasing,2022-1
44585,unknown,2022-1
44586,decreasing,2022-1
44587,decreasing,2022-1
44590,stable,2022-1
44591,decreasing,2022-1
44592,decreasing,2022-1
44595,decreasing,2022-1
44596,decreasing,2022-1
44597,decreasing,2022-1
44598,decreasing,2022-1
44599,stable,2022-1
44600,decreasing,2022-1
44601,stable,2022-1
44602,stable,2022-1
44603,stable,2022-1
44604,unknown,2022-1
44606,decreasing,2022-1
44607,decreasing,2022-1
44608,unknown,2022-1
44609,increasing,2022-1
44610,unknown,2022-1
44611,stable,2022-1
44612,stable,2022-1
44613,decreasing,2022-1
44614,unknown,2022-1
44615,decreasing,2022-1
44617,decreasing,2022-1
44618,stable,2022-1
44619,stable,2022-1
44620,stable,2022-1
44621,decreasing,2022-1
44639,stable,2022-1
44641,stable,2022-1
44642,decreasing,2022-1
44643,stable,2022-1
44644,decreasing,2022-1
44645,stable,2022-1
44646,unknown,2022-1
44647,decreasing,2022-1
44649,decreasing,2022-1
44650,stable,2022-1
44651,stable,2022-1
44652,decreasing,2022-1
44653,decreasing,2022-1
44654,stable,2022-1
44655,stable,2022-1
44656,decreasing,2022-1
44657,stable,2022-1
44666,decreasing,2022-1
44668,unknown,2022-1
44669,unknown,2022-1
44670,unknown,2022-1
44671,unknown,2022-1
44672,unknown,2022-1
44673,decreasing,2022-1
44674,decreasing,2022-1
44675,unknown,2022-1
44676,unknown,2022-1
44677,decreasing,2022-1
44678,decreasing,2022-1
44679,unknown,2022-1
44680,decreasing,2022-1
44681,decreasing,2022-1
44682,decreasing,2022-1
44683,decreasing,2022-1
44684,decreasing,2022-1
44685,unknown,2022-1
44686,unknown,2022-1
44993,stable,2022-1
44994,decreasing,2022-1
44995,unknown,2022-1
44996,decreasing,2022-1
45925,decreasing,2022-1
46863,NA,2022-1
46864,decreasing,2022-1
46865,decreasing,2022-1
60080,stable,2022-1
60081,increasing,2022-1
60082,stable,2022-1
60083,stable,2022-1
60084,stable,2022-1
60085,decreasing,2022-1
60086,unknown,2022-1
60087,decreasing,2022-1
60088,decreasing,2022-1
60089,stable,2022-1
60090,stable,2022-1
60091,unknown,2022-1
60092,stable,2022-1
60093,stable,2022-1
60094,stable,2022-1
60095,unknown,2022-1
60096,unknown,2022-1
60097,stable,2022-1
60098,stable,2022-1
60099,unknown,2022-1
60100,decreasing,2022-1
60101,unknown,2022-1
60102,stable,2022-1
60103,stable,2022-1
60104,decreasing,2022-1
60105,decreasing,2022-1
60106,stable,2022-1
60107,stable,2022-1
60108,stable,2022-1
60109,stable,2022-1
60110,stable,2022-1
60111,unknown,2022-1
60112,unknown,2022-1
60113,decreasing,2022-1
60116,stable,2022-1
60117,decreasing,2022-1
60118,decreasing,2022-1
60120,decreasing,2022-1
60121,decreasing,2022-1
60123,decreasing,2022-1
60124,decreasing,2022-1
60125,decreasing,2022-1
60126,decreasing,2022-1
60127,decreasing,2022-1
60128,decreasing,2022-1
60129,decreasing,2022-1
60130,decreasing,2022-1
60131,decreasing,2022-1
60132,stable,2022-1
60134,unknown,2022-1
60135,decreasing,2022-1
60136,unknown,2022-1
60138,stable,2022-1
60139,unknown,2022-1
60140,stable,2022-1
60141,decreasing,2022-1
60142,decreasing,2022-1
60143,unknown,2022-1
60144,unknown,2022-1
60145,stable,2022-1
60146,unknown,2022-1
60147,decreasing,2022-1
60148,decreasing,2022-1
60150,unknown,2022-1
60151,decreasing,2022-1
60152,decreasing,2022-1
60153,decreasing,2022-1
60154,decreasing,2022-1
60155,decreasing,2022-1
60156,unknown,2022-1
60157,decreasing,2022-1
60158,decreasing,2022-1
60159,decreasing,2022-1
60161,decreasing,2022-1
60162,decreasing,2022-1
60163,decreasing,2022-1
60164,stable,2022-1
60166,decreasing,2022-1
60167,decreasing,2022-1
60168,decreasing,2022-1
60169,unknown,2022-1
60170,decreasing,2022-1
60171,decreasing,2022-1
60172,decreasing,2022-1
60175,decreasing,2022-1
60176,unknown,2022-1
60177,unknown,2022-1
60178,decreasing,2022-1
60179,unknown,2022-1
60180,decreasing,2022-1
60181,decreasing,2022-1
60182,decreasing,2022-1
60183,stable,2022-1
60184,unknown,2022-1
60185,unknown,2022-1
60186,unknown,2022-1
60187,decreasing,2022-1
60188,stable,2022-1
60189,stable,2022-1
60190,unknown,2022-1
60191,increasing,2022-1
60193,stable,2022-1
60194,decreasing,2022-1
60196,stable,2022-1
60197,unknown,2022-1
60198,decreasing,2022-1
60199,decreasing,2022-1
60200,decreasing,2022-1
60201,decreasing,2022-1
60202,decreasing,2022-1
60203,decreasing,2022-1
60204,decreasing,2022-1
60205,decreasing,2022-1
60206,increasing,2022-1
60208,decreasing,2022-1
60209,unknown,2022-1
60210,unknown,2022-1
60211,stable,2022-1
60212,unknown,2022-1
60213,decreasing,2022-1
60214,stable,2022-1
60215,stable,2022-1
60216,unknown,2022-1
60217,decreasing,2022-1
60218,decreasing,2022-1
60219,decreasing,2022-1
60221,unknown,2022-1
60224,decreasing,2022-1
60225,decreasing,2022-1
60226,unknown,2022-1
60227,unknown,2022-1
60228,stable,2022-1
60229,stable,2022-1
60230,stable,2022-1
60231,unknown,2022-1
60232,stable,2022-1
60233,stable,2022-1
60234,unknown,2022-1
60235,stable,2022-1
60236,stable,2022-1
60237,stable,2022-1
60238,stable,2022-1
60239,stable,2022-1
60240,stable,2022-1
60241,stable,2022-1
60242,stable,2022-1
60243,stable,2022-1
60244,stable,2022-1
60245,increasing,2022-1
60246,stable,2022-1
60247,stable,2022-1
60302,decreasing,2022-1
60324,unknown,2022-1
60344,decreasing,2022-1
60447,unknown,2022-1
61207,unknown,2022-1
61213,unknown,2022-1
61250,unknown,2022-1
61314,unknown,2022-1
61333,decreasing,2022-1
61334,decreasing,2022-1
61335,unknown,2022-1
61336,unknown,2022-1
61337,unknown,2022-1
61338,decreasing,2022-1
61339,decreasing,2022-1
61340,decreasing,2022-1
61398,decreasing,2022-1
61399,stable,2022-1
61400,decreasing,2022-1
61401,decreasing,2022-1
61402,decreasing,2022-1
61403,stable,2022-1
61404,decreasing,2022-1
61405,decreasing,2022-1
61406,decreasing,2022-1
61407,decreasing,2022-1
61408,decreasing,2022-1
61409,stable,2022-1
61410,decreasing,2022-1
61411,decreasing,2022-1
61414,decreasing,2022-1
61415,decreasing,2022-1
61416,increasing,2022-1
61417,decreasing,2022-1
61418,decreasing,2022-1
61419,decreasing,2022-1
61422,unknown,2022-1
61442,decreasing,2022-1
61743,decreasing,2022-1
62222,decreasing,2022-1
62225,decreasing,2022-1
62256,decreasing,2022-1
63100,decreasing,2022-1
63101,stable,2022-1
63102,decreasing,2022-1
63103,stable,2022-1
63104,stable,2022-1
63106,stable,2022-1
63107,decreasing,2022-1
63108,stable,2022-1
63109,decreasing,2022-1
63110,decreasing,2022-1
63111,decreasing,2022-1
63112,stable,2022-1
63113,decreasing,2022-1
63114,decreasing,2022-1
63115,stable,2022-1
63116,decreasing,2022-1
63117,decreasing,2022-1
63119,unknown,2022-1
63120,decreasing,2022-1
63121,stable,2022-1
63122,stable,2022-1
63123,stable,2022-1
63124,decreasing,2022-1
63125,stable,2022-1
63126,stable,2022-1
63127,unknown,2022-1
63128,decreasing,2022-1
63129,decreasing,2022-1
63130,decreasing,2022-1
63131,decreasing,2022-1
63133,stable,2022-1
63135,decreasing,2022-1
63136,unknown,2022-1
63137,stable,2022-1
63140,stable,2022-1
63141,decreasing,2022-1
63142,stable,2022-1
63143,stable,2022-1
63144,decreasing,2022-1
63145,decreasing,2022-1
63146,stable,2022-1
63148,stable,2022-1
63149,decreasing,2022-1
63151,decreasing,2022-1
63153,decreasing,2022-1
63154,decreasing,2022-1
63155,decreasing,2022-1
63156,decreasing,2022-1
63157,decreasing,2022-1
63158,decreasing,2022-1
63159,stable,2022-1
63160,stable,2022-1
63161,stable,2022-1
63162,stable,2022-1
63163,decreasing,2022-1
63164,stable,2022-1
63165,stable,2022-1
63166,decreasing,2022-1
63167,decreasing,2022-1
63361,unknown,2022-1
63442,unknown,2022-1
63570,unknown,2022-1
63571,decreasing,2022-1
63572,decreasing,2022-1
63573,unknown,2022-1
63574,unknown,2022-1
63575,unknown,2022-1
63576,unknown,2022-1
63577,unknown,2022-1
63578,unknown,2022-1
63579,decreasing,2022-1
63580,decreasing,2022-1
63581,unknown,2022-1
63582,unknown,2022-1
63583,unknown,2022-1
63584,unknown,2022-1
63585,decreasing,2022-1
63586,unknown,2022-1
63587,decreasing,2022-1
63588,unknown,2022-1
63589,unknown,2022-1
63590,unknown,2022-1
63591,decreasing,2022-1
63592,unknown,2022-1
63593,decreasing,2022-1
63594,unknown,2022-1
63595,unknown,2022-1
63596,decreasing,2022-1
63597,unknown,2022-1
63598,decreasing,2022-1
63599,unknown,2022-1
63600,unknown,2022-1
63601,unknown,2022-1
63602,unknown,2022-1
63603,unknown,2022-1
63604,unknown,2022-1
63605,unknown,2022-1
63606,unknown,2022-1
63607,unknown,2022-1
63608,unknown,2022-1
63609,unknown,2022-1
63610,unknown,2022-1
63611,unknown,2022-1
63612,decreasing,2022-1
63613,unknown,2022-1
63614,decreasing,2022-1
63615,unknown,2022-1
63616,unknown,2022-1
63617,unknown,2022-1
63618,unknown,2022-1
63619,unknown,2022-1
63620,unknown,2022-1
63621,unknown,2022-1
63622,decreasing,2022-1
63623,unknown,2022-1
63624,unknown,2022-1
63625,unknown,2022-1
63626,unknown,2022-1
63627,unknown,2022-1
63628,unknown,2022-1
63629,unknown,2022-1
63630,unknown,2022-1
63631,unknown,2022-1
63632,unknown,2022-1
63633,unknown,2022-1
63634,unknown,2022-1
63635,unknown,2022-1
63636,unknown,2022-1
63637,unknown,2022-1
63638,unknown,2022-1
63639,unknown,2022-1
63640,unknown,2022-1
63641,unknown,2022-1
