iucn_sid,code,habitat,suitability,season,majorimportance,api_error,param_id
152620,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152621,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,NA,NA,NA,NA
152622,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152622,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,resident,Yes,NA,NA
152623,4.4,Grassland - Temperate,Suitable,resident,Yes,NA,NA
152624,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152624,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,resident,Yes,NA,NA
152625,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152625,4.4,Grassland - Temperate,Suitable,NA,Yes,NA,NA
152626,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152626,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,NA,NA,NA,NA
152627,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152628,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152629,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152630,4.4,Grassland - Temperate,Suitable,NA,Yes,NA,NA
152630,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,resident,NA,NA,NA
152631,18,Unknown,NA,NA,NA,NA,NA
152632,4.4,Grassland - Temperate,Suitable,resident,Yes,NA,NA
152633,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152634,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152634,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,resident,Yes,NA,NA
152635,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,NA,Yes,NA,NA
152635,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,NA,NA,NA,NA
152636,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152637,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Marginal,resident,NA,NA,NA
152637,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Marginal,resident,NA,NA,NA
152637,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
152637,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
152638,4.4,Grassland - Temperate,Suitable,NA,Yes,NA,NA
152639,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152639,4.4,Grassland - Temperate,Suitable,resident,Yes,NA,NA
152640,3.4,Shrubland - Temperate,Suitable,NA,Yes,NA,NA
152641,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152642,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152643,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152644,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152645,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152646,4.5,Grassland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152647,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152648,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152649,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152650,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152650,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152650,5.17,"Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Marshes/Pools",Suitable,resident,Yes,NA,NA
152651,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152651,2.1,Savanna - Dry,Suitable,NA,Yes,NA,NA
152652,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152652,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,NA,NA,NA,NA
152653,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152655,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152656,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152657,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152658,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,NA,Yes,NA,NA
152659,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152660,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152660,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,resident,NA,NA,NA
152661,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152662,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,NA,Yes,NA,NA
152662,8.3,Desert - Cold,Suitable,NA,Yes,NA,NA
152663,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152664,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152664,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152665,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,NA,Yes,NA,NA
152665,8.3,Desert - Cold,Suitable,NA,Yes,NA,NA
152666,4.4,Grassland - Temperate,Marginal,NA,NA,NA,NA
152666,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,NA,Yes,NA,NA
152667,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Marginal,NA,NA,NA,NA
152667,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152667,2.1,Savanna - Dry,Suitable,NA,NA,NA,NA
152667,2.2,Savanna - Moist,Marginal,NA,NA,NA,NA
152668,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152669,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152670,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152671,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152672,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152672,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152673,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152674,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152675,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,NA,NA,NA
152675,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,NA,NA,NA
152676,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152676,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152677,4.4,Grassland - Temperate,Suitable,NA,Yes,NA,NA
152677,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,NA,Yes,NA,NA
152678,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152678,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
152679,3.4,Shrubland - Temperate,Suitable,resident,Yes,NA,NA
152680,1.4,Forest - Temperate,Suitable,resident,Yes,NA,NA
152680,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152680,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
152681,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152681,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152682,1.4,Forest - Temperate,Suitable,resident,Yes,NA,NA
152682,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152682,4.4,Grassland - Temperate,Suitable,resident,Yes,NA,NA
152683,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152684,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,NA,NA,NA
152685,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152686,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
152687,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152688,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152689,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152690,1.4,Forest - Temperate,Suitable,resident,Yes,NA,NA
152691,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152691,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152692,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152692,4.5,Grassland - Subtropical/Tropical Dry,Marginal,resident,NA,NA,NA
152693,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152693,4.4,Grassland - Temperate,Suitable,NA,Yes,NA,NA
152694,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,resident,Yes,NA,NA
152695,8.3,Desert - Cold,Suitable,NA,Yes,NA,NA
152696,1.5,Forest - Subtropical/Tropical Dry,Unknown,NA,NA,NA,NA
152696,3.5,Shrubland - Subtropical/Tropical Dry,Unknown,NA,NA,NA,NA
152697,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
152698,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
152699,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152699,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152699,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,NA,NA,NA,NA
152700,1.4,Forest - Temperate,Suitable,resident,Yes,NA,NA
152700,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
152701,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,resident,Yes,NA,NA
152702,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152703,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152703,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,NA,Yes,NA,NA
152704,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152704,2.1,Savanna - Dry,Suitable,resident,Yes,NA,NA
152704,2.2,Savanna - Moist,Suitable,resident,NA,NA,NA
152704,4.4,Grassland - Temperate,Suitable,resident,Yes,NA,NA
152705,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152706,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,resident,Yes,NA,NA
152706,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,resident,Yes,NA,NA
152707,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152708,3.7,Shrubland - Subtropical/Tropical High Altitude,Marginal,resident,NA,NA,NA
152708,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,resident,Yes,NA,NA
152709,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,NA,NA,NA
152710,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152711,1.4,Forest - Temperate,Suitable,resident,Yes,NA,NA
152711,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152711,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152712,4.4,Grassland - Temperate,Suitable,resident,Yes,NA,NA
152712,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,resident,NA,NA,NA
152713,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152714,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152714,2.1,Savanna - Dry,Suitable,NA,NA,NA,NA
152715,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,resident,Yes,NA,NA
152716,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152716,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152716,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,resident,Yes,NA,NA
152717,3.4,Shrubland - Temperate,Suitable,resident,Yes,NA,NA
152717,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152717,4.4,Grassland - Temperate,Suitable,resident,Yes,NA,NA
152718,3.5,Shrubland - Subtropical/Tropical Dry,Marginal,NA,NA,NA,NA
152718,4.4,Grassland - Temperate,Marginal,NA,NA,NA,NA
152718,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,NA,Yes,NA,NA
152719,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152720,4.4,Grassland - Temperate,Suitable,NA,Yes,NA,NA
152721,1.4,Forest - Temperate,Suitable,resident,Yes,NA,NA
152721,3.4,Shrubland - Temperate,Suitable,resident,Yes,NA,NA
152721,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152721,4.4,Grassland - Temperate,Suitable,resident,Yes,NA,NA
152722,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152723,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152723,4.4,Grassland - Temperate,Suitable,resident,Yes,NA,NA
152724,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152724,2.2,Savanna - Moist,Suitable,NA,Yes,NA,NA
152725,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152725,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
152726,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,resident,NA,NA,NA
152727,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152728,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152729,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152729,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,NA,NA,NA,NA
152729,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,NA,NA,NA,NA
152730,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152731,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152731,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152732,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152733,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152733,4.4,Grassland - Temperate,Suitable,NA,Yes,NA,NA
152734,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152735,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,NA,Yes,NA,NA
152736,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,resident,Yes,NA,NA
152736,1.4,Forest - Temperate,Suitable,resident,Yes,NA,NA
152736,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152737,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152738,13.1,Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands,Suitable,NA,NA,NA,NA
152738,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152739,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152740,1.4,Forest - Temperate,Suitable,resident,Yes,NA,NA
152740,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152740,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,resident,Yes,NA,NA
152741,1.6,Forest - Subtropical/Tropical Moist Lowland,Marginal,NA,NA,NA,NA
152741,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,NA,Yes,NA,NA
152742,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152743,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152744,4.4,Grassland - Temperate,Marginal,NA,NA,NA,NA
152744,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,NA,Yes,NA,NA
152745,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,NA,NA,NA,NA
152745,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,resident,NA,NA,NA
152746,1.4,Forest - Temperate,Suitable,resident,Yes,NA,NA
152746,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152746,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152747,2.1,Savanna - Dry,Suitable,NA,NA,NA,NA
152747,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152748,2.1,Savanna - Dry,Suitable,NA,Yes,NA,NA
152748,2.2,Savanna - Moist,Suitable,NA,Yes,NA,NA
152749,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152750,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152751,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,NA,NA,NA
152752,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,NA,NA,NA
152753,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
152754,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152755,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,NA,NA,NA
152755,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,resident,NA,NA,NA
152756,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152756,2.1,Savanna - Dry,Suitable,NA,Yes,NA,NA
152756,2.2,Savanna - Moist,Suitable,NA,Yes,NA,NA
152757,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152758,1.4,Forest - Temperate,Suitable,NA,NA,NA,NA
152758,3.4,Shrubland - Temperate,Suitable,NA,NA,NA,NA
152758,4.4,Grassland - Temperate,Suitable,NA,NA,NA,NA
152759,8.3,Desert - Cold,Suitable,NA,Yes,NA,NA
152760,2.1,Savanna - Dry,Suitable,NA,Yes,NA,NA
152761,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152762,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,NA,Yes,NA,NA
152763,4.4,Grassland - Temperate,Suitable,NA,Yes,NA,NA
152764,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152765,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,NA,NA,NA
152766,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,NA,NA,NA
152767,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152768,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152768,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,resident,Yes,NA,NA
152769,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,NA,NA,NA,NA
152770,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152771,1.5,Forest - Subtropical/Tropical Dry,Marginal,NA,NA,NA,NA
152771,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,NA,Yes,NA,NA
152772,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
152773,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,NA,Yes,NA,NA
152773,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152774,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152774,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152775,1.4,Forest - Temperate,Suitable,resident,Yes,NA,NA
152776,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152777,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152778,8.3,Desert - Cold,Suitable,resident,Yes,NA,NA
152779,1.4,Forest - Temperate,Suitable,resident,Yes,NA,NA
152779,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152780,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152780,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,resident,NA,NA,NA
152781,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152782,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152782,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,NA,NA,NA,NA
152783,1.4,Forest - Temperate,Suitable,resident,Yes,NA,NA
152783,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152784,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152784,4.4,Grassland - Temperate,Suitable,resident,Yes,NA,NA
152785,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
152786,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152786,4.5,Grassland - Subtropical/Tropical Dry,Marginal,resident,NA,NA,NA
152787,4.4,Grassland - Temperate,Suitable,NA,Yes,NA,NA
152788,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152789,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152789,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152790,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152790,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152791,1.4,Forest - Temperate,Suitable,resident,Yes,NA,NA
152791,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152791,4.4,Grassland - Temperate,Suitable,resident,Yes,NA,NA
152792,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152793,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152793,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152794,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152795,8.3,Desert - Cold,Suitable,resident,Yes,NA,NA
152796,2.1,Savanna - Dry,Suitable,NA,NA,NA,NA
152797,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152798,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152799,1.4,Forest - Temperate,Suitable,resident,Yes,NA,NA
152799,4.4,Grassland - Temperate,Suitable,resident,Yes,NA,NA
152800,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152801,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152802,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152803,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152804,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152805,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152805,2.1,Savanna - Dry,Suitable,resident,Yes,NA,NA
152806,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152807,2.1,Savanna - Dry,Suitable,NA,Yes,NA,NA
152807,4.5,Grassland - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152808,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152809,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152809,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,NA,Yes,NA,NA
152810,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152810,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152810,4.4,Grassland - Temperate,Suitable,resident,Yes,NA,NA
152811,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152812,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152813,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152813,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,resident,NA,NA,NA
152814,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,NA,NA,NA
152814,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,resident,NA,NA,NA
152815,3.4,Shrubland - Temperate,Suitable,resident,Yes,NA,NA
152816,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152817,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
152818,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152818,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152819,4.5,Grassland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152820,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152821,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,NA,NA,NA
152822,8.3,Desert - Cold,Suitable,resident,Yes,NA,NA
152823,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152824,1.4,Forest - Temperate,Suitable,resident,Yes,NA,NA
152824,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152824,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152824,4.5,Grassland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152824,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,resident,Yes,NA,NA
152825,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
152826,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152827,2.1,Savanna - Dry,Suitable,resident,Yes,NA,NA
152828,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,NA,NA,NA,NA
152829,1.5,Forest - Subtropical/Tropical Dry,Suitable,NA,Yes,NA,NA
152830,1.4,Forest - Temperate,Marginal,NA,NA,NA,NA
152830,1.6,Forest - Subtropical/Tropical Moist Lowland,Marginal,NA,NA,NA,NA
152830,4.4,Grassland - Temperate,Marginal,NA,NA,NA,NA
152830,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,NA,NA,NA,NA
152831,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
152831,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,resident,Yes,NA,NA
152832,13.3,Marine Coastal/Supratidal - Coastal Sand Dunes,Suitable,resident,NA,NA,NA
