iucn_sid,iucn_rgn,years,cat_ts,scores,pop_trend_desc,calc_trend
22697825,global,"2010, 2008, 2007, 2005, 2004, 2000, 1996, 1994, 2012, 2016, 2018, 2020","EN, EN, EN, EN, EN, EN, VU, VU, EN, EN, EN, EN","0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.4, 0.4, 0.6, 0.6, 0.6, 0.6",decreasing,0.00662
22697829,europe,"2015, 2021","LC, LC","0, 0",unknown,0
22697829,global,"2000, 1994, 2009, 2008, 2004, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22697834,europe,"2015, 2021","LC, LC","0, 0",decreasing,0
22697834,global,"2009, 2008, 2004, 2000, 1994, 2012, 2014, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22697839,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",increasing,-0
22697842,europe,"2015, 2021","VU, LC","0.4, 0",stable,-0.06667
22697842,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,-0
22697847,europe,"2015, 2021","VU, VU","0.4, 0.4",unknown,0
22697847,global,"2000, 1994, 2010, 2009, 2008, 2004, 2012, 2015, 2016, 2018","LC, LC, NT, LC, LC, LC, NT, NT, NT, NT","0, 0, 0.2, 0, 0, 0, 0.2, 0.2, 0.2, 0.2",decreasing,0.01106
22697852,global,"2009, 2008, 2007, 2005, 2004, 2000, 1994, 2012, 2016, 2017, 2018","LC, NT, NT, VU, VU, VU, LC, LC, LC, LC, LC","0, 0.2, 0.2, 0.4, 0.4, 0.4, 0, 0, 0, 0, 0",increasing,-0.01185
22697859,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2017, 2018","LC, NT, NT, NT, NT, LC, LC, LC, LC","0, 0.2, 0.2, 0.2, 0.2, 0, 0, 0, 0",increasing,-0.01074
22697866,europe,"2015, 2021","EN, VU","0.6, 0.4",decreasing,-0.03333
22697866,global,"2009, 1994, 2008, 2004, 2000, 2012, 2016, 2017, 2018","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",increasing,0
22697870,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2017, 2018","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",stable,0
22697875,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,-0
22697879,global,"2000, 1994, 2009, 2008, 2004, 2012, 2016, 2017, 2018","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",stable,0
22697885,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,-0
22697888,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,-0
22697896,global,"2010, 2009, 2008, 2007, 2006, 2004, 2000, 1996, 1994, 2012, 2013, 2015, 2016, 2018","CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8",decreasing,-0
22697913,global,"1994, 2010, 2009, 2008, 2004, 2000, 1996, 2012, 2013, 2015, 2016, 2018","CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8",decreasing,-0
22697925,global,"2010, 2008, 2005, 2004, 2000, 1994, 2012, 2016, 2018","NT, NT, NT, NT, NT, LC, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0.2, 0, 0.2, 0.2, 0.2",decreasing,0.00577
22697935,global,"2010, 2009, 2008, 2007, 2006, 2004, 2000, 1996, 1994, 2012, 2013, 2015, 2016, 2018","CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8",decreasing,-0
22697949,global,"2010, 2009, 2008, 2007, 2006, 2004, 2000, 1996, 1994, 2012, 2013, 2015, 2016, 2018","EN, EN, CR, CR, CR, CR, CR, CR, CR, EN, EN, VU, VU, VU","0.6, 0.6, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.6, 0.6, 0.4, 0.4, 0.4",increasing,-0.019
22697954,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,-0
22697957,global,"2010, 2008, 2006, 2004, 2000, 1996, 1994, 2012, 2016, 2018","VU, VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",increasing,-0
22697963,global,"2010, 2008, 2004, 2000, 1994, 2012, 2014, 2016, 2018","NT, NT, NT, NT, LC, NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0, 0.2, 0.2, 0.2, 0.2",decreasing,0.00585
22697967,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,-0
22697970,global,"2008, 2007, 2005, 2004, 2000, 1994, 2012, 2016, 2018","VU, VU, VU, VU, VU, LC, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0, 0.4, 0.4, 0.4",decreasing,0.01143
22697975,global,"2010, 2009, 2008, 2007, 2006, 2004, 2000, 1996, 1994, 2012, 2016, 2018","VU, VU, EN, EN, EN, EN, EN, VU, VU, VU, VU, VU","0.4, 0.4, 0.6, 0.6, 0.6, 0.6, 0.6, 0.4, 0.4, 0.4, 0.4, 0.4",increasing,-0.00283
22697984,global,"2010, 2008, 2004, 2000, 1996, 1994, 2012, 2016, 2018","VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",increasing,-0
22697987,global,"2011, 2010, 2008, 2006, 2004, 2000, 1994, 2012, 2016, 2018","VU, NT, NT, NT, LC, LC, LC, VU, VU, VU","0.4, 0.2, 0.2, 0.2, 0, 0, 0, 0.4, 0.4, 0.4",decreasing,0.02161
22697990,global,"1996, 1994, 2010, 2008, 2006, 2004, 2000, 2012, 2016, 2018","VU, VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",stable,0
22697997,global,"2010, 2008, 2006, 2004, 2000, 1994, 2012, 2016, 2018, 2019","VU, VU, VU, VU, VU, LC, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0, 0.4, 0.4, 0.4, 0.4",decreasing,0.01014
22698001,global,"2010, 2008, 2007, 2006, 2004, 2000, 1994, 2012, 2016, 2018, 2022","EN, EN, EN, EN, EN, VU, LC, EN, EN, EN, VU","0.6, 0.6, 0.6, 0.6, 0.6, 0.4, 0, 0.6, 0.6, 0.6, 0.4",decreasing,0.01227
22698005,global,"2010, 2008, 2006, 2004, 2000, 2012, 2016, 2018","VU, VU, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",stable,-0
22698012,global,"2009, 2008, 2004, 2000, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22698017,global,"2010, 2008, 2007, 2006, 2004, 2000, 1996, 1994, 2012, 2016, 2018","VU, VU, VU, VU, VU, VU, VU, VU, VU, VU, EN","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.6",decreasing,0.00396
22698020,global,"2010, 2009, 2008, 2007, 2006, 2004, 2000, 1996, 1994, 2012, 2013, 2015, 2016, 2017, 2018","CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8",decreasing,-0
22698027,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,-0
22698030,global,"2010, 2008, 2006, 2004, 2000, 1994, 2012, 2016, 2018","VU, VU, VU, VU, VU, LC, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0, 0.4, 0.4, 0.4",stable,0.01173
22698035,global,"2010, 2008, 2007, 2006, 2004, 2000, 1996, 1994, 2012, 2016, 2018","EN, EN, EN, EN, EN, EN, CR, CR, EN, EN, EN","0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.8, 0.8, 0.6, 0.6, 0.6",decreasing,-0.00786
22698039,global,"2010, 2008, 2004, 2000, 1994, 2012, 2016, 2018, 2019","NT, NT, NT, NT, LC, NT, NT, NT, LC","0.2, 0.2, 0.2, 0.2, 0, 0.2, 0.2, 0.2, 0",unknown,0.00175
22698042,global,"2010, 2008, 2005, 2004, 2000, 1996, 1994, 2012, 2016, 2018, 2019, 2022","VU, VU, VU, VU, VU, VU, VU, VU, VU, VU, VU, LC","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0",stable,-0.00577
22698049,global,"1994, 2010, 2009, 2008, 2007, 2006, 2004, 2000, 1996, 2012, 2015, 2016, 2018","CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8",increasing,-0
22698055,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,-0
22698062,europe,"2015, 2021","EN, EN","0.6, 0.6",increasing,0
22698062,global,"2010, 2008, 2005, 2004, 2000, 1996, 1994, 2012, 2016, 2018","EN, EN, EN, CR, CR, CR, CR, EN, EN, EN","0.6, 0.6, 0.6, 0.8, 0.8, 0.8, 0.8, 0.6, 0.6, 0.6",stable,-0.01068
22698080,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,-0
22698084,global,"2010, 2008, 2007, 2006, 2004, 2000, 1996, 1994, 2012, 2016, 2018, 2019","EN, EN, VU, VU, VU, VU, VU, VU, EN, EN, EN, EN","0.6, 0.6, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.6, 0.6, 0.6, 0.6",decreasing,0.01045
22698088,global,"2010, 2008, 2006, 2004, 2000, 1996, 1994, 2012, 2016, 2018","EN, EN, EN, EN, EN, EN, EN, EN, EN, EN","0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6",increasing,-0
22698092,global,"2004, 2000, 1996, 1994, 2010, 2008, 2007, 2012, 2016, 2018","EN, EN, EN, EN, EN, EN, EN, EN, EN, EN","0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6",decreasing,0
22698097,global,"2010, 2009, 2008, 2004, 2000, 1996, 1994, 2012, 2013, 2015, 2016, 2018","CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8",unknown,0
22698102,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018, 2020","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22698106,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,-0
22698114,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,-0
22698119,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,-0
22698124,global,"2004, 2000, 1994, 2009, 2008, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22698128,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,-0
22698132,europe,"2015, 2021","LC, LC","0, 0",unknown,0
22698132,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2017, 2018","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",stable,0
22698136,global,"2010, 2008, 2004, 2000, 1994, 2012, 2015, 2016, 2017, 2018","NT, NT, NT, NT, LC, NT, NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0, 0.2, 0.2, 0.2, 0.2, 0.2",unknown,0.0054
22698140,global,"2010, 2008, 2005, 2004, 2000, 2012, 2015, 2016, 2017, 2018","VU, VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",decreasing,0
22698150,global,"2010, 2008, 2007, 2005, 2004, 2000, 1996, 1994, 2012, 2016, 2017, 2018","VU, VU, VU, VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",stable,0
22698155,global,"2010, 2008, 2005, 2004, 2000, 1996, 1994, 2012, 2016, 2017, 2018","VU, VU, VU, VU, VU, VU, VU, VU, VU, EN, EN","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.6, 0.6",unknown,0.00594
22698159,global,"2010, 2008, 2004, 2000, 1994, 2012, 2016, 2017, 2018, 2021","NT, NT, NT, NT, LC, NT, NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0.00478
22698172,global,"2009, 2008, 2004, 2000, 1994, 2012, 2015, 2016, 2017, 2018","LC, LC, LC, LC, LC, LC, NT, NT, NT, NT","0, 0, 0, 0, 0, 0, 0.2, 0.2, 0.2, 0.2",decreasing,0.0101
22698175,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2017, 2018","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22698182,global,"2010, 2008, 2006, 2004, 2000, 1994, 2012, 2016, 2018","VU, VU, VU, VU, VU, NT, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.2, 0.4, 0.4, 0.4",stable,0.00587
22698188,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2017, 2018, 2019","LC, LC, LC, LC, LC, LC, NT, NT, NT, NT","0, 0, 0, 0, 0, 0, 0.2, 0.2, 0.2, 0.2",decreasing,0.0099
22698195,global,"2010, 2008, 2007, 2006, 2004, 2000, 1996, 1994, 2012, 2016, 2017, 2018","VU, VU, VU, VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",unknown,0
22698201,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2017, 2018, 2021","LC, LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0, 0",stable,0
22698209,global,"2010, 2008, 2004, 2000, 1994, 2012, 2016, 2017, 2018, 2019","NT, NT, NT, LC, LC, NT, NT, NT, NT, NT","0.2, 0.2, 0.2, 0, 0, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0.00813
22698216,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2017, 2018","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22698222,global,"2004, 2000, 1994, 2009, 2008, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22698226,europe,"2015, 2021","LC, LC","0, 0",unknown,0
22698226,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",unknown,-0
22698230,europe,"2015, 2021","LC, VU","0, 0.4",unknown,0.06667
22698230,global,"2010, 2008, 2004, 2000, 2012, 2015, 2016, 2018","NT, NT, LC, LC, VU, VU, VU, VU","0.2, 0.2, 0, 0, 0.4, 0.4, 0.4, 0.4",decreasing,0.02706
22698235,global,"2010, 2009, 2008, 2007, 2006, 2004, 2000, 1996, 1994, 2012, 2013, 2015, 2016, 2018","CR, CR, CR, CR, CR, CR, CR, VU, VU, CR, CR, CR, CR, CR","0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.4, 0.4, 0.8, 0.8, 0.8, 0.8, 0.8",decreasing,0.0149
22698246,global,"2010, 2008, 2005, 2004, 2000, 1996, 1994, 2012, 2016, 2022","NT, NT, NT, NT, VU, VU, VU, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0.4, 0.4, 0.4, 0.2, 0.2, 0.2",stable,-0.0087
22698249,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,-0
22698252,global,"2007, 2006, 2004, 2000, 1996, 1994, 2010, 2008, 2012, 2016, 2018, 2019","EN, EN, EN, EN, EN, EN, EN, EN, EN, EN, EN, EN","0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6",stable,0
22698267,global,"2004, 2000, 1994, 2014, 2016, 2017, 2018, 2019","NT, NT, LC, LC, LC, LC, LC, LC","0.2, 0.2, 0, 0, 0, 0, 0, 0",decreasing,-0.00518
22698272,global,"2004, 2000, 1994, 2014, 2016, 2017, 2018","LC, LC, LC, EN, EN, EN, EN","0, 0, 0, 0.6, 0.6, 0.6, 0.6",decreasing,0.03164
22698277,global,"2010, 2008, 2005, 2004, 2000, 1996, 1994, 2012, 2013, 2016, 2018","VU, VU, VU, VU, VU, EN, EN, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.6, 0.6, 0.4, 0.4, 0.4, 0.4",stable,-0.00762
22698280,global,"2010, 2008, 2007, 2005, 2004, 2000, 1996, 1994, 2012, 2016, 2018, 2019, 2020","EN, EN, EN, EN, EN, EN, EN, EN, EN, EN, EN, EN, NT","0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.2",increasing,-0.0053
22698288,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,-0
22698300,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,-0
22698305,global,"2010, 2008, 2007, 2005, 2004, 2003, 2000, 1996, 2012, 2016, 2017, 2018","VU, VU, VU, VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",decreasing,0
22698310,global,"2008, 2007, 2006, 2005, 2004, 2003, 2000, 1996, 1994, 2010, 2009, 2012, 2013, 2015, 2016, 2017, 2018","CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, EN","0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.6",increasing,-0.00255
22698314,global,"2010, 2008, 2007, 2005, 2004, 2003, 2000, 2012, 2016, 2017, 2018","VU, VU, VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",stable,-0
22698320,global,"2010, 2009, 2008, 2007, 2005, 2004, 2003, 2000, 1994, 2012, 2013, 2014, 2015, 2016, 2017, 2018","CR, CR, CR, CR, VU, VU, VU, VU, NT, CR, CR, CR, CR, CR, CR, CR","0.8, 0.8, 0.8, 0.8, 0.4, 0.4, 0.4, 0.4, 0.2, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8",decreasing,0.02801
22698335,global,"2010, 2008, 2006, 2005, 2004, 2003, 2000, 1994, 2012, 2015, 2016, 2017, 2018","VU, VU, VU, VU, VU, VU, VU, EN, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.6, 0.4, 0.4, 0.4, 0.4, 0.4",increasing,-0.00457
22698350,global,"2010, 2008, 2005, 2004, 2003, 2000, 1994, 2012, 2013, 2014, 2016, 2017, 2018, 2020","EN, EN, EN, EN, EN, VU, LC, VU, NT, NT, NT, NT, NT, NT","0.6, 0.6, 0.6, 0.6, 0.6, 0.4, 0, 0.4, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",increasing,-0.00732
22698365,global,"2000, 1994, 2010, 2008, 2005, 2004, 2003, 2012, 2013, 2016, 2017, 2018","LC, LC, NT, VU, VU, VU, VU, NT, NT, NT, NT, NT","0, 0, 0.2, 0.4, 0.4, 0.4, 0.4, 0.2, 0.2, 0.2, 0.2, 0.2",stable,0.00312
22698375,global,"2010, 2008, 2005, 2004, 2003, 2002, 2000, 2012, 2013, 2014, 2016, 2017, 2018","EN, EN, EN, EN, EN, VU, NT, EN, NT, NT, NT, LC, LC","0.6, 0.6, 0.6, 0.6, 0.6, 0.4, 0.2, 0.6, 0.2, 0.2, 0.2, 0, 0",increasing,-0.02316
22698388,global,"2010, 2008, 2005, 2004, 2003, 2000, 2012, 2016, 2017, 2018","VU, VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",unknown,-0
22698393,global,"2010, 2009, 2008, 2007, 2005, 2004, 2003, 2000, 2012, 2016, 2017, 2018","VU, CR, CR, CR, CR, CR, CR, CR, VU, VU, VU, VU","0.4, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.4, 0.4, 0.4, 0.4",stable,-0.03007
22698398,global,"2010, 2008, 2007, 2005, 2004, 2003, 2000, 1994, 2012, 2013, 2016, 2017, 2018","VU, VU, VU, VU, VU, VU, VU, NT, VU, EN, EN, EN, EN","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.2, 0.4, 0.6, 0.6, 0.6, 0.6",decreasing,0.01509
22698425,global,"2008, 2007, 2005, 2004, 2003, 2000, 2010, 2012, 2016, 2017, 2018","EN, EN, EN, EN, EN, NT, EN, EN, EN, EN, EN","0.6, 0.6, 0.6, 0.6, 0.6, 0.2, 0.6, 0.6, 0.6, 0.6, 0.6",decreasing,0.00991
22698431,global,"2010, 2008, 2007, 2005, 2004, 2003, 2000, 1994, 2012, 2016, 2017, 2018","EN, EN, EN, EN, EN, EN, VU, NT, EN, EN, EN, EN","0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.4, 0.2, 0.6, 0.6, 0.6, 0.6",decreasing,0.01233
22698436,global,"2004, 2000, 1994, 2009, 2008, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22698448,global,"2010, 2008, 2005, 2004, 2003, 2000, 1994, 2012, 2016, 2017, 2018","NT, NT, NT, NT, NT, NT, LC, NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0, 0.2, 0.2, 0.2, 0.2",decreasing,0.00484
22698453,europe,"2015, 2021","EN, EN","0.6, 0.6",decreasing,0
22698453,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,-0
22698459,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,-0
22698465,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,-0
22698471,global,"2010, 2008, 2007, 2006, 2004, 2000, 1994, 2012, 2016, 2018","EN, VU, VU, VU, VU, VU, LC, EN, EN, EN","0.6, 0.4, 0.4, 0.4, 0.4, 0.4, 0, 0.6, 0.6, 0.6",decreasing,0.02292
22698477,europe,"2015, 2021","LC, LC","0, 0",unknown,0
22698477,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2017, 2018","LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0",unknown,0
22698485,global,"2009, 2008, 2004, 2000, 1994, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,-0
22698496,global,"2009, 2008, 2004, 2000, 1994, 2012, 2013, 2016, 2018","LC, LC, LC, LC, NT, LC, LC, LC, LC","0, 0, 0, 0, 0.2, 0, 0, 0, 0",decreasing,-0.00591
22698520,global,"2009, 2008, 2004, 2000, 1994, 2012, 2014, 2016, 2018","LC, LC, LC, LC, NT, NT, NT, NT, NT","0, 0, 0, 0, 0.2, 0.2, 0.2, 0.2, 0.2",stable,0.00501
22698530,global,"2000, 1996, 1994, 2010, 2009, 2008, 2006, 2005, 2004, 2012, 2016, 2018","CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8",unknown,-0
22698535,global,"2010, 2008, 2004, 2000, 1994, 2012, 2016, 2018, 2019","NT, NT, NT, NT, NT, NT, NT, NT, LC","0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0",stable,-0.0035
22698548,global,"2014, 2016, 2018","VU, VU, VU","0.4, 0.4, 0.4",unknown,-0
22698557,global,"2009, 2008, 2004, 2000, 1994, 2012, 2013, 2016, 2018, 2020","LC, LC, LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
